Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2,
435.50,998.33,1116.23,334.29,1071.17,143.78,2958.59,75.87,961.62,2435.29,48.52,149.64,378.27,0.00,288.02,99.26,34.55,625.31,439.28,3.39,0.00
465.50,1678.39,1147.78,345.96,1014.52,142.67,3048.45,55.57,868.24,2476.49,50.32,161.24,396.69,0.00,283.68,116.56,34.55,556.16,446.59,3.39,0.00
495.50,2090.18,1089.66,1214.85,990.82,115.44,3029.53,41.77,746.98,2459.32,54.99,160.35,371.33,0.00,289.44,101.24,36.16,589.61,428.37,3.39,0.00
525.50,2280.73,960.20,2061.54,926.26,80.54,2540.19,44.83,647.90,2439.73,62.81,160.35,377.98,0.00,312.39,124.54,35.54,651.27,424.44,3.39,0.00
555.50,2035.67,864.74,2077.64,862.58,62.39,2166.87,50.23,647.90,2266.30,60.06,158.62,389.94,0.00,335.31,135.54,37.37,582.43,433.61,3.20,0.00
585.50,1876.59,796.38,1660.73,816.89,53.37,2198.21,40.44,647.90,2279.56,54.14,148.45,388.96,0.00,332.24,127.17,37.42,595.53,417.28,3.20,0.00
615.00,1799.69,702.36,1669.95,754.71,42.47,2215.00,48.19,703.14,2265.12,54.14,140.08,391.49,0.00,281.07,102.31,34.55,633.96,428.41,3.20,0.00
644.50,1741.34,625.48,1726.41,718.94,38.79,2262.78,43.34,703.14,2206.58,45.32,161.13,382.39,0.00,333.17,126.39,34.55,759.82,456.40,3.20,0.00
674.50,1691.47,547.03,1688.61,707.46,32.74,2310.15,43.99,715.04,2142.72,43.36,143.13,380.74,0.00,330.65,107.00,33.51,773.02,450.85,3.20,0.00
704.50,1704.11,424.46,1739.55,677.63,28.69,2319.18,45.37,715.04,2123.97,44.31,140.28,365.91,0.00,313.54,119.26,33.51,751.79,448.16,3.20,0.00
734.50,1651.51,383.39,1763.03,691.80,26.16,2356.13,54.80,715.04,2078.35,44.31,171.21,364.49,0.00,324.71,117.93,34.49,749.98,422.00,3.20,0.00
764.50,1657.34,307.28,1800.81,659.56,24.18,2351.68,51.18,715.04,2097.96,38.72,176.90,399.33,0.00,345.86,94.24,34.49,751.40,430.61,3.72,0.00
795.00,1629.87,220.37,1786.05,652.89,23.69,2339.47,55.54,715.04,2191.40,40.04,160.74,373.47,0.00,298.50,119.55,33.51,724.97,429.75,3.72,0.00
825.00,1629.00,180.11,1816.60,662.61,22.05,2345.67,54.75,715.04,2188.33,40.04,163.12,366.30,0.00,340.54,118.65,31.80,750.90,434.58,3.72,0.00
855.00,1632.87,173.79,1805.90,647.40,21.80,2340.56,53.96,715.04,2160.86,40.04,139.92,383.10,0.00,337.55,105.06,37.85,794.38,414.94,3.72,0.00
885.50,1633.12,136.11,1799.27,643.48,18.32,2331.68,56.38,715.04,2134.08,40.04,160.32,369.47,0.00,328.68,101.93,38.66,733.50,433.62,3.72,0.00
915.50,1613.98,143.60,1784.29,686.40,17.99,2330.22,52.51,715.04,2176.13,40.04,162.29,372.15,0.00,346.87,135.56,38.66,703.79,424.07,3.72,0.00
945.50,1686.08,155.29,1794.94,620.51,15.75,2335.12,52.86,715.04,2101.00,42.30,160.42,377.40,0.00,310.44,120.55,38.66,707.99,432.67,3.72,0.00
975.50,1701.01,121.24,1802.62,641.00,16.92,2331.22,50.93,715.04,2146.33,42.30,144.04,382.57,0.00,331.69,94.66,36.15,712.46,466.71,3.72,0.00
1005.50,1658.33,90.50,1798.73,595.41,14.44,2348.57,58.00,715.04,2145.64,36.50,159.20,419.76,0.00,321.20,95.77,39.41,857.91,441.29,3.72,0.00
1035.50,1670.52,132.81,1818.83,626.25,15.97,2369.87,57.95,715.04,2146.33,36.62,153.12,390.42,0.00,325.10,111.19,36.44,794.65,427.01,3.72,0.00
1065.50,1716.77,113.63,1799.15,661.94,17.10,2385.24,56.85,715.04,2125.58,41.08,152.02,383.56,0.00,346.92,127.81,36.50,722.62,452.65,3.66,0.00
1095.50,1724.37,110.74,1813.77,655.83,15.56,2365.37,57.22,715.04,2165.21,41.08,154.93,374.66,0.00,349.17,130.37,36.53,720.11,444.10,3.66,0.00
1125.50,1764.83,110.17,1785.61,676.21,17.13,2379.85,57.25,715.04,2142.63,40.83,146.18,372.35,0.00,352.98,101.55,38.48,708.46,434.20,3.66,0.00
1154.50,1777.98,127.67,1806.02,634.20,16.36,2386.02,57.28,715.04,2171.36,38.54,148.11,380.74,0.00,348.21,129.19,37.50,816.63,438.34,3.66,0.00
1184.00,1747.56,122.71,1783.32,627.43,13.92,2371.72,51.84,715.04,2177.77,39.88,161.13,390.14,0.00,349.30,104.61,37.10,838.70,425.42,3.66,0.00
1215.00,1708.70,97.41,1775.03,616.77,13.28,2374.39,49.34,636.30,2144.91,39.45,177.07,415.18,0.00,317.83,145.01,38.45,730.30,438.65,3.66,0.00
1245.50,1599.13,19.84,1799.14,612.68,15.65,2248.37,31.68,602.73,2167.44,44.31,161.44,384.79,0.00,322.12,99.03,39.45,633.97,451.74,3.66,0.00
1275.00,1503.01,19.84,1753.87,596.63,27.89,2068.95,34.24,602.73,2153.88,47.18,189.52,369.08,0.00,326.44,132.04,36.44,604.91,438.38,3.66,0.00
1305.00,1435.11,19.84,1635.98,600.49,30.28,2055.96,45.35,602.73,2182.30,55.12,148.13,389.06,0.00,322.37,132.82,37.48,631.21,426.95,3.66,0.00
1335.50,1418.97,19.84,1599.29,531.90,31.73,2063.17,52.55,608.07,2262.06,60.85,148.13,395.71,0.00,298.11,138.91,39.73,581.37,443.63,3.66,0.00
1365.50,1369.74,19.84,1639.19,526.13,35.16,2056.15,52.55,624.70,2279.22,55.12,163.58,379.95,0.00,328.58,103.12,37.42,608.89,427.91,3.66,0.00
1395.50,1370.00,19.84,1630.72,577.22,30.73,2104.68,57.07,601.20,2309.77,55.97,163.88,365.83,0.00,342.21,97.00,41.32,603.72,438.42,3.66,0.00
1425.50,1371.23,19.84,1651.78,556.19,33.54,2143.83,47.24,599.98,2335.51,54.14,136.01,367.25,0.00,319.19,118.98,40.31,783.96,416.23,3.66,0.00
1455.50,1333.45,19.84,1649.60,605.10,32.54,2207.21,37.00,599.98,2281.53,54.14,167.54,391.24,0.00,322.97,130.12,40.31,821.59,427.48,3.66,0.00
1485.50,1288.86,19.84,1663.79,590.44,35.12,2184.07,49.74,599.98,2287.83,47.26,141.66,379.17,0.00,310.55,119.53,38.72,855.42,451.21,3.66,0.00
1515.50,1260.19,19.84,1655.60,606.09,24.29,2153.13,43.05,593.33,2226.21,47.97,167.79,384.88,0.00,318.06,126.23,36.83,931.10,422.59,3.66,0.00
1545.50,1171.25,19.84,1667.03,601.98,18.99,2098.93,35.28,593.33,2228.89,46.69,169.64,394.22,0.00,309.91,116.20,38.13,900.74,442.76,3.66,0.00
1575.50,1141.58,19.84,1632.90,563.33,13.72,2054.67,36.87,593.33,2150.99,48.28,169.64,371.35,0.00,292.41,122.53,38.13,887.21,417.88,3.66,0.00
1605.50,1081.35,19.84,1604.69,559.93,11.00,2062.62,35.73,603.34,2217.80,48.28,145.77,368.28,0.00,327.82,118.71,38.13,887.27,429.73,3.66,0.00
1635.50,1110.95,30.21,1614.10,544.57,3.21,2092.16,39.00,603.34,2211.88,49.83,166.93,387.12,0.00,323.80,91.49,41.35,909.46,429.44,3.66,0.00
1665.50,1105.96,30.21,1612.00,516.33,1.72,2055.22,33.55,588.08,2192.94,54.99,166.93,401.01,0.00,346.91,116.54,36.32,910.66,430.30,3.85,0.00
1695.50,1096.24,30.21,1588.01,510.02,2.99,2094.57,35.58,588.08,2236.28,49.99,164.49,383.14,0.00,332.52,112.46,41.20,879.53,429.75,3.85,0.00
1725.50,1087.17,30.21,1614.40,498.02,0.66,2063.10,38.19,588.08,2154.95,50.48,149.84,404.42,0.00,306.53,131.17,41.38,941.53,431.48,3.85,0.00
1755.50,1065.78,30.21,1589.20,491.00,1.07,2108.59,31.03,588.08,2230.62,47.55,132.75,391.12,0.00,326.57,124.00,41.38,822.64,414.13,3.85,0.00
1785.50,1069.76,30.21,1551.74,469.98,0.78,2059.71,29.63,588.08,2158.62,49.74,176.21,363.47,0.00,308.11,109.36,40.41,842.40,424.35,3.85,0.00
1815.50,1093.42,30.21,1566.64,429.65,1.61,2084.12,35.61,588.08,2160.65,47.18,151.50,370.11,0.00,321.91,99.36,40.41,876.26,429.52,6.78,0.00
1845.50,1070.47,30.21,1574.26,462.92,4.31,2069.17,34.49,588.08,2199.33,50.17,152.46,387.83,0.00,316.57,120.55,40.34,819.15,417.93,0.92,0.00
1875.50,1101.11,30.21,1565.38,439.26,0.95,2074.77,30.29,588.08,2175.30,50.23,152.13,385.29,0.00,328.53,123.39,33.57,855.47,421.07,3.39,0.00
1905.50,1112.29,30.21,1556.07,408.64,2.23,2069.38,36.28,588.08,2181.73,51.21,152.13,381.40,0.00,310.20,114.31,40.71,853.41,432.82,3.39,0.00
1935.50,1153.32,30.21,1536.46,438.08,6.45,2074.87,33.61,588.08,2195.28,49.96,112.46,393.54,0.00,319.32,95.09,44.37,902.70,435.23,3.39,0.00
1965.50,1156.94,30.21,1528.19,410.66,1.21,2030.86,39.98,588.08,2164.76,51.21,170.44,387.58,0.00,307.65,101.29,44.37,943.79,414.59,3.39,0.00
1995.50,1139.60,30.21,1551.37,406.15,0.35,2039.99,29.72,588.08,2222.72,51.62,122.38,360.37,0.00,319.66,97.35,38.51,1042.56,427.05,3.39,0.00
2025.50,1180.23,30.21,1552.45,411.72,1.36,2061.01,29.21,588.08,2204.39,50.19,153.20,402.60,0.00,278.78,113.40,37.54,1058.06,416.00,3.39,0.00
2055.50,1162.04,30.21,1546.02,415.22,2.74,2064.77,38.49,588.08,2227.56,50.11,164.98,383.69,0.00,321.08,100.40,43.82,1067.01,442.82,2.66,0.00
2085.50,1185.36,30.21,1532.62,429.31,2.49,2055.54,30.25,588.08,2201.83,49.87,145.05,375.07,0.00,298.01,101.29,37.90,1012.49,421.70,2.66,0.00
2115.50,1169.10,30.21,1518.66,464.59,2.81,2061.58,37.51,588.08,2189.26,51.61,165.25,378.38,0.00,292.00,105.01,38.39,971.95,417.18,2.66,0.00
2145.50,1202.11,30.21,1502.40,441.03,3.41,2133.39,30.28,599.88,2218.57,52.19,154.12,394.54,0.00,293.63,114.14,38.45,993.36,407.36,2.66,0.00
2175.50,1192.63,30.21,1519.92,441.02,1.17,2118.96,35.29,599.88,2186.52,52.19,152.39,386.60,0.00,315.10,117.62,38.21,1007.91,433.84,2.66,0.00
2205.50,1243.28,30.21,1522.54,460.35,2.41,2207.26,39.49,599.88,2174.61,47.15,157.47,426.39,0.00,291.35,106.66,43.88,973.00,421.61,3.85,0.00
2235.50,1284.16,30.21,1572.98,426.56,1.87,2262.72,47.81,599.88,2158.64,48.22,154.05,378.17,0.00,279.41,96.19,43.88,977.33,420.70,3.85,0.00
2265.50,1306.96,30.21,1588.06,444.04,0.56,2292.49,67.85,584.42,2176.76,47.55,145.27,400.42,0.00,316.41,128.79,41.79,947.04,414.13,3.85,0.00
2295.50,1203.71,30.21,1629.64,473.15,1.00,2239.68,57.15,541.08,2176.76,47.55,153.77,368.58,0.00,289.17,131.18,41.81,950.33,418.81,3.78,0.00
2325.50,861.79,30.21,1689.09,541.30,1.01,1707.73,26.67,449.84,2280.99,47.55,130.31,375.88,0.00,299.32,108.08,41.49,961.57,402.38,3.78,0.00
2355.50,564.28,30.21,1549.31,627.41,0.70,1153.93,26.67,383.92,2318.98,60.70,147.10,356.27,0.00,309.57,112.26,40.71,953.02,420.97,3.78,0.00
2385.50,358.76,30.21,1100.27,603.84,1.93,900.63,26.86,365.91,2288.20,65.74,146.49,384.17,0.00,315.50,118.67,39.45,1003.62,412.02,3.78,0.00
