Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2,
386.50,95.78,0.30,61.04,0.30,5.67,1437.62,66.91,114.85,1400.60,48.69,161.81,139.34,10.93,1089.41,0.30,66.06,0.30,0.30,17.73,0.00
417.50,173.87,0.30,61.04,0.30,6.18,1545.97,40.12,114.85,1449.30,48.77,251.16,138.65,10.93,1305.21,0.30,70.83,0.30,0.30,18.93,0.00
448.00,118.90,0.30,61.04,0.30,6.25,1651.64,47.20,221.26,1342.39,42.30,302.59,152.40,10.93,1464.06,0.30,66.47,0.30,0.30,19.10,0.00
478.50,93.03,0.30,61.04,0.30,5.11,1675.99,41.24,198.06,1191.38,42.30,353.01,137.12,10.93,1595.34,0.30,68.94,0.30,0.30,18.25,0.00
508.50,91.98,0.30,61.04,0.30,4.96,1592.91,40.74,244.45,1055.15,36.93,426.40,120.70,10.93,1636.64,0.30,67.32,0.30,0.30,16.72,0.00
538.50,123.02,0.30,61.04,0.30,6.10,1517.57,40.22,224.61,951.31,39.86,430.61,169.17,10.93,1656.32,0.30,73.24,0.30,0.30,23.07,0.00
569.00,99.71,0.30,61.04,0.30,7.20,1493.33,34.70,203.55,928.13,39.86,430.61,141.91,10.93,1602.03,0.30,70.33,0.30,0.30,19.32,0.00
599.00,97.69,0.30,61.04,0.30,4.87,1393.02,34.70,203.55,877.79,39.86,478.68,162.36,13.92,1654.10,0.30,70.33,0.30,0.30,19.32,0.00
629.00,51.27,0.30,61.04,0.30,7.12,1366.95,28.56,203.55,866.79,39.86,450.95,123.73,8.00,1684.73,0.30,73.24,0.30,0.30,16.26,0.00
659.50,33.70,0.30,61.04,0.30,5.68,1284.25,32.42,203.55,861.27,39.86,455.02,169.68,8.00,1658.98,0.30,73.24,0.30,0.30,19.41,0.00
689.50,31.33,0.30,61.04,0.30,4.64,1242.31,30.01,160.22,788.85,39.86,481.95,138.55,8.00,1660.49,0.30,73.55,0.30,0.30,17.21,0.00
719.50,31.33,0.30,61.04,0.30,6.02,1290.26,28.89,160.22,785.00,39.86,441.75,146.24,13.98,1693.31,0.30,72.50,0.30,0.30,23.01,0.00
748.50,31.33,0.30,61.04,0.30,7.49,1224.36,30.68,160.22,817.48,39.86,483.10,137.98,13.98,1703.02,0.30,72.90,0.30,0.30,17.25,0.00
778.50,31.33,0.30,61.04,0.30,6.40,1194.56,27.07,137.03,759.08,39.86,481.65,142.07,13.98,1704.82,0.30,74.20,0.30,0.30,21.34,0.00
808.50,31.33,0.30,61.04,0.30,5.53,1175.30,25.99,137.03,743.50,39.86,473.42,159.80,13.98,1692.41,0.30,75.05,0.30,0.30,20.14,0.00
838.50,31.33,0.30,61.04,0.30,6.97,1165.22,25.61,137.03,748.14,34.06,470.89,169.13,13.98,1692.96,0.30,76.08,0.30,0.30,19.17,0.00
869.00,31.33,0.30,61.04,0.30,6.89,1142.24,27.51,137.03,772.80,34.06,499.58,143.18,13.98,1669.64,0.30,76.84,0.30,0.30,19.92,0.00
898.50,31.33,0.30,61.04,0.30,5.40,1141.07,27.51,137.03,728.53,34.06,482.49,164.80,13.98,1662.25,0.30,78.16,0.30,0.30,20.91,0.00
929.00,31.33,0.30,61.04,0.30,5.86,1146.77,22.97,137.03,753.43,34.06,475.25,142.60,13.98,1656.17,0.30,81.12,0.30,0.30,20.91,0.00
959.50,31.33,0.30,61.04,0.30,7.25,1110.96,25.00,137.03,700.19,30.95,466.38,139.65,13.92,1667.81,0.30,78.31,0.30,0.30,19.32,0.00
989.50,31.33,0.30,61.04,0.30,4.86,1077.37,23.68,82.09,679.88,36.68,470.59,131.87,13.92,1640.72,0.30,78.15,0.30,0.30,19.47,0.00
1019.50,31.33,0.30,61.04,0.30,7.14,1088.88,22.05,82.09,677.26,36.68,474.71,144.40,12.88,1656.68,0.30,75.91,0.30,0.30,20.75,0.00
1049.50,31.33,0.30,61.04,0.30,5.06,1040.08,20.08,82.09,678.90,36.68,469.92,138.72,14.34,1624.27,0.30,77.70,0.30,0.30,18.49,0.00
1079.50,31.33,0.30,61.04,0.30,7.09,1036.79,21.79,82.09,630.62,36.68,448.80,148.15,10.07,1629.58,0.30,80.08,0.30,0.30,23.13,0.00
1109.50,31.33,0.30,61.04,0.30,5.50,1021.20,20.75,82.09,621.65,36.68,444.53,158.50,10.07,1600.57,0.30,81.03,0.30,0.30,20.45,0.00
1138.50,31.33,0.30,61.04,0.30,6.05,995.70,17.76,82.09,595.96,36.68,475.01,153.20,10.07,1614.94,0.30,81.09,0.30,0.30,17.05,0.00
1168.00,31.33,0.30,61.04,0.30,5.39,954.63,19.69,40.59,628.64,36.68,442.66,144.30,10.07,1601.28,0.30,83.07,0.30,0.30,20.02,0.00
1199.00,31.33,0.30,61.04,0.30,6.04,969.04,21.30,40.59,636.41,36.68,447.39,140.28,10.07,1603.37,0.30,77.33,0.30,0.30,21.30,0.00
1229.50,31.33,0.30,61.04,0.30,3.95,937.51,17.88,40.59,643.13,36.68,471.50,174.08,11.11,1615.28,0.30,78.53,0.30,0.30,20.36,0.00
1259.50,31.33,0.30,61.04,0.30,4.69,931.46,21.21,40.59,641.18,36.68,435.90,153.73,10.93,1611.60,0.30,82.09,0.30,0.30,20.94,0.00
1289.50,31.33,0.30,61.04,0.30,6.88,990.69,20.69,40.59,671.27,36.68,429.39,134.74,14.95,1590.07,0.30,81.06,0.30,0.30,23.77,0.00
1319.50,31.33,0.30,61.04,0.30,6.03,982.38,20.75,40.59,692.15,36.68,450.42,156.45,14.95,1574.76,0.30,80.60,0.30,0.30,23.18,0.00
1349.50,31.33,0.30,61.04,0.30,5.05,994.54,20.72,40.59,688.03,36.68,447.70,157.17,14.95,1568.42,0.30,81.85,0.30,0.30,21.13,0.00
1379.50,31.33,0.30,61.04,0.30,6.25,969.01,20.72,40.59,701.16,36.68,443.55,161.17,11.90,1577.43,0.30,82.30,0.30,0.30,21.42,0.00
1409.50,31.33,0.30,61.04,0.30,4.25,1009.05,20.45,40.59,677.62,36.68,428.98,146.62,11.90,1603.20,0.30,83.97,0.30,0.30,21.01,0.00
1438.50,31.33,0.30,61.04,0.30,5.86,1006.18,20.73,40.59,713.82,36.68,447.43,134.65,12.02,1658.27,0.30,81.73,0.30,0.30,21.12,0.00
1468.00,42.11,0.30,61.04,0.30,5.24,1047.47,21.44,40.59,710.31,36.68,447.17,156.13,11.66,1660.34,0.30,82.83,0.30,0.30,24.00,0.00
1498.50,42.11,0.30,61.04,0.30,6.37,1090.15,24.17,64.80,743.36,36.68,457.97,149.60,12.98,1476.52,0.30,87.95,0.30,0.30,19.55,0.00
1529.00,23.19,0.30,61.04,0.30,5.47,1102.35,24.20,48.32,709.06,36.68,446.33,129.01,12.98,1183.49,0.30,84.34,0.30,0.30,24.06,0.00
1559.50,22.28,0.30,61.04,0.30,5.34,1138.29,21.25,52.19,567.13,36.68,354.59,155.76,13.92,911.41,0.30,85.88,0.30,0.30,21.33,0.00
1588.50,22.28,0.30,61.04,0.30,5.64,1169.71,20.69,57.37,416.88,36.68,279.85,125.82,13.92,653.83,0.30,88.87,0.30,0.30,20.86,0.00
1618.50,22.28,0.30,61.04,0.30,6.44,1043.77,20.66,57.37,285.44,36.68,186.01,143.19,14.04,387.79,0.30,87.46,0.30,0.30,22.11,0.00
1649.50,22.28,0.30,61.04,0.30,5.11,959.70,20.69,57.37,157.72,41.93,62.56,139.77,14.04,280.60,0.30,87.83,0.30,0.30,24.64,0.00
1679.50,22.28,0.30,61.04,0.30,7.07,775.32,18.90,57.37,64.04,36.93,44.37,125.43,14.04,191.63,0.30,88.87,0.30,0.30,20.97,0.00
1709.50,22.28,0.30,61.04,0.30,4.51,588.87,17.76,57.37,31.01,39.92,35.18,149.72,13.92,184.02,0.30,89.19,0.30,0.30,19.32,0.00
1739.50,22.28,0.30,61.04,0.30,5.71,423.33,17.76,57.37,25.48,39.92,29.60,153.32,13.92,149.45,0.30,87.25,0.30,0.30,19.47,0.00
1769.50,22.28,0.30,61.04,0.30,2.85,286.06,13.86,57.37,24.41,39.92,21.36,135.38,14.37,90.86,0.30,90.52,0.30,0.30,21.91,0.00
1799.50,22.28,0.30,61.04,0.30,6.77,236.36,17.79,57.37,21.06,39.92,21.36,135.80,13.98,51.78,0.30,87.10,0.30,0.30,21.55,0.00
1829.50,22.28,0.30,61.04,0.30,5.36,143.69,18.74,57.37,21.06,39.92,21.06,158.72,13.98,33.26,0.30,91.47,0.30,0.30,21.82,0.00
1859.50,22.28,0.30,61.04,0.30,5.82,80.98,14.40,57.37,21.06,39.92,21.06,120.00,13.98,25.94,0.30,88.01,0.30,0.30,22.38,0.00
1889.50,22.28,0.30,61.04,0.30,7.30,50.31,15.24,57.37,21.06,39.92,21.06,130.62,13.98,25.94,0.30,89.08,0.30,0.30,23.07,0.00
