Time,CT214J3,CT214F2,CT209H2,CT209F2,CT209C2,CT207H2,CT207F2,CT207C2,CT307H2,CT307F2,CT307C2,CT302H2,CT302F2,CT302C2,CT301H2,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
1709.50,0.00,52.80,34.28,98.90,13.03,146.05,557.35,2.96,381.78,304.75,33.75,820.32,411.62,17.82,252.71,299.08,50.63,65.92,132.02,16.22
1738.50,0.00,46.39,52.73,109.62,11.48,115.30,576.98,2.66,381.78,320.44,33.75,811.88,369.83,15.52,233.46,292.59,47.91,581.23,122.82,16.88
1768.50,0.00,46.55,45.47,114.96,11.30,100.50,589.12,2.96,381.78,303.99,33.75,763.26,407.31,18.86,225.68,293.64,48.04,373.05,137.08,18.68
1798.50,0.00,64.27,30.36,137.29,12.70,139.16,597.79,2.96,381.78,317.08,33.75,794.38,407.54,12.51,208.79,272.17,46.88,257.39,113.30,18.68
1828.50,0.00,47.35,60.43,101.26,12.36,143.22,550.96,2.96,383.31,314.91,33.75,765.83,398.43,18.37,215.54,289.62,46.20,387.63,120.17,18.68
1858.50,0.00,48.32,42.79,91.27,11.77,114.90,520.00,2.96,397.04,307.66,38.27,783.40,401.07,19.06,223.78,285.01,45.72,342.95,120.42,16.44
1888.00,0.00,74.06,57.51,105.12,12.54,138.86,596.42,2.96,397.04,309.08,34.06,750.70,355.53,21.36,231.47,293.94,46.86,791.64,139.52,16.63
1918.50,0.00,57.07,54.30,82.82,11.42,148.01,544.54,3.02,397.04,316.99,34.40,712.44,385.22,21.36,221.72,288.44,45.69,75.79,174.26,16.78
1948.50,0.00,54.76,49.74,82.52,12.59,156.27,570.10,2.96,423.28,275.98,36.36,606.39,399.35,22.77,229.67,297.55,50.84,63.58,164.16,13.81
1978.50,0.00,36.05,26.99,96.54,13.02,155.70,587.55,2.96,423.28,302.43,37.13,474.21,376.74,20.81,244.58,287.12,45.53,111.85,161.72,14.28
2009.00,0.00,74.70,54.32,87.32,11.02,195.34,561.13,2.96,395.82,311.59,35.06,273.24,382.39,19.14,222.82,286.98,47.43,97.15,161.92,14.22
2039.50,0.00,73.11,36.11,82.18,11.05,176.04,542.70,2.99,375.68,306.77,35.06,193.64,388.80,20.81,237.12,278.13,46.90,459.17,150.27,17.03
2068.50,0.00,69.00,27.67,83.79,12.22,161.34,558.33,2.84,425.12,298.77,35.91,75.99,353.09,20.81,216.68,267.85,46.36,203.25,177.84,17.09
2098.00,0.00,72.84,31.03,78.80,11.57,170.54,546.91,2.84,425.12,285.95,34.06,73.55,385.72,20.81,229.99,304.09,48.43,206.35,162.00,13.49
2129.00,0.00,94.56,30.47,107.93,11.69,164.29,557.47,2.84,425.12,303.65,32.80,47.30,385.79,17.82,193.31,296.99,47.91,488.78,204.42,14.71
2159.50,0.00,80.70,21.36,91.57,11.87,202.61,532.41,3.02,425.12,304.57,36.93,32.96,356.48,17.82,231.08,270.08,47.64,318.79,230.45,16.11
2189.50,0.00,79.65,39.52,64.32,11.28,170.64,592.84,3.02,425.12,288.27,33.75,33.87,359.55,17.82,210.27,301.65,47.64,393.90,195.52,15.44
2219.50,0.00,115.22,39.52,65.27,11.39,170.85,539.78,3.02,425.12,316.93,32.04,40.95,353.76,17.76,229.25,273.14,47.64,393.90,224.80,16.74
2249.50,0.00,107.59,29.30,70.00,12.24,199.34,558.41,3.02,466.62,307.05,31.92,52.67,375.40,19.44,204.70,278.08,49.68,276.80,190.07,14.83
2279.50,0.00,113.99,29.30,64.17,10.71,187.64,592.30,3.02,443.12,316.78,32.10,53.61,335.53,19.78,195.27,268.95,49.93,297.91,241.96,13.40
