Time,CT214J3,CT214F2,CT209H2,CT209F2,CT209C2,CT207H2,CT207F2,CT207C2,CT307H2,CT307F2,CT307C2,CT302H2,CT302F2,CT302C2,CT301H2,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
269.50,0.00,300.99,114.06,313.34,0.00,2615.88,1936.93,0.00,827.55,1142.53,15.56,69.78,915.18,5.37,2042.57,416.98,30.30,439.19,752.18,15.90
298.50,0.00,1141.76,793.73,582.32,0.00,2973.86,2025.22,0.00,888.99,1210.99,12.76,97.96,704.66,9.89,1689.01,362.66,30.25,359.64,742.35,13.55
328.00,0.00,1994.58,1501.59,930.55,0.00,3060.20,2105.72,0.00,937.82,1311.18,12.76,80.47,666.12,9.89,586.56,381.92,30.98,400.99,744.07,13.00
359.00,0.00,2195.25,1529.26,972.38,0.00,3180.28,2156.84,0.00,937.82,1354.01,17.52,80.47,650.67,9.89,196.96,386.53,32.20,404.57,768.42,12.82
389.50,0.00,2273.24,1619.10,1014.96,0.07,3379.22,2247.70,0.00,937.82,1389.92,18.17,89.17,565.84,9.89,158.39,398.57,31.27,562.85,750.33,11.05
419.50,0.00,2331.48,1652.93,1029.19,0.20,3376.41,2310.85,0.00,937.82,1417.26,24.35,60.43,420.68,4.09,150.91,391.27,30.21,354.09,731.92,17.11
449.00,0.00,2357.21,1701.99,1044.13,1.03,3398.00,2313.68,0.00,937.82,1428.47,27.28,98.02,896.50,4.09,106.05,407.06,28.50,362.63,735.65,15.98
479.00,0.00,2166.48,1707.12,1038.83,25.54,3464.28,2320.33,2.96,937.82,1431.45,33.26,345.16,2533.61,4.09,734.13,382.45,28.50,384.44,1868.14,38.76
509.50,0.00,1248.59,1718.88,1075.43,52.84,3475.96,2296.13,66.99,937.82,1410.65,40.20,757.52,2616.45,10.19,2698.22,869.26,28.50,576.29,4122.27,165.14
537.50,0.00,514.28,1710.37,1068.44,60.18,3469.37,2078.66,120.77,892.04,1283.28,87.19,940.26,2899.44,16.91,2448.81,972.35,28.32,506.10,4263.78,287.70
567.50,0.00,331.95,1434.42,916.27,78.41,3474.56,1850.10,112.00,847.49,1244.22,115.18,1038.71,3026.42,150.69,2827.98,1110.41,31.24,434.08,4408.81,329.31
599.50,0.00,332.17,1249.04,883.29,79.17,3311.29,1714.20,89.84,825.11,1210.35,108.40,1094.94,2968.05,273.56,2874.31,1255.16,30.27,424.22,4429.69,319.84
629.50,0.00,309.34,1302.74,937.82,38.51,2952.21,1775.79,87.52,749.22,987.26,103.40,1159.58,2871.83,266.30,2834.54,1221.64,34.85,532.40,4293.30,308.74
658.00,0.00,282.07,1369.73,950.03,2.65,2619.14,1806.92,94.63,682.69,940.77,109.19,1165.59,2866.32,269.90,2754.92,1183.37,131.49,525.04,4269.22,291.33
688.00,0.00,271.18,1354.08,950.23,0.00,2462.01,1715.37,90.32,682.69,954.91,109.36,1200.05,2816.51,263.09,2768.18,1155.33,256.45,329.34,4283.26,263.44
719.50,0.00,267.77,998.86,759.45,0.00,2456.73,1396.20,58.41,682.69,969.86,86.95,1211.78,2647.52,238.43,2693.12,1106.95,260.97,301.46,4135.11,230.76
749.50,0.00,279.29,734.57,606.55,0.00,2506.07,1051.35,22.89,621.65,903.12,57.31,1254.75,2506.65,195.46,2587.98,1010.27,259.71,301.30,3954.66,198.50
780.00,0.00,266.69,506.13,488.29,0.00,2339.31,809.12,1.99,570.99,717.38,40.04,1263.90,2418.62,157.78,2435.10,885.14,244.94,343.02,3730.32,180.54
810.00,0.00,279.04,401.92,398.11,0.00,1980.88,563.06,2.96,521.55,530.86,29.32,1264.51,2380.96,147.45,2393.09,859.35,222.60,331.43,3664.91,170.87
839.50,0.00,243.56,268.07,358.59,0.00,1581.95,458.45,2.96,475.17,462.58,25.98,1221.55,2344.43,141.48,2358.86,833.89,188.96,317.69,3597.83,161.39
868.50,0.00,263.64,212.80,351.39,0.00,1311.78,414.88,2.96,475.17,384.98,19.47,1152.36,2358.81,134.17,2359.15,819.97,154.28,317.69,3565.86,164.76
898.50,0.00,247.54,187.00,316.44,0.00,1066.32,349.67,2.96,429.39,347.45,19.47,1193.84,2361.18,135.00,2413.72,810.73,157.33,264.74,3549.68,162.27
929.50,0.00,265.74,184.19,349.57,0.00,820.80,345.33,2.96,469.67,317.08,16.54,1228.15,2341.83,128.51,2382.04,825.09,141.60,266.54,3544.01,163.44
959.50,0.00,259.54,186.06,324.33,0.00,759.29,361.80,2.96,426.34,329.90,17.66,1197.28,2318.76,127.69,2419.83,796.16,132.63,259.40,3530.38,175.17
989.50,0.00,243.11,161.56,316.47,0.00,656.96,324.00,2.96,448.51,326.44,17.66,1134.15,2328.76,136.87,2443.02,817.32,138.64,256.78,3518.63,186.22
1019.50,0.00,251.99,149.03,336.74,0.00,629.20,347.27,2.96,433.97,301.56,17.66,1149.92,2316.24,155.36,2465.96,798.10,133.73,235.90,3496.45,166.83
1049.50,0.00,262.81,186.98,361.41,0.00,612.54,363.73,2.96,433.97,296.33,17.66,1103.91,2357.06,130.59,2410.34,796.83,139.65,236.01,3500.27,162.39
1079.50,0.00,247.56,164.95,329.58,0.00,581.20,325.73,2.96,433.97,274.66,17.66,1014.52,2295.63,130.71,2498.09,821.78,156.07,214.39,3545.05,161.85
1109.50,0.00,256.93,182.58,331.64,0.00,559.70,377.67,2.96,433.97,326.64,17.66,978.31,2333.78,126.98,2521.71,805.81,158.19,221.18,3506.39,172.70
1139.50,0.00,264.15,180.56,339.12,0.00,607.04,351.32,2.96,433.97,328.68,17.52,940.00,2356.91,143.86,2520.48,782.63,137.07,190.97,3512.78,193.91
1169.50,0.00,268.10,168.05,345.29,0.00,573.86,375.11,2.96,433.97,307.70,17.56,940.00,2427.91,159.61,2558.02,814.58,141.97,207.22,3572.36,185.61
1199.50,0.00,268.99,191.53,357.14,0.00,560.76,342.59,2.96,433.97,320.01,16.78,852.27,2486.71,141.59,2597.22,849.07,132.75,179.45,3668.37,180.61
1229.50,0.00,280.61,181.07,331.17,0.00,606.83,368.96,2.96,433.97,310.26,16.87,881.36,2497.35,134.38,2639.99,858.93,147.92,225.83,3699.75,188.61
1259.50,0.00,290.68,182.13,330.75,0.00,605.70,360.98,2.96,433.97,319.73,21.42,837.31,2518.78,147.16,2680.70,867.20,151.34,195.01,3738.99,203.11
1289.50,0.00,285.04,185.04,326.03,0.00,594.24,374.25,2.96,433.97,327.15,16.60,852.25,2537.98,146.50,2697.31,858.27,135.71,585.91,3759.82,202.46
1319.50,0.00,302.91,161.03,318.97,0.00,583.20,394.50,2.96,433.97,335.70,15.91,853.28,2442.79,157.41,2659.90,912.57,141.87,527.05,3765.49,178.87
1349.50,0.00,287.74,161.21,346.26,0.00,550.99,361.58,2.96,433.97,356.15,18.78,830.56,2324.29,143.95,2539.41,852.06,147.16,373.54,3688.04,173.16
1378.50,0.00,288.47,153.51,337.33,0.00,611.70,398.72,2.96,433.97,312.81,17.49,846.75,2293.28,135.09,2383.46,781.09,151.51,262.63,3589.45,157.35
1408.50,0.00,296.29,171.97,329.29,0.00,595.01,406.57,2.96,433.97,341.93,16.54,863.35,2324.93,127.70,2398.96,737.38,155.28,130.01,3546.16,172.45
1439.50,0.00,281.29,133.52,359.87,0.00,571.25,421.41,2.96,413.52,344.55,17.27,847.38,2318.46,138.00,2383.49,761.42,154.82,192.43,3529.75,176.31
1469.50,0.00,284.69,157.12,349.43,0.00,640.51,403.19,2.96,450.95,327.39,17.42,869.89,2310.02,146.85,2389.87,769.14,142.52,361.64,3572.20,168.72
1499.50,0.00,276.99,165.71,352.77,0.00,562.39,368.35,2.96,423.28,314.23,19.43,874.85,2330.54,138.06,2326.45,766.31,139.50,507.02,3545.36,169.38
1529.50,0.00,265.61,166.09,330.37,0.00,611.66,369.52,2.96,423.28,336.61,17.44,890.94,2318.12,126.28,2285.50,747.92,155.28,583.56,3506.45,169.82
1559.50,0.00,272.18,164.02,386.58,0.00,596.35,393.80,2.96,423.28,332.34,17.44,915.08,2318.84,132.27,2283.50,755.19,152.38,746.87,3540.30,163.17
1589.50,0.00,256.70,153.91,358.40,0.00,581.02,396.33,2.96,423.28,324.10,18.92,919.17,2252.58,135.34,2259.98,751.52,149.48,661.05,3533.84,155.14
1619.50,0.00,252.51,178.96,356.90,0.00,585.12,383.96,2.96,423.28,330.58,20.11,959.18,2157.75,127.50,2214.02,715.53,149.45,543.17,3423.54,132.59
1649.50,0.00,252.73,156.15,328.85,0.00,580.68,381.88,2.96,405.58,316.73,16.83,929.78,2003.26,123.41,1998.63,705.37,152.98,709.46,3251.20,133.80
1679.50,0.00,259.44,179.89,356.68,0.00,587.47,403.45,2.96,387.88,328.37,19.47,926.68,1942.17,115.85,1897.46,586.72,142.52,643.73,3073.78,124.55
1709.50,0.00,264.55,169.99,357.12,0.00,579.76,411.69,2.96,416.27,317.58,18.49,862.62,1892.22,113.80,1818.57,590.75,138.69,597.39,2912.82,113.51
1739.50,0.00,268.34,164.06,365.10,0.00,608.60,392.88,2.96,420.36,323.19,18.21,855.12,1893.46,105.65,1752.56,585.57,127.02,550.04,2832.48,87.59
1769.50,0.00,270.82,170.68,340.89,0.00,571.04,415.12,2.96,393.99,299.29,17.52,796.67,1585.17,86.57,1732.08,560.75,124.90,595.51,2696.57,54.44
1799.50,0.00,265.86,160.69,339.41,0.00,554.87,414.60,2.96,418.20,316.55,16.54,791.33,1112.13,55.13,1372.23,458.41,122.74,609.36,2077.58,34.56
1829.50,0.00,243.43,141.36,321.82,0.00,566.84,427.92,2.96,418.20,323.49,16.54,805.68,868.07,31.49,895.65,417.62,114.56,508.20,1716.60,26.21
1859.50,0.00,245.50,147.30,334.17,0.00,582.76,407.56,2.96,418.20,303.96,17.11,794.99,651.44,14.42,589.91,376.29,90.64,857.74,1247.03,25.30
1889.50,0.00,241.56,135.63,325.39,0.00,609.71,437.18,2.96,418.20,319.17,16.60,813.18,643.32,19.78,507.87,342.39,64.37,513.74,1241.12,30.61
1919.50,0.00,234.89,145.81,335.46,0.00,560.48,438.40,2.96,453.19,296.94,16.54,836.19,570.38,12.88,428.47,369.73,47.51,535.41,1099.69,28.38
1949.50,0.00,230.48,131.53,321.25,0.00,602.51,413.77,2.96,467.84,281.27,15.69,798.25,573.36,20.77,430.66,359.10,44.98,471.18,1212.48,21.81
1979.50,0.00,244.59,125.08,316.14,0.00,587.89,434.10,2.96,467.84,306.84,19.35,759.19,524.40,20.75,464.64,381.35,40.14,501.78,1165.48,21.58
2007.00,0.00,244.39,119.57,330.82,0.00,537.14,421.82,2.96,492.26,307.72,16.54,710.31,346.99,13.00,431.77,375.13,40.14,691.60,1003.56,17.08
2037.00,0.00,223.12,123.63,318.20,0.00,583.50,421.01,2.96,468.45,320.90,16.54,685.59,373.85,7.71,321.76,385.67,40.10,628.34,931.44,16.75
2069.50,0.00,205.77,117.15,338.79,0.00,585.60,412.58,2.96,468.45,318.06,16.54,604.56,387.20,9.46,329.80,378.35,40.04,590.56,926.98,19.34
2099.50,0.00,220.76,87.04,317.21,0.00,586.64,430.51,2.96,468.45,311.59,16.83,626.45,314.40,9.46,367.58,355.31,34.73,506.58,904.38,15.32
2129.50,0.00,210.38,113.83,325.69,0.00,555.29,420.42,2.96,468.45,345.35,20.45,537.42,306.15,11.84,311.69,400.82,34.73,666.39,868.35,15.32
2157.50,0.00,217.08,64.39,317.17,0.00,588.49,429.94,2.96,481.64,327.39,20.45,413.52,324.25,11.84,336.00,381.31,34.73,476.78,897.90,18.21
2187.50,0.00,250.70,75.64,323.88,0.00,578.55,445.82,2.96,481.64,328.98,23.25,357.98,330.46,10.93,377.57,379.87,32.53,486.92,905.70,18.41
2219.50,0.00,193.37,70.84,313.63,0.00,570.95,448.46,2.96,481.64,333.05,17.52,189.72,317.69,10.93,368.52,424.88,35.14,499.85,873.12,17.95
2249.50,0.00,225.38,63.96,314.09,0.00,591.57,451.97,2.96,527.05,341.67,20.69,123.90,304.77,10.01,365.36,362.08,34.18,429.24,872.56,21.91
2279.50,0.00,211.94,68.79,312.31,0.00,621.65,471.50,2.96,480.05,362.55,20.69,41.50,304.36,9.95,422.67,368.20,34.49,569.43,891.69,19.15
2309.50,0.00,222.35,53.28,301.67,0.00,597.48,464.79,2.96,480.05,356.58,23.25,57.37,285.89,9.95,454.79,384.59,37.05,560.92,878.40,18.92
2339.50,0.00,190.74,42.72,274.81,0.00,620.08,452.25,2.96,480.05,345.77,19.13,44.13,283.33,9.95,450.03,382.15,33.14,478.32,884.34,19.78
2368.00,0.00,207.36,58.59,313.64,0.00,591.42,485.72,2.96,480.05,337.66,21.46,34.79,316.68,10.64,450.02,416.88,33.14,489.81,888.24,16.58
2397.00,0.00,183.84,46.08,292.70,0.00,578.65,461.80,2.96,471.50,362.96,17.46,34.79,283.58,8.97,439.86,377.79,33.14,509.06,880.29,20.84
