Time,I-1 O2 0.2m,I-2 O2 0.2m,I-3 O2 0.2m,I-4 O2 0.2m,I-5 O2 0.2m,I-6 O2 0.2m,I-1 O2 5m,I-2 O2 5m,I-3 O2 5m,I-4 O2 5m,I-5 O2 5m,I-6 O2 5m,I-1 CO 0.2m,I-2 CO 0.2m,I-3 CO 0.2m,I-4 CO 0.2m,I-5 CO 0.2m,I-6 CO 0.2m,I-1 CO 5m,I-2 CO 5m,I-3 CO 5m,I-4 CO 5m,I-5 CO 5m,I-6 CO 5m,I-1 CO2 0.2m,I-2 CO2 0.2m,I-3 CO2 0.2m,I-4 CO2 0.2m,I-5 CO2 0.2m,I-6 CO2 0.2m,I-1 CO2 5m,I-2 CO2 5m,I-3 CO2 5m,I-4 CO2 5m,I-5 CO2 5m,I-6 CO2 5m
1173,0.1593,NaN,NaN,NaN,NaN,NaN,0.1545,NaN,NaN,NaN,NaN,NaN,0.000547,NaN,NaN,NaN,NaN,NaN,0.000634,NaN,NaN,NaN,NaN,NaN,0.0287,NaN,NaN,NaN,NaN,NaN,0.0417,NaN,NaN,NaN,NaN,NaN
1176,0.1599,NaN,NaN,NaN,NaN,NaN,0.1550,NaN,NaN,NaN,NaN,NaN,0.000541,NaN,NaN,NaN,NaN,NaN,0.000620,NaN,NaN,NaN,NaN,NaN,0.0284,NaN,NaN,NaN,NaN,NaN,0.0414,NaN,NaN,NaN,NaN,NaN
1179,0.1598,NaN,NaN,NaN,NaN,NaN,0.1552,NaN,NaN,NaN,NaN,NaN,0.000536,NaN,NaN,NaN,NaN,NaN,0.000613,NaN,NaN,NaN,NaN,NaN,0.0284,NaN,NaN,NaN,NaN,NaN,0.0412,NaN,NaN,NaN,NaN,NaN
1182,0.1597,NaN,NaN,NaN,NaN,NaN,0.1552,NaN,NaN,NaN,NaN,NaN,0.000532,NaN,NaN,NaN,NaN,NaN,0.000608,NaN,NaN,NaN,NaN,NaN,0.0285,NaN,NaN,NaN,NaN,NaN,0.0412,NaN,NaN,NaN,NaN,NaN
1185,0.1600,NaN,NaN,NaN,NaN,NaN,0.1552,NaN,NaN,NaN,NaN,NaN,0.000530,NaN,NaN,NaN,NaN,NaN,0.000605,NaN,NaN,NaN,NaN,NaN,0.0283,NaN,NaN,NaN,NaN,NaN,0.0413,NaN,NaN,NaN,NaN,NaN
1188,0.1604,NaN,NaN,NaN,NaN,NaN,0.1553,NaN,NaN,NaN,NaN,NaN,0.000526,NaN,NaN,NaN,NaN,NaN,0.000602,NaN,NaN,NaN,NaN,NaN,0.0281,NaN,NaN,NaN,NaN,NaN,0.0411,NaN,NaN,NaN,NaN,NaN
1191,0.1604,NaN,NaN,NaN,NaN,NaN,0.1553,NaN,NaN,NaN,NaN,NaN,0.000523,NaN,NaN,NaN,NaN,NaN,0.000600,NaN,NaN,NaN,NaN,NaN,0.0281,NaN,NaN,NaN,NaN,NaN,0.0411,NaN,NaN,NaN,NaN,NaN
1194,0.1603,NaN,NaN,NaN,NaN,NaN,0.1550,NaN,NaN,NaN,NaN,NaN,0.000522,NaN,NaN,NaN,NaN,NaN,0.000599,NaN,NaN,NaN,NaN,NaN,0.0282,NaN,NaN,NaN,NaN,NaN,0.0414,NaN,NaN,NaN,NaN,NaN
1197,0.1604,NaN,NaN,NaN,NaN,NaN,0.1552,NaN,NaN,NaN,NaN,NaN,0.000521,NaN,NaN,NaN,NaN,NaN,0.000599,NaN,NaN,NaN,NaN,NaN,0.0281,NaN,NaN,NaN,NaN,NaN,0.0413,NaN,NaN,NaN,NaN,NaN
1200,0.1603,NaN,NaN,NaN,NaN,NaN,0.1551,NaN,NaN,NaN,NaN,NaN,0.000519,NaN,NaN,NaN,NaN,NaN,0.000599,NaN,NaN,NaN,NaN,NaN,0.0282,NaN,NaN,NaN,NaN,NaN,0.0413,NaN,NaN,NaN,NaN,NaN
1203,0.1601,NaN,NaN,NaN,NaN,NaN,0.1549,NaN,NaN,NaN,NaN,NaN,0.000519,NaN,NaN,NaN,NaN,NaN,0.000597,NaN,NaN,NaN,NaN,NaN,0.0283,NaN,NaN,NaN,NaN,NaN,0.0415,NaN,NaN,NaN,NaN,NaN
1206,0.1597,NaN,NaN,NaN,NaN,NaN,0.1548,NaN,NaN,NaN,NaN,NaN,0.000519,NaN,NaN,NaN,NaN,NaN,0.000596,NaN,NaN,NaN,NaN,NaN,0.0285,NaN,NaN,NaN,NaN,NaN,0.0415,NaN,NaN,NaN,NaN,NaN
1209,0.1596,NaN,NaN,NaN,NaN,NaN,0.1549,NaN,NaN,NaN,NaN,NaN,0.000520,NaN,NaN,NaN,NaN,NaN,0.000596,NaN,NaN,NaN,NaN,NaN,0.0286,NaN,NaN,NaN,NaN,NaN,0.0414,NaN,NaN,NaN,NaN,NaN
1212,0.1594,NaN,NaN,NaN,NaN,NaN,0.1553,NaN,NaN,NaN,NaN,NaN,0.000520,NaN,NaN,NaN,NaN,NaN,0.000595,NaN,NaN,NaN,NaN,NaN,0.0287,NaN,NaN,NaN,NaN,NaN,0.0412,NaN,NaN,NaN,NaN,NaN
1215,0.1589,NaN,NaN,NaN,NaN,NaN,0.1553,NaN,NaN,NaN,NaN,NaN,0.000521,NaN,NaN,NaN,NaN,NaN,0.000592,NaN,NaN,NaN,NaN,NaN,0.0289,NaN,NaN,NaN,NaN,NaN,0.0412,NaN,NaN,NaN,NaN,NaN
1218,0.1580,NaN,NaN,NaN,NaN,NaN,0.1552,NaN,NaN,NaN,NaN,NaN,0.000523,NaN,NaN,NaN,NaN,NaN,0.000590,NaN,NaN,NaN,NaN,NaN,0.0295,NaN,NaN,NaN,NaN,NaN,0.0412,NaN,NaN,NaN,NaN,NaN
1221,0.1574,NaN,NaN,NaN,NaN,NaN,0.1553,NaN,NaN,NaN,NaN,NaN,0.000526,NaN,NaN,NaN,NaN,NaN,0.000588,NaN,NaN,NaN,NaN,NaN,0.0298,NaN,NaN,NaN,NaN,NaN,0.0412,NaN,NaN,NaN,NaN,NaN
1224,0.1566,NaN,NaN,NaN,NaN,NaN,0.1553,NaN,NaN,NaN,NaN,NaN,0.000530,NaN,NaN,NaN,NaN,NaN,0.000587,NaN,NaN,NaN,NaN,NaN,0.0303,NaN,NaN,NaN,NaN,NaN,0.0412,NaN,NaN,NaN,NaN,NaN
1227,0.1560,NaN,NaN,NaN,NaN,NaN,0.1550,NaN,NaN,NaN,NaN,NaN,0.000534,NaN,NaN,NaN,NaN,NaN,0.000586,NaN,NaN,NaN,NaN,NaN,0.0306,NaN,NaN,NaN,NaN,NaN,0.0414,NaN,NaN,NaN,NaN,NaN
1230,0.1551,NaN,NaN,NaN,NaN,NaN,0.1545,NaN,NaN,NaN,NaN,NaN,0.000538,NaN,NaN,NaN,NaN,NaN,0.000585,NaN,NaN,NaN,NaN,NaN,0.0311,NaN,NaN,NaN,NaN,NaN,0.0417,NaN,NaN,NaN,NaN,NaN
1233,0.1547,NaN,NaN,NaN,NaN,NaN,0.1541,NaN,NaN,NaN,NaN,NaN,0.000541,NaN,NaN,NaN,NaN,NaN,0.000585,NaN,NaN,NaN,NaN,NaN,0.0313,NaN,NaN,NaN,NaN,NaN,0.0420,NaN,NaN,NaN,NaN,NaN
1236,0.1546,NaN,NaN,NaN,NaN,NaN,0.1539,NaN,NaN,NaN,NaN,NaN,0.000545,NaN,NaN,NaN,NaN,NaN,0.000586,NaN,NaN,NaN,NaN,NaN,0.0314,NaN,NaN,NaN,NaN,NaN,0.0422,NaN,NaN,NaN,NaN,NaN
1239,0.1545,NaN,NaN,NaN,NaN,NaN,0.1539,NaN,NaN,NaN,NaN,NaN,0.000546,NaN,NaN,NaN,NaN,NaN,0.000586,NaN,NaN,NaN,NaN,NaN,0.0314,NaN,NaN,NaN,NaN,NaN,0.0422,NaN,NaN,NaN,NaN,NaN
1242,0.1548,NaN,NaN,NaN,NaN,NaN,0.1539,NaN,NaN,NaN,NaN,NaN,0.000548,NaN,NaN,NaN,NaN,NaN,0.000585,NaN,NaN,NaN,NaN,NaN,0.0313,NaN,NaN,NaN,NaN,NaN,0.0422,NaN,NaN,NaN,NaN,NaN
1245,0.1544,NaN,NaN,NaN,NaN,NaN,0.1540,NaN,NaN,NaN,NaN,NaN,0.000548,NaN,NaN,NaN,NaN,NaN,0.000583,NaN,NaN,NaN,NaN,NaN,0.0315,NaN,NaN,NaN,NaN,NaN,0.0421,NaN,NaN,NaN,NaN,NaN
1248,0.1544,NaN,NaN,NaN,NaN,NaN,0.1540,NaN,NaN,NaN,NaN,NaN,0.000549,NaN,NaN,NaN,NaN,NaN,0.000582,NaN,NaN,NaN,NaN,NaN,0.0315,NaN,NaN,NaN,NaN,NaN,0.0421,NaN,NaN,NaN,NaN,NaN
1251,0.1545,NaN,NaN,NaN,NaN,NaN,0.1544,NaN,NaN,NaN,NaN,NaN,0.000548,NaN,NaN,NaN,NaN,NaN,0.000581,NaN,NaN,NaN,NaN,NaN,0.0314,NaN,NaN,NaN,NaN,NaN,0.0419,NaN,NaN,NaN,NaN,NaN
1254,0.1550,NaN,NaN,NaN,NaN,NaN,0.1547,NaN,NaN,NaN,NaN,NaN,0.000547,NaN,NaN,NaN,NaN,NaN,0.000577,NaN,NaN,NaN,NaN,NaN,0.0312,NaN,NaN,NaN,NaN,NaN,0.0416,NaN,NaN,NaN,NaN,NaN
1257,0.1556,NaN,NaN,NaN,NaN,NaN,0.1548,NaN,NaN,NaN,NaN,NaN,0.000543,NaN,NaN,NaN,NaN,NaN,0.000575,NaN,NaN,NaN,NaN,NaN,0.0308,NaN,NaN,NaN,NaN,NaN,0.0415,NaN,NaN,NaN,NaN,NaN
1260,0.1562,NaN,NaN,NaN,NaN,NaN,0.1548,NaN,NaN,NaN,NaN,NaN,0.000538,NaN,NaN,NaN,NaN,NaN,0.000572,NaN,NaN,NaN,NaN,NaN,0.0305,NaN,NaN,NaN,NaN,NaN,0.0415,NaN,NaN,NaN,NaN,NaN
1263,0.1564,NaN,NaN,NaN,NaN,NaN,0.1547,NaN,NaN,NaN,NaN,NaN,0.000535,NaN,NaN,NaN,NaN,NaN,0.000570,NaN,NaN,NaN,NaN,NaN,0.0304,NaN,NaN,NaN,NaN,NaN,0.0416,NaN,NaN,NaN,NaN,NaN
1266,0.1569,NaN,NaN,NaN,NaN,NaN,0.1546,NaN,NaN,NaN,NaN,NaN,0.000531,NaN,NaN,NaN,NaN,NaN,0.000568,NaN,NaN,NaN,NaN,NaN,0.0301,NaN,NaN,NaN,NaN,NaN,0.0416,NaN,NaN,NaN,NaN,NaN
1269,0.1570,NaN,NaN,NaN,NaN,NaN,0.1547,NaN,NaN,NaN,NaN,NaN,0.000526,NaN,NaN,NaN,NaN,NaN,0.000566,NaN,NaN,NaN,NaN,NaN,0.0300,NaN,NaN,NaN,NaN,NaN,0.0416,NaN,NaN,NaN,NaN,NaN
1272,0.1570,NaN,NaN,NaN,NaN,NaN,0.1546,NaN,NaN,NaN,NaN,NaN,0.000521,NaN,NaN,NaN,NaN,NaN,0.000562,NaN,NaN,NaN,NaN,NaN,0.0300,NaN,NaN,NaN,NaN,NaN,0.0417,NaN,NaN,NaN,NaN,NaN
1275,0.1572,NaN,NaN,NaN,NaN,NaN,0.1541,NaN,NaN,NaN,NaN,NaN,0.000517,NaN,NaN,NaN,NaN,NaN,0.000560,NaN,NaN,NaN,NaN,NaN,0.0299,NaN,NaN,NaN,NaN,NaN,0.0420,NaN,NaN,NaN,NaN,NaN
1278,0.1577,NaN,NaN,NaN,NaN,NaN,0.1539,NaN,NaN,NaN,NaN,NaN,0.000513,NaN,NaN,NaN,NaN,NaN,0.000559,NaN,NaN,NaN,NaN,NaN,0.0296,NaN,NaN,NaN,NaN,NaN,0.0422,NaN,NaN,NaN,NaN,NaN
1281,0.1582,NaN,NaN,NaN,NaN,NaN,0.1540,NaN,NaN,NaN,NaN,NaN,0.000508,NaN,NaN,NaN,NaN,NaN,0.000558,NaN,NaN,NaN,NaN,NaN,0.0293,NaN,NaN,NaN,NaN,NaN,0.0421,NaN,NaN,NaN,NaN,NaN
1284,0.1586,NaN,NaN,NaN,NaN,NaN,0.1542,NaN,NaN,NaN,NaN,NaN,0.000501,NaN,NaN,NaN,NaN,NaN,0.000557,NaN,NaN,NaN,NaN,NaN,0.0291,NaN,NaN,NaN,NaN,NaN,0.0420,NaN,NaN,NaN,NaN,NaN
1287,0.1586,NaN,NaN,NaN,NaN,NaN,0.1543,NaN,NaN,NaN,NaN,NaN,0.000496,NaN,NaN,NaN,NaN,NaN,0.000555,NaN,NaN,NaN,NaN,NaN,0.0291,NaN,NaN,NaN,NaN,NaN,0.0419,NaN,NaN,NaN,NaN,NaN
1290,0.1590,NaN,NaN,NaN,NaN,NaN,0.1548,NaN,NaN,NaN,NaN,NaN,0.000492,NaN,NaN,NaN,NaN,NaN,0.000549,NaN,NaN,NaN,NaN,NaN,0.0289,NaN,NaN,NaN,NaN,NaN,0.0415,NaN,NaN,NaN,NaN,NaN
1293,0.1594,NaN,NaN,NaN,NaN,NaN,0.1548,NaN,NaN,NaN,NaN,NaN,0.000487,NaN,NaN,NaN,NaN,NaN,0.000546,NaN,NaN,NaN,NaN,NaN,0.0287,NaN,NaN,NaN,NaN,NaN,0.0415,NaN,NaN,NaN,NaN,NaN
1296,0.1603,NaN,NaN,NaN,NaN,NaN,0.1550,NaN,NaN,NaN,NaN,NaN,0.000480,NaN,NaN,NaN,NaN,NaN,0.000542,NaN,NaN,NaN,NaN,NaN,0.0282,NaN,NaN,NaN,NaN,NaN,0.0414,NaN,NaN,NaN,NaN,NaN
1299,0.1607,NaN,NaN,NaN,NaN,NaN,0.1554,NaN,NaN,NaN,NaN,NaN,0.000476,NaN,NaN,NaN,NaN,NaN,0.000539,NaN,NaN,NaN,NaN,NaN,0.0279,NaN,NaN,NaN,NaN,NaN,0.0411,NaN,NaN,NaN,NaN,NaN
1302,0.1610,NaN,NaN,NaN,NaN,NaN,0.1558,NaN,NaN,NaN,NaN,NaN,0.000470,NaN,NaN,NaN,NaN,NaN,0.000534,NaN,NaN,NaN,NaN,NaN,0.0278,NaN,NaN,NaN,NaN,NaN,0.0408,NaN,NaN,NaN,NaN,NaN
1305,0.1612,NaN,NaN,NaN,NaN,NaN,0.1562,NaN,NaN,NaN,NaN,NaN,0.000464,NaN,NaN,NaN,NaN,NaN,0.000531,NaN,NaN,NaN,NaN,NaN,0.0276,NaN,NaN,NaN,NaN,NaN,0.0405,NaN,NaN,NaN,NaN,NaN
1308,0.1616,NaN,NaN,NaN,NaN,NaN,0.1569,NaN,NaN,NaN,NaN,NaN,0.000458,NaN,NaN,NaN,NaN,NaN,0.000526,NaN,NaN,NaN,NaN,NaN,0.0274,NaN,NaN,NaN,NaN,NaN,0.0400,NaN,NaN,NaN,NaN,NaN
1311,0.1620,NaN,NaN,NaN,NaN,NaN,0.1575,NaN,NaN,NaN,NaN,NaN,0.000454,NaN,NaN,NaN,NaN,NaN,0.000517,NaN,NaN,NaN,NaN,NaN,0.0272,NaN,NaN,NaN,NaN,NaN,0.0395,NaN,NaN,NaN,NaN,NaN
1314,0.1629,NaN,NaN,NaN,NaN,NaN,0.1577,NaN,NaN,NaN,NaN,NaN,0.000449,NaN,NaN,NaN,NaN,NaN,0.000512,NaN,NaN,NaN,NaN,NaN,0.0267,NaN,NaN,NaN,NaN,NaN,0.0393,NaN,NaN,NaN,NaN,NaN
1317,0.1633,NaN,NaN,NaN,NaN,NaN,0.1577,NaN,NaN,NaN,NaN,NaN,0.000442,NaN,NaN,NaN,NaN,NaN,0.000508,NaN,NaN,NaN,NaN,NaN,0.0265,NaN,NaN,NaN,NaN,NaN,0.0393,NaN,NaN,NaN,NaN,NaN
1320,0.1634,NaN,NaN,NaN,NaN,NaN,0.1577,NaN,NaN,NaN,NaN,NaN,0.000435,NaN,NaN,NaN,NaN,NaN,0.000505,NaN,NaN,NaN,NaN,NaN,0.0264,NaN,NaN,NaN,NaN,NaN,0.0393,NaN,NaN,NaN,NaN,NaN
1323,0.1633,NaN,NaN,NaN,NaN,NaN,0.1578,NaN,NaN,NaN,NaN,NaN,0.000432,NaN,NaN,NaN,NaN,NaN,0.000502,NaN,NaN,NaN,NaN,NaN,0.0264,NaN,NaN,NaN,NaN,NaN,0.0393,NaN,NaN,NaN,NaN,NaN
1326,0.1635,NaN,NaN,NaN,NaN,NaN,0.1576,NaN,NaN,NaN,NaN,NaN,0.000428,NaN,NaN,NaN,NaN,NaN,0.000499,NaN,NaN,NaN,NaN,NaN,0.0263,NaN,NaN,NaN,NaN,NaN,0.0394,NaN,NaN,NaN,NaN,NaN
1329,0.1637,NaN,NaN,NaN,NaN,NaN,0.1576,NaN,NaN,NaN,NaN,NaN,0.000425,NaN,NaN,NaN,NaN,NaN,0.000494,NaN,NaN,NaN,NaN,NaN,0.0262,NaN,NaN,NaN,NaN,NaN,0.0394,NaN,NaN,NaN,NaN,NaN
1332,0.1635,NaN,NaN,NaN,NaN,NaN,0.1577,NaN,NaN,NaN,NaN,NaN,0.000422,NaN,NaN,NaN,NaN,NaN,0.000493,NaN,NaN,NaN,NaN,NaN,0.0263,NaN,NaN,NaN,NaN,NaN,0.0393,NaN,NaN,NaN,NaN,NaN
1335,0.1635,NaN,NaN,NaN,NaN,NaN,0.1581,NaN,NaN,NaN,NaN,NaN,0.000421,NaN,NaN,NaN,NaN,NaN,0.000491,NaN,NaN,NaN,NaN,NaN,0.0264,NaN,NaN,NaN,NaN,NaN,0.0391,NaN,NaN,NaN,NaN,NaN
1338,0.1634,NaN,NaN,NaN,NaN,NaN,0.1582,NaN,NaN,NaN,NaN,NaN,0.000420,NaN,NaN,NaN,NaN,NaN,0.000489,NaN,NaN,NaN,NaN,NaN,0.0264,NaN,NaN,NaN,NaN,NaN,0.0389,NaN,NaN,NaN,NaN,NaN
1341,0.1633,NaN,NaN,NaN,NaN,NaN,0.1582,NaN,NaN,NaN,NaN,NaN,0.000419,NaN,NaN,NaN,NaN,NaN,0.000489,NaN,NaN,NaN,NaN,NaN,0.0265,NaN,NaN,NaN,NaN,NaN,0.0390,NaN,NaN,NaN,NaN,NaN
1344,0.1632,NaN,NaN,NaN,NaN,NaN,0.1582,NaN,NaN,NaN,NaN,NaN,0.000419,NaN,NaN,NaN,NaN,NaN,0.000488,NaN,NaN,NaN,NaN,NaN,0.0265,NaN,NaN,NaN,NaN,NaN,0.0389,NaN,NaN,NaN,NaN,NaN
1347,0.1632,NaN,NaN,NaN,NaN,NaN,0.1582,NaN,NaN,NaN,NaN,NaN,0.000419,NaN,NaN,NaN,NaN,NaN,0.000484,NaN,NaN,NaN,NaN,NaN,0.0265,NaN,NaN,NaN,NaN,NaN,0.0389,NaN,NaN,NaN,NaN,NaN
1350,0.1629,NaN,NaN,NaN,NaN,NaN,0.1581,NaN,NaN,NaN,NaN,NaN,0.000418,NaN,NaN,NaN,NaN,NaN,0.000482,NaN,NaN,NaN,NaN,NaN,0.0267,NaN,NaN,NaN,NaN,NaN,0.0391,NaN,NaN,NaN,NaN,NaN
1353,0.1629,NaN,NaN,NaN,NaN,NaN,0.1584,NaN,NaN,NaN,NaN,NaN,0.000417,NaN,NaN,NaN,NaN,NaN,0.000482,NaN,NaN,NaN,NaN,NaN,0.0267,NaN,NaN,NaN,NaN,NaN,0.0388,NaN,NaN,NaN,NaN,NaN
1356,0.1628,NaN,NaN,NaN,NaN,NaN,0.1584,NaN,NaN,NaN,NaN,NaN,0.000416,NaN,NaN,NaN,NaN,NaN,0.000481,NaN,NaN,NaN,NaN,NaN,0.0268,NaN,NaN,NaN,NaN,NaN,0.0388,NaN,NaN,NaN,NaN,NaN
1359,0.1627,NaN,NaN,NaN,NaN,NaN,0.1582,NaN,NaN,NaN,NaN,NaN,0.000414,NaN,NaN,NaN,NaN,NaN,0.000480,NaN,NaN,NaN,NaN,NaN,0.0268,NaN,NaN,NaN,NaN,NaN,0.0390,NaN,NaN,NaN,NaN,NaN
1362,0.1625,NaN,NaN,NaN,NaN,NaN,0.1580,NaN,NaN,NaN,NaN,NaN,0.000413,NaN,NaN,NaN,NaN,NaN,0.000479,NaN,NaN,NaN,NaN,NaN,0.0269,NaN,NaN,NaN,NaN,NaN,0.0391,NaN,NaN,NaN,NaN,NaN
1365,0.1624,NaN,NaN,NaN,NaN,NaN,0.1579,NaN,NaN,NaN,NaN,NaN,0.000412,NaN,NaN,NaN,NaN,NaN,0.000478,NaN,NaN,NaN,NaN,NaN,0.0270,NaN,NaN,NaN,NaN,NaN,0.0392,NaN,NaN,NaN,NaN,NaN
1368,0.1625,NaN,NaN,NaN,NaN,NaN,0.1582,NaN,NaN,NaN,NaN,NaN,0.000411,NaN,NaN,NaN,NaN,NaN,0.000476,NaN,NaN,NaN,NaN,NaN,0.0269,NaN,NaN,NaN,NaN,NaN,0.0389,NaN,NaN,NaN,NaN,NaN
1371,0.1625,NaN,NaN,NaN,NaN,NaN,0.1586,NaN,NaN,NaN,NaN,NaN,0.000411,NaN,NaN,NaN,NaN,NaN,0.000474,NaN,NaN,NaN,NaN,NaN,0.0269,NaN,NaN,NaN,NaN,NaN,0.0387,NaN,NaN,NaN,NaN,NaN
1374,0.1625,NaN,NaN,NaN,NaN,NaN,0.1587,NaN,NaN,NaN,NaN,NaN,0.000409,NaN,NaN,NaN,NaN,NaN,0.000472,NaN,NaN,NaN,NaN,NaN,0.0269,NaN,NaN,NaN,NaN,NaN,0.0386,NaN,NaN,NaN,NaN,NaN
1377,0.1626,NaN,NaN,NaN,NaN,NaN,0.1587,NaN,NaN,NaN,NaN,NaN,0.000406,NaN,NaN,NaN,NaN,NaN,0.000469,NaN,NaN,NaN,NaN,NaN,0.0269,NaN,NaN,NaN,NaN,NaN,0.0386,NaN,NaN,NaN,NaN,NaN
1380,0.1628,NaN,NaN,NaN,NaN,NaN,0.1589,NaN,NaN,NaN,NaN,NaN,0.000404,NaN,NaN,NaN,NaN,NaN,0.000467,NaN,NaN,NaN,NaN,NaN,0.0267,NaN,NaN,NaN,NaN,NaN,0.0385,NaN,NaN,NaN,NaN,NaN
1383,0.1630,NaN,NaN,NaN,NaN,NaN,0.1594,NaN,NaN,NaN,NaN,NaN,0.000401,NaN,NaN,NaN,NaN,NaN,0.000463,NaN,NaN,NaN,NaN,NaN,0.0267,NaN,NaN,NaN,NaN,NaN,0.0381,NaN,NaN,NaN,NaN,NaN
1386,0.1629,NaN,NaN,NaN,NaN,NaN,0.1592,NaN,NaN,NaN,NaN,NaN,0.000399,NaN,NaN,NaN,NaN,NaN,0.000457,NaN,NaN,NaN,NaN,NaN,0.0267,NaN,NaN,NaN,NaN,NaN,0.0382,NaN,NaN,NaN,NaN,NaN
1389,0.1635,NaN,NaN,NaN,NaN,NaN,0.1590,NaN,NaN,NaN,NaN,NaN,0.000395,NaN,NaN,NaN,NaN,NaN,0.000455,NaN,NaN,NaN,NaN,NaN,0.0263,NaN,NaN,NaN,NaN,NaN,0.0384,NaN,NaN,NaN,NaN,NaN
1392,0.1639,NaN,NaN,NaN,NaN,NaN,0.1588,NaN,NaN,NaN,NaN,NaN,0.000392,NaN,NaN,NaN,NaN,NaN,0.000454,NaN,NaN,NaN,NaN,NaN,0.0261,NaN,NaN,NaN,NaN,NaN,0.0385,NaN,NaN,NaN,NaN,NaN
1395,0.1639,NaN,NaN,NaN,NaN,NaN,0.1585,NaN,NaN,NaN,NaN,NaN,0.000387,NaN,NaN,NaN,NaN,NaN,0.000452,NaN,NaN,NaN,NaN,NaN,0.0261,NaN,NaN,NaN,NaN,NaN,0.0387,NaN,NaN,NaN,NaN,NaN
1398,0.1641,NaN,NaN,NaN,NaN,NaN,0.1586,NaN,NaN,NaN,NaN,NaN,0.000385,NaN,NaN,NaN,NaN,NaN,0.000452,NaN,NaN,NaN,NaN,NaN,0.0260,NaN,NaN,NaN,NaN,NaN,0.0387,NaN,NaN,NaN,NaN,NaN
1401,0.1646,NaN,NaN,NaN,NaN,NaN,0.1592,NaN,NaN,NaN,NaN,NaN,0.000381,NaN,NaN,NaN,NaN,NaN,0.000451,NaN,NaN,NaN,NaN,NaN,0.0257,NaN,NaN,NaN,NaN,NaN,0.0382,NaN,NaN,NaN,NaN,NaN
1404,0.1647,NaN,NaN,NaN,NaN,NaN,0.1599,NaN,NaN,NaN,NaN,NaN,0.000378,NaN,NaN,NaN,NaN,NaN,0.000446,NaN,NaN,NaN,NaN,NaN,0.0257,NaN,NaN,NaN,NaN,NaN,0.0377,NaN,NaN,NaN,NaN,NaN
1407,0.1643,NaN,NaN,NaN,NaN,NaN,0.1605,NaN,NaN,NaN,NaN,NaN,0.000376,NaN,NaN,NaN,NaN,NaN,0.000443,NaN,NaN,NaN,NaN,NaN,0.0259,NaN,NaN,NaN,NaN,NaN,0.0373,NaN,NaN,NaN,NaN,NaN
1410,0.1642,NaN,NaN,NaN,NaN,NaN,0.1608,NaN,NaN,NaN,NaN,NaN,0.000375,NaN,NaN,NaN,NaN,NaN,0.000439,NaN,NaN,NaN,NaN,NaN,0.0259,NaN,NaN,NaN,NaN,NaN,0.0370,NaN,NaN,NaN,NaN,NaN
1413,0.1645,NaN,NaN,NaN,NaN,NaN,0.1607,NaN,NaN,NaN,NaN,NaN,0.000373,NaN,NaN,NaN,NaN,NaN,0.000436,NaN,NaN,NaN,NaN,NaN,0.0258,NaN,NaN,NaN,NaN,NaN,0.0371,NaN,NaN,NaN,NaN,NaN
1416,0.1647,NaN,NaN,NaN,NaN,NaN,0.1606,NaN,NaN,NaN,NaN,NaN,0.000372,NaN,NaN,NaN,NaN,NaN,0.000434,NaN,NaN,NaN,NaN,NaN,0.0257,NaN,NaN,NaN,NaN,NaN,0.0372,NaN,NaN,NaN,NaN,NaN
1419,0.1648,NaN,NaN,NaN,NaN,NaN,0.1607,NaN,NaN,NaN,NaN,NaN,0.000372,NaN,NaN,NaN,NaN,NaN,0.000433,NaN,NaN,NaN,NaN,NaN,0.0256,NaN,NaN,NaN,NaN,NaN,0.0371,NaN,NaN,NaN,NaN,NaN
1422,0.1647,NaN,NaN,NaN,NaN,NaN,0.1610,NaN,NaN,NaN,NaN,NaN,0.000370,NaN,NaN,NaN,NaN,NaN,0.000431,NaN,NaN,NaN,NaN,NaN,0.0257,NaN,NaN,NaN,NaN,NaN,0.0368,NaN,NaN,NaN,NaN,NaN
1425,0.1648,NaN,NaN,NaN,NaN,NaN,0.1608,NaN,NaN,NaN,NaN,NaN,0.000369,NaN,NaN,NaN,NaN,NaN,0.000426,NaN,NaN,NaN,NaN,NaN,0.0256,NaN,NaN,NaN,NaN,NaN,0.0370,NaN,NaN,NaN,NaN,NaN
1428,0.1649,NaN,NaN,NaN,NaN,NaN,0.1607,NaN,NaN,NaN,NaN,NaN,0.000368,NaN,NaN,NaN,NaN,NaN,0.000425,NaN,NaN,NaN,NaN,NaN,0.0255,NaN,NaN,NaN,NaN,NaN,0.0371,NaN,NaN,NaN,NaN,NaN
1431,0.1652,NaN,NaN,NaN,NaN,NaN,0.1610,NaN,NaN,NaN,NaN,NaN,0.000367,NaN,NaN,NaN,NaN,NaN,0.000424,NaN,NaN,NaN,NaN,NaN,0.0254,NaN,NaN,NaN,NaN,NaN,0.0369,NaN,NaN,NaN,NaN,NaN
1434,0.1648,NaN,NaN,NaN,NaN,NaN,0.1610,NaN,NaN,NaN,NaN,NaN,0.000366,NaN,NaN,NaN,NaN,NaN,0.000423,NaN,NaN,NaN,NaN,NaN,0.0256,NaN,NaN,NaN,NaN,NaN,0.0369,NaN,NaN,NaN,NaN,NaN
