Time,Top Grid Avg,Mid Grid Avg,Bot Grid Avg
 640., 347.4, 404.8, 571.0
 650., 348.5, 407.3, 573.9
 660., 348.6, 407.5, 573.9
 670., 349.1, 408.3, 577.5
 680., 347.4, 406.0, 576.9
 690., 346.5, 405.3, 576.3
 700., 346.3, 404.7, 574.5
 710., 346.5, 405.3, 572.3
 720., 345.1, 403.8, 570.4
 730., 344.2, 402.9, 570.5
 740., 343.8, 402.8, 576.4
 750., 343.1, 402.5, 576.4
 760., 341.8, 400.6, 573.0
 770., 341.5, 399.6, 571.0
 780., 343.4, 402.6, 571.6
 790., 344.5, 404.1, 573.1
 800., 345.2, 404.9, 573.4
 810., 346.5, 406.1, 575.3
 820., 345.8, 406.3, 574.7
 830., 346.5, 407.5, 576.1
 840., 347.6, 408.1, 575.3
 850., 347.3, 407.9, 574.4
 860., 346.4, 405.3, 570.5
 870., 344.7, 401.9, 564.7
 880., 343.5, 400.4, 561.2
 890., 342.1, 398.7, 559.4
 900., 340.6, 397.6, 558.1
 910., 340.0, 397.8, 561.1
 920., 339.2, 399.3, 562.8
 930., 338.7, 399.9, 564.2
 940., 338.5, 400.7, 565.7
 950., 338.1, 398.7, 563.8
 960., 338.0, 397.5, 563.1
 970., 337.1, 395.8, 560.8
 980., 337.5, 395.8, 561.6
 990., 340.2, 397.9, 561.2
1000., 341.9, 400.3, 562.3
1010., 342.9, 402.1, 565.5
1020., 343.3, 401.2, 567.7
1030., 343.3, 398.8, 565.4
1040., 343.6, 397.7, 564.8
1050., 343.8, 397.5, 563.0
1060., 344.1, 397.7, 563.5
1070., 344.8, 399.2, 566.9
1080., 344.9, 400.0, 568.7
1090., 345.2, 401.1, 570.3
1100., 346.6, 402.3, 570.2
1110., 346.9, 403.8, 569.9
1120., 347.0, 404.6, 571.4
1130., 346.3, 402.4, 568.2
1140., 346.1, 401.3, 566.7
1150., 345.5, 404.2, 570.2
1160., 345.5, 405.2, 572.8
1170., 346.4, 405.3, 577.0
1180., 347.3, 405.7, 580.4
1190., 347.4, 405.1, 577.9
1200., 346.1, 405.7, 575.8
1210., 346.9, 405.6, 577.8
1220., 347.3, 405.8, 576.6
1230., 346.0, 404.0, 572.6
1240., 345.4, 402.9, 569.5
1250., 345.0, 404.2, 572.7
1260., 344.2, 403.1, 570.3
1270., 343.7, 402.4, 567.6
1280., 343.7, 401.4, 567.4
1290., 343.2, 400.8, 566.5
1300., 342.9, 399.3, 563.2
1310., 343.0, 398.9, 561.6
1320., 343.5, 398.1, 561.3
1330., 343.0, 396.9, 561.0
1340., 341.4, 397.1, 563.8
1350., 340.6, 397.1, 565.5
1360., 340.0, 396.7, 566.0
1370., 340.7, 395.6, 562.7
1380., 341.4, 398.1, 563.0
1390., 341.5, 397.8, 564.1
1400., 341.3, 396.0, 563.3
1410., 342.2, 395.8, 561.9
1420., 343.1, 396.5, 562.3
1430., 343.1, 397.5, 563.6
1440., 344.1, 399.4, 564.2
1450., 343.9, 399.0, 560.3
1460., 343.9, 399.0, 556.2
1470., 344.7, 398.9, 553.3
1480., 345.8, 397.6, 550.0
1490., 346.1, 396.8, 549.5
1500., 346.9, 396.9, 550.9
1510., 347.8, 398.6, 551.4
1520., 347.9, 400.7, 550.1
1530., 347.1, 402.5, 551.8
1540., 346.4, 402.8, 552.2
1550., 345.7, 401.9, 553.2
1560., 345.0, 400.9, 554.8
1570., 344.9, 401.0, 558.5
1580., 345.7, 401.9, 560.8
1590., 345.4, 402.1, 563.7
1600., 344.1, 401.9, 570.6
1610., 343.7, 402.1, 572.2
1620., 342.3, 400.1, 569.8
1630., 342.6, 399.4, 568.0
1640., 342.8, 398.8, 569.9
1650., 342.7, 397.7, 568.4
1660., 342.6, 396.5, 567.5
1670., 343.2, 397.4, 561.3
1680., 343.3, 397.0, 556.9
1690., 343.6, 395.9, 554.5
1700., 343.6, 395.8, 551.3
1710., 342.3, 392.9, 549.6
1720., 342.9, 393.9, 545.1
1730., 343.2, 397.9, 546.1
1740., 342.6, 400.2, 547.4
1750., 340.6, 401.0, 548.6
1760., 339.5, 402.0, 549.6
1770., 339.6, 402.3, 549.7
1780., 340.8, 404.9, 549.0
1790., 342.2, 407.8, 552.3
1800., 344.1, 411.0, 555.2
1810., 346.0, 414.0, 558.3
1820., 348.0, 416.9, 561.3
1830., 349.3, 418.0, 559.8
1840., 348.9, 418.7, 561.5
1850., 348.1, 417.7, 557.9
1860., 347.0, 417.5, 554.7
1870., 347.9, 421.0, 556.9
1880., 348.2, 421.9, 553.8
1890., 346.4, 419.4, 547.1
1900., 343.9, 414.8, 541.0
1910., 344.1, 414.9, 541.5
1920., 342.4, 411.6, 536.3
1930., 340.6, 407.2, 531.8
1940., 340.1, 406.5, 529.9
1950., 340.8, 407.6, 532.7
1960., 339.7, 405.5, 529.4
1970., 337.9, 403.3, 527.3
1980., 337.9, 403.6, 529.8
1990., 337.9, 401.7, 526.6
2000., 337.2, 399.7, 525.7
2010., 338.1, 401.4, 530.0
2020., 338.7, 402.4, 532.7
2030., 337.9, 400.3, 529.2
2040., 338.3, 400.4, 531.1
2050., 339.3, 402.4, 531.8
2060., 339.4, 401.1, 529.3
2070., 338.8, 399.6, 528.4
2080., 339.9, 400.8, 529.9
2090., 341.5, 402.8, 533.9
2100., 341.9, 402.8, 533.9
2110., 341.4, 402.0, 533.8
2120., 340.3, 401.1, 531.5
2130., 339.8, 399.5, 528.9
2140., 340.0, 400.3, 533.0
2150., 340.5, 401.6, 532.9
2160., 341.0, 403.6, 531.9
2170., 341.0, 405.3, 535.4
2180., 340.6, 407.0, 538.6
2190., 339.3, 406.1, 534.8
2200., 337.6, 404.8, 534.1
2210., 337.2, 403.7, 533.3
2220., 337.0, 402.6, 532.5
2230., 336.7, 402.3, 532.4
2240., 337.2, 403.2, 536.3
2250., 337.9, 404.6, 541.0
2260., 338.3, 404.2, 539.4
2270., 339.1, 407.0, 543.2
2280., 340.3, 408.8, 545.6
2290., 340.0, 406.9, 541.9
2300., 339.6, 404.3, 540.1
2310., 339.7, 404.6, 542.8
2320., 339.2, 403.4, 540.3
2330., 338.3, 401.1, 536.6
2340., 337.8, 400.3, 534.7
2350., 337.4, 400.5, 532.8
2360., 336.5, 398.7, 529.7
2370., 334.4, 396.6, 525.3
2380., 333.6, 395.6, 522.4
2390., 332.4, 392.0, 519.6
2400., 330.9, 388.9, 518.4
2410., 331.6, 391.0, 520.4
2420., 332.5, 393.2, 520.1
2430., 332.7, 394.0, 520.3
2440., 334.2, 395.9, 521.8
2450., 335.8, 397.8, 523.6
2460., 336.7, 399.2, 524.5
2470., 336.8, 399.1, 524.8
2480., 337.5, 399.9, 524.3
2490., 338.6, 401.0, 524.6
2500., 338.7, 401.9, 526.0
2510., 339.9, 404.0, 528.1
2520., 340.8, 404.9, 527.7
2530., 340.9, 404.4, 526.5
2540., 339.9, 403.4, 527.4
2550., 339.7, 403.3, 527.2
2560., 338.8, 401.2, 524.8
2570., 338.3, 400.5, 525.1
2580., 337.8, 400.6, 526.8
2590., 337.0, 400.9, 529.3
2600., 336.9, 401.0, 531.8
2610., 336.5, 400.0, 531.7
2620., 336.9, 399.9, 531.0
2630., 336.9, 399.5, 527.6
2640., 337.2, 400.1, 526.1
2650., 336.5, 398.4, 523.3
2660., 334.9, 395.4, 518.0
2670., 332.9, 391.9, 512.7
2680., 332.5, 392.0, 513.1
2690., 331.9, 392.3, 511.9
2700., 331.4, 390.6, 509.8
2710., 331.6, 388.7, 510.7
2720., 331.7, 387.7, 514.6
2730., 331.3, 386.5, 517.7
2740., 330.5, 385.4, 523.0
2750., 329.7, 384.5, 520.8
2760., 327.9, 382.0, 511.9
2770., 327.3, 381.3, 511.7
2780., 327.6, 382.2, 511.3
2790., 330.1, 385.4, 511.5
2800., 330.2, 385.1, 513.1
2810., 329.1, 383.4, 515.0
2820., 329.6, 384.6, 514.5
2830., 330.0, 386.2, 515.4
2840., 329.1, 385.2, 515.5
2850., 328.1, 383.6, 511.8
2860., 327.9, 384.0, 510.3
2870., 328.1, 383.6, 511.7
2880., 328.5, 382.5, 515.1
2890., 329.2, 382.7, 517.4
2900., 329.9, 383.8, 512.9
2910., 329.5, 382.7, 511.5
2920., 330.2, 381.8, 509.7
2930., 331.1, 381.6, 508.6
2940., 330.9, 381.8, 508.8
2950., 330.2, 381.1, 510.9
2960., 329.4, 379.9, 510.5
2970., 329.6, 380.5, 508.9
2980., 329.6, 379.9, 509.0
2990., 329.3, 379.4, 508.9
3000., 330.7, 381.1, 512.2
3010., 330.7, 379.9, 511.4
3020., 330.2, 378.7, 510.4
3030., 331.3, 379.3, 516.0
3040., 331.2, 378.7, 514.5
3050., 330.8, 378.9, 513.6
3060., 329.8, 376.9, 512.8
3070., 329.0, 375.2, 511.8
3080., 329.5, 377.0, 512.6
3090., 330.2, 379.5, 516.8
3100., 330.7, 381.3, 522.0
3110., 331.7, 384.2, 528.0
3120., 332.8, 387.0, 532.7
3130., 332.8, 387.0, 533.3
3140., 331.6, 384.6, 528.5
3150., 330.9, 382.2, 524.1
3160., 331.6, 383.7, 527.0
3170., 331.3, 382.3, 524.5
3180., 331.1, 381.3, 521.0
3190., 331.4, 382.1, 521.4
3200., 332.4, 385.2, 522.4
3210., 332.4, 386.1, 521.3
3220., 331.9, 386.7, 518.2
3230., 330.1, 385.3, 516.0
3240., 328.5, 382.8, 512.5
3250., 327.5, 382.0, 509.6
3260., 328.5, 383.0, 512.4
3270., 329.0, 384.6, 515.9
3280., 327.4, 381.9, 513.2
3290., 327.1, 381.1, 515.2
3300., 328.0, 382.1, 519.9
3310., 328.0, 383.8, 521.7
3320., 327.3, 383.3, 523.6
3330., 326.8, 382.9, 523.7
3340., 326.0, 380.4, 519.1
3350., 325.7, 379.2, 518.2
3360., 326.9, 381.4, 520.5
3370., 327.3, 381.6, 519.6
3380., 325.9, 378.1, 514.0
3390., 325.7, 376.9, 512.0
3400., 326.5, 377.6, 513.9
3410., 326.7, 377.8, 515.0
3420., 327.5, 380.6, 516.2
3430., 328.8, 382.0, 515.8
3440., 331.2, 383.8, 515.2
3450., 332.0, 384.6, 517.4
3460., 332.8, 385.7, 521.8
3470., 333.7, 386.9, 520.7
3480., 333.3, 387.0, 519.3
3490., 333.9, 388.4, 519.5
3500., 335.3, 390.4, 520.6
3510., 336.2, 391.5, 522.1
3520., 336.2, 391.8, 518.9
3530., 336.5, 393.0, 515.3
3540., 335.6, 390.4, 512.8
3550., 334.1, 388.1, 512.9
3560., 332.1, 385.5, 510.4
3570., 332.7, 386.1, 509.4
3580., 332.8, 386.1, 508.5
3590., 332.3, 384.5, 511.2
3600., 332.6, 384.9, 508.3
3610., 332.4, 385.6, 504.3
3620., 332.2, 385.2, 503.4
3630., 331.7, 384.2, 504.3
3640., 331.9, 385.9, 504.0
3650., 333.3, 387.6, 504.6
3660., 332.3, 386.6, 504.2
3670., 331.6, 386.5, 504.4
3680., 332.2, 389.0, 504.3
3690., 331.4, 389.5, 503.9
3700., 330.2, 387.1, 504.9
3710., 330.3, 387.6, 507.5
3720., 330.9, 388.3, 508.7
3730., 330.5, 387.4, 510.5
3740., 328.7, 386.2, 511.7
3750., 328.6, 386.3, 515.0
3760., 328.0, 383.3, 517.7
3770., 327.6, 381.4, 520.0
3780., 327.5, 382.4, 521.3
3790., 328.3, 384.5, 525.7
3800., 329.4, 385.2, 530.6
3810., 330.7, 385.9, 532.2
3820., 331.7, 388.0, 533.1
3830., 332.2, 388.9, 535.1
3840., 332.0, 389.4, 533.4
3850., 332.2, 389.8, 534.0
3860., 334.1, 391.6, 537.8
3870., 334.7, 392.0, 537.6
3880., 335.0, 393.2, 536.1
3890., 335.1, 392.8, 534.9
3900., 336.0, 392.2, 536.6
3910., 335.3, 391.4, 531.5
3920., 333.6, 388.9, 525.3
3930., 333.3, 388.7, 523.6
3940., 333.0, 388.5, 526.6
3950., 332.8, 389.1, 527.2
3960., 332.7, 388.0, 530.7
3970., 334.0, 388.9, 534.1
3980., 333.5, 387.7, 533.2
3990., 332.3, 386.0, 534.1
4000., 333.5, 387.3, 537.0
4010., 334.6, 388.6, 538.4
4020., 334.9, 390.2, 534.8
4030., 334.9, 390.2, 537.0
4040., 336.1, 392.8, 541.1
4050., 335.8, 392.8, 541.3
4060., 335.9, 392.8, 538.1
4070., 336.8, 392.4, 537.2
4080., 338.3, 394.0, 535.6
4090., 339.0, 394.7, 534.7
4100., 340.0, 395.8, 535.7
4110., 341.0, 398.5, 536.0
4120., 340.6, 399.0, 537.3
4130., 340.1, 398.8, 536.3
4140., 338.5, 396.3, 537.8
4150., 338.0, 396.6, 535.9
4160., 338.3, 397.6, 533.2
4170., 339.2, 398.2, 533.7
4180., 339.7, 398.1, 536.0
4190., 339.4, 399.0, 539.1
4200., 339.1, 399.5, 538.0
4210., 338.3, 399.1, 538.2
4220., 338.0, 400.0, 536.4
4230., 338.6, 400.4, 532.8
4240., 339.6, 400.9, 531.3
4250., 339.8, 401.1, 533.4
4260., 340.8, 404.2, 536.7
4270., 342.0, 406.1, 541.8
4280., 342.6, 406.9, 545.7
4290., 343.7, 409.5, 545.4
4300., 344.3, 411.0, 541.0
4310., 345.1, 411.2, 538.1
4320., 345.0, 410.7, 536.8
4330., 343.7, 409.4, 533.7
4340., 342.7, 408.1, 527.7
4350., 342.1, 407.6, 523.4
4360., 342.1, 407.3, 524.9
4370., 342.0, 407.4, 528.1
4380., 342.0, 406.5, 527.4
4390., 341.3, 405.0, 525.2
4400., 340.4, 403.4, 523.3
4410., 339.2, 401.5, 524.5
4420., 339.3, 401.8, 528.7
4430., 340.3, 403.5, 534.2
4440., 341.2, 404.3, 539.0
4450., 342.9, 407.8, 541.3
4460., 343.9, 408.8, 545.1
4470., 344.8, 410.2, 548.0
4480., 345.9, 413.6, 550.7
4490., 347.3, 416.7, 551.3
4500., 348.6, 419.9, 547.7
4510., 349.2, 421.3, 546.8
4520., 350.3, 423.1, 547.1
4530., 351.5, 424.6, 549.6
4540., 351.9, 424.6, 550.9
4550., 352.8, 424.6, 554.0
4560., 354.3, 425.9, 561.3
4570., 355.7, 428.0, 567.5
4580., 356.4, 429.7, 567.9
4590., 356.4, 429.7, 567.1
4600., 356.6, 427.9, 563.5
4610., 355.0, 424.8, 558.1
4620., 354.3, 423.7, 557.1
4630., 355.0, 424.9, 559.2
4640., 355.6, 425.4, 557.5
4650., 355.4, 423.9, 557.5
4660., 355.5, 424.8, 564.7
4670., 356.0, 424.7, 567.4
4680., 355.6, 424.0, 565.1
4690., 354.5, 421.8, 562.6
4700., 352.9, 420.1, 563.7
4710., 353.4, 420.2, 568.7
4720., 353.0, 419.4, 570.5
4730., 353.4, 420.6, 574.7
4740., 354.6, 421.4, 578.6
4750., 355.6, 421.8, 583.1
4760., 355.2, 421.7, 582.0
4770., 356.5, 424.4, 584.0
4780., 358.0, 425.6, 580.9
4790., 357.9, 427.1, 580.9
4800., 357.6, 428.7, 583.7
4810., 357.9, 430.5, 584.2
4820., 358.1, 430.6, 582.3
4830., 357.7, 430.3, 577.8
4840., 358.7, 432.7, 574.7
4850., 359.8, 433.9, 573.1
4860., 360.3, 433.6, 573.8
4870., 360.7, 434.5, 569.6
4880., 360.9, 434.5, 570.5
4890., 359.2, 432.6, 564.8
4900., 357.5, 430.7, 558.9
4910., 356.6, 428.6, 555.6
4920., 355.9, 426.4, 556.3
4930., 355.7, 425.0, 558.5
4940., 356.3, 425.5, 558.9
4950., 356.6, 426.1, 560.9
4960., 356.9, 426.1, 560.8
4970., 358.3, 427.0, 562.9
4980., 357.4, 426.0, 563.7
4990., 356.4, 425.3, 565.2
5000., 356.8, 427.5, 562.4
5010., 357.9, 428.9, 565.7
5020., 358.8, 431.0, 567.6
5030., 360.9, 434.7, 565.3
5040., 361.8, 437.4, 561.0
5050., 361.2, 437.2, 555.0
5060., 361.4, 438.5, 555.9
5070., 361.7, 438.4, 559.6
5080., 361.3, 437.2, 565.1
5090., 359.9, 436.5, 564.4
5100., 359.5, 437.9, 558.6
5110., 358.9, 437.6, 557.3
5120., 359.1, 437.1, 558.8
5130., 358.9, 436.4, 560.5
5140., 358.3, 433.4, 565.8
5150., 356.5, 429.7, 571.2
5160., 356.8, 429.5, 572.1
5170., 358.0, 430.5, 571.7
5180., 358.4, 429.1, 572.4
5190., 358.5, 429.0, 569.2
5200., 358.4, 429.9, 564.1
5210., 358.8, 430.9, 558.9
5220., 359.7, 429.3, 559.8
5230., 360.7, 429.0, 560.8
5240., 360.1, 426.9, 561.6
5250., 358.5, 424.2, 560.9
5260., 357.0, 423.7, 560.7
5270., 356.5, 424.2, 557.6
5280., 355.1, 421.5, 557.0
5290., 354.0, 418.8, 558.8
5300., 353.3, 418.8, 556.3
5310., 350.9, 414.3, 546.7
5320., 346.7, 404.3, 530.6
5330., 346.0, 401.7, 529.9
5340., 345.2, 401.5, 527.3
5350., 342.5, 399.0, 525.8
5360., 341.2, 398.7, 526.9
5370., 342.3, 401.4, 528.8
5380., 343.8, 402.8, 531.1
5390., 344.5, 402.2, 535.1
5400., 345.3, 402.5, 536.2
5410., 345.6, 403.5, 536.7
5420., 346.7, 404.2, 539.7
5430., 351.5, 409.6, 551.3
5440., 358.9, 420.8, 576.5
5450., 361.7, 426.4, 588.3
5460., 362.5, 428.2, 589.3
5470., 364.2, 429.9, 588.8
5480., 363.6, 429.1, 587.2
5490., 362.6, 427.9, 587.9
5500., 362.3, 427.2, 589.6
5510., 360.5, 425.5, 587.9
5520., 358.8, 424.9, 591.0
5530., 359.3, 425.5, 593.3
5540., 360.5, 426.8, 595.9
5550., 361.5, 426.4, 595.8
5560., 362.8, 428.3, 594.7
5570., 365.4, 433.7, 599.0
5580., 366.3, 436.1, 602.5
5590., 364.9, 434.0, 603.6
5600., 364.6, 434.2, 606.5
5610., 365.1, 435.8, 608.9
5620., 367.1, 440.2, 605.8
5630., 367.8, 440.4, 604.4
5640., 368.5, 440.3, 603.0
5650., 369.9, 441.9, 605.9
5660., 370.0, 443.1, 606.1
5670., 369.6, 441.8, 606.3
5680., 369.2, 440.1, 607.6
5690., 368.3, 436.8, 603.3
5700., 367.5, 435.2, 596.6
5710., 368.0, 435.4, 594.9
5720., 367.2, 434.0, 593.3
5730., 367.4, 433.9, 590.5
5740., 365.9, 431.5, 590.7
5750., 365.8, 431.2, 593.8
5760., 366.2, 433.4, 593.2
5770., 365.4, 433.2, 589.8
5780., 365.8, 432.3, 591.4
5790., 366.1, 432.0, 592.0
5800., 363.9, 431.5, 591.0
5810., 362.5, 430.6, 593.0
5820., 363.1, 429.4, 596.4
5830., 363.8, 429.4, 596.6
5840., 364.0, 434.1, 595.3
5850., 363.8, 433.2, 598.3
5860., 363.2, 431.8, 597.0
5870., 362.9, 432.4, 597.8
5880., 362.7, 432.0, 600.3
5890., 363.1, 430.0, 600.9
5900., 361.7, 431.0, 595.6
5910., 363.6, 435.3, 594.9
5920., 366.5, 439.9, 594.4
5930., 367.8, 442.1, 593.0
5940., 369.4, 443.6, 599.9
5950., 368.7, 442.1, 602.6
5960., 367.1, 439.3, 606.4
5970., 365.3, 438.4, 607.4
5980., 366.8, 440.9, 611.9
5990., 368.6, 441.3, 610.6
6000., 368.7, 441.0, 604.7
6010., 370.2, 443.7, 602.7
6020., 371.1, 443.6, 604.3
6030., 371.0, 442.6, 601.5
6040., 369.7, 441.4, 599.9
6050., 369.8, 440.6, 601.8
6060., 370.7, 441.2, 597.6
6070., 373.1, 443.0, 594.5
6080., 375.4, 445.9, 596.0
6090., 374.8, 447.3, 594.0
6100., 374.3, 447.5, 595.0
6110., 373.7, 449.1, 594.5
6120., 372.4, 448.1, 598.1
6130., 370.9, 445.4, 603.1
6140., 371.1, 445.8, 605.2
6150., 371.5, 445.1, 608.5
6160., 372.5, 444.2, 609.3
6170., 372.4, 444.5, 611.0
6180., 371.8, 445.7, 610.5
6190., 371.6, 446.3, 612.4
6200., 371.1, 444.2, 609.3
6210., 367.2, 436.3, 593.2
6220., 358.9, 422.2, 562.5
6230., 355.8, 415.1, 542.4
6240., 356.8, 416.1, 539.6
6250., 357.9, 417.0, 540.5
6260., 357.6, 416.5, 541.3
6270., 358.7, 417.3, 546.1
6280., 360.2, 418.7, 547.9
6290., 360.3, 419.2, 544.1
6300., 361.3, 418.4, 542.1
6310., 362.9, 419.7, 543.9
6320., 363.9, 422.3, 547.5
6330., 367.6, 430.4, 564.6
6340., 376.0, 444.7, 596.0
6350., 381.2, 456.1, 619.9
6360., 382.2, 459.7, 628.6
6370., 381.8, 458.0, 626.8
6380., 381.6, 458.1, 626.0
6390., 381.4, 459.2, 626.2
6400., 379.9, 459.2, 628.9
6410., 380.3, 458.9, 631.9
6420., 380.6, 458.8, 631.8
6430., 379.3, 458.4, 630.4
6440., 379.6, 459.9, 633.0
6450., 380.0, 461.4, 634.4
6460., 381.5, 462.6, 634.9
6470., 381.6, 461.8, 633.3
6480., 380.2, 459.0, 630.8
6490., 379.0, 457.6, 629.5
6500., 379.5, 458.8, 631.9
6510., 378.5, 458.8, 630.3
6520., 377.5, 457.2, 627.2
6530., 375.7, 454.8, 625.7
6540., 374.6, 454.7, 628.4
6550., 376.0, 457.0, 634.4
6560., 375.8, 455.1, 630.9
6570., 374.7, 452.5, 628.1
6580., 373.4, 451.9, 630.8
6590., 372.9, 452.0, 636.6
6600., 373.9, 453.3, 638.6
6610., 374.3, 453.5, 641.1
6620., 373.5, 451.9, 640.6
6630., 373.6, 450.8, 638.1
6640., 376.0, 453.6, 639.1
6650., 377.6, 456.4, 642.3
6660., 377.6, 458.5, 646.2
6670., 377.2, 459.0, 647.7
6680., 376.7, 459.5, 648.5
6690., 377.5, 459.4, 647.0
6700., 377.6, 457.5, 641.8
6710., 377.7, 455.4, 634.4
6720., 377.8, 454.4, 631.4
6730., 377.8, 455.1, 629.7
6740., 377.6, 455.1, 627.0
6750., 377.6, 456.0, 630.2
6760., 376.2, 454.1, 631.4
6770., 374.5, 450.5, 626.1
6780., 373.5, 446.1, 617.6
6790., 373.9, 444.1, 611.2
6800., 373.4, 443.1, 609.4
6810., 373.2, 443.9, 611.4
6820., 374.2, 447.1, 613.3
6830., 374.2, 449.5, 615.7
6840., 374.2, 450.8, 616.5
6850., 372.6, 448.6, 615.0
6860., 372.3, 449.2, 618.1
6870., 372.6, 450.1, 620.1
6880., 372.9, 451.6, 623.5
6890., 374.2, 455.2, 630.7
6900., 375.1, 457.4, 635.2
6910., 375.0, 457.2, 637.3
6920., 375.9, 457.9, 640.7
6930., 375.7, 456.3, 638.4
6940., 373.4, 452.3, 636.1
6950., 373.2, 451.6, 637.5
6960., 373.1, 450.4, 636.5
6970., 374.2, 451.6, 637.7
6980., 375.9, 453.1, 639.7
6990., 377.0, 453.5, 638.5
7000., 376.9, 452.8, 632.8
7010., 376.6, 450.7, 625.9
7020., 376.6, 450.5, 624.2
7030., 377.2, 451.3, 622.7
7040., 376.0, 450.3, 618.7
7050., 376.2, 450.6, 620.1
7060., 376.8, 452.2, 623.2
7070., 377.4, 453.6, 622.7
7080., 378.0, 455.8, 625.0
7090., 379.4, 457.5, 626.4
7100., 379.6, 456.6, 624.5
7110., 373.5, 446.6, 602.5
7120., 361.6, 427.1, 562.2
7130., 348.5, 406.6, 520.5
7140., 334.5, 385.3, 478.6
7150., 319.3, 362.5, 435.0
7160., 304.7, 339.2, 391.4
7170., 289.5, 316.4, 348.8
7180., 274.3, 292.8, 303.4
7190., 257.8, 280.3, 258.7
7200., 241.0, 277.5, 211.5
7210., 223.1, 274.6, 166.4
7220., 204.6, 271.5, 124.7
7230., 190.6, 268.5, 106.7
7240., 184.4, 265.9, 102.2
7250., 179.1, 263.5,  98.8
7260., 174.4, 261.1,  96.2
7270., 170.1, 258.6,  94.1
7280., 166.0, 255.9,  92.3
7290., 162.3, 253.1,  91.0
7300., 158.8, 250.0,  89.5
7310., 155.4, 247.0,  88.0
7320., 152.0, 244.1,  87.0
7330., 148.5, 241.0,  85.6
7340., 145.2, 237.4,  84.2
7350., 142.0, 233.8,  83.0
7360., 138.7, 230.5,  81.7
7370., 135.0, 226.8,  79.9
7380., 131.3, 223.3,  78.4
7390., 127.6, 220.6,  77.0
7400., 124.0, 218.0,  75.2
7410., 120.4, 215.1,  73.5
7420., 117.1, 212.9,  72.4
7430., 113.9, 210.0,  71.3
7440., 111.0, 206.7,  69.6
7450., 108.3, 204.1,  68.3
7460., 105.7, 202.7,  67.3
7470., 103.0, 201.0,  66.3
7480., 100.5, 199.0,  65.5
7490.,  98.5, 197.1,  64.9
7500.,  96.7, 195.1,  64.2
7510.,  95.0, 192.8,  63.6
7520.,  93.3, 190.6,  63.3
7530.,  92.0, 188.6,  62.8
7540.,  90.4, 186.0,  62.1
7550.,  89.0, 184.4,  61.6
7560.,  87.3, 182.7,  61.2
7570.,  85.7, 180.4,  60.4
7580.,  84.2, 177.1,  59.7
7590.,  82.8, 174.3,  59.3
7600.,  81.7, 171.7,  59.1
7610.,  81.0, 169.9,  58.9
7620.,  80.5, 168.6,  58.5
7630.,  79.8, 166.6,  58.2
7640.,  79.2, 164.0,  58.0
7650.,  78.6, 161.6,  57.6
7660.,  78.1, 160.2,  57.0
7670.,  77.3, 158.5,  56.6
7680.,  76.9, 157.1,  56.3
7690.,  76.4, 155.4,  56.1
7700.,  75.9, 154.2,  56.0
7710.,  75.5, 152.5,  55.6
