Time,T_top,T_bottom
931.6,16.9,16.3
932.0,17.0,16.3
932.4,17.0,16.4
932.8,17.0,16.4
933.2,17.0,16.4
933.6,17.1,16.4
934.0,17.1,16.5
934.4,17.1,16.5
934.8,17.1,16.5
935.2,17.2,16.5
935.6,17.2,16.5
936.0,17.2,16.6
936.4,17.3,16.6
936.8,17.3,16.6
937.2,17.3,16.7
937.6,17.3,16.7
938.0,17.4,16.7
938.4,17.4,16.7
938.8,17.4,16.8
939.2,17.4,16.8
939.6,17.5,16.8
940.0,17.5,16.8
940.4,17.5,16.9
940.8,17.5,16.9
941.2,17.6,16.9
941.6,17.6,16.9
942.0,17.6,16.9
942.4,17.6,17.0
942.8,17.7,17.0
943.2,17.7,17.0
943.6,17.7,17.0
944.0,17.8,17.1
944.4,17.8,17.1
944.8,17.8,17.1
945.2,17.8,17.1
945.6,17.9,17.2
946.0,17.9,17.2
946.4,17.9,17.2
946.8,17.9,17.2
947.2,18.0,17.2
947.6,18.0,17.2
948.0,18.0,17.3
948.4,18.0,17.3
948.8,18.0,17.3
949.2,18.1,17.3
949.6,18.1,17.4
950.0,18.1,17.4
950.4,18.1,17.4
950.8,18.2,17.4
951.2,18.2,17.4
951.6,18.2,17.5
952.0,18.2,17.5
952.4,18.2,17.5
952.8,18.3,17.5
953.2,18.3,17.5
953.6,18.3,17.6
954.0,18.3,17.6
954.4,18.4,17.6
954.8,18.4,17.6
955.2,18.4,17.6
955.6,18.4,17.6
956.0,18.5,17.7
956.4,18.5,17.7
956.8,18.5,17.7
957.2,18.5,17.7
957.6,18.5,17.7
958.0,18.5,17.7
958.4,18.6,17.8
958.8,18.6,17.8
959.2,18.6,17.8
959.6,18.6,17.8
960.0,18.7,17.8
960.4,18.7,17.9
960.8,18.7,17.9
961.2,18.7,17.9
961.6,18.7,17.9
962.0,18.7,17.9
962.4,18.8,17.9
962.8,18.8,18.0
963.2,18.8,18.0
963.6,18.8,18.0
964.0,18.8,18.0
964.4,18.9,18.0
964.8,18.9,18.1
965.2,18.9,18.1
965.6,18.9,18.1
966.0,18.9,18.1
966.4,18.9,18.1
966.8,19.0,18.1
967.2,19.0,18.1
967.6,19.0,18.2
968.0,19.0,18.2
968.4,19.0,18.2
968.8,19.1,18.2
969.2,19.1,18.2
969.6,19.1,18.2
970.0,19.1,18.3
970.4,19.1,18.3
970.8,19.2,18.3
971.2,19.2,18.3
971.6,19.2,18.3
972.0,19.2,18.4
972.4,19.2,18.4
972.8,19.3,18.4
973.2,19.3,18.4
973.6,19.3,18.4
974.0,19.3,18.4
974.4,19.3,18.5
974.8,19.3,18.5
975.2,19.4,18.5
975.6,19.4,18.5
976.0,19.4,18.5
976.4,19.4,18.5
976.8,19.4,18.5
977.2,19.4,18.6
977.6,19.5,18.6
978.0,19.5,18.6
978.4,19.5,18.6
978.8,19.5,18.6
979.2,19.5,18.6
979.6,19.5,18.7
980.0,19.6,18.7
980.4,19.6,18.7
980.8,19.6,18.7
981.2,19.6,18.7
981.6,19.6,18.7
982.0,19.7,18.8
982.4,19.7,18.8
982.8,19.7,18.8
983.2,19.7,18.8
983.6,19.7,18.8
984.0,19.7,18.8
984.4,19.7,18.8
984.8,19.8,18.8
985.2,19.8,18.8
985.6,19.8,18.9
986.0,19.8,18.9
986.4,19.8,18.9
986.8,19.8,18.9
987.2,19.8,18.9
987.6,19.9,18.9
988.0,19.9,18.9
988.4,19.9,18.9
988.8,19.9,18.9
989.2,19.9,19.0
989.6,19.9,19.0
990.0,19.9,19.0
990.4,19.9,19.0
990.8,20.0,19.0
991.2,20.0,19.0
991.6,20.0,19.0
992.0,20.0,19.0
992.4,20.0,19.0
992.8,20.0,19.1
993.2,20.0,19.1
993.6,20.0,19.1
994.0,20.1,19.1
994.4,20.1,19.1
994.8,20.1,19.1
995.2,20.1,19.1
995.6,20.1,19.1
996.0,20.1,19.1
996.4,20.1,19.1
996.8,20.2,19.2
997.2,20.2,19.2
997.6,20.2,19.2
998.0,20.2,19.2
998.4,20.2,19.2
998.8,20.2,19.2
999.2,20.2,19.2
999.6,20.2,19.2
1000.0,20.2,19.2
1000.4,20.3,19.2
1000.8,20.3,19.3
1001.2,20.3,19.3
1001.6,20.3,19.3
1002.0,20.3,19.3
1002.4,20.3,19.3
1002.8,20.3,19.3
1003.2,20.3,19.3
1003.6,20.3,19.3
1004.0,20.4,19.3
1004.4,20.4,19.3
1004.8,20.4,19.3
1005.2,20.4,19.3
1005.6,20.4,19.4
1006.0,20.4,19.4
1006.4,20.4,19.4
1006.8,20.4,19.4
1007.2,20.4,19.4
1007.6,20.5,19.4
1008.0,20.5,19.4
