Time,T_top,T_bottom
56.8,41.2,42.6
57.2,42.2,43.7
57.6,43.3,44.8
58.0,44.3,45.9
58.4,45.4,47.0
58.8,46.5,48.1
59.2,47.6,49.2
59.6,48.7,50.3
60.0,49.8,51.4
60.4,50.9,52.5
60.8,52.0,53.6
61.2,53.1,54.7
61.6,54.2,55.8
62.0,55.3,56.9
62.4,56.5,58.0
62.8,57.5,59.1
63.2,58.6,60.3
63.6,59.8,61.3
64.0,60.9,62.4
64.4,62.0,63.4
64.8,63.1,64.5
65.2,64.2,65.6
65.6,65.3,66.6
66.0,66.3,67.6
66.4,67.4,68.6
66.8,68.6,69.5
67.2,69.6,70.5
67.6,70.7,71.4
68.0,71.9,72.3
68.4,72.9,73.2
68.8,74.1,74.1
69.2,75.2,75.1
69.6,76.4,76.1
70.0,77.4,77.1
70.4,78.5,78.1
70.8,79.6,79.1
71.2,80.7,80.1
71.6,82.0,81.1
72.0,83.1,82.2
72.4,84.2,83.1
72.8,85.5,84.2
73.2,86.6,85.2
73.6,87.8,86.3
74.0,88.9,87.4
74.4,90.0,88.7
74.8,91.2,90.0
75.2,92.3,91.6
75.6,93.2,93.7
76.0,94.4,96.3
76.4,95.5,98.5
76.8,96.5,100.3
77.2,97.6,102.0
77.6,98.8,103.7
78.0,100.4,105.3
78.4,101.8,106.8
78.8,103.0,108.3
79.2,104.1,109.8
79.6,105.1,111.3
80.0,106.2,112.8
80.4,107.1,114.3
80.8,108.1,115.8
81.2,109.1,117.2
81.6,110.2,118.7
82.0,111.2,120.1
82.4,112.2,121.6
82.8,113.3,123.0
83.2,114.4,124.4
83.6,115.4,125.8
84.0,116.4,127.2
84.4,117.6,128.6
84.8,119.0,130.0
85.2,120.5,131.4
85.6,121.8,132.8
86.0,123.2,134.2
86.4,124.6,135.5
86.8,126.0,136.9
87.2,127.4,138.3
87.6,128.8,139.6
88.0,130.2,141.0
88.4,131.6,142.3
88.8,133.0,143.7
89.2,134.4,145.0
89.6,135.7,146.4
90.0,137.1,147.7
90.4,138.5,149.0
90.8,139.9,150.3
91.2,141.2,151.7
91.6,142.6,153.0
92.0,144.0,154.3
92.4,145.5,155.6
92.8,146.8,156.9
93.2,148.1,158.2
93.6,149.5,159.5
94.0,150.7,160.8
94.4,152.0,162.1
94.8,153.3,163.3
95.2,154.6,164.6
95.6,156.0,165.8
96.0,157.3,167.1
96.4,158.6,168.4
96.8,159.9,169.6
97.2,161.2,170.9
97.6,162.5,172.1
98.0,163.8,173.4
98.4,165.0,174.6
98.8,166.2,175.8
99.2,167.5,177.1
99.6,168.7,178.3
100.0,169.9,179.5
100.4,171.1,180.8
100.8,172.3,182.0
101.2,173.5,183.3
101.6,174.7,184.5
102.0,175.9,185.7
102.4,177.2,186.9
102.8,178.4,188.1
103.2,179.6,189.4
103.6,180.8,190.6
104.0,182.0,191.8
104.4,183.2,193.0
104.8,184.3,194.2
105.2,185.5,195.5
105.6,186.7,196.7
106.0,187.9,197.8
106.4,189.1,199.1
106.8,190.3,200.3
107.2,191.5,201.5
107.6,192.7,202.7
108.0,193.9,203.9
108.4,195.1,205.2
108.8,196.3,206.4
109.2,197.4,207.5
109.6,198.6,208.7
110.0,199.7,209.9
110.4,200.9,211.1
110.8,202.1,212.3
111.2,203.2,213.5
111.6,204.3,214.7
112.0,205.5,215.9
112.4,206.6,217.0
112.8,207.8,218.1
113.2,208.9,219.3
113.6,210.0,220.4
114.0,211.1,221.6
114.4,212.2,222.7
114.8,213.3,223.9
115.2,214.5,225.0
115.6,215.6,226.1
116.0,216.6,227.2
116.4,217.7,228.4
116.8,218.8,229.5
117.2,219.9,230.6
117.6,220.9,231.8
118.0,222.0,232.9
118.4,223.1,234.0
118.8,224.1,235.1
119.2,225.2,236.2
119.6,226.3,237.2
120.0,227.3,238.4
120.4,228.3,239.5
120.8,229.4,240.5
121.2,230.4,241.5
121.6,231.4,242.6
122.0,232.5,243.6
122.4,233.5,244.6
122.8,234.5,245.7
123.2,235.5,246.7
123.6,236.5,247.8
124.0,237.5,248.8
124.4,238.5,249.8
124.8,239.6,250.9
125.2,240.5,251.9
125.6,241.5,252.9
126.0,242.4,254.0
126.4,243.4,255.0
126.8,244.4,256.0
127.2,245.4,257.0
127.6,246.4,258.0
128.0,247.4,259.1
128.4,248.3,260.1
128.8,249.2,261.1
129.2,250.2,262.1
129.6,251.2,263.1
130.0,252.1,264.1
130.4,253.1,265.1
130.8,254.1,266.0
131.2,255.1,267.0
131.6,256.0,268.0
132.0,257.0,268.9
132.4,258.0,269.9
132.8,258.9,270.9
133.2,259.8,271.9
133.6,260.7,272.8
134.0,261.7,273.7
134.4,262.6,274.6
134.8,263.5,275.4
135.2,264.4,276.4
135.6,265.2,277.3
136.0,266.1,278.2
136.4,267.0,279.1
136.8,267.9,280.0
137.2,268.8,280.9
137.6,269.7,281.8
138.0,270.5,282.8
138.4,271.4,283.6
138.8,272.3,284.5
139.2,273.1,285.5
139.6,274.0,286.3
140.0,274.9,287.2
140.4,275.8,288.1
140.8,276.7,289.0
141.2,277.5,289.8
141.6,278.3,290.7
142.0,279.2,291.5
142.4,280.0,292.4
142.8,280.9,293.3
143.2,281.7,294.2
143.6,282.6,295.0
144.0,283.4,295.9
144.4,284.2,296.7
144.8,285.0,297.5
145.2,285.8,298.4
145.6,286.6,299.2
146.0,287.5,300.0
146.4,288.3,300.8
146.8,289.1,301.7
147.2,289.9,302.5
147.6,290.7,303.3
148.0,291.5,304.1
148.4,292.2,304.9
148.8,293.0,305.7
149.2,293.8,306.5
149.6,294.6,307.3
150.0,295.4,308.1
150.4,296.2,308.8
150.8,296.9,309.6
151.2,297.7,310.4
151.6,298.5,311.2
152.0,299.3,311.9
152.4,300.1,312.7
152.8,300.9,313.5
153.2,301.6,314.4
153.6,302.4,315.1
154.0,303.2,315.9
154.4,304.0,316.7
154.8,304.7,317.5
155.2,305.5,318.2
155.6,306.2,318.9
156.0,307.1,319.6
156.4,307.8,320.4
156.8,308.6,321.1
157.2,309.3,321.8
157.6,310.0,322.6
158.0,310.8,323.3
158.4,311.5,324.0
158.8,312.2,324.8
159.2,312.9,325.5
159.6,313.7,326.2
160.0,314.4,326.9
160.4,315.2,327.6
160.8,315.9,328.3
161.2,316.6,329.0
161.6,317.3,329.7
162.0,318.0,330.4
162.4,318.6,331.1
162.8,319.4,331.8
163.2,320.1,332.4
163.6,320.8,333.1
164.0,321.5,333.7
164.4,322.2,334.4
164.8,322.9,335.1
165.2,323.5,335.8
165.6,324.2,336.5
166.0,324.8,337.2
166.4,325.5,337.9
166.8,326.2,338.6
167.2,326.8,339.3
167.6,327.5,339.9
168.0,328.2,340.7
168.4,328.7,341.4
168.8,329.4,342.0
169.2,330.0,342.8
169.6,330.6,343.4
170.0,331.2,344.1
170.4,331.8,344.7
170.8,332.5,345.4
171.2,333.1,346.0
171.6,333.7,346.7
172.0,334.3,347.3
172.4,334.8,347.9
172.8,335.4,348.5
173.2,336.0,349.1
173.6,336.8,349.7
174.0,337.4,350.3
174.4,338.0,350.9
174.8,338.6,351.5
175.2,339.3,352.1
175.6,339.8,352.6
176.0,340.4,353.2
176.4,341.0,353.7
176.8,341.5,354.3
177.2,342.1,354.9
177.6,342.6,355.5
178.0,343.2,356.1
178.4,343.8,356.6
178.8,344.5,357.1
179.2,345.1,357.7
179.6,345.6,358.3
180.0,346.1,358.9
180.4,346.6,359.4
180.8,347.2,360.0
181.2,347.7,360.5
181.6,348.3,361.1
182.0,348.8,361.6
182.4,349.3,362.1
182.8,349.9,362.6
183.2,350.4,363.2
183.6,351.1,363.7
184.0,351.6,364.3
184.4,352.2,364.8
184.8,352.7,365.3
185.2,353.3,365.9
185.6,353.8,366.4
186.0,354.4,367.0
186.4,354.9,367.5
186.8,355.4,368.0
187.2,355.9,368.5
187.6,356.4,369.0
188.0,356.9,369.5
188.4,357.4,370.0
188.8,357.9,370.5
189.2,358.4,371.0
189.6,358.9,371.5
190.0,359.3,372.0
190.4,359.8,372.4
190.8,360.2,372.9
191.2,360.7,373.4
191.6,361.2,373.9
192.0,361.7,374.3
192.4,362.1,374.8
192.8,362.6,375.2
193.2,363.1,375.7
193.6,363.5,376.1
194.0,363.9,376.6
194.4,364.4,377.1
194.8,364.8,377.5
195.2,365.3,377.9
195.6,365.7,378.4
196.0,366.1,378.8
196.4,366.6,379.2
196.8,367.2,379.6
197.2,367.6,380.0
197.6,368.1,380.5
198.0,368.6,380.9
198.4,369.0,381.3
198.8,369.4,381.7
199.2,369.8,382.0
199.6,370.2,382.4
200.0,370.7,382.9
200.4,371.2,383.3
200.8,371.7,383.7
201.2,372.0,384.1
201.6,372.4,384.4
202.0,372.8,384.6
202.4,373.2,385.1
202.8,373.6,385.4
203.2,374.0,385.8
203.6,374.3,386.2
204.0,374.9,386.6
204.4,375.4,387.0
204.8,375.8,387.4
205.2,376.3,387.8
205.6,376.7,388.2
206.0,377.1,388.6
206.4,377.5,389.0
206.8,377.9,389.4
207.2,378.3,389.7
207.6,378.7,390.1
208.0,379.1,390.5
208.4,379.5,390.9
208.8,379.8,391.2
209.2,380.3,391.6
209.6,380.6,392.1
210.0,381.0,392.4
210.4,381.4,392.7
210.8,381.8,393.1
211.2,382.2,393.4
211.6,382.5,393.7
212.0,382.9,394.1
212.4,383.3,394.4
212.8,383.7,394.8
213.2,384.1,395.1
213.6,384.4,395.5
214.0,384.8,395.8
214.4,385.2,396.2
214.8,385.5,396.6
215.2,385.9,396.9
215.6,386.3,397.2
216.0,386.6,397.5
216.4,387.0,397.8
216.8,387.2,398.1
217.2,387.6,398.4
217.6,388.0,398.8
218.0,388.3,399.2
218.4,388.7,399.5
218.8,389.1,399.8
219.2,389.5,400.2
219.6,389.8,400.6
220.0,390.0,400.9
220.4,390.4,401.3
220.8,390.7,401.7
221.2,391.0,402.1
221.6,391.4,402.4
222.0,391.7,402.8
222.4,392.0,403.1
222.8,392.4,403.5
223.2,392.7,403.8
223.6,393.1,404.2
224.0,393.4,404.5
224.4,393.8,404.8
224.8,394.1,405.1
225.2,394.4,405.4
225.6,394.8,405.7
226.0,395.1,406.0
226.4,395.3,406.3
226.8,395.6,406.6
227.2,395.9,406.9
227.6,396.1,407.1
228.0,396.3,407.4
228.4,396.5,407.7
228.8,396.6,407.9
229.2,396.8,408.2
229.6,397.2,408.5
230.0,397.5,408.8
230.4,397.7,409.1
230.8,398.1,409.4
231.2,398.4,409.7
231.6,398.6,410.0
232.0,398.9,410.3
232.4,399.2,410.6
232.8,399.4,410.8
233.2,399.7,410.9
233.6,400.0,411.1
234.0,400.1,411.5
234.4,400.4,411.8
234.8,400.7,412.0
235.2,401.0,412.2
235.6,401.3,412.5
236.0,401.5,412.7
236.4,401.8,412.9
236.8,402.0,413.2
237.2,402.3,413.4
237.6,402.6,413.7
238.0,402.8,413.9
238.4,403.0,414.2
238.8,403.3,414.5
239.2,403.5,414.7
239.6,403.8,414.9
240.0,404.1,415.2
240.4,404.2,415.4
240.8,404.5,415.7
241.2,404.7,416.0
241.6,404.9,416.2
242.0,405.2,416.5
242.4,405.4,416.7
242.8,405.7,417.0
243.2,405.9,417.2
243.6,406.2,417.3
244.0,406.5,417.6
244.4,406.7,417.9
244.8,407.0,418.2
245.2,407.2,418.4
245.6,407.5,418.7
246.0,407.7,418.9
246.4,407.8,419.1
246.8,407.9,419.3
247.2,408.1,419.5
247.6,408.4,419.8
248.0,408.7,420.0
248.4,409.0,420.3
248.8,409.0,420.5
249.2,409.2,420.8
249.6,409.4,421.0
250.0,409.5,421.3
250.4,409.9,421.5
250.8,410.2,421.7
251.2,410.5,422.0
251.6,410.7,422.2
252.0,410.9,422.4
252.4,411.2,422.6
252.8,411.3,422.9
253.2,411.6,423.1
253.6,411.8,423.3
254.0,412.0,423.5
254.4,412.3,423.8
254.8,412.5,424.0
255.2,412.7,424.2
255.6,412.9,424.4
256.0,413.1,424.6
256.4,413.3,424.8
256.8,413.4,425.0
257.2,413.5,425.1
257.6,413.7,425.3
258.0,413.8,425.5
258.4,413.9,425.7
258.8,414.1,425.9
259.2,414.4,426.0
259.6,414.7,426.2
260.0,414.9,426.4
260.4,415.0,426.5
260.8,415.2,426.7
261.2,415.4,426.9
261.6,415.6,427.1
262.0,415.7,427.2
262.4,415.9,427.5
262.8,416.0,427.7
263.2,416.1,427.9
263.6,416.4,428.1
264.0,416.5,428.4
264.4,416.7,428.6
264.8,416.8,428.8
265.2,416.9,429.0
265.6,417.1,429.2
266.0,417.4,429.4
266.4,417.6,429.7
266.8,417.7,429.9
267.2,417.9,430.1
267.6,418.0,430.4
268.0,418.3,430.5
268.4,418.5,430.7
268.8,418.9,430.9
269.2,419.1,431.1
269.6,419.4,431.2
270.0,419.5,431.4
270.4,419.8,431.5
270.8,419.9,431.7
271.2,420.0,431.9
271.6,420.1,432.1
272.0,420.3,432.3
272.4,420.5,432.4
272.8,420.6,432.5
273.2,420.8,432.6
273.6,421.0,432.8
274.0,421.4,432.9
274.4,421.6,433.0
274.8,421.7,433.1
275.2,421.9,433.2
275.6,422.1,433.3
276.0,422.2,433.5
276.4,422.2,433.6
276.8,422.4,433.8
277.2,422.4,434.0
277.6,422.4,434.2
278.0,422.5,434.4
278.4,422.6,434.5
278.8,422.8,434.7
279.2,422.9,434.8
279.6,423.0,434.9
280.0,423.2,435.2
280.4,423.4,435.4
280.8,423.6,435.6
281.2,423.7,435.7
281.6,423.9,435.9
282.0,424.2,436.0
282.4,424.4,436.1
282.8,424.4,436.2
283.2,424.5,436.4
283.6,424.7,436.6
284.0,424.8,436.7
284.4,425.0,436.9
284.8,425.0,436.9
285.2,425.1,436.9
285.6,425.3,437.1
286.0,425.4,437.3
286.4,425.5,437.5
286.8,425.6,437.6
287.2,425.7,437.7
287.6,425.9,437.9
288.0,426.1,438.0
288.4,426.2,438.2
288.8,426.3,438.3
289.2,426.5,438.4
289.6,426.5,438.5
290.0,426.5,438.7
290.4,426.5,438.9
290.8,426.6,438.9
291.2,426.6,439.0
291.6,426.8,439.0
292.0,426.9,439.1
292.4,427.1,439.2
292.8,427.3,439.3
293.2,427.5,439.4
293.6,427.8,439.6
294.0,427.8,439.7
294.4,427.7,439.8
294.8,427.8,439.9
295.2,427.8,440.0
295.6,428.0,440.0
296.0,428.2,440.1
296.4,428.3,440.2
296.8,428.5,440.4
297.2,428.6,440.5
297.6,428.6,440.6
298.0,428.6,440.7
298.4,428.7,440.8
298.8,428.8,440.8
299.2,429.0,441.0
299.6,429.1,441.1
300.0,429.3,441.2
300.4,429.5,441.2
300.8,429.5,441.3
301.2,429.6,441.4
301.6,429.7,441.5
302.0,429.9,441.6
302.4,429.9,441.7
302.8,430.0,441.8
303.2,429.9,441.9
303.6,429.9,442.1
304.0,430.0,442.1
304.4,430.1,442.2
304.8,430.2,442.4
305.2,430.3,442.5
305.6,430.5,442.5
306.0,430.5,442.6
306.4,430.5,442.7
306.8,430.6,442.8
307.2,430.8,442.8
307.6,431.0,442.7
308.0,431.0,442.8
308.4,431.3,442.8
308.8,431.4,442.9
309.2,431.4,443.0
309.6,431.7,443.1
310.0,431.8,443.2
310.4,431.8,443.3
310.8,431.9,443.4
311.2,432.1,443.4
311.6,432.3,443.5
312.0,432.4,443.6
312.4,432.5,443.8
312.8,432.6,443.9
313.2,432.7,443.9
313.6,432.8,444.0
314.0,433.0,444.1
314.4,433.0,444.2
314.8,433.1,444.2
315.2,433.2,444.2
315.6,433.3,444.1
316.0,433.4,444.2
316.4,433.5,444.3
316.8,433.6,444.5
317.2,433.7,444.5
317.6,433.7,444.6
318.0,433.7,444.7
318.4,433.8,444.9
318.8,433.8,445.0
319.2,433.9,445.1
319.6,433.9,445.2
320.0,434.0,445.3
320.4,434.1,445.4
320.8,434.1,445.4
321.2,434.2,445.5
321.6,434.3,445.6
322.0,434.3,445.6
322.4,434.4,445.6
322.8,434.5,445.6
323.2,434.6,445.5
323.6,434.5,445.6
324.0,434.7,445.4
324.4,434.7,445.4
324.8,434.9,445.3
325.2,434.9,445.4
325.6,435.0,445.4
326.0,435.0,445.4
326.4,435.1,445.5
326.8,435.2,445.6
327.2,435.2,445.7
327.6,435.3,445.8
328.0,435.3,446.0
328.4,435.4,446.0
328.8,435.4,446.0
329.2,433.5,446.0
329.6,432.7,446.1
330.0,433.7,446.3
330.4,434.0,446.4
330.8,434.2,446.5
331.2,434.5,446.6
331.6,434.5,446.7
332.0,434.6,446.7
332.4,434.8,446.8
332.8,434.9,446.9
333.2,435.0,447.0
333.6,435.1,447.1
334.0,435.2,447.3
334.4,435.4,447.3
334.8,435.5,447.5
335.2,435.6,447.5
335.6,435.7,447.6
336.0,435.8,447.6
336.4,436.0,447.7
336.8,436.1,447.8
337.2,436.1,447.9
337.6,436.1,448.0
338.0,436.1,448.1
338.4,436.2,448.2
338.8,436.3,448.2
339.2,436.3,448.2
339.6,436.4,448.3
340.0,436.4,448.3
340.4,436.6,448.4
340.8,436.6,448.5
341.2,436.6,448.5
341.6,436.7,448.5
342.0,436.8,448.6
342.4,436.8,448.6
342.8,436.9,448.5
343.2,437.0,448.4
343.6,436.9,448.3
344.0,436.8,448.2
344.4,437.0,448.2
344.8,437.0,448.2
345.2,437.1,448.4
345.6,437.0,448.4
346.0,437.1,448.5
346.4,437.2,448.4
346.8,437.3,448.4
347.2,437.3,448.5
347.6,437.4,448.4
348.0,437.5,448.5
348.4,437.5,448.5
348.8,437.6,448.6
349.2,437.7,448.7
349.6,437.7,448.7
350.0,437.8,448.7
350.4,437.9,448.8
350.8,437.8,448.9
351.2,437.7,448.9
351.6,437.3,448.9
352.0,436.9,448.9
352.4,437.0,448.8
352.8,436.9,448.9
353.2,436.5,448.9
353.6,436.8,449.0
354.0,437.2,449.2
354.4,437.5,449.2
354.8,437.9,449.0
355.2,438.1,449.1
355.6,438.3,449.3
356.0,438.4,449.3
356.4,438.5,449.3
356.8,438.6,449.4
357.2,438.7,449.4
357.6,438.8,449.4
358.0,439.0,449.4
358.4,439.0,449.3
358.8,439.0,449.2
359.2,439.1,449.2
359.6,439.1,449.2
360.0,439.2,449.2
360.4,439.2,449.2
360.8,439.3,449.1
361.2,439.4,449.1
361.6,439.4,448.9
362.0,439.5,448.9
362.4,439.5,448.8
362.8,439.6,448.7
363.2,439.6,448.7
363.6,439.6,448.7
364.0,439.6,448.7
364.4,439.7,448.7
364.8,439.7,448.8
365.2,439.7,448.8
365.6,439.8,448.8
366.0,439.8,448.8
366.4,439.9,448.8
366.8,439.9,448.9
367.2,440.0,448.8
367.6,440.0,448.8
368.0,440.1,448.8
368.4,440.1,448.9
368.8,440.2,449.0
369.2,440.2,448.9
369.6,440.3,449.0
370.0,440.4,449.0
370.4,440.4,448.9
370.8,440.4,449.0
371.2,440.5,449.0
371.6,440.5,449.0
372.0,440.5,449.0
372.4,440.5,449.1
372.8,440.6,449.0
373.2,440.6,448.9
373.6,440.7,448.9
374.0,440.8,448.9
374.4,440.9,449.1
374.8,440.9,449.0
375.2,441.0,449.1
375.6,441.1,449.2
376.0,441.0,449.2
376.4,441.1,449.4
376.8,441.1,449.5
377.2,441.1,449.4
377.6,441.1,449.4
378.0,441.1,449.5
378.4,441.2,449.6
378.8,441.2,449.6
379.2,441.2,449.8
379.6,441.3,449.9
380.0,441.3,449.9
380.4,441.3,449.9
380.8,441.3,450.0
381.2,441.3,450.1
381.6,441.4,450.2
382.0,441.5,450.3
382.4,441.5,450.3
382.8,441.6,450.3
383.2,441.6,450.3
383.6,441.7,450.3
384.0,441.8,450.3
384.4,441.8,450.2
384.8,441.9,450.3
385.2,441.9,450.3
385.6,441.9,450.4
386.0,442.0,450.4
386.4,442.0,450.3
386.8,442.0,450.2
387.2,442.1,450.0
387.6,442.0,450.0
388.0,442.1,450.0
388.4,442.2,450.0
388.8,442.2,450.0
389.2,442.3,450.0
389.6,442.4,450.0
390.0,442.4,450.1
390.4,442.4,450.1
390.8,442.5,450.1
391.2,442.5,450.2
391.6,442.6,450.3
392.0,442.6,450.3
392.4,442.6,450.3
392.8,442.6,450.2
393.2,442.6,450.3
393.6,442.7,450.2
394.0,442.7,450.3
394.4,442.7,450.2
394.8,442.7,450.1
395.2,442.7,450.1
395.6,442.8,450.0
396.0,442.8,450.0
396.4,442.8,450.0
396.8,442.8,450.0
397.2,442.9,450.1
397.6,442.9,450.1
398.0,443.0,450.1
398.4,443.0,450.0
398.8,443.0,449.9
399.2,443.0,450.0
399.6,443.0,450.1
400.0,443.1,450.1
400.4,443.1,450.2
400.8,443.1,450.3
401.2,443.2,450.3
401.6,443.2,450.3
402.0,443.2,450.3
402.4,443.2,450.3
402.8,443.2,450.3
403.2,443.2,450.3
403.6,443.3,450.4
404.0,443.4,450.4
404.4,443.5,450.5
404.8,443.5,450.5
405.2,443.6,450.5
405.6,443.6,450.4
406.0,443.6,450.5
406.4,443.6,450.6
406.8,443.6,450.5
407.2,443.6,450.7
407.6,443.7,450.8
408.0,443.7,450.8
408.4,443.7,451.0
408.8,443.8,451.1
409.2,443.8,451.1
409.6,443.8,451.1
410.0,443.8,451.2
410.4,443.8,451.3
410.8,443.9,451.3
411.2,443.9,451.5
411.6,443.9,451.5
412.0,443.9,451.5
412.4,444.0,451.5
412.8,444.0,451.5
413.2,444.0,451.5
413.6,444.0,451.4
414.0,444.0,451.5
414.4,444.0,451.6
414.8,444.1,451.8
415.2,444.1,451.9
415.6,444.1,452.1
416.0,444.0,452.1
416.4,444.1,452.1
416.8,444.2,452.3
417.2,444.2,452.3
417.6,444.2,452.2
418.0,444.1,452.2
418.4,444.2,452.2
418.8,444.2,452.2
419.2,444.2,452.2
419.6,444.2,452.2
420.0,444.2,452.1
420.4,444.2,452.2
420.8,444.2,452.2
421.2,444.2,452.2
421.6,444.3,452.3
422.0,444.3,452.3
422.4,444.4,452.3
422.8,444.4,452.3
423.2,444.4,452.3
423.6,444.3,452.4
424.0,444.4,452.4
424.4,444.3,452.4
424.8,444.3,452.3
425.2,444.3,452.3
425.6,444.3,452.2
426.0,444.3,452.2
426.4,444.3,452.2
426.8,444.3,452.2
427.2,444.3,452.2
427.6,444.3,452.3
428.0,444.4,452.3
428.4,444.5,452.3
428.8,444.5,452.2
429.2,444.5,452.2
429.6,444.5,452.0
430.0,444.5,452.1
430.4,444.5,452.1
430.8,444.5,452.1
431.2,444.5,452.1
431.6,444.5,452.1
432.0,444.6,452.1
432.4,444.6,452.1
432.8,444.6,452.1
433.2,444.6,452.0
433.6,444.7,452.0
434.0,444.7,452.0
434.4,444.7,452.0
434.8,444.7,452.0
435.2,444.7,452.0
435.6,444.7,452.0
436.0,444.7,451.9
436.4,444.8,451.9
436.8,444.8,452.0
437.2,444.7,452.0
437.6,444.7,452.0
438.0,444.7,451.9
438.4,444.7,451.9
438.8,444.7,451.9
439.2,444.7,451.8
439.6,444.7,451.9
440.0,444.7,451.8
440.4,444.7,451.9
440.8,444.7,451.9
441.2,444.7,451.8
441.6,444.7,451.9
442.0,444.8,451.9
442.4,444.7,451.9
442.8,444.8,451.9
443.2,444.8,451.8
443.6,444.7,451.8
444.0,444.7,451.8
444.4,444.7,451.9
444.8,444.7,451.9
445.2,444.7,451.9
445.6,444.7,451.9
446.0,444.7,451.7
446.4,444.7,451.8
446.8,444.7,451.8
447.2,444.7,452.0
447.6,444.8,452.1
448.0,444.7,452.1
448.4,444.7,452.1
448.8,444.7,452.1
449.2,444.7,452.2
449.6,444.7,452.3
450.0,444.7,452.3
450.4,444.7,452.3
450.8,444.7,452.3
451.2,444.7,452.3
451.6,444.6,452.4
452.0,444.6,452.4
452.4,444.6,452.3
452.8,444.6,452.3
453.2,444.7,452.3
453.6,444.7,452.3
454.0,444.7,452.4
454.4,444.7,452.4
454.8,444.7,452.4
455.2,444.6,452.4
455.6,444.6,452.5
456.0,444.5,452.6
456.4,444.4,452.7
456.8,444.4,452.8
457.2,444.4,452.8
457.6,444.4,452.7
458.0,444.4,452.7
458.4,444.3,452.8
458.8,444.4,452.8
459.2,444.4,452.9
459.6,444.4,452.9
460.0,444.4,453.0
460.4,444.3,453.0
460.8,444.3,452.9
461.2,444.2,453.0
461.6,444.2,453.0
462.0,444.3,453.1
462.4,444.3,453.1
462.8,444.3,453.1
463.2,444.2,453.0
463.6,444.2,453.0
464.0,444.2,452.9
464.4,444.2,452.9
464.8,444.2,452.8
465.2,444.2,452.8
