Time,T_top,T_bottom
565.0,510.6,520.4
566.1,510.4,520.4
567.3,510.3,520.4
568.4,510.5,520.3
569.6,510.5,520.4
570.7,510.8,520.4
571.9,510.9,520.5
573.0,510.8,520.5
574.1,510.7,520.4
575.3,510.8,520.3
576.4,510.9,520.4
577.6,511.0,520.4
578.7,511.1,520.4
579.9,511.0,520.4
581.0,511.0,520.3
582.2,511.1,520.3
583.3,511.2,520.2
584.5,511.1,520.2
585.6,511.1,520.2
586.8,510.9,520.2
587.9,510.8,520.2
589.0,510.6,520.2
590.2,510.6,520.3
591.3,510.7,520.3
592.5,510.6,520.2
593.6,510.7,520.1
594.8,510.6,520.1
595.9,510.5,520.0
597.1,510.4,519.9
598.2,510.5,519.9
599.4,510.3,519.7
600.5,510.5,519.6
601.7,510.4,519.5
602.8,510.4,519.5
603.9,510.2,519.4
605.1,510.1,519.3
606.2,510.0,519.3
607.4,509.7,519.2
608.5,509.5,519.2
609.7,509.5,519.2
610.8,509.6,519.2
612.0,509.6,519.1
613.1,509.6,519.1
614.3,509.5,519.1
615.4,509.4,519.0
616.5,509.4,518.8
617.7,509.2,518.7
618.8,509.1,518.6
620.0,509.1,518.4
621.1,509.2,518.4
622.3,509.3,518.5
623.4,509.1,518.5
624.6,509.0,518.4
625.7,508.9,518.3
626.9,508.8,518.3
628.0,508.8,518.2
629.2,508.7,518.1
630.3,508.7,517.9
631.4,508.7,517.7
632.6,508.6,517.5
633.7,508.5,517.4
634.9,508.5,517.2
636.0,508.4,517.0
637.2,508.3,516.9
638.3,508.3,516.8
639.5,508.2,516.6
640.6,508.1,516.5
641.8,508.0,516.3
642.9,508.0,516.2
644.1,507.9,516.1
645.2,507.6,516.0
646.3,507.5,515.9
647.5,507.5,515.9
648.6,507.3,515.8
649.8,507.2,515.8
650.9,507.2,515.7
652.1,507.2,515.7
653.2,469.4,514.3
654.4,450.2,509.2
655.5,418.9,503.4
656.7,406.3,497.6
657.8,315.8,492.1
659.0,276.4,486.9
660.1,258.0,481.7
661.2,243.1,476.3
662.4,230.3,471.1
663.5,214.3,465.6
664.7,190.8,460.0
665.8,137.5,454.7
667.0,107.3,449.7
668.1,89.9,444.5
669.3,75.2,439.1
670.4,66.2,433.5
671.6,59.2,427.7
672.7,52.5,421.7
673.8,46.6,415.9
675.0,42.7,409.8
676.1,39.5,402.2
677.3,36.6,388.3
678.4,34.3,336.4
679.6,32.0,200.5
680.7,30.1,140.4
681.9,28.6,123.1
683.0,26.9,108.0
684.2,25.6,93.0
685.3,24.6,83.6
686.5,23.8,77.1
687.6,23.1,71.8
688.7,22.5,65.9
689.9,21.9,59.6
691.0,21.5,54.9
692.2,21.2,50.0
693.3,20.9,45.7
694.5,20.5,41.7
695.6,20.2,38.7
696.8,20.0,35.4
697.9,19.8,32.4
699.1,19.6,30.0
700.2,19.5,27.8
701.4,19.4,26.4
702.5,19.3,25.1
703.6,19.2,24.1
704.8,19.1,23.4
705.9,19.0,22.7
707.1,19.0,22.2
708.2,18.9,21.8
709.4,18.8,21.4
710.5,18.7,21.2
711.7,18.5,21.0
712.8,18.4,20.7
714.0,18.3,20.6
715.1,18.2,20.4
716.3,18.1,20.2
717.4,17.9,20.0
718.5,17.8,19.9
719.7,17.7,19.7
720.8,17.6,19.5
722.0,17.6,19.4
723.1,17.6,19.3
724.3,17.5,19.1
725.4,17.5,19.0
726.6,17.5,19.0
727.7,17.4,18.9
728.9,17.4,18.8
730.0,17.3,18.7
731.1,17.2,18.6
732.3,17.2,18.5
733.4,17.1,18.5
734.6,17.0,18.4
735.7,16.9,18.3
736.9,16.8,18.2
738.0,16.7,18.1
739.2,16.7,18.0
740.3,16.6,18.0
741.5,16.6,17.9
742.6,16.5,17.8
743.8,16.5,17.7
744.9,16.5,17.7
746.0,16.4,17.6
747.2,16.4,17.6
748.3,16.5,17.5
749.5,16.5,17.5
750.6,16.5,17.5
751.8,16.5,17.5
752.9,16.5,17.4
754.1,16.4,17.4
755.2,16.4,17.4
756.4,16.4,17.4
757.5,16.4,17.4
758.7,16.3,17.3
759.8,16.3,17.3
760.9,16.3,17.3
762.1,16.3,17.3
763.2,16.2,17.3
764.4,16.2,17.2
765.5,16.2,17.2
766.7,16.2,17.2
767.8,16.2,17.2
769.0,16.2,17.2
770.1,16.2,17.1
771.3,16.2,17.1
772.4,16.1,17.1
773.6,16.1,17.1
774.7,16.1,17.1
775.8,16.1,17.0
777.0,16.1,17.0
778.1,16.1,17.0
779.3,16.1,17.0
780.4,16.1,16.9
781.6,16.1,16.9
782.7,16.1,16.9
783.9,16.1,16.9
785.0,16.1,16.9
786.2,16.1,16.9
787.3,16.0,16.9
788.4,16.0,16.8
789.6,16.0,16.8
790.7,16.0,16.8
791.9,16.0,16.8
793.0,16.0,16.8
794.2,15.9,16.8
795.3,15.9,16.7
796.5,15.9,16.7
797.6,15.8,16.7
798.8,15.8,16.6
799.9,15.8,16.6
801.1,15.8,16.6
802.2,15.7,16.6
803.3,15.8,16.5
804.5,15.8,16.5
805.6,15.8,16.5
806.8,15.8,16.5
807.9,15.8,16.5
809.1,15.8,16.5
810.2,15.8,16.5
811.4,15.8,16.5
812.5,15.8,16.5
813.7,15.8,16.5
814.8,15.8,16.5
816.0,15.8,16.5
817.1,15.8,16.5
818.2,15.8,16.5
819.4,15.8,16.5
820.5,15.8,16.5
821.7,15.8,16.5
822.8,15.8,16.5
824.0,15.8,16.4
825.1,15.8,16.4
826.3,15.8,16.4
827.4,15.8,16.4
828.6,15.8,16.4
829.7,15.8,16.4
830.9,15.8,16.4
832.0,15.8,16.4
833.1,15.8,16.4
834.3,15.8,16.4
835.4,15.8,16.4
836.6,15.8,16.4
837.7,15.8,16.4
838.9,15.8,16.4
840.0,15.8,16.4
841.2,15.8,16.4
842.3,15.9,16.4
843.5,15.9,16.4
844.6,15.9,16.4
845.7,15.9,16.4
846.9,15.9,16.4
848.0,15.9,16.4
849.2,15.9,16.4
850.3,15.8,16.4
851.5,15.8,16.4
852.6,15.8,16.4
853.8,15.8,16.4
854.9,15.8,16.4
856.1,15.8,16.4
857.2,15.8,16.4
858.4,15.7,16.4
859.5,15.7,16.3
860.6,15.7,16.3
861.8,15.7,16.3
862.9,15.7,16.3
864.1,15.7,16.3
865.2,15.7,16.3
866.4,15.7,16.2
867.5,15.7,16.2
868.7,15.7,16.2
869.8,15.7,16.2
871.0,15.7,16.2
872.1,15.7,16.2
873.3,15.7,16.2
874.4,15.7,16.2
875.5,15.7,16.2
876.7,15.7,16.2
877.8,15.7,16.2
879.0,15.7,16.2
880.1,15.7,16.2
881.3,15.7,16.2
882.4,15.7,16.2
883.6,15.7,16.2
884.7,15.7,16.2
885.9,15.7,16.2
887.0,15.7,16.2
888.2,15.7,16.2
889.3,15.7,16.2
890.4,15.7,16.2
891.6,15.7,16.2
892.7,15.6,16.1
893.9,15.7,16.1
895.0,15.7,16.1
896.2,15.7,16.1
897.3,15.7,16.1
898.5,15.7,16.1
899.6,15.7,16.1
900.8,15.7,16.1
901.9,15.7,16.1
903.0,15.7,16.1
904.2,15.7,16.1
905.3,15.7,16.1
906.5,15.7,16.1
907.6,15.6,16.1
908.8,15.6,16.1
909.9,15.6,16.1
911.1,15.6,16.1
912.2,15.6,16.1
913.4,15.6,16.1
914.5,15.6,16.1
915.7,15.6,16.1
916.8,15.6,16.1
917.9,15.6,16.1
919.1,15.6,16.1
920.2,15.6,16.1
921.4,15.6,16.1
922.5,15.6,16.1
923.7,15.6,16.1
924.8,15.6,16.1
926.0,15.6,16.1
927.1,15.6,16.1
928.3,15.7,16.1
929.4,15.6,16.1
930.6,15.7,16.1
931.7,15.7,16.1
932.8,15.6,16.1
934.0,15.7,16.1
935.1,15.7,16.1
936.3,15.7,16.1
937.4,15.7,16.1
938.6,15.7,16.1
939.7,15.7,16.1
940.9,15.7,16.1
942.0,15.7,16.1
943.2,15.6,16.1
944.3,15.6,16.1
945.5,15.6,16.0
946.6,15.6,16.1
947.7,15.6,16.0
948.9,15.6,16.0
950.0,15.6,16.0
951.2,15.6,16.0
952.3,15.6,16.0
953.5,15.6,16.0
954.6,15.6,16.0
955.8,15.6,16.0
956.9,15.6,16.0
958.1,15.6,16.0
959.2,15.6,16.0
960.3,15.6,16.0
961.5,15.6,16.0
962.6,15.6,16.0
963.8,15.6,16.0
964.9,15.6,16.0
966.1,15.6,16.0
967.2,15.6,16.0
968.4,15.6,16.0
969.5,15.6,16.0
970.7,15.6,16.0
971.8,15.6,16.0
973.0,15.6,16.0
974.1,15.6,16.0
975.2,15.6,16.0
976.4,15.6,16.0
977.5,15.6,16.0
978.7,15.6,15.9
979.8,15.6,16.0
981.0,15.6,16.0
982.1,15.7,16.0
983.3,15.7,16.0
984.4,15.7,16.1
985.6,15.8,16.1
986.7,15.8,16.1
987.9,15.9,16.2
989.0,15.9,16.2
990.1,16.0,16.2
991.3,16.0,16.3
992.4,16.1,16.3
993.6,16.1,16.4
