Time,T_top,T_bottom
465.6,16.1,16.7
466.0,16.1,16.7
466.4,16.1,16.7
466.8,16.1,16.8
467.2,16.1,16.8
467.6,16.1,16.8
468.0,16.1,16.8
468.4,16.2,16.8
468.8,16.1,16.8
469.2,16.2,16.7
469.6,16.1,16.7
470.0,16.1,16.7
470.4,16.1,16.7
470.8,16.1,16.7
471.2,16.1,16.7
471.6,16.1,16.7
472.0,16.1,16.7
472.4,16.1,16.7
472.8,16.1,16.7
473.2,16.1,16.7
473.6,16.1,16.7
474.0,16.1,16.7
474.4,16.1,16.7
474.8,16.1,16.7
475.2,16.1,16.7
475.6,16.1,16.7
476.0,16.1,16.6
476.4,16.1,16.6
476.8,16.1,16.6
477.2,16.1,16.6
477.6,16.1,16.6
478.0,16.1,16.6
478.4,16.1,16.6
478.8,16.1,16.6
479.2,16.1,16.6
479.6,16.1,16.6
480.0,16.1,16.6
480.4,16.1,16.6
480.8,16.1,16.6
481.2,16.1,16.6
481.6,16.1,16.6
482.0,16.1,16.5
482.4,16.1,16.5
482.8,16.1,16.5
483.2,16.1,16.5
483.6,16.1,16.5
484.0,16.1,16.5
484.4,16.1,16.5
484.8,16.1,16.4
485.2,16.1,16.4
485.6,16.1,16.4
486.0,16.1,16.4
486.4,16.1,16.4
486.8,16.1,16.4
487.2,16.1,16.4
487.6,16.1,16.4
488.0,16.1,16.4
488.4,16.1,16.4
488.8,16.1,16.4
489.2,16.1,16.4
489.6,16.1,16.4
490.0,16.1,16.4
490.4,16.1,16.4
490.8,16.1,16.4
491.2,16.1,16.4
491.6,16.1,16.4
492.0,16.1,16.4
492.4,16.1,16.3
492.8,16.1,16.3
493.2,16.1,16.3
493.6,16.1,16.3
494.0,16.1,16.3
494.4,16.1,16.3
494.8,16.1,16.4
495.2,16.1,16.3
495.6,16.1,16.4
496.0,16.1,16.3
496.4,16.1,16.3
496.8,16.1,16.4
497.2,16.1,16.4
497.6,16.1,16.4
498.0,16.1,16.4
498.4,16.1,16.4
498.8,16.1,16.4
499.2,16.1,16.3
499.6,16.1,16.3
500.0,16.1,16.3
500.4,16.1,16.4
500.8,16.1,16.4
501.2,16.1,16.4
501.6,16.1,16.3
502.0,16.1,16.3
502.4,16.1,16.3
502.8,16.1,16.4
503.2,16.1,16.3
503.6,16.1,16.3
504.0,16.1,16.4
504.4,16.1,16.3
504.8,16.1,16.3
505.2,16.1,16.3
505.6,16.1,16.3
506.0,16.1,16.3
506.4,16.1,16.3
506.8,16.1,16.3
507.2,16.1,16.3
507.6,16.1,16.3
508.0,16.1,16.3
508.4,16.1,16.3
508.8,16.1,16.3
509.2,16.1,16.3
509.6,16.1,16.3
510.0,16.1,16.3
510.4,16.1,16.3
510.8,16.1,16.3
511.2,16.1,16.3
511.6,16.0,16.3
512.0,16.1,16.3
512.4,16.1,16.3
512.8,16.1,16.3
513.2,16.1,16.3
513.6,16.1,16.3
514.0,16.1,16.3
514.4,16.1,16.3
514.8,16.1,16.3
515.2,16.1,16.2
515.6,16.1,16.3
516.0,16.1,16.2
516.4,16.1,16.2
516.8,16.1,16.2
517.2,16.1,16.2
517.6,16.1,16.2
518.0,16.1,16.2
518.4,16.1,16.2
518.8,16.1,16.2
519.2,16.1,16.2
519.6,16.1,16.2
520.0,16.1,16.3
520.4,16.1,16.3
520.8,16.1,16.2
521.2,16.1,16.2
521.6,16.1,16.2
522.0,16.1,16.3
522.4,16.1,16.2
522.8,16.1,16.2
523.2,16.1,16.3
523.6,16.1,16.3
524.0,16.1,16.3
524.4,16.1,16.3
524.8,16.1,16.3
525.2,16.1,16.3
525.6,16.1,16.3
526.0,16.1,16.3
526.4,16.1,16.3
526.8,16.1,16.3
527.2,16.1,16.3
527.6,16.1,16.2
528.0,16.1,16.2
528.4,16.1,16.2
528.8,16.1,16.2
529.2,16.1,16.2
529.6,16.1,16.2
530.0,16.1,16.3
530.4,16.0,16.2
530.8,16.1,16.2
531.2,16.1,16.2
531.6,16.1,16.2
532.0,16.1,16.2
532.4,16.0,16.2
532.8,16.1,16.2
533.2,16.1,16.2
533.6,16.1,16.2
534.0,16.1,16.2
534.4,16.0,16.1
534.8,16.1,16.1
535.2,16.0,16.1
535.6,16.1,16.2
536.0,16.1,16.1
536.4,16.1,16.1
536.8,16.1,16.1
537.2,16.1,16.1
537.6,16.1,16.2
538.0,16.1,16.4
538.4,16.2,16.5
538.8,16.2,16.6
539.2,16.3,16.7
539.6,16.3,16.8
540.0,16.4,16.8
540.4,16.4,16.8
540.8,16.4,16.8
541.2,16.4,16.9
