Time,T_top,T_bottom
395.4,489.1,502.9
396.5,489.4,503.0
397.7,489.6,503.3
398.8,489.6,503.4
400.0,489.6,503.5
401.1,490.2,503.6
402.2,490.5,503.8
403.4,490.7,503.9
404.5,490.7,503.9
405.7,490.5,503.9
406.8,490.6,504.2
408.0,490.6,504.4
409.1,490.8,504.7
410.3,491.2,504.8
411.4,490.8,504.9
412.6,491.1,505.1
413.7,491.4,505.1
414.9,491.6,505.3
416.0,491.8,505.5
417.1,491.8,505.5
418.3,491.8,505.6
419.4,491.5,505.5
420.6,491.5,505.6
421.7,491.6,505.6
422.9,491.8,505.7
424.0,491.5,505.8
425.2,491.5,505.9
426.3,491.5,506.0
427.5,491.7,506.0
428.6,491.8,506.1
429.8,491.8,506.1
430.9,491.8,506.2
432.0,491.8,506.3
433.2,491.6,506.3
434.3,491.9,506.3
435.5,492.3,506.4
436.6,492.4,506.5
437.8,492.4,506.5
438.9,492.2,506.5
440.1,492.4,506.5
441.2,492.5,506.6
442.4,492.4,506.6
443.5,492.1,506.6
444.6,491.6,506.7
445.8,491.5,506.6
446.9,491.7,506.6
448.1,491.2,506.5
449.2,490.9,506.3
450.4,491.0,506.3
451.5,491.0,506.3
452.7,491.3,506.3
453.8,491.5,506.3
455.0,491.4,506.2
456.1,491.2,506.2
457.3,491.3,506.3
458.4,491.4,506.2
459.5,491.7,506.2
460.7,491.6,506.2
461.8,491.5,506.2
463.0,491.6,506.2
464.1,492.0,506.2
465.3,492.1,506.3
466.4,492.5,506.5
467.6,492.6,506.5
468.7,492.9,506.7
469.9,492.9,506.8
471.0,492.9,506.9
472.2,493.0,507.0
473.3,493.0,507.0
474.4,493.0,507.1
475.6,493.0,507.0
476.7,493.0,507.1
477.9,492.8,507.1
479.0,492.7,507.2
480.2,492.7,507.2
481.3,492.1,507.2
482.5,492.4,507.2
483.6,492.3,507.1
484.8,492.2,507.1
485.9,492.2,507.1
487.1,492.3,507.0
488.2,492.3,507.0
489.3,492.2,506.9
490.5,492.4,506.9
491.6,492.4,506.9
492.8,492.5,506.9
493.9,492.8,506.9
495.1,492.7,507.0
496.2,492.5,506.9
497.4,492.6,506.9
498.5,492.6,506.9
499.7,492.6,507.0
500.8,492.7,507.1
501.9,492.9,507.2
503.1,493.1,507.2
504.2,493.0,507.2
505.4,493.1,507.3
506.5,492.9,507.3
507.7,492.8,507.3
508.8,493.0,507.4
510.0,492.9,507.4
511.1,492.8,507.4
512.3,492.7,507.5
513.4,493.0,507.6
514.6,493.1,507.6
515.7,493.3,507.6
516.8,493.6,507.7
518.0,493.5,507.8
519.1,493.4,507.8
520.3,493.9,507.9
521.4,494.1,508.1
522.6,494.3,508.2
523.7,494.4,508.3
524.9,494.4,508.3
526.0,494.6,508.4
527.2,494.7,508.4
528.3,494.7,508.5
529.5,495.0,508.6
530.6,495.0,508.7
531.7,494.8,508.7
532.9,495.0,508.8
534.0,494.8,508.8
535.2,494.8,508.9
536.3,494.9,508.9
537.5,495.0,509.0
538.6,495.2,509.1
539.8,495.0,509.1
540.9,495.3,509.2
542.1,495.1,509.2
543.2,494.8,509.3
544.4,494.7,509.4
545.5,494.8,509.4
546.6,494.8,509.3
547.8,494.7,509.2
548.9,494.6,509.3
550.1,494.7,509.4
551.2,494.7,509.4
552.4,494.9,509.4
553.5,494.6,509.4
554.7,494.7,509.4
555.8,494.5,509.3
557.0,494.4,509.4
558.1,494.1,509.4
559.2,494.2,509.3
560.4,494.4,509.3
561.5,494.4,509.3
562.7,494.5,509.3
563.8,494.5,509.2
565.0,494.4,509.2
566.1,494.4,509.2
567.3,494.3,509.1
568.4,494.6,509.1
569.6,494.4,509.1
570.7,494.6,509.1
571.9,494.6,509.1
573.0,494.8,509.1
574.1,494.8,509.0
575.3,494.5,509.1
576.4,494.5,509.1
577.6,494.5,509.1
578.7,494.6,509.1
579.9,494.5,509.1
581.0,494.3,509.1
582.2,494.2,509.1
583.3,493.9,509.0
584.5,493.8,509.0
585.6,493.7,508.9
586.8,493.9,508.8
587.9,493.6,508.8
589.0,493.7,508.8
590.2,494.2,508.8
591.3,494.0,508.8
592.5,494.3,508.8
593.6,494.2,508.7
594.8,494.3,508.7
595.9,494.1,508.7
597.1,494.3,508.7
598.2,494.1,508.7
599.4,493.9,508.7
600.5,493.9,508.7
601.7,494.1,508.7
602.8,494.1,508.8
603.9,494.0,508.7
605.1,494.0,508.7
606.2,494.2,508.8
607.4,494.2,508.8
608.5,494.3,508.9
609.7,494.3,509.0
610.8,494.2,509.0
612.0,494.1,508.9
613.1,494.0,509.0
614.3,494.4,509.0
615.4,494.4,509.1
616.5,494.5,509.1
617.7,494.3,509.1
618.8,494.4,509.1
620.0,494.3,509.0
621.1,494.4,509.0
622.3,494.5,509.1
623.4,494.3,509.1
624.6,494.4,509.1
625.7,494.7,509.1
626.9,494.6,509.1
628.0,494.7,509.0
629.2,494.9,509.0
630.3,495.0,509.0
631.4,494.9,509.0
632.6,495.0,508.9
633.7,495.2,508.9
634.9,495.1,509.0
636.0,495.1,509.0
637.2,495.1,508.9
638.3,494.9,508.9
639.5,494.8,509.0
640.6,494.9,509.0
641.8,495.0,508.9
642.9,494.7,509.0
644.1,494.6,509.1
645.2,494.3,509.0
646.3,494.5,508.9
647.5,494.6,509.0
648.6,494.7,509.0
649.8,494.8,509.0
650.9,494.8,509.0
652.1,494.8,509.0
653.2,494.7,509.1
654.4,494.7,509.1
655.5,494.6,509.1
656.7,494.7,509.2
657.8,495.0,509.3
659.0,495.2,509.4
660.1,495.4,509.6
661.2,495.5,509.6
662.4,495.4,509.6
663.5,495.2,509.7
664.7,495.1,509.6
665.8,495.5,509.6
667.0,495.8,509.7
668.1,495.8,509.8
669.3,352.5,508.0
670.4,308.7,502.4
671.6,295.6,496.4
672.7,286.7,490.4
673.8,277.5,484.5
675.0,268.7,478.4
676.1,260.4,472.3
677.3,252.0,465.9
678.4,243.6,459.7
679.6,235.4,453.3
680.7,229.2,447.1
681.9,217.6,440.9
683.0,186.4,434.4
684.2,106.1,428.1
685.3,71.3,421.6
686.5,51.3,414.9
687.6,37.4,407.5
688.7,29.6,211.6
689.9,25.6,136.3
691.0,22.3,110.4
692.2,19.8,90.3
693.3,18.6,75.3
694.5,17.4,61.3
695.6,16.5,48.9
696.8,16.1,38.4
697.9,15.7,31.3
699.1,15.2,26.3
700.2,14.8,23.1
701.4,14.4,20.6
702.5,14.2,19.0
703.6,14.1,17.8
704.8,14.1,17.1
705.9,14.1,16.6
707.1,14.2,16.3
708.2,14.2,16.1
709.4,14.2,15.9
710.5,14.2,15.7
711.7,14.1,15.6
712.8,14.0,15.4
714.0,13.9,15.2
715.1,13.8,15.1
716.3,13.8,15.0
717.4,13.8,14.9
718.5,13.8,14.8
719.7,13.8,14.8
720.8,13.8,14.7
722.0,13.7,14.7
723.1,13.7,14.6
724.3,13.6,14.5
725.4,13.5,14.4
726.6,13.5,14.4
727.7,13.5,14.3
728.9,13.4,14.3
730.0,13.3,14.2
731.1,13.3,13.9
732.3,13.2,13.8
733.4,13.2,13.7
734.6,13.1,13.7
735.7,13.0,13.6
736.9,12.9,13.5
738.0,12.8,13.4
739.2,12.8,13.3
740.3,12.8,13.3
741.5,12.8,13.2
742.6,12.8,13.2
743.8,12.8,13.2
744.9,12.8,13.2
746.0,12.7,13.2
747.2,12.8,13.1
748.3,12.8,13.1
749.5,12.8,13.2
750.6,12.8,13.2
751.8,12.8,13.2
752.9,12.8,13.2
754.1,12.8,13.2
755.2,12.7,13.1
756.4,12.7,13.1
757.5,12.7,13.1
758.7,12.7,13.1
759.8,12.7,13.1
760.9,12.7,13.1
762.1,12.7,13.1
763.2,12.7,13.1
764.4,12.7,13.1
765.5,12.7,13.1
766.7,12.7,13.1
767.8,12.7,13.1
769.0,12.7,13.1
770.1,12.7,13.1
771.3,12.7,13.1
772.4,12.7,13.1
773.6,12.7,13.1
774.7,12.7,13.1
775.8,12.7,13.1
777.0,12.7,13.0
778.1,12.7,13.0
779.3,12.7,13.1
780.4,12.7,13.1
781.6,12.7,13.1
782.7,12.7,13.1
783.9,12.7,13.1
785.0,12.7,13.1
786.2,12.7,13.1
787.3,12.7,13.0
788.4,12.7,13.1
789.6,12.7,13.0
790.7,12.7,13.1
791.9,12.7,13.0
793.0,12.7,13.0
794.2,12.7,13.0
795.3,12.7,13.0
796.5,12.7,13.0
797.6,12.7,13.0
798.8,12.7,13.0
799.9,12.7,13.0
801.1,12.7,13.0
802.2,12.6,13.0
803.3,12.6,13.0
804.5,12.6,13.0
805.6,12.6,13.0
806.8,12.6,13.0
807.9,12.6,12.9
809.1,12.6,13.0
810.2,12.6,12.9
811.4,12.6,12.9
812.5,12.6,12.9
813.7,12.6,12.9
814.8,12.5,12.9
816.0,12.5,12.9
817.1,12.5,12.9
818.2,12.5,12.9
819.4,12.6,12.9
820.5,12.6,12.9
821.7,12.5,12.9
822.8,12.5,12.9
824.0,12.5,12.8
825.1,12.5,12.9
826.3,12.5,12.8
827.4,12.5,12.8
828.6,12.5,12.9
829.7,12.6,12.9
830.9,12.6,12.9
832.0,12.5,12.9
833.1,12.5,12.9
834.3,12.5,12.9
835.4,12.5,12.9
836.6,12.6,12.9
837.7,12.5,12.8
838.9,12.5,12.9
840.0,12.5,12.9
841.2,12.6,12.9
842.3,12.6,12.9
843.5,12.6,12.9
844.6,12.6,12.9
845.7,12.6,12.9
846.9,12.6,12.9
848.0,12.6,12.9
849.2,12.6,12.9
850.3,12.6,12.9
851.5,12.6,12.9
852.6,12.6,12.9
853.8,12.6,12.9
854.9,12.6,13.0
856.1,12.7,13.0
857.2,12.8,13.1
858.4,12.8,13.1
859.5,12.9,13.2
860.6,13.0,13.3
861.8,13.0,13.3
862.9,13.1,13.4
