Time,T_top,T_bottom
114.0,388.4,379.7
114.4,389.0,380.1
114.8,389.6,380.6
115.2,390.2,381.0
115.6,390.7,381.2
116.0,391.2,381.9
116.4,391.4,381.9
116.8,391.7,382.2
117.2,392.3,382.6
117.6,392.5,383.0
118.0,393.0,383.3
118.4,393.3,383.9
118.8,385.1,380.8
119.2,391.3,379.3
119.6,392.2,379.8
120.0,393.0,380.8
120.4,393.5,381.8
120.8,394.0,382.8
121.2,391.1,382.6
121.6,391.4,382.8
122.0,392.4,383.3
122.4,393.3,384.1
122.8,393.8,384.6
123.2,393.9,384.5
123.6,392.8,383.3
124.0,393.4,383.5
124.4,394.1,384.3
124.8,394.7,385.1
125.2,394.5,385.9
125.6,394.5,385.2
126.0,395.1,385.2
126.4,395.7,386.2
126.8,396.1,386.5
127.2,396.7,387.3
127.6,397.3,387.7
128.0,396.7,385.2
128.4,397.2,383.7
128.8,397.7,385.0
129.2,398.3,385.9
129.6,398.7,386.7
130.0,399.0,387.5
130.4,399.4,388.6
130.8,399.8,389.4
131.2,386.1,388.8
131.6,397.1,388.8
132.0,398.6,389.2
132.4,399.3,389.8
132.8,400.0,390.3
133.2,400.6,391.0
133.6,401.2,391.4
134.0,401.5,392.2
134.4,401.8,392.8
134.8,401.7,391.3
135.2,400.8,391.4
135.6,401.3,391.9
136.0,401.8,392.3
136.4,402.1,392.8
136.8,402.4,393.5
137.2,402.9,394.1
137.6,400.3,394.7
138.0,400.7,395.0
138.4,401.7,395.2
138.8,402.2,395.4
139.2,402.6,395.8
139.6,403.0,395.9
140.0,403.5,396.2
140.4,404.0,396.6
140.8,404.4,397.3
141.2,403.3,396.8
141.6,404.4,397.0
142.0,404.9,397.3
142.4,405.7,397.7
142.8,406.1,398.2
143.2,406.6,398.7
143.6,407.0,399.0
144.0,407.3,397.4
144.4,407.0,396.9
144.8,407.4,398.0
145.2,407.7,399.0
145.6,407.8,399.5
146.0,408.2,400.3
146.4,408.5,400.9
146.8,408.8,401.3
147.2,402.6,399.9
147.6,408.1,399.8
148.0,409.0,400.5
148.4,409.5,401.2
148.8,409.9,401.7
149.2,410.2,402.0
149.6,410.6,402.7
150.0,408.9,401.8
150.4,409.9,401.8
150.8,410.2,402.6
151.2,410.7,403.0
151.6,411.0,403.6
152.0,411.4,403.9
152.4,411.7,404.5
152.8,410.1,403.9
153.2,411.0,402.9
153.6,411.3,403.1
154.0,411.8,403.7
154.4,412.2,404.2
154.8,412.6,404.7
155.2,412.9,405.4
155.6,413.3,405.8
156.0,412.5,405.5
156.4,412.6,405.3
156.8,413.0,405.8
157.2,413.4,405.8
157.6,413.7,406.3
158.0,414.0,406.9
158.4,414.6,407.2
158.8,414.9,407.7
159.2,413.4,404.4
159.6,414.5,403.8
160.0,415.1,404.4
160.4,415.7,405.2
160.8,416.1,405.8
161.2,416.5,406.6
161.6,417.0,407.0
162.0,415.8,407.5
162.4,415.5,406.2
162.8,416.4,405.9
163.2,416.8,406.0
163.6,417.1,406.6
164.0,417.7,407.2
164.4,418.0,407.7
164.8,418.3,408.3
165.2,414.1,408.3
165.6,413.9,408.4
166.0,414.5,408.6
166.4,415.0,409.0
166.8,415.7,409.5
167.2,416.3,410.2
167.6,416.9,410.7
168.0,416.6,410.2
168.4,416.7,410.6
168.8,417.4,410.8
169.2,417.8,410.7
169.6,418.1,411.1
170.0,418.4,411.4
170.4,418.8,412.0
170.8,419.0,411.8
171.2,416.5,410.6
171.6,417.0,411.2
172.0,417.6,411.4
172.4,417.9,411.9
172.8,418.4,412.1
173.2,418.9,412.5
173.6,419.3,413.0
174.0,419.3,412.9
174.4,413.2,411.3
174.8,414.4,410.7
175.2,415.2,411.2
175.6,416.0,411.7
176.0,416.7,412.0
176.4,417.6,412.4
176.8,418.1,413.1
177.2,414.4,411.9
177.6,416.3,412.5
178.0,417.1,412.8
178.4,417.7,413.4
178.8,418.2,414.0
179.2,418.7,414.3
179.6,419.1,414.7
180.0,419.5,415.1
180.4,415.9,412.3
180.8,414.3,412.5
181.2,415.9,412.7
181.6,417.1,413.0
182.0,418.2,413.2
182.4,418.9,413.9
182.8,419.6,414.3
183.2,420.0,414.8
183.6,420.5,415.1
184.0,421.0,415.4
184.4,412.4,414.2
184.8,417.9,414.7
185.2,419.2,415.2
185.6,420.4,415.7
186.0,420.9,416.1
186.4,421.6,416.6
186.8,422.2,417.2
187.2,422.6,417.7
187.6,423.0,418.1
188.0,415.4,418.1
188.4,420.3,418.2
188.8,420.9,418.3
189.2,421.5,418.9
189.6,421.9,419.1
190.0,422.3,419.3
190.4,422.6,419.6
190.8,423.0,419.8
191.2,423.4,420.2
191.6,423.8,420.4
192.0,424.1,420.9
192.4,421.8,420.6
192.8,423.1,420.7
193.2,423.9,420.7
193.6,424.4,421.4
194.0,424.8,421.3
194.4,425.2,421.6
194.8,425.6,421.8
195.2,425.9,422.1
195.6,426.3,422.5
196.0,426.4,422.8
196.4,426.7,423.3
196.8,423.0,422.2
197.2,423.7,421.8
197.6,424.3,421.8
198.0,424.8,422.1
198.4,425.3,422.5
198.8,425.6,422.6
199.2,426.0,423.2
199.6,426.4,423.5
200.0,426.6,424.1
200.4,427.0,424.3
200.8,427.1,422.5
201.2,426.9,423.1
201.6,427.1,423.7
202.0,427.3,424.0
202.4,427.6,424.5
202.8,428.2,425.0
203.2,428.5,425.3
203.6,428.7,425.8
204.0,428.0,425.4
204.4,428.7,425.5
204.8,428.8,425.6
205.2,429.1,426.0
205.6,429.1,426.3
206.0,429.2,426.9
206.4,429.6,427.3
206.8,429.9,427.5
207.2,429.4,427.2
207.6,429.6,427.3
208.0,429.7,427.5
208.4,430.1,427.5
208.8,430.3,427.9
209.2,430.5,428.1
209.6,430.8,428.3
210.0,430.9,428.5
210.4,430.1,428.3
210.8,430.8,428.6
211.2,430.8,428.6
211.6,431.1,429.0
212.0,431.2,429.1
212.4,431.4,429.2
212.8,431.6,429.3
213.2,431.6,429.5
213.6,431.2,429.1
214.0,431.3,429.3
214.4,431.4,429.5
214.8,431.7,430.0
215.2,431.8,430.4
215.6,431.9,430.5
216.0,432.2,430.7
216.4,432.7,430.9
216.8,427.8,429.6
217.2,430.8,430.2
217.6,431.2,430.6
218.0,431.4,430.8
218.4,431.6,431.1
218.8,431.7,431.2
219.2,432.0,431.4
219.6,432.2,431.6
220.0,431.2,431.7
220.4,431.2,431.6
220.8,431.4,431.9
221.2,431.7,432.1
221.6,432.3,432.4
222.0,432.6,432.4
222.4,432.9,432.5
222.8,433.1,432.9
223.2,432.5,431.5
223.6,432.9,431.8
224.0,433.2,432.1
224.4,433.4,432.7
224.8,433.8,432.9
225.2,434.1,433.1
225.6,434.2,433.5
226.0,434.6,434.0
226.4,434.8,434.2
226.8,434.0,433.7
227.2,434.7,433.5
227.6,434.8,433.7
228.0,435.0,434.2
228.4,435.2,434.4
228.8,435.4,434.6
229.2,435.4,434.8
229.6,435.7,435.1
230.0,435.8,435.2
230.4,436.1,435.5
230.8,436.1,434.7
231.2,436.4,435.1
231.6,436.6,435.5
232.0,436.8,436.0
232.4,437.2,436.2
232.8,437.4,436.5
233.2,437.5,436.8
233.6,437.6,437.0
234.0,437.6,437.4
234.4,435.9,437.4
234.8,436.2,437.4
235.2,436.5,437.9
235.6,436.9,437.9
236.0,437.2,438.1
236.4,437.8,438.2
236.8,437.9,438.5
237.2,438.0,438.9
237.6,438.4,439.0
238.0,438.6,439.3
238.4,438.4,438.1
238.8,438.8,437.9
239.2,438.9,438.4
239.6,439.3,438.6
240.0,439.5,438.8
240.4,439.8,439.1
240.8,440.2,439.2
241.2,440.2,439.5
241.6,440.1,439.6
242.0,440.3,439.8
242.4,440.4,439.9
242.8,440.6,440.0
243.2,440.0,438.8
243.6,439.4,439.2
244.0,439.3,439.5
244.4,439.4,439.8
244.8,439.5,439.9
245.2,439.8,440.0
245.6,440.1,440.2
246.0,440.5,440.6
246.4,440.5,440.6
246.8,440.8,440.9
247.2,441.1,441.0
247.6,441.2,441.3
248.0,441.3,441.3
248.4,441.4,441.4
248.8,441.4,441.6
249.2,441.4,441.9
249.6,441.4,442.1
250.0,441.6,442.4
250.4,441.9,442.4
250.8,442.1,442.5
251.2,442.1,442.6
251.6,442.2,442.9
252.0,442.4,443.1
252.4,442.6,443.5
252.8,384.7,443.0
253.2,431.2,443.2
253.6,434.5,443.4
254.0,436.6,443.4
254.4,438.1,443.7
254.8,439.3,443.9
255.2,440.4,444.0
255.6,441.3,444.3
256.0,441.6,444.5
256.4,439.4,443.1
256.8,440.3,443.7
257.2,440.6,444.0
257.6,441.0,444.2
258.0,441.4,444.4
258.4,441.8,444.4
258.8,442.2,444.5
259.2,442.4,444.8
259.6,442.7,445.1
260.0,442.8,445.1
260.4,443.0,445.4
260.8,441.8,444.3
261.2,441.7,443.8
261.6,441.9,444.0
262.0,442.2,444.3
262.4,442.4,444.4
262.8,442.8,444.5
263.2,442.8,444.6
263.6,443.0,445.1
264.0,439.7,444.5
264.4,440.5,444.4
264.8,440.8,444.4
265.2,441.2,444.6
265.6,441.6,444.7
266.0,442.0,444.8
266.4,442.0,445.0
266.8,442.2,445.1
267.2,442.6,444.8
267.6,443.0,444.5
268.0,442.7,444.0
268.4,442.7,444.1
268.8,442.6,443.9
269.2,442.7,444.1
269.6,443.0,444.1
270.0,443.0,444.4
270.4,443.2,443.3
270.8,442.8,443.3
271.2,443.1,443.8
271.6,443.2,444.1
272.0,443.3,444.4
272.4,443.4,444.4
272.8,443.3,444.2
273.2,442.5,444.0
273.6,442.4,444.4
274.0,442.6,444.4
274.4,443.1,444.8
274.8,443.2,444.9
275.2,443.7,444.8
275.6,443.4,443.7
276.0,442.2,443.3
276.4,442.2,443.3
276.8,442.4,443.4
277.2,442.7,443.8
277.6,442.9,444.0
278.0,442.9,443.4
278.4,442.0,442.5
278.8,442.4,442.4
279.2,442.9,442.5
279.6,443.3,442.9
280.0,443.5,442.9
280.4,440.9,443.1
280.8,441.6,441.9
281.2,441.9,441.6
281.6,442.1,441.6
282.0,442.3,441.7
282.4,442.5,441.9
282.8,436.9,441.5
283.2,439.3,441.2
283.6,440.3,441.3
284.0,441.2,441.4
284.4,441.5,441.6
284.8,442.1,441.9
285.2,441.9,441.8
285.6,441.2,441.9
286.0,441.1,442.3
286.4,441.1,442.2
286.8,441.4,442.3
287.2,441.6,442.6
287.6,441.7,441.5
288.0,440.6,441.0
288.4,440.6,441.3
288.8,441.2,441.2
289.2,441.7,441.5
289.6,442.0,441.5
290.0,442.4,441.9
290.4,442.8,442.0
290.8,442.2,441.6
291.2,441.8,441.9
291.6,442.1,441.8
292.0,442.5,441.9
292.4,442.8,442.3
292.8,443.3,442.5
293.2,443.5,442.5
293.6,425.1,442.6
294.0,439.6,442.3
294.4,441.0,442.3
294.8,441.9,442.5
295.2,442.8,442.8
295.6,443.3,443.1
296.0,436.3,442.6
296.4,439.2,442.5
296.8,439.8,442.3
297.2,441.2,442.4
297.6,442.2,442.4
298.0,443.0,442.8
298.4,443.6,442.3
298.8,434.7,439.6
299.2,440.4,439.7
299.6,441.8,440.0
300.0,442.2,440.4
300.4,442.7,440.7
300.8,443.0,440.7
301.2,442.8,440.7
301.6,442.4,441.5
302.0,442.9,441.5
302.4,443.4,441.8
302.8,443.7,442.0
303.2,444.1,441.4
303.6,443.1,441.5
304.0,442.4,441.7
304.4,442.7,442.0
304.8,442.9,442.2
305.2,442.9,442.3
305.6,443.0,442.3
306.0,440.0,441.5
306.4,441.1,441.0
306.8,441.7,441.3
307.2,442.4,441.5
307.6,442.7,441.8
308.0,443.2,441.9
308.4,442.2,441.5
308.8,442.8,441.9
309.2,443.0,442.0
309.6,443.5,442.4
310.0,444.0,442.7
310.4,444.2,442.9
310.8,444.3,442.1
311.2,441.0,442.1
311.6,440.6,442.1
312.0,441.2,442.0
312.4,441.9,442.0
312.8,442.4,442.4
313.2,443.0,442.6
313.6,442.9,441.6
314.0,438.8,441.0
314.4,439.9,440.9
314.8,440.9,441.2
315.2,441.7,441.6
315.6,442.4,441.9
316.0,443.0,442.4
316.4,443.3,442.2
316.8,443.4,442.1
317.2,443.7,442.1
317.6,443.8,442.3
318.0,443.7,442.4
318.4,444.1,442.6
318.8,444.4,442.8
319.2,444.4,443.1
319.6,443.0,442.2
320.0,441.0,442.4
320.4,441.7,442.7
320.8,442.0,443.1
321.2,442.6,443.6
321.6,443.1,443.6
322.0,443.5,443.8
322.4,443.9,444.1
322.8,440.5,443.2
323.2,442.8,442.8
323.6,442.8,442.9
324.0,443.2,443.2
324.4,443.2,443.3
324.8,443.5,443.5
325.2,443.6,443.5
325.6,443.8,443.9
326.0,443.8,444.0
326.4,440.9,444.1
326.8,440.1,444.3
327.2,440.7,444.3
327.6,441.2,444.3
328.0,441.7,444.9
328.4,442.3,445.2
328.8,442.9,445.3
329.2,440.3,443.2
329.6,442.8,443.0
330.0,443.3,443.4
330.4,444.0,444.1
330.8,444.3,444.4
331.2,444.6,444.6
331.6,445.0,444.9
332.0,445.1,445.3
332.4,445.2,444.7
332.8,445.3,444.6
333.2,445.5,444.9
333.6,445.5,445.1
334.0,445.6,445.4
334.4,445.7,445.5
334.8,443.3,445.3
335.2,442.1,445.0
335.6,442.4,445.1
336.0,442.8,445.2
336.4,443.6,445.5
336.8,443.9,445.8
337.2,444.1,445.1
337.6,442.4,444.4
338.0,441.6,444.2
338.4,442.3,444.2
338.8,443.1,444.5
339.2,443.9,444.7
339.6,444.1,444.3
340.0,444.3,443.8
340.4,444.4,444.1
340.8,444.4,444.4
341.2,444.6,444.6
341.6,444.9,444.8
342.0,445.2,444.8
342.4,445.6,445.1
342.8,442.0,442.7
343.2,441.9,442.5
343.6,442.7,442.9
344.0,443.2,443.2
344.4,443.7,443.6
344.8,444.0,444.0
345.2,443.1,443.8
345.6,443.4,444.1
346.0,443.7,444.3
346.4,444.0,444.9
346.8,444.3,445.2
347.2,444.7,445.5
347.6,443.5,444.9
348.0,443.6,445.2
348.4,444.2,445.0
348.8,444.4,444.9
349.2,444.5,445.0
349.6,444.9,445.2
350.0,445.1,445.0
350.4,444.7,444.5
350.8,444.7,442.6
351.2,445.0,443.2
351.6,445.1,443.4
352.0,445.5,443.6
352.4,445.8,443.9
352.8,444.5,442.7
353.2,442.9,438.8
353.6,444.4,439.2
354.0,444.8,439.9
354.4,445.4,440.6
354.8,445.7,441.3
355.2,445.9,442.0
355.6,445.3,442.1
356.0,445.1,442.3
356.4,445.2,442.7
356.8,445.3,443.0
357.2,445.6,443.4
357.6,445.9,443.8
358.0,446.2,444.4
358.4,446.2,444.3
358.8,446.4,444.0
359.2,446.2,443.9
359.6,446.1,444.1
360.0,446.1,444.0
360.4,446.2,444.2
360.8,446.3,444.5
361.2,446.3,444.6
361.6,439.1,441.1
362.0,441.1,442.1
362.4,442.5,442.5
362.8,442.9,442.9
363.2,443.6,443.1
363.6,444.1,443.6
364.0,444.6,443.9
364.4,445.1,443.2
364.8,444.1,441.0
365.2,444.1,440.6
365.6,444.5,441.0
366.0,444.8,441.4
366.4,445.1,442.0
366.8,445.4,442.4
367.2,445.8,443.0
367.6,445.2,442.6
368.0,444.8,442.1
368.4,444.9,442.0
368.8,444.9,442.6
369.2,445.1,443.1
369.6,445.5,443.4
370.0,445.8,443.8
370.4,446.1,443.4
370.8,445.5,440.4
371.2,446.2,441.6
371.6,446.4,442.8
372.0,446.5,443.3
372.4,446.5,443.7
372.8,446.5,444.3
373.2,446.6,444.7
373.6,445.5,444.6
374.0,446.1,444.8
374.4,446.2,444.9
374.8,446.1,445.3
375.2,446.0,445.6
375.6,446.2,445.6
376.0,446.3,445.9
376.4,446.3,446.1
376.8,446.1,443.7
377.2,446.0,443.6
377.6,446.1,443.7
378.0,446.3,443.8
378.4,446.4,444.2
378.8,446.4,444.4
379.2,446.8,444.8
379.6,446.5,445.0
380.0,446.0,445.1
380.4,446.7,445.1
380.8,446.9,444.9
381.2,447.1,445.2
381.6,447.3,445.2
382.0,447.6,445.3
382.4,446.4,444.5
382.8,446.3,444.7
383.2,446.3,444.9
383.6,446.6,445.2
384.0,446.8,445.4
384.4,447.3,445.6
384.8,447.4,446.0
385.2,447.6,446.3
385.6,448.1,446.7
386.0,447.8,446.1
386.4,447.8,445.9
386.8,448.0,445.8
387.2,448.1,445.8
387.6,448.4,446.1
388.0,448.6,446.1
388.4,448.7,446.6
388.8,448.9,446.7
389.2,449.0,447.1
389.6,448.7,447.0
390.0,448.8,445.8
390.4,449.0,446.3
390.8,449.3,446.5
391.2,449.3,446.8
391.6,449.6,447.0
392.0,449.7,447.4
392.4,449.8,447.6
392.8,450.1,447.9
393.2,450.3,447.8
393.6,450.0,447.3
394.0,450.2,445.9
394.4,450.1,446.0
394.8,450.0,446.3
395.2,450.0,446.6
395.6,450.0,446.9
396.0,450.1,447.2
396.4,450.3,447.5
396.8,450.5,447.7
397.2,450.7,448.0
397.6,450.5,448.2
398.0,450.2,448.0
398.4,449.9,448.2
398.8,449.5,448.5
399.2,449.5,448.5
399.6,449.4,448.7
400.0,449.5,449.1
400.4,449.7,449.2
400.8,449.8,449.3
401.2,449.8,449.4
401.6,449.3,449.1
402.0,448.8,448.9
402.4,448.9,448.8
402.8,448.8,449.0
403.2,449.2,449.1
403.6,449.2,449.4
404.0,449.3,449.9
404.4,447.4,449.2
404.8,446.7,448.6
405.2,446.8,448.7
405.6,447.2,448.7
406.0,447.6,448.9
406.4,448.0,449.2
406.8,448.5,449.5
407.2,448.6,449.5
407.6,448.1,449.6
408.0,448.6,449.8
408.4,448.8,449.8
408.8,449.2,450.1
409.2,449.4,450.6
409.6,449.6,450.7
410.0,449.6,450.7
410.4,448.1,450.7
410.8,445.5,449.7
411.2,446.9,449.7
411.6,447.3,449.7
412.0,447.8,449.9
412.4,448.4,450.2
412.8,448.7,450.3
413.2,449.0,450.8
413.6,446.9,449.9
414.0,445.3,449.7
414.4,446.3,449.9
414.8,447.1,450.0
415.2,447.4,450.7
415.6,447.9,450.7
416.0,448.6,450.9
416.4,449.1,450.9
416.8,449.6,451.1
417.2,449.0,450.9
417.6,448.2,450.7
418.0,448.2,450.7
418.4,448.3,450.8
418.8,448.5,451.0
419.2,449.0,451.4
419.6,449.2,451.6
420.0,449.6,451.7
420.4,442.4,449.8
420.8,445.7,450.0
421.2,446.4,450.2
421.6,446.8,450.8
422.0,447.2,451.0
422.4,447.6,451.2
422.8,447.9,451.5
423.2,447.3,450.3
423.6,442.4,449.7
424.0,440.5,449.8
424.4,443.0,449.9
424.8,444.3,450.2
425.2,445.4,450.4
425.6,446.0,450.8
426.0,446.8,451.2
426.4,447.4,451.6
426.8,441.6,451.0
427.2,442.0,451.0
427.6,443.0,451.1
428.0,443.9,451.3
428.4,444.9,451.6
428.8,445.4,451.7
429.2,446.2,451.8
429.6,446.7,452.0
430.0,447.2,452.3
430.4,447.8,452.6
430.8,418.9,451.4
431.2,442.0,450.4
431.6,443.7,450.5
432.0,444.9,450.6
432.4,445.8,450.9
432.8,446.7,451.1
433.2,447.2,451.3
433.6,447.8,451.6
434.0,448.5,451.7
434.4,447.4,451.5
434.8,448.0,451.2
435.2,448.6,451.4
435.6,448.9,451.6
436.0,449.1,451.9
436.4,449.4,452.0
436.8,449.6,452.3
437.2,449.8,452.5
437.6,449.8,452.7
438.0,446.5,451.8
438.4,448.5,451.1
438.8,449.3,451.2
439.2,449.4,451.4
439.6,449.5,452.0
440.0,449.7,452.3
440.4,450.0,452.8
440.8,450.1,453.0
441.2,450.1,453.4
441.6,450.3,453.6
442.0,450.0,452.5
442.4,449.9,453.0
442.8,450.2,453.4
443.2,450.1,453.7
443.6,450.1,453.7
444.0,450.0,453.9
444.4,450.4,454.1
444.8,450.4,454.3
445.2,449.8,454.0
445.6,448.7,452.7
446.0,448.8,452.2
446.4,449.1,452.2
446.8,449.6,452.0
447.2,450.0,452.4
447.6,450.5,452.7
448.0,450.7,452.9
448.4,451.2,453.4
448.8,450.4,452.6
449.2,450.8,452.1
449.6,451.0,452.3
450.0,451.3,452.6
450.4,451.7,452.8
450.8,451.8,453.3
451.2,452.3,453.7
451.6,452.5,453.7
452.0,452.0,454.0
452.4,452.1,454.3
452.8,452.2,454.2
453.2,452.3,454.2
453.6,452.5,454.2
454.0,452.4,452.9
454.4,452.3,453.2
454.8,452.5,453.4
455.2,452.6,453.6
455.6,452.4,453.8
456.0,452.7,454.3
456.4,453.0,454.4
456.8,451.9,453.8
457.2,452.0,453.9
457.6,452.2,454.3
458.0,452.4,454.6
458.4,452.5,454.5
458.8,452.8,454.7
459.2,452.9,454.8
459.6,453.0,455.2
460.0,451.7,455.2
460.4,451.5,455.1
460.8,451.3,454.7
461.2,399.7,450.8
461.6,295.7,440.5
462.0,286.3,429.4
462.4,276.4,426.3
462.8,250.0,419.4
463.2,203.0,395.4
463.6,175.0,379.2
464.0,161.0,361.6
464.4,138.7,335.9
464.8,118.0,321.8
465.2,108.7,305.6
