Time,HFG_WALL,HFG_FLOOR,HFG_CEILING,HFG_BURNER,TC_TREE_1_1,TC_TREE_1_2,TC_TREE_1_3,TC_TREE_1_4,TC_TREE_1_5,TC_TREE_1_6,TC_TREE_2_1,TC_TREE_2_2,TC_TREE_2_3,TC_TREE_2_4,TC_TREE_2_5,TC_TREE_2_6,BDVP_DOOR_VEL_1,BDVP_DOOR_VEL_2,BDVP_DOOR_VEL_3,BDVP_DOOR_VEL_4,BDVP_DOOR_VEL_5,BDVP_DOOR_VEL_6,HRR
90,48.9,10.9,29.2,-0.7,617,377.8,288.6,180.9,139.4,149.4,521.6,457.3,376.5,192.2,150.7,122.2,-1.86,-0.55,-0.1,0.17,0.13,0.2,147.6
100,57.6,12.8,30.4,-0.8,635.7,407.5,318.8,196.9,152.3,164.7,523.3,472.2,422.6,231.9,164.5,135.2,-1.94,-0.7,-0.12,0.22,0.2,0.25,158.3
110,71.1,15.8,32.7,-0.7,710.3,461.7,350.7,212.3,160.6,184.8,519.9,485.8,446.9,277.1,182.8,151.6,-2.1,-0.8,-0.21,0.24,0.24,0.28,171.6
120,82.1,18.6,34.6,-0.7,759.2,536.3,405.2,243.1,190.8,210.5,536.2,505.9,475.7,329.8,205.6,169.1,-2.22,-1,-0.16,0.25,0.23,0.28,195.7
130,103.5,22.1,37.7,-0.7,779.9,586.5,457.2,276.6,220.5,233.8,568.1,529.8,494.5,368.4,231.5,186.2,-2.25,-0.99,-0.04,0.23,0.27,0.32,211.1
140,98.6,25.5,42.8,-0.7,797.2,621.5,507,318.9,253.4,248.8,587.9,544.3,516.5,415.6,265.7,206.6,-2.24,-1.09,-0.3,0.22,0.25,0.33,234.5
150,84.7,27.9,44.7,-0.7,800.9,650.9,556,362.5,287.5,273.4,585.9,547.6,522.9,452.2,316.5,212.5,-2.45,-1.21,-0.22,0.24,0.31,0.34,255.3
160,92.5,30.4,46.9,-0.7,808.1,676.3,590.5,413.2,306.1,294.4,597.1,557.4,536.6,482.1,363.8,228.2,-2.67,-1.35,-0.31,0.29,0.31,0.35,266.4
170,87.8,32.8,43.4,-0.7,811.5,699.3,624,455.4,323.6,313.9,616.9,575.9,553.5,504,407.9,249,-2.8,-1.48,-0.44,0.29,0.32,0.4,283.7
180,105.8,36.8,47.4,-0.7,844.7,736.2,671.1,534.1,363.4,338.8,639.4,603,583.8,539.2,454.5,269.2,-2.94,-1.59,-0.51,0.3,0.37,0.44,303.9
190,110,38,50.1,-0.7,855.7,767.5,706.9,599.4,394.8,359.4,659.5,621.2,602.3,560.4,485,298.1,-3.02,-1.74,-0.6,0.33,0.36,0.44,314.9
200,100.4,39.9,52.5,-0.7,864.7,794.6,753.1,668.8,424.3,376.9,670.5,631,611.8,571.8,508.5,322.6,-3.11,-1.8,-0.69,0.33,0.39,0.48,312.2
210,140.9,42.1,52.8,-0.7,885.1,826.2,780.4,721.1,469.5,405.4,677.3,641.2,622.6,581.4,517,355.5,-3.18,-1.87,-0.66,0.23,0.4,0.49,312.8
220,132.5,44.2,53.9,-0.7,887.1,839.2,801,775.8,517.5,423.3,689.6,651.5,632.5,595.1,535.8,383.6,-3.35,-1.98,-0.86,0.19,0.46,0.53,318.6
230,127.9,46.3,53.6,-0.7,899.3,869.9,835.6,798.9,546.9,453.7,694.7,656.9,635.9,599.1,547.7,419.9,-3.31,-2.03,-0.87,0.28,0.48,0.57,324.1
240,127.1,47.1,53.8,-0.6,903.2,841.9,805,786.6,618.8,484.8,691.5,658.5,637.3,599.2,553.8,446.9,-3.35,-2.1,-0.95,0.32,0.45,0.56,327.7
250,126.9,50.3,57,-0.6,910.7,856.5,820.6,813.9,616.6,495.8,702.3,670.2,648.9,612.4,566.9,462.3,-3.48,-2.09,-0.96,0.39,0.51,0.59,338.1
260,126.1,51.8,59.4,-0.6,915,868.7,846.7,813.6,591.9,514.2,720.2,685.3,660.5,613,563.4,466.9,-3.55,-2.22,-0.99,0.43,0.52,0.64,340.7
270,127.1,54.9,62.3,-0.6,923.3,882.4,855.1,835,624.4,534.5,743.4,709,683.3,636.9,589.6,492.7,-3.61,-2.28,-1.12,0.36,0.54,0.66,351.1
280,123.2,55.2,63.4,-0.6,929.3,891.3,873.1,822.6,630.6,562.2,748.4,717.3,691.7,644.8,593.7,507,-3.66,-2.3,-1.06,0.33,0.49,0.67,352
290,121.6,54.9,64.5,-0.6,914.2,871.8,847.2,833.6,641.8,570.9,745.3,713.9,685.1,636.3,584.1,504.7,-3.72,-2.41,-1.04,0.34,0.53,0.62,346.4
300,119.5,56.3,64.5,-0.6,905.3,876.7,869,777.1,641,580.3,748.9,720.2,691.9,645.9,598.2,513.7,-3.77,-2.45,-1.18,0.34,0.55,0.64,351.6
310,125.1,58.1,66.8,-0.6,915.8,887,882.5,802,641.6,595.4,760.7,732.5,704.4,657.7,609.2,527.3,-3.83,-2.46,-1.07,0.43,0.53,0.63,362
320,116.4,57,65.1,-0.6,911.2,879.3,865.1,826.2,658.3,600.5,761.7,735.7,707.2,663.1,620.5,534.2,-3.85,-2.44,-1.16,0.4,0.55,0.7,349
330,112.6,60.1,66.1,-0.6,917.1,902.3,894.7,792.9,644.8,602.9,773.9,749.2,722.2,679.5,636.9,555.2,-3.85,-2.49,-1.19,0.41,0.55,0.71,345.5
340,111.5,60,66.4,-0.5,916.9,906,911,790.9,658.3,601.2,771.9,748.3,723.3,680.4,637.3,554.6,-3.87,-2.53,-1.16,0.47,0.56,0.68,347.4
350,107.5,61.4,67.2,-0.5,924.8,913.8,918.6,768.6,655.8,610.8,786.8,761,735.6,692.4,650.4,569.7,-3.9,-2.57,-1.25,0.37,0.56,0.74,352.4
360,107.5,61.9,66.5,-0.5,931.3,919.8,903.1,744.6,660.2,614,792.9,766.6,742.9,700.1,659.1,583.1,-3.91,-2.57,-1.22,0.44,0.56,0.73,349.8
370,101.6,61,65,-0.5,926.5,918.5,894.7,740.6,665.5,623.2,786.1,760.9,738.1,695.6,653.3,580.8,-3.85,-2.56,-1.1,0.56,0.6,0.74,341.2
380,99.1,60.9,66.6,-0.5,924.6,921.2,909.6,752.4,672.1,626.2,789.2,765.8,742.1,699.4,660.7,590.4,-3.9,-2.55,-1.35,0.56,0.59,0.76,338.7
390,108.9,64.1,68.7,-0.5,928.7,929.3,906.6,762.6,672.4,632.8,798.1,773.7,753,713.5,673.9,603.5,-3.96,-2.56,-1.32,0.52,0.62,0.82,350.4
400,113.8,65.5,70.2,-0.4,942.4,953,880.6,758.9,675.3,648.2,809.8,786.4,766.3,729,689.5,622.1,-3.98,-2.62,-1.41,0.4,0.68,0.89,354.9
410,113.1,65,70.9,-0.4,949.3,951.2,883.7,749.7,681.4,644.8,822.4,797.2,775.7,740.7,703.3,633.5,-3.96,-2.56,-1.44,0.46,0.65,0.82,350.7
420,104.8,65.1,72.7,-0.4,941.3,946.5,915.1,785.7,688.6,643.2,816.8,795.4,773.7,737.4,696.4,628.3,-4.06,-2.68,-1.34,0.5,0.62,0.77,352.6
430,109.8,66.8,73.1,-0.4,952.4,966.4,919.1,796.2,699.7,652.2,831.5,812.5,793.1,757.4,715.6,643.6,-4.04,-2.67,-1.5,0.48,0.67,0.78,352
440,109.3,67.7,77.7,-0.4,951.5,959.7,910.2,807.9,711.8,655.7,837.7,816.7,796.1,761.7,719.1,648.6,-4.13,-2.7,-1.37,0.37,0.63,0.81,358
450,105.3,68.1,77.8,-0.4,957.3,965.4,889.6,785,720.4,665.7,850.8,829.9,808.7,777.9,735.9,659.9,-4.18,-2.61,-1.46,0.39,0.6,0.81,371.1
460,101.3,69.2,79.8,-0.4,962.4,947.6,865.8,778.9,715.5,666.5,857.3,839.7,815.7,780.3,737.9,659.4,-4.31,-2.78,-1.59,0.48,0.68,0.84,377.4
470,99.1,70.7,80.3,-0.3,972.9,970.2,875.6,785,726.9,674,863.6,846,825,792.3,749.7,673.2,-4.33,-2.77,-1.57,0.51,0.67,0.84,372.6
480,98.5,71.1,82.2,-0.3,972.9,972,889.7,793.1,743,678.4,869.2,851.5,827.6,793.9,752,678.4,-4.34,-2.82,-1.64,0.31,0.66,0.84,378.5
490,97.1,72.8,86.8,-0.3,977.1,938.3,830,773.8,743.7,687.1,874.4,855.7,832.5,798.7,756,682.2,-4.39,-2.89,-1.69,0.37,0.68,0.84,383.6
500,98.2,72.5,88.1,-0.3,979.6,961.8,855.6,793.5,753.4,687.4,876.5,861.2,837.4,803.8,761.2,688.4,-4.37,-2.88,-1.7,0.39,0.65,0.96,387.7
510,98,70.1,88.5,-0.3,975.5,952.7,848.9,792.2,749.4,682.2,869.2,852.7,828.3,794.3,752.2,678.9,-4.36,-2.86,-1.73,0.36,0.67,0.95,365.1
520,96.8,72.4,89.3,-0.2,975.7,947.1,848.7,788.2,751.8,681.9,868.7,855.1,831.2,798.1,756,683,-4.41,-2.92,-1.64,0.59,0.65,0.81,377.1
530,96.9,72.2,87.3,-0.2,979,963,860.8,795.5,753.8,682.3,869.8,854.7,831.4,797.7,757.7,687,-4.36,-2.81,-1.65,0.36,0.65,0.84,375.2
540,101.4,75.5,88.7,-0.2,991,910.3,822.7,789.1,757.1,694.9,871.3,859.2,839.3,809.9,772.6,699.3,-4.47,-2.8,-1.72,0.33,0.73,0.91,373.2
550,99.7,73.7,87.4,-0.2,989,885.7,797.1,779.1,753.2,698,865.1,850.9,829.6,798.2,760.3,692.3,-4.44,-2.81,-1.57,0.35,0.65,0.85,372.5
560,100.9,73,87.4,-0.2,984.3,923.1,815.3,773.7,741.1,687.7,869.1,851.6,833.6,804.2,766.7,692.1,-4.39,-2.75,-1.53,0.41,0.69,0.84,353.8
570,105.1,72,88.3,-0.2,968.7,930,848.4,778.5,739.9,685.4,866.4,846.7,828.9,799.9,764.4,692.8,-4.41,-2.86,-1.53,0.53,0.71,0.86,356.1
580,101.9,71.6,85.7,-0.2,960.2,915.5,832.7,782.9,741.3,668.8,857.5,839.3,818.8,790.1,759.4,694.2,-4.38,-2.84,-1.66,0.57,0.66,0.91,348.3
590,101.2,69.8,82.5,-0.2,956.8,901.8,839.7,793.7,752.5,674,846.8,831.8,812.5,783.8,752.7,691.1,-4.23,-2.79,-1.51,0.55,0.73,0.87,335.9
600,101.3,69.4,81.6,-0.1,968.7,892.7,844.7,795.7,750.4,678,857.5,834.2,815,787,758.8,680.3,-4.29,-2.79,-1.37,0.53,0.71,0.8,327.8
610,89.6,59.7,70,-0.1,961.1,853.3,808.9,765.4,724,662.7,832,808.7,785.4,758.4,732.7,662.9,-4.09,-2.63,-1.21,0.55,0.66,0.84,295.8
620,67.8,45.7,54.9,-0.1,907.4,768.6,725.2,697.8,666.2,621.1,767.1,728.5,705.9,678.9,655.4,599.7,-3.84,-2.3,-0.99,0.36,0.64,0.78,213.5
630,57.3,39.5,48.9,-0.1,871.8,703.8,669.5,647.9,625.4,589.3,717.5,683.1,660.8,635.3,614.8,563.7,-3.71,-2.22,-1.16,0.41,0.79,0.89,176.4
640,47.6,34.7,44.1,-0.1,812.2,658.4,626.4,608.2,589.8,552.7,678.3,643.9,618.7,600.2,580.3,533.1,-3.46,-2.06,-0.82,0.49,0.55,0.67,150.6
650,40.6,30.4,38.3,-0.1,751.6,621.9,588.7,571.4,550.8,522.1,648.4,613.1,589.5,573.9,549.8,504.2,-3.29,-2,-0.94,0.43,0.65,0.75,133
660,34.3,26.4,32.4,-0.1,681.4,564.2,534.7,530.3,515,487.5,616.1,571.6,549.2,533.6,516.4,479.3,-3.13,-1.9,-0.9,0.47,0.59,0.71,114.1
670,29.9,23.4,27.5,-0.1,633.2,533.2,503.6,497.4,475.5,458.8,586.2,537.4,513.9,501.7,487,450.2,-3.01,-1.8,-0.75,0.52,0.53,0.65,98
680,26.7,20.7,23.6,-0.1,589.9,491.6,472.3,469.2,453,429.9,559.2,506.9,484.2,472.3,461.6,424.7,-2.84,-1.69,-0.91,0.37,0.49,0.78,83.8
690,23.8,18.3,21.2,-0.1,549.8,448,433.7,435.5,422.3,401.7,525,473.2,451.8,444.9,434.3,408.8,-2.66,-1.54,-0.71,0.4,0.49,0.74,67.1
700,21.1,16.2,18,-0.1,517.2,414.3,403.9,408,394.7,373.9,494.4,435.9,418.4,416.2,410.4,388.8,-2.5,-1.47,-0.58,0.44,0.49,0.57,55.3
710,19.4,14.3,16.8,-0.1,486.8,381.4,374.1,378,373.5,351.6,471.9,415.1,395.9,395.5,388.4,356.4,-2.39,-1.42,-0.5,0.43,0.51,0.57,43.4
720,18.1,12.9,14.8,-0.1,447.9,355.6,343.8,349,341.4,326.1,454.2,389,378.6,371.7,362.7,329.4,-2.18,-1.3,-0.26,0.42,0.46,0.51,34.3
