Time,HFG_WALL,HFG_FLOOR,HFG_CEILING,HFG_BURNER,TC_TREE_1_1,TC_TREE_1_2,TC_TREE_1_3,TC_TREE_1_4,TC_TREE_1_5,TC_TREE_1_6,TC_TREE_2_1,TC_TREE_2_2,TC_TREE_2_3,TC_TREE_2_4,TC_TREE_2_5,TC_TREE_2_6,BDVP_DOOR_VEL_1,BDVP_DOOR_VEL_2,BDVP_DOOR_VEL_3,BDVP_DOOR_VEL_4,BDVP_DOOR_VEL_5,BDVP_DOOR_VEL_6,HRR
290,73,40.2,34.9,0,857.2,760.8,766.6,757.3,496.6,441.8,715.8,709,671,609,593,392.5,-2.41,-1.25,-0.31,0.33,0.36,0.32,72.3
300,69.9,40.7,35.4,0,867.9,762.6,773.3,746.3,503.2,450.7,728.1,717.9,676.9,615.9,595.9,400.9,-2.35,-1.23,-0.21,0.28,0.34,0.29,72.5
310,69,39.5,35,0,872.6,757.1,780.4,686.2,487.1,465.1,732.4,720.7,680.2,621.6,600.9,404.7,-2.35,-1.2,-0.02,0.32,0.37,0.34,70.3
320,66.8,37.3,33.6,0,869.7,750.8,769.2,650,481.3,469,717.8,710.4,672.2,619.8,604.4,405.8,-2.31,-1.12,0.09,0.31,0.41,0.35,66
330,63.6,34.4,31.5,0,874.4,735.9,710.3,608.3,464.8,458.1,700.8,695.7,654.9,613.2,602.7,400.1,-2.27,-1.17,-0.21,0.25,0.39,0.32,61.8
340,63.3,33.7,29.9,0,864.8,729.6,684.8,588.4,454.1,451.6,685.9,678.9,643.1,603.2,590.6,392.6,-2.23,-1.12,-0.11,0.28,0.37,0.31,59.7
350,62.6,32,29.9,0,833.6,701,632.2,560.2,439.5,442.2,682.1,665.4,630.9,597.8,577.8,388.5,-2.1,-1.09,-0.29,0.25,0.38,0.35,54.4
360,62.8,32.1,28.7,0,836.8,697.8,603,528.4,426.3,438.1,679.7,659.1,626.7,593.9,565.2,382.3,-2.05,-1.06,-0.2,0.27,0.35,0.33,56.4
370,61.9,31.2,27.8,0,831.4,680.1,573.6,527,420,430.2,673.6,655.6,622.3,583.5,541.2,376.5,-2.03,-1.01,-0.08,0.28,0.35,0.33,52.8
380,61,30.3,27.7,0,790.1,661.9,568.6,524.3,410.7,422.4,671.6,643.4,612.7,571.6,533.3,375.1,-2.01,-1.05,-0.31,0.25,0.34,0.32,51.7
390,61.4,30.1,27.3,0,799.8,648.5,543.6,509,406.1,421.7,663.5,637.9,606,565.9,520,370.2,-2,-1.02,-0.04,0.23,0.34,0.33,51.9
400,60.9,29.7,26.8,0,789,647.5,532.8,500.6,404.9,418.5,659.5,632.3,601,561.5,509.6,366,-1.97,-1.02,-0.21,0.23,0.33,0.34,54
410,60.9,29.7,26.6,0,810.2,652.7,533.1,502.6,400.8,415.6,651.5,630,598.8,558,499,364.6,-1.96,-1.02,-0.24,0.2,0.32,0.33,47.9
420,60.7,29.3,26.6,0,798.8,630.5,520.1,492.1,401.9,421,646.5,623.7,591.9,549.6,498.3,364.3,-1.94,-1,-0.03,0.21,0.36,0.34,46.4
430,59.6,29.1,26.5,0,794.7,637.2,516.4,487.5,398.5,414.8,653,622.3,592.3,547.1,490,361,-1.87,-0.95,-0.25,0.3,0.36,0.34,47.9
440,61,28.9,26.2,0,805.4,638.9,514,488.4,397.1,411.5,646.9,619.7,586.2,541.4,480.8,358.1,-1.93,-0.94,0.18,0.28,0.35,0.34,48.4
450,60.6,29.2,25.6,0,816.7,652.2,516.4,491.4,398.7,419.7,642.4,617.1,581.8,530,463.2,356.5,-1.97,-0.96,0.24,0.29,0.35,0.31,49.1
460,60.4,29.1,25.5,0,814.7,626.4,509.1,492.6,400.7,417.4,648.4,618.5,583.3,530.2,453.2,355.8,-1.92,-0.93,-0.07,0.28,0.34,0.3,45.8
470,60.1,29.1,26,0,818.9,634.7,509.3,494.7,392.1,415.4,644.7,616,581.9,531.3,453.6,353.3,-1.92,-0.92,-0.06,0.27,0.34,0.3,46.7
480,61,29.2,26.2,0,814.4,633.1,506.4,485.8,393.4,417,650.6,619.4,585,533.5,452.5,352.3,-1.91,-0.93,-0.2,0.23,0.28,0.26,47.2
490,59.7,29.3,26.6,0,799,618,500,485.4,391.9,410.8,646.5,617,581.7,529.3,453.4,352.7,-1.91,-1,-0.33,0.28,0.29,0.26,49.9
500,60.8,29.4,26.2,0,817,634.1,500.9,481.3,393.7,413.2,644.3,617.3,581.6,528.2,451.7,352.3,-1.96,-0.98,-0.17,0.25,0.28,0.23,48.6
510,61.7,29.7,26.2,0,829.7,662.4,512.9,489.2,406,418.1,637.3,615.1,577.8,527.1,457.6,354.2,-1.98,-0.91,0.06,0.18,0.3,0.3,44.9
520,60.4,29.6,26.7,0,830.7,654.4,515.1,493.8,400.3,419.7,633.6,617.2,580.2,529.7,454.2,350.8,-1.94,-1,-0.16,0.28,0.33,0.31,48.5
530,61.5,29.5,26.6,0,828.4,653,504.2,495.6,399.9,419.3,630.1,613.9,581.4,532.9,459.2,349.4,-1.92,-0.95,0.07,0.31,0.34,0.32,46.8
540,60.9,29.6,27,0,829.3,663.8,510.8,499.7,399.3,418.3,640.1,617.6,584.3,537,450.7,348.7,-1.9,-0.97,-0.25,0.28,0.33,0.33,45
550,60.1,29.3,27.6,0,810.2,601.4,490,478.7,399.3,420,644.7,618.6,584.8,536,450.7,350.6,-1.91,-0.98,-0.13,0.26,0.35,0.33,48.2
560,60.1,29.9,26.6,0,829.6,631.5,491.3,485.9,410.9,423.6,643.6,620.2,581.9,524.1,438.6,354.3,-1.94,-0.92,0.09,0.27,0.36,0.33,45.7
570,60.4,29.7,27.1,0,829.5,606.8,477,470.1,406.7,424.4,647.8,621.3,583,522.3,435.9,356,-1.92,-0.93,0.14,0.27,0.37,0.36,44.8
580,59.1,29.5,27.3,0,825.4,602.8,475.1,464.2,403.3,424.8,655.6,621,585.8,525.5,431.2,354.4,-1.89,-0.95,-0.1,0.29,0.37,0.34,47
590,60,29.8,27.7,0,817,613.1,477.9,472,409.6,425.1,648.3,620,583,526.4,440.1,351.7,-1.92,-0.92,0.18,0.27,0.35,0.32,47.1
600,60.8,29.9,27.4,0,833.1,622.8,477.1,478.2,403.5,424.9,646.9,619.3,579.6,511.3,435.3,352.6,-1.93,-0.92,0.14,0.28,0.36,0.33,45
610,54.9,27.9,26.4,0,807,580,471.8,477.4,403,418.8,635.9,610.8,570.6,490,425.5,352.6,-1.89,-0.86,0.01,0.26,0.32,0.3,39.9
620,33.7,22,19.4,0,650.1,496.8,443.6,445.5,385.7,406.3,561.2,547.2,507.1,439.7,403.7,343.2,-1.74,-0.81,-0.11,0.24,0.32,0.3,27.7
630,26.5,19,16.2,0,563.8,441.5,397.9,401.8,367,388.5,496.5,479.8,451.1,401.2,378.7,323.8,-1.68,-0.82,-0.05,0.29,0.34,0.31,17.9
640,25,17.3,15.4,0,527.7,421,382.4,390.2,353.3,374.3,459.4,438.6,419.7,382.5,356.3,312.5,-1.61,-0.79,-0.05,0.24,0.3,0.3,16.9
650,23.1,16.2,14.9,0,510.6,410.4,369.3,374.1,336.7,361.3,437.7,412.7,401.3,365.4,345.4,298.6,-1.55,-0.75,0.13,0.23,0.28,0.27,16.8
660,22.3,15.6,14.4,0,494.9,387.6,357.8,376.3,329.7,351.2,426,396.4,385.6,351.8,333.4,290.1,-1.51,-0.7,0.18,0.23,0.27,0.25,15.2
670,21,14.7,13.5,0,482.7,381.4,346,360.5,318.7,341.8,414.4,383.6,374,338.9,323.5,280.8,-1.46,-0.75,-0.17,0.2,0.28,0.28,15.7
680,20.3,13.9,12.9,0,473.9,375.4,336.1,348,306.3,333.2,403.9,371.6,361.6,329.5,318.2,274.3,-1.44,-0.69,0.03,0.19,0.26,0.22,13.2
690,19.7,13.5,12.6,0,463.2,367.7,328,347.4,304,324,394.1,363,354.6,323.3,305.9,266.3,-1.4,-0.68,0.07,0.2,0.25,0.21,11.5
700,19.1,13.1,12.2,0,453.4,349.2,319.7,330,299.2,318.2,383.6,353.9,346.8,312.1,301.7,259.4,-1.37,-0.68,-0.1,0.21,0.24,0.23,14
710,17.9,12.6,11.8,0,444.1,353.7,315.6,319,288.9,311.1,374.2,342,338,307,297.5,252.3,-1.33,-0.67,-0.05,0.19,0.23,0.23,13.4
720,17.2,12.2,11.5,0,435.9,330.1,304.3,306.1,287.9,304.9,367.7,332.8,331.1,297.7,288.6,247.2,-1.29,-0.66,-0.03,0.21,0.24,0.23,14
730,16.7,11.9,11.1,0,431.1,334.2,299.1,301.6,278.1,300,362,324.5,325.3,289.6,281.5,242.4,-1.3,-0.67,-0.17,0.21,0.24,0.24,13.5
740,16.3,11.5,10.9,0,426,331.1,292.4,291.3,273.7,296,356.5,317.3,320.9,284.2,275.7,237.2,-1.26,-0.65,-0.1,0.23,0.25,0.24,12.5
750,15.6,11.1,10.3,0,422.5,321.2,286.9,288.7,268.9,291.5,351.2,311.5,313.9,275.3,271.2,233.5,-1.19,-0.56,0.11,0.2,0.23,0.22,14.6
760,15.4,11,10.5,0,413.3,312.4,282.5,285,268,286.9,348.2,306.6,309.2,273,265.8,230.2,-1.18,-0.57,0.12,0.18,0.25,0.25,14.5
770,14.7,10.7,9.7,0,407.8,302.4,275.6,275.8,265.1,281.8,341.8,299.8,304,269.6,260.5,224.5,-1.15,-0.58,0.03,0.21,0.25,0.24,14.3
780,14.4,10.3,9.6,0,406.9,306.3,275.7,274.3,258.5,275.2,336.9,294.7,296.3,261.7,255,221.5,-1.17,-0.6,-0.14,0.2,0.22,0.23,10.8
790,14.1,10.1,9.4,0,403.6,304,273.9,275,251.3,269.6,333.9,290.4,291.5,259.4,252,215.5,-1.14,-0.61,-0.16,0.18,0.21,0.22,12.5
800,14,9.8,9.1,0,396,305.5,268.1,267.9,251.1,265.3,330.4,287.4,288.7,256.3,250.5,211,-1.13,-0.61,-0.2,0.16,0.21,0.2,11.1
810,13.4,9.7,9.1,0,390.9,296.3,264.2,261.5,249.8,259.5,325.9,282.1,284.1,250.2,246.1,208,-1.12,-0.58,-0.25,0.16,0.21,0.21,11.1
820,13.3,9.5,8.7,0,387.5,289,260.8,253.9,248.2,256.3,323,279.5,281.5,246.8,244.8,206.5,-1.1,-0.59,-0.26,0.17,0.21,0.21,11.4
830,12.8,9.3,8.3,0,383.8,285.9,256.2,244.9,243,252.6,318.4,275.1,277,242.3,240.6,204.6,-1.1,-0.59,-0.24,0.16,0.18,0.2,14.1
840,12.6,9,8.2,0,378.6,286.8,251,241.8,240.2,248.8,315.8,271.8,272.1,237.6,238.8,200.6,-1.1,-0.58,-0.25,0.13,0.19,0.2,12.7
850,12.6,9,7.8,0,374.1,274,245.2,241.6,237.3,246,311.9,268.7,268.2,235.3,236.2,199.2,-1.07,-0.56,-0.23,0.16,0.19,0.18,10.8
860,12,8.7,7.8,0,372.5,274.8,243.3,241.9,232.6,245.4,308.5,267.2,264.9,232.1,231.5,196.9,-1.06,-0.54,-0.08,0.18,0.19,0.17,10.4
870,12,8.6,7.7,0,369.1,267.3,241.3,240.8,233.7,243.6,305.5,265.5,261.9,228.6,229,192.9,-1.06,-0.54,-0.13,0.17,0.19,0.17,10.6
880,11.6,8.4,7.5,0,366,260.7,237.1,236.4,230.8,238.5,302.2,261.9,257.7,226.4,225.8,189.6,-1.05,-0.56,-0.24,0.13,0.18,0.16,11.1
890,11.4,8.3,7.6,0,363.9,269.8,236.9,232.3,224.2,236,300.2,260.2,253.1,223.1,220.8,183.7,-1.03,-0.55,-0.11,0.17,0.18,0.16,11.1
900,11.3,8.1,7.5,0,357.5,253.9,233.5,237.1,226.8,233.7,298,256.1,248.9,218.6,216.6,183,-1.03,-0.54,-0.07,0.16,0.19,0.17,9.7
910,11.1,8,6.9,0,356.1,254.6,228.3,229.8,222.2,231.8,294.5,251.6,247,211.5,215.3,181.3,-1.01,-0.52,-0.17,0.13,0.18,0.18,10.7
920,11.1,7.8,7,0,353.1,261,228.6,225.2,215.1,228.4,293.2,249.6,244.6,211.5,212.9,179.4,-1.01,-0.52,-0.1,0.19,0.21,0.18,10.3
