Time,T05,T10,T15,T20,T25,T30,T35,T40,T45
880,37,39.6,43.2,48.2,55.5,59.6,61.4,692.2,705.3
890,37.2,40,43.5,48.5,55.9,59.6,61.5,666.6,695.4
900,37.5,40.2,43.8,48.9,55.9,60,60.4,694,762.7
910,37.7,40.4,44.2,49.1,56.4,60,60.3,691.1,691.9
920,38,40.7,44.5,49.5,56.3,60.1,59.8,746.5,760.9
930,38.2,41,44.8,49.9,57.6,60.1,58.4,831.5,885.3
940,38.4,41.2,45,50.1,58,60.1,59.4,652.1,739.2
950,38.7,41.6,45.3,50.3,57.9,60.3,58.4,724.3,800.1
960,39,41.8,45.6,50.6,58.6,59.7,58.2,844.9,873.1
970,39.3,42.1,45.9,51.2,58,59.8,62.1,803.9,790.5
980,39.4,42.3,46.1,51.7,58.3,60.4,103.5,876.9,909
990,39.7,42.6,46.5,51.9,58.7,60.2,177.3,708.5,702.3
1000,39.9,42.8,46.8,52.3,58.8,59.7,184.8,827.6,855.3
1010,40.2,43.1,47,52.9,59,59.4,317.9,836.7,861.4
1020,40.4,43.4,47.3,53,58.8,59.8,257.6,842.5,878.4
1030,40.7,43.6,47.7,53.2,59.2,60.1,332.8,840.6,833.2
1040,41,43.9,48,53.5,59.2,60.2,323.9,785.3,798.9
1050,41.2,44.2,48.1,53.8,59.8,60.4,309.7,773.3,782.9
1060,41.5,44.5,48.5,54.4,59.5,60.7,284.8,819.8,836
1070,41.7,44.6,49,54.5,60.1,61.5,153,550.2,603.5
1080,41.9,45.1,49.4,54.6,60.2,61.9,286.5,666.6,695.8
1090,42.1,45.4,49.5,54.8,60.1,62.1,396.5,730.2,735.4
1100,42.4,45.7,49.8,55.3,59.8,61.2,315.1,870.8,867.6
1110,42.6,45.9,50.2,55.4,60.3,61.6,246.4,666.5,685.2
1120,42.9,46.3,50.4,55.9,60.2,62.1,435.4,756.5,761.8
1130,43.2,46.5,50.8,55.9,60.3,61.6,536.2,712.7,743.5
1140,43.5,46.8,51.1,56.3,60,62,387.8,672.4,713.1
1150,43.8,47,51.7,56.4,60.5,62.2,289.2,665.9,702.8
1160,44,47.3,51.9,56.7,60.5,62.6,500,755.8,752.6
1170,44.3,47.5,52.1,57.2,60.2,61.7,506.6,908.4,929.6
1180,44.5,47.8,52.5,57.8,60.4,60.4,625.1,752.5,762.4
1190,44.7,48,52.8,57.7,60.6,59.5,576,784.8,828.1
1200,45.1,48.3,53.3,57.4,60.9,60.5,464,762.4,792.7
1210,45.2,48.7,53.1,58.5,60.8,60,510.1,811.7,829.8
1220,45.6,48.9,53.6,58.7,61,59.1,657.9,762.8,756
1230,45.8,49.1,53.8,58.6,61.1,59.6,551.3,783.8,774
1240,46,49.5,54.2,59,61.2,59.6,528.6,734.7,761.2
1250,46.3,49.9,54.7,58.9,61.6,59.1,559,805.2,811.8
1260,46.5,50.1,55.2,60.1,61.3,58.9,605.2,853.8,855.9
1270,46.7,50.4,55.2,60.1,61.2,58.3,642.3,819.3,814
1280,47,50.7,56,59.6,61.4,59.3,543.8,807.1,846
1290,47.2,51.1,55.9,59.5,61.7,58.9,598.6,820.2,850.8
1300,47.5,51.1,56.2,60.3,61.8,59.7,520.2,771.1,809.8
1310,47.9,51.5,56.2,60.4,62.4,59.8,525.1,765.4,777.4
1320,48.1,51.8,56.7,60.7,62.3,178.3,436.9,752.3,770.7
1330,48.4,52.1,57,60.7,62.5,400,592.2,779.5,800.4
1340,48.6,52.6,57.4,60.6,62.7,386,548.3,784.3,806.3
1350,49,52.7,57.6,61,62.6,574.1,797.6,789.2,815.5
1360,49.2,53.3,57.6,60.3,62.6,679.6,858.9,959.5,946.5
1370,49.5,53.6,58,60.3,62,521.4,679,869.4,871.5
1380,49.7,53.7,58.3,60.9,62.2,439.2,596,790.1,801.3
1390,49.9,54.1,58.5,60.7,63.2,432.8,572.8,807.4,805.4
1400,50.2,54.4,58.5,61.2,63.9,225.3,366.1,657.4,672.9
1410,50.5,54.6,58.7,61.6,63.7,503.4,602,769.4,775
1420,50.7,54.9,58.6,62.2,62.7,657.4,622,743.3,717.4
1430,50.9,55.5,59.3,61.8,62.5,617.8,723.5,863.7,853.8
1440,51.3,55.2,59.1,61.9,61.9,485.7,626.6,801.4,820.2
1450,51.4,55.4,59.8,62.1,60.7,590.3,704.9,828.1,845.8
1460,51.5,55.7,60.1,62,60.4,609,641.8,776.1,788.5
1470,51.8,55.9,60.2,62.3,60.9,484.1,582.2,756.9,757.9
1480,52.1,56.3,60.2,62.6,61.8,259.8,392.9,686.5,723.2
1490,52.4,56.4,60.2,62.8,61.4,288.5,443.2,741.9,768.4
1500,52.5,56.7,60.4,63,60.8,565.2,672,887.9,876.5
1510,52.9,56.7,61,62.4,60.8,538.8,675.3,915.3,944.3
1520,53.1,57.6,61.2,62.2,60.5,600.9,722.4,905.3,895.5
1530,53.4,57.6,60.8,62.6,61.3,418.6,519.1,773.7,790
1540,53.6,57.8,61,62.8,200.2,551.7,596.1,773.6,780.2
1550,53.8,57.8,61.4,62.6,332.1,594.4,696,870.5,869.9
1560,54.2,58.1,61.5,62.4,442.2,607.3,675,850.3,829.2
1570,54.3,58.3,61.5,62.4,345,584.8,713.5,866.9,864.5
1580,54.5,58.9,61.7,62.6,372.3,544.2,600,883.3,923.2
1590,54.9,58.9,61.5,63.1,264.8,465.9,540.5,870.6,846.2
1600,55.1,59,62,62.8,246,458.9,562.3,781.2,767.9
1610,55.2,59.7,61.6,62.9,594,681.9,724.2,866.5,841.5
1620,55.8,59.8,61.7,63.3,483.1,596.6,632.7,841,851
1630,56.7,61,61.9,62.8,723.1,756.7,824,871.7,859.3
1640,56.3,59.9,62.2,62.8,516.6,637.9,710.6,902.9,929
1650,57,61.1,61.8,62.4,710.7,757.6,783.5,902.1,928.4
1660,57.1,59.8,61.6,62.7,882,777.1,778.7,914.7,933.5
1670,57.4,60.1,61.4,63.4,659.5,561.9,610,777.5,790.1
1680,57.7,60.1,61.7,63.9,480.7,582.1,642.2,843.2,856.9
1690,57.9,60.2,62.2,64.1,403.9,549.5,599.4,841.1,891.3
1700,58.1,60.3,62.7,63.7,536.4,666,733,962.1,974.1
1710,58.3,60.5,62.3,61.9,643.3,769.2,814.6,938,944
1720,58.6,61.2,62.5,61.4,446.7,598.2,652.6,798,833.2
1730,58.9,61.9,62.5,60.7,626.8,752.8,797.1,889.4,897.1
1740,59.2,61.3,62.6,60.9,563.7,703.3,756.1,952.3,962.8
1750,59.4,61.4,62.2,60,783.4,802.5,855.3,982.5,997.8
1760,60,61.5,62.4,61.1,668.2,774.3,777.1,883.7,909.4
1770,60.2,61.5,62.3,60,740.7,772,789.3,906.2,945.4
1780,59.8,61.7,62.7,61.1,628.6,694.8,805.5,936.5,954.7
1790,60.5,61.7,62.7,59.4,843.5,780.4,832.6,901.4,856.5
1800,60.1,61.3,62.7,60.2,646.2,718.8,766.8,918,932.4
1810,60.4,61.5,62.6,59.8,804.6,808.2,850,895.1,876
1820,60.1,61.8,63.2,264.4,700,757.4,761.6,869.5,887.2
1830,60.8,61.9,63.1,395.8,796.8,817,832.5,898.2,926.6
1840,60.6,61.6,63.5,500.4,706.9,711,769.4,948.9,964.4
1850,61.2,61.4,63.4,472.3,877.5,859.8,891.8,988,1010.1
1860,60.6,62.2,62.9,651.3,610,649.4,682,819.1,823
1870,60.9,61.8,63.7,524.9,713.3,724.9,772.8,851.3,873.6
1880,61,62.2,63.5,394.8,649.3,708.6,734.5,900.2,935.2
1890,60.8,61.9,64.1,605,795.1,833.1,837.4,908.4,924.6
1900,61.1,62.5,63.9,521.7,719,777.4,812.8,942.3,960.4
1910,61.8,62.6,63.7,458.7,671.7,723.5,743.1,858.1,888.7
1920,61.9,62.6,63.3,440.4,680.3,760.6,776.4,887.8,935.2
1930,62,63.3,62.4,350.7,621.7,735.5,760.4,893.6,939.6
1940,62.1,63,60.9,550.9,855.3,901.1,914.5,965,1002.5
1950,62.4,63.2,61.2,542.8,746.3,804.7,819,890.9,921.8
1960,62.5,63.2,60.8,476,692,751.9,765.6,862,888.3
1970,62.1,63.2,61.8,376.4,676.6,770,762.9,871.4,946.4
1980,62.5,63.8,62.3,317.6,614,703.3,724.8,908,933.2
1990,62.8,63.8,60.6,616,768.9,815.6,828.4,926.9,951.8
2000,63.1,63.5,59.5,743.6,869.6,871.9,895.2,934.6,932.7
2010,62.7,63.5,60.5,582.3,813.8,856.5,878.4,963.5,1005.9
2020,62.7,63.6,60.6,513.6,783.8,839.7,855.6,934.8,958.9
2030,63.1,63.6,59.8,795.8,819.1,802.5,851.3,824.3,801.1
2040,62.8,64,125.4,277.6,537.3,684.4,742.3,919,944.2
2050,63.2,64.6,324.4,548.1,731.8,793.3,841.3,919.2,944.1
2060,63.3,64.3,201.7,383.9,640,710.8,726.9,816.9,858.2
2070,63.8,64.4,219,409.6,638.1,724.4,752.2,919.3,937.1
2080,63.7,64.5,259.8,395.1,518.3,632.9,714.3,830.3,855.9
2090,64.2,65.3,113.9,196.6,347.1,471.9,553.1,732.3,746.9
2100,64.6,65,246.8,373,536.1,623.6,664.7,788.3,825.1
2110,64.4,65.2,141.6,323.7,661.5,745.1,764.9,830,809.9
2120,64.7,65.4,260,432.6,750.9,808.3,825,828.4,825.6
2130,64.5,65.4,274.1,394,675.3,759.3,786.3,926.3,971.9
2140,64.6,65.7,373.8,464.2,701.5,771.7,830.9,920.6,904.4
2150,64.2,65.1,281.1,357.5,637,734.6,769.7,896.4,914.8
2160,64.3,64.2,270.4,408,655.2,723.9,748.7,918.7,954.6
2170,64.5,63,339.1,465.3,676.2,696.7,722,844.1,879.2
2180,64.8,63.2,250.1,418.5,572.5,641,708.3,821.4,842.3
2190,64.9,63.3,193.9,265.2,498.5,628.1,682.1,839,848.3
2200,65.1,63.4,107.8,188.6,376.4,519.9,606.4,882.5,891.3
2210,65.2,63.1,222.3,359.1,510.3,601.2,682.8,860.8,855.7
2220,65.1,63.3,130.3,230.9,354.1,468.5,562.6,820.4,832.4
2230,65,62.4,324,442.5,610.1,671.6,682.7,799.3,836.8
2240,64.4,62.5,365.7,470,643.5,708.2,751,855.2,875.4
2250,64.7,61.2,483.9,573.8,734.8,774.9,795.9,861.7,844.5
2260,64.6,62.5,415.5,520.7,697,764.9,834.9,904.8,892.1
2270,65.1,72.7,144.7,241.9,415.8,549.6,672,847.1,860.6
2280,65.3,105.3,202.4,277.5,382.4,476.3,558.5,742.6,781.5
2290,65.2,152.6,259.7,351.7,591.7,646.7,713,911.4,914
2300,65.2,162.7,299.5,391.9,577.4,676.7,747,891.8,896
2310,64.8,268,424.9,554.5,751.5,821.4,880.9,943.3,950
2320,65,124.7,288.1,431.8,690,761.2,803.5,853.4,877.6
2330,65,196.9,323.9,462.7,614.1,679.5,738.6,819,823.8
2340,65.2,120.2,214,323.6,501.8,595.2,664.9,805.8,803
2350,65.2,137.7,241.1,353.2,534.5,611,652,729.9,755.8
2360,65.4,150.5,255.8,347,519.1,625,712,828.5,845.5
2370,65.4,156.3,194.6,303.4,493.3,579.8,622.5,758.2,779.5
2380,65.7,99.7,165.8,233.4,344.1,456.4,540.7,730.7,751
2390,65.8,138.7,274.8,375.2,662,767.3,811.8,949.4,952.5
2400,65.7,192.5,324.2,437.6,718.8,767.1,777.8,866.1,861.9
2410,65.6,182.7,263.2,373.4,603.3,692,747.6,888.9,878
2420,65,184.3,304.6,442.3,686,747.5,778.8,862.7,878.2
2430,64.2,153.6,282.4,390.9,601.1,646.8,661.1,749.5,765
2440,63.2,377.6,533.5,622.1,820.1,834.2,841.2,824.9,822.3
2450,62.8,497.2,629.5,675,814.5,814.6,821.9,819.7,827.2
2460,63.2,302.2,447.6,583.1,734.2,765.1,786.3,867.8,878.6
2470,63.5,246,388.8,490,691.6,758.4,786.3,838.2,864.8
2480,63.6,172.2,320.5,468,693.6,751.1,777,870.5,868
2490,63.2,291.8,375.8,480.4,666.1,743.7,812.1,837.8,823.4
2500,63.5,221.5,328.8,464.5,724.2,756.3,782.8,877.8,887
2510,62.9,328.5,415.1,506.1,711.2,746.7,773.7,873.9,860.4
2520,63.1,296.3,368.4,484.5,613.1,689.5,741.8,861,846
2530,84.8,236.1,339.2,468.6,702.1,774.4,829.6,909.1,907.8
2540,125.4,258.1,367.7,496.2,745.3,811,840.7,902.3,913.9
2550,121,297.9,424.1,530.8,792.7,809.9,844.9,931.9,940.9
2560,127.5,273.7,426.4,514.2,774.9,808.3,840,955.4,975
2570,105.4,224.8,390.7,505.1,730.3,777.2,802.6,855.6,871.1
2580,126.6,289.1,463.7,604.8,799.2,835.4,887.3,883.9,857.7
2590,135.9,218.3,300.6,418.8,637.7,708.5,741.8,874.2,911.1
2600,87.7,125.8,182,325.8,510.7,641.2,719,873.3,894.5
2610,83.8,146.7,257.5,362.9,536.2,631.1,718.7,867.8,872.2
2620,139.2,224.2,309.7,411.8,542.8,613.2,646.8,759,776.6
2630,171.6,250.9,363.2,474.7,676.9,745,794.3,900.6,929.9
2640,274.1,480.8,598.1,684.3,737.8,776.1,821.7,876.4,887.5
2650,128.1,226.1,347.9,518.6,678.3,762.3,827.9,900.8,943.4
2660,251.7,408.9,552.2,685.4,718.4,739.1,772.4,856.5,863.2
2670,278.5,376.7,495.4,584.8,794.9,839.5,865.8,934.6,970.5
2680,154.5,231.5,392.5,522.1,736.7,771.9,810.8,964.1,1000.5
2690,225,358.5,477.5,585.5,741.6,792.1,828,942.3,978.2
2700,103.3,174.3,299.4,442.8,702.4,756.5,796,893.1,917.7
2710,137.8,238.6,346.9,458.9,601,677.1,733.2,817.9,830.9
2720,293.3,425.5,567.6,639.3,761.1,792.7,826.5,803.4,793.5
2730,414.5,549.5,657.2,740.6,788.9,784.4,777.7,822.7,837.8
2740,312.9,465.8,625.5,704.3,788.5,804.9,850,916.8,923.5
2750,387.4,644,739.4,813.1,828.3,810.4,808,808.7,793.4
2760,323.4,377.2,372.8,363,396.4,380.4,375.2,371.8,363.7
2770,85,92.3,94.9,95.9,99.7,103.5,106.8,109.1,109.7
2780,79.8,84.2,87.2,89.6,92.7,96.8,101,103.3,106.6
2790,74.9,78.6,82.2,85,87.8,91.1,96.4,95.6,98.2
2800,67.3,72.1,75.2,78.7,81.8,85,90.5,90,91
2810,65.5,68.4,71.2,73.6,77,80.6,84.6,83.8,82.9
2820,67.2,69.5,72.3,75.9,79.8,83.5,87.5,86.4,87.3
2830,67.1,70,73.1,77.1,79.9,81.2,83.4,83.6,84.6
2840,66,68.7,70.5,72,73.6,74.5,75.2,73.6,71.7
2850,65.6,70.2,71.1,70.1,69.8,68.2,66,68.7,68.5
