Time,T05,T10,T15,T20,T25,T30,T35,T40,T45
470,37.5,43.6,45.3,51.9,58.5,73.7,88.5,100.3,112.4
480,38.1,44.3,46,52.7,59.3,74.6,89.6,102,114.6
490,38.7,44.9,46.7,53.4,60.1,75.5,90.6,102.1,114.6
500,39.2,45.6,47.3,54.1,60.9,76.4,91.3,102.3,116
510,39.8,46.2,48,54.8,61.6,77.3,91.4,98.9,117.6
520,40.3,46.8,48.6,55.5,62.3,78.1,91.8,102.3,124.7
530,40.9,47.5,49.3,56.2,63,79,91.8,102.4,120.7
540,41.5,48.1,50,56.9,63.8,80.1,90.9,97,116.2
550,42.1,48.7,50.6,57.6,64.6,81.1,91,101.3,119.3
560,42.6,49.3,51.2,58.3,65.3,82,90.8,100,120.1
570,43.2,50,51.9,59,66,83,90.1,103.7,120.8
580,43.8,50.6,52.5,59.7,66.8,84.2,89,104.3,127.7
590,44.3,51.2,53.1,60.3,67.4,85.1,88.7,104.4,122.5
600,44.9,51.8,53.8,61,68.1,86.3,88.8,104.7,118.9
610,45.4,52.5,54.4,61.7,68.9,87.3,88.7,105,123.5
620,45.9,53.1,55,62.3,69.6,88.2,89.4,105.2,123.9
630,46.5,53.7,55.6,63,70.3,89.2,93.6,105.7,122.1
640,47.1,54.3,56.3,63.7,71.1,90.6,95,106.4,123.4
650,47.7,55,56.9,64.4,71.8,91.1,94.5,106.4,125.2
660,48.2,55.6,57.6,65.1,72.6,91.7,91.3,106.9,122.9
670,48.8,56.2,58.2,65.7,73.3,91.9,96.1,104.4,120.5
680,49.3,56.8,58.8,66.4,74.1,92.2,97.2,106.3,123.4
690,49.9,57.4,59.4,67.1,74.8,92.5,96.2,105.7,125.6
700,50.4,58,60,67.7,75.5,92.3,94.9,106.9,125.8
710,51,58.6,60.6,68.4,76.2,92.5,100,108.4,126.6
720,51.5,59.2,61.2,69.1,77,90.8,96.2,108.3,126.4
730,52,59.7,61.8,69.7,77.7,88.3,94.4,100.5,119.9
740,52.6,60.3,62.4,70.3,78.5,88.1,96.2,101.2,127.3
750,53.1,60.9,63,70.9,79.3,87.7,97.3,103.5,135.2
760,53.6,61.5,63.6,71.5,80,87.6,98.4,103.4,134.9
770,54.2,62,64.1,72.1,81.2,87.3,98.5,106.6,136.3
780,54.6,62.6,64.7,72.7,81.7,90.9,101.6,112.2,140.2
790,55.2,63.2,65.3,73.4,82.7,92.8,100.4,110.7,136.5
800,55.8,63.8,65.9,74.1,83.6,92.8,101,111.3,139.3
810,56.3,64.3,66.4,74.8,84.3,95.4,101.5,113,141.4
820,56.8,64.9,67,75.5,85,96.5,101.4,110.6,141
830,57.3,65.5,67.6,76.3,86.2,96.5,101.4,109.7,138.3
840,57.8,66,68.2,76.9,88.4,96.1,101.6,109,139.6
850,58.3,66.6,68.7,77.5,88.6,96.8,101.4,108.3,136.2
860,58.8,67.1,69.3,78.2,89.7,97.4,101.9,110.2,136.9
870,59.3,67.7,69.8,78.8,89.7,96.9,101,109,145.4
880,59.8,68.2,70.4,79.5,89.7,97.9,101,110.3,139.4
890,60.3,68.7,70.9,80,90.1,98.2,99.1,108.2,137.7
900,60.8,69.3,71.5,80.6,90.1,97.2,101.1,109.4,135.7
910,61.3,69.8,72.1,81.2,90.3,97.4,101.5,109.3,135.8
920,61.8,70.3,72.6,82,90.8,97.4,100.2,106.6,134.4
930,62.3,70.9,73.1,82.5,90.8,99.8,102.8,109.6,140.9
940,62.8,71.4,73.6,83.1,90.6,99.9,99.4,111.8,139.5
950,63.3,71.9,74.2,83.9,91.1,100.2,102.7,111.3,136.8
960,63.7,72.4,74.7,84.5,91.3,98.8,102.6,112.4,136.2
970,64.2,73,75.3,85.2,91.4,100.8,103.8,113.2,136.9
980,64.7,73.4,75.7,86,90.9,101.4,103.8,112.4,142
990,65.1,73.9,76.3,86.4,90.2,102.2,105.9,114.3,145.4
1000,65.6,74.4,76.7,87.1,89.3,99.4,104.2,112.5,134.5
1010,66.2,75,77.4,87.9,88.6,101.3,107.2,114.7,141.5
1020,66.6,75.6,77.9,88.6,88.3,102.2,105.4,112.3,150.2
1030,67.1,76.1,78.5,89.1,88.3,101.5,105.1,111.8,147.8
1040,67.6,76.6,79.1,89.5,88.3,101.7,106.5,112.9,143.5
1050,68.1,77.2,79.6,90,88.4,102,104.8,112.9,146.6
1060,68.5,77.7,80.2,90.2,90.5,102.9,105,112.6,143.5
1070,69,78.2,80.7,90.5,91.7,104.7,106.3,115.1,151
1080,69.4,78.7,81.4,90.8,92.6,102.6,106,112,147.2
1090,76.9,84.7,85.2,95,97.4,109.8,114.6,124.7,165.4
1100,91.1,96.5,91.2,103.7,109.7,121.5,130.1,144.5,179.4
1110,91.1,96.3,94.9,104.4,110.3,123,131.8,146.9,200.2
1120,91.1,97.5,96,105,110.9,124,133.4,149.9,220.1
1130,91.2,97,95,105,111.1,124,133.6,148.7,197.3
1140,91.3,95.6,93.3,104.2,111.3,124.7,134.5,149.2,188.2
1150,91.3,97.7,92.4,105.2,112.2,125.8,135.6,150.1,193.8
1160,91.2,97.5,94.3,105.7,113.4,127.6,137.6,152.9,207
1170,91.4,97.2,96.1,106.3,113.5,127.4,137.5,153.2,209.6
1180,91.7,97.8,97.3,106.1,113.3,127.1,136.8,151.2,187.8
1190,91.7,98.3,98,106.7,113.3,127,136.6,150.2,186.1
1200,91.6,97.6,100.2,107,113.1,126.5,136.2,149.6,183.2
1210,90.7,99.8,101.8,107.7,113.5,127.1,136.9,150,180.2
1220,90,101,103.1,108.9,114.4,128.6,138.2,150.9,183.6
1230,89.4,101.5,103.3,109,114.8,129.2,138.8,152,195.9
1240,89.1,101.5,103.4,108.9,114.4,128.6,138.4,151.3,192.1
1250,89,101.1,103.4,109.1,114.6,129,138.4,152.6,210.9
1260,88.9,100.8,102.6,108.2,114.2,127.6,136.8,150.3,193.6
1270,88.9,102.2,104.4,110.4,116.4,130.1,139.7,152.6,194.3
1280,88.9,101.7,104,110.1,116.3,130,139.9,154.1,216.8
1290,88.8,102.2,104.5,110.4,117.2,130.7,140.6,155.1,206.4
1300,88.8,102.5,104.5,110.7,117.8,131.5,141.7,158.1,246.5
1310,88.7,102.5,104.7,110.8,117.5,130.6,140.8,156.4,213.9
1320,88.7,102.4,104.7,110.9,117.3,129.6,139.5,154.4,199.4
1330,89.8,103,105.4,112.7,118.2,129.8,140.1,155.6,205.3
1340,95.3,102.8,105.2,113.3,117.5,128,140.3,159.9,271.3
1350,96.4,103.2,105.5,113.2,116.7,126.9,138.9,157.8,231
1360,96,102.3,104.5,111.8,114.9,125.6,137.4,153.3,198.5
1370,96.9,102.9,105.2,113,116.2,125.9,138.2,154.1,194.7
1380,97.7,103.7,106.3,114.5,119.6,127.2,139.5,154.9,200.2
1390,97.8,103.6,106.3,114.8,120.7,128.9,140,154.7,196.5
1400,97.5,103.4,106,114.6,120.8,128.9,140,154.7,202.9
1410,97.2,103.4,106.2,114.5,120.8,130.1,141,156.1,209.9
1420,98,104.5,107.3,116.2,122.3,131.1,142.8,158.7,220.8
1430,98.2,104.6,107.3,115.5,122,130.8,142.4,158.2,215.4
1440,97.8,104.1,107,116.2,121.7,131.1,143.2,161.5,255.7
1450,98.5,104.9,107.7,117.3,123.1,132.8,145.2,164.2,257.3
1460,99.1,105.1,107.9,117.5,123.5,132.3,144.8,161.8,237.4
1470,99,105.3,108.1,117.8,123.9,133.6,145.7,163.4,245.8
1480,98.8,105,107.8,117.8,123.9,133.4,145.3,163.4,251
1490,99.6,105.8,109,119.3,125.2,135.2,147.5,168,282.9
1500,100,106.1,109.8,120.4,125,136,149.2,174.4,339.5
1510,100.5,106.6,110.4,120.8,126.1,136.8,150.1,175.1,332.8
1520,100.8,107.1,110.5,120.7,127,137.3,149.9,171.2,281.9
1530,101.8,107.9,111.4,121.2,126.8,136.5,149,168.5,262.8
1540,102.9,109.3,113.3,123,127.6,138.7,151.7,173,281.2
1550,107.3,117.1,120.1,131.4,139.3,171.8,225.1,450.6,756.6
1560,122,136.8,143.3,192.1,251,479.3,620.3,780.4,870.7
1570,148.7,222.9,257.9,382.5,484.5,701.7,731.9,802.9,898.1
1580,215.6,310.2,315.2,347.4,369.5,385.6,389.8,401.5,409
1590,97.7,102.6,102.2,102.8,103.1,102.5,103.6,104,101.8
1600,93.6,95.1,95.4,95.7,96.5,98.3,100.9,104.5,107.1
1610,90.4,93.8,94,94.9,95.4,97,99.4,103,105.3
1620,82.5,85.1,85.4,86.1,87.1,89.3,91.3,93.7,93.8
1630,81.2,83.9,84.1,85.3,86.3,88.6,90,90.6,87.9
1640,85.1,86.5,87,88.3,89.3,89.6,89,88.4,84.5
1650,75.8,78.5,78.4,79.2,79.3,79.4,79,77.9,73.5
1660,82,82.7,83.2,84.3,85,85.4,84.8,84.1,82.5
1670,82.2,83.5,83.9,84.8,85.4,86.5,87,87.2,86.1
1680,84.8,85.8,86,86.2,86.9,88.6,90,92,92
1690,82.2,84,84.1,84.5,85,86.4,87.7,89.1,88.6
1700,80.4,81.4,81.5,82.2,82.9,84.4,85.3,85.3,82.8
1710,77.3,78.3,78.3,78.7,79.3,80.6,81.5,81.7,80
1720,74.2,77,77,77.4,77.9,78.6,77.5,74,70.1
1730,71.4,73.7,73.7,74.5,75.1,76.4,77.1,77.5,77.5
1740,69.7,70.5,70.5,71.2,71.6,73.2,74.3,74.8,73
1750,68.6,69.5,69.6,70.4,71.4,73,73.9,74.7,72.7
1760,69.3,70,70.3,71.2,72.1,73.6,74.6,75.8,75.9
1770,65.6,67.1,67.1,68,68.8,70.3,71.2,71.5,70.3
1780,64.5,64.9,65.1,66,66.7,68.3,69.2,70,69.2
1790,65.6,66,65.9,66.7,67.4,68.9,69.9,70.3,68.3
1800,61.5,63.8,63.7,64.4,64.7,65.3,65.4,64.8,62.2
