Time,T05,T10,T15,T20,T25,T30,T35,T40,T45
280,18,18.3,19.1,20.9,24.7,31.6,44.1,57.9,249.8
290,18,18.4,19.2,21.2,25.4,32.3,44.9,58.3,250.7
300,18.1,18.5,19.4,21.6,26,32.9,46.3,59.1,270.1
310,18.2,18.6,19.7,22,26.6,33.8,46.9,59.5,241.6
320,18.2,18.9,20,22.4,27,34.4,47.6,60.4,264.8
330,18.3,19.1,20.2,22.7,27.4,35.2,48.8,59.9,276.7
340,18.5,19.2,20.5,23,27.9,35.7,50.7,60.1,262.4
350,18.6,19.5,20.8,23.5,28.6,36.4,51.7,60.1,271.5
360,18.7,19.7,21,23.9,29,36.9,52.6,61.3,330.8
370,18.8,19.8,21.2,24.2,29.5,37.8,53.8,61.7,282.9
380,18.9,20.1,21.4,24.6,30,38.5,54.1,61.6,341.9
390,19,20.2,21.7,24.9,30.5,39.2,54.4,61.3,355.5
400,19.1,20.3,21.9,25.2,31,39.9,54.6,61.3,295.3
410,19.3,20.5,22.1,25.6,31.4,40.4,55.2,60.3,309.6
420,19.4,20.7,22.4,26,31.9,41,55.6,60.4,336.2
430,19.5,20.9,22.7,26.3,32.4,41.7,56.7,60.3,331.2
440,19.7,21,23,26.7,32.9,42.7,56.4,60,353.9
450,19.8,21.2,23.2,26.9,33.5,43.4,57.4,59.8,393
460,19.9,21.5,23.5,27.3,34.3,44.3,57,60.4,305
470,20,21.6,23.7,27.6,34.9,44.9,57.9,59.6,345.3
480,20.2,21.8,23.9,28.2,35.3,45.4,58,59.6,400
490,20.3,22.1,24.2,28.6,35.7,46,58.1,60.1,334.5
500,20.5,22.3,24.5,29,36.3,47.1,58.6,60.2,363.3
510,20.6,22.5,24.7,29.4,36.7,48,58.6,60.3,351.8
520,20.8,22.6,25,29.6,37.2,49.3,58.7,60,377.2
530,20.9,22.8,25.3,30.1,37.8,49.7,58.8,59.7,404.8
540,21.1,23,25.6,30.5,38.2,50,58.8,59.8,363
550,21.3,23.2,25.9,30.8,39,51.2,59,59.9,393.8
560,21.4,23.4,26.2,31.2,39.5,52.2,59.4,83.1,331.2
570,21.7,23.7,26.4,31.7,39.9,53.4,58.9,200.5,395.2
580,21.8,23.9,26.7,32,40.6,53.2,58.8,196.3,382
590,22,24.2,27.1,32.6,41.1,53.4,59.3,215.2,409.4
600,22.1,24.4,27.4,33,41.5,54.4,59.8,291,557.8
610,22.3,24.7,27.7,33.5,42.1,54.4,59.9,257.7,450.5
620,22.5,25,28.2,33.9,42.3,54.7,59.9,267.7,503.4
630,22.7,25.3,28.5,34.1,43,55.4,60.1,306.4,506.8
640,22.9,25.5,28.8,34.5,43.6,56.5,59.9,331.6,533.5
650,23.1,25.9,29.1,35,43.9,57.4,60.1,290.1,500.7
660,23.4,26.2,29.5,35.3,44.7,57.3,60.7,348.8,533
670,23.6,26.4,29.7,35.8,45.4,57.1,60.8,327.1,541.8
680,23.9,26.7,30,36.3,46.2,57.4,60.7,351.5,585.5
690,24.1,26.8,30.5,36.8,46.5,57.8,61.2,352.9,544.6
700,24.3,27.2,31,37.1,47.3,57.5,61.7,355.4,553.8
710,24.6,27.5,31.1,37.7,48,58,62.2,403.2,560.1
720,24.8,27.8,31.5,38,48.4,58.8,62.1,471.5,707
730,25,28,31.9,38.6,49,58.8,62.5,428.3,630.8
740,25.3,28.3,32.3,39.1,49.3,59,62.3,423.5,610.7
750,25.5,28.6,32.5,39.4,50.5,59.3,61.3,455.5,649.9
760,25.7,28.8,33,39.8,50.9,59.4,60,546,689.5
770,26,29.2,33.5,40.3,51.5,59.5,59.8,544.8,640.4
780,26.2,29.5,33.7,40.7,51.7,59.7,60.5,498.6,660.5
790,26.5,29.8,33.9,41.2,52.5,59.3,61.4,323.4,519.9
800,26.7,30.1,34.5,41.8,52.9,59.8,60.7,468.3,651
810,27.1,30.4,34.7,42,53.8,60.1,60.8,380.5,534.8
820,27.4,30.8,35.1,42.7,53.7,60.5,60.7,463.9,594.2
830,27.6,31.1,35.5,42.9,54.6,60.3,61.1,365,486.3
840,27.7,31.3,35.8,43.6,55.1,60.6,59.9,521.4,652.8
850,28,31.5,36.4,43.9,55.6,60.6,60.3,507.9,644.5
860,28.3,31.8,36.6,44.4,56.1,60.6,89.9,408.9,572.8
870,28.6,32.3,37.1,44.5,55.8,60.6,171.4,468.1,582.3
880,28.9,32.5,37.2,45,56.9,61,277.6,822.2,786.6
890,29.1,32.8,37.8,45.6,57.4,61.4,267.4,648.7,648.9
900,29.4,33,37.9,46.2,58.1,61.3,265.5,639.2,653
910,29.8,33.5,38.4,46.3,57.8,61.4,273.6,565.7,625.4
920,30,33.8,38.7,46.9,58.7,61.7,265.7,650.2,750.5
930,30.3,34.1,39.1,47.9,58.5,61.9,260.7,639.3,721.9
940,30.6,34.4,39.4,47.8,59.7,62.2,267.6,577.5,640.6
950,30.8,34.8,40,48.8,59.2,62.3,226.1,481.2,625.5
960,31.1,35.1,40.4,48.8,59.7,62.6,233.5,482.5,603.9
970,31.4,35.4,40.9,49.1,60.3,62.7,314.7,647.3,732.2
980,31.8,35.8,41.1,50,60.1,62.7,306,614.6,715.8
990,32.1,36.2,41.6,50,60.5,63,352.2,637.3,715.8
1000,32.5,36.5,41.9,51,60.2,63.4,280.6,488.6,570
1010,32.5,36.8,42.5,51.4,60.4,63.1,221.5,459.1,625.5
1020,32.9,37.2,42.6,52.2,60.4,62.1,241,451.2,539.1
1030,33.2,37.3,42.8,52.8,60.3,61.6,285.5,493.2,576.6
1040,33.6,37.8,43.1,53.2,60.2,61.6,307.7,571.7,689.3
1050,33.9,38.1,43.5,53.8,60.7,60.9,357.6,600.6,644.5
1060,34.1,38.2,43.9,54.6,60.6,60.3,382.9,630.5,686.2
1070,34.3,38.6,44.9,54,61.7,61,407.8,606.5,652.1
1080,34.6,39,44.8,55.1,61,61.7,298.8,497,602.4
1090,34.8,39.4,45.6,55.4,61.6,61.3,364.4,533.9,603.2
1100,35.3,39.8,46,55.8,61.7,61.2,328,566.2,652.1
1110,35.4,40.1,46.5,56.2,61.3,90.7,356.9,567,639
1120,35.9,40.5,46.8,57.1,62,209,453.2,617.5,654.8
1130,36.3,41.1,47.3,57.8,62.2,179.6,358.2,515.3,614.6
1140,36.4,41.2,47.8,57.7,62,257.4,524.2,743.5,797.6
1150,36.8,41.6,47.9,58.2,62.1,214,445.3,666,703.8
1160,37.1,41.9,48.5,58.5,62,177.2,388.6,605.7,689.3
1170,37.4,42.2,48.4,58.6,62.4,219.8,404.3,578.4,667.8
1180,37.6,42.7,49.4,58.6,62.5,274,468.5,582.8,661.5
1190,38,43.3,50,59.2,62.8,316.6,527.6,617.2,698
1200,38.2,43.2,50.3,59.9,63.3,224.3,417.7,593.9,675.7
1210,38.6,44,50.8,60.4,63,327.3,528.7,711.1,759.4
1220,39.1,44.2,51.1,60.7,63.1,360,556.8,685.6,710.4
1230,39.3,44.5,52,60.4,63.5,333.7,480.6,624.7,704.3
1240,39.6,44.9,52.2,60.9,63.7,398.9,582.9,677.1,685.2
1250,40,45.6,52.9,60.6,63.6,402.6,592,700.9,749.3
1260,40.4,45.8,52.6,61.5,63.1,441.5,655.8,755,747
1270,40.6,46.2,53.6,61.6,62.2,347.9,517.1,644.5,693.3
1280,41.1,46.5,54.5,61.4,62.2,340.9,451.3,569.7,659
1290,41.3,47.1,54.1,62.2,60.6,492.8,682.3,705.2,750.6
1300,41.7,47.4,55.1,61.5,61.6,359.4,504.1,671.6,736.8
1310,42.3,47.5,55.7,61.1,61.8,320.7,479.6,658.3,697
1320,42.3,47.6,55.3,62,59.4,690.2,776.6,745,744.6
1330,42.4,48,56.4,61.7,60.8,408.5,573.7,717.8,755.5
1340,42.8,48.3,57,61.9,60.4,509.8,582.3,650.1,704.5
1350,42.8,48.5,57.7,62.1,60.9,380.7,562.1,671.3,712.2
1360,43.1,49.1,57.5,62.1,90.4,413.9,522.7,619.1,681.1
1370,43.2,49.7,57.5,62.5,176.8,395.9,495.8,638.6,691.3
1380,43.7,49.8,57.9,62.9,158.3,362.8,455.8,598.1,701.9
1390,44.1,50.3,58.4,63,193.4,478.1,559.6,662.2,707.6
1400,44.5,50.8,58.4,63.2,181.7,376.6,490.2,665.9,725.8
1410,44.8,51.1,59.4,63.1,290,495.4,558.3,683.6,737.3
1420,45.1,51.9,59.2,63.5,215.8,437.8,506.4,656.3,739.2
1430,45.5,52.2,59.8,63.4,198.1,414,514.9,656.3,727
1440,46.1,52.7,60.5,63.8,215.4,459.5,555,690.2,764.7
1450,46.5,53,60.7,63.6,211.3,362.2,461.1,580.5,645
1460,46.6,53.4,60.3,64.2,225.1,376,468.4,594.5,664.3
1470,47.1,54.1,60.6,64.8,222.2,385,468.9,624.8,687.8
1480,47.4,54.1,61,64.5,277.6,454.4,519.4,666.3,740.5
1490,47.8,54.6,61.3,65.2,279.8,487.9,544.8,625.5,698.9
1500,48.4,54.7,61.9,65.5,242.9,431.8,522.5,648.6,711.5
1510,48.5,55.2,62.1,65.6,224.7,363.4,456.1,606.4,668.7
1520,48.9,56,61.5,65.6,201.7,335.1,440.9,599,671.9
1530,49.2,56.3,62.2,64.2,204,321.5,425.3,593.3,659.7
1540,49.7,56.6,62.2,62.7,295.5,408.5,521.2,682.3,756.2
1550,50.3,57,62.2,62.4,340.4,456.2,515.7,625.7,694.7
1560,50.6,57.1,62.1,62.3,268.3,412.3,488.5,620.2,696.4
1570,50.7,57.6,62.3,62.4,232.1,374.3,450.8,586.5,659.1
1580,51.3,58.1,62.4,62,395.9,524.9,622,704.2,748.6
1590,51.6,58.6,62.6,62,369.3,502.4,584,693.8,733.1
1600,51.9,59.1,62.7,61.9,375.8,515.8,591.8,716.1,731.7
1610,52.7,59.6,62.6,67.6,585.6,630.4,660,753.1,777.6
1620,53,59.6,62.6,167.2,445,571.3,614.6,703.1,738.7
1630,53,60.1,63.2,183.3,436.9,563.6,642.2,740.3,792.4
1640,53.8,60,63.4,201.7,480.1,599.3,676.3,752.6,760.6
1650,54.1,60.1,64.2,155.3,360.5,479.1,577.2,694.3,723.9
1660,54.5,61.3,63.7,342.2,743.6,687.4,670.4,726.6,759.6
1670,54.6,61.2,63.7,251.9,539.5,609,624.2,720.9,754.9
1680,55.4,61.2,63.5,202.4,451.8,584.7,629,721,773.9
1690,55.8,61.8,63.9,320.1,598.7,690,698.2,774.9,798.1
1700,55.9,62.1,63.8,363.6,597.8,657.3,697.8,801.8,855.1
1710,56.1,62.3,63.8,355.7,579.8,702.8,715.9,777.4,824.2
1720,56.4,62.3,63.5,437.7,726.3,781,757.6,807.7,851.9
1730,56.3,62.5,64.3,477.2,699.5,696.7,694.6,770.3,827.3
1740,57.1,62.1,63.9,417.5,645.9,681.6,729.4,832.7,865.8
1750,57.5,62.3,64.2,424.7,656.7,725.6,741.9,810.7,849.6
1760,58,63.1,64.9,459.6,617.3,651.9,690.2,820.4,863.2
1770,58.2,63.3,65.5,290.9,486.4,606,653.6,764.2,789.3
1780,58.6,63.5,65.3,387.1,551.4,616.6,651.2,729.6,770
1790,59,63.5,63.5,431.6,619.5,683.1,712.5,818.8,864.4
1800,59.4,63.7,62.6,418.5,625.2,684.7,757.3,841.5,869
1810,60,63.7,61.8,461,605,680.7,718.7,828.2,821.5
1820,60.2,63.3,61.2,587.8,625.2,676.7,674.8,759.7,796.1
1830,60.7,63.9,61.8,424.6,597.5,681.6,721.4,785.2,794
1840,60.7,64.1,61.8,458.3,600.4,653.7,676,786.6,822.5
1850,60.9,63.9,62.3,370.3,563.1,647.5,658.9,762.4,824.5
1860,61.4,64.2,71.2,573.8,653.9,718.5,714.9,810.4,870
1870,61.5,63.9,136.1,361.7,493.5,626.3,647.5,747.2,793
1880,61.5,63.7,219,574.8,649.4,693.8,712.6,777.5,828
1890,62.4,64.3,212.1,502.9,630.8,710.5,714.1,800.1,820.3
1900,62.4,64.4,232.7,467.6,575.2,639.3,679.1,764.9,795.3
1910,62.4,64.2,223.5,461.9,592.7,685.1,726.5,822.8,858
1920,62.9,64.3,304.7,554.2,643,690.2,735.2,832.9,872.7
1930,62.7,64.4,291.9,509.9,608.6,701.1,721.3,807.4,842.8
1940,62.9,64.7,310.4,584.9,669,786.7,782.7,872.8,909.6
1950,63.2,65.2,245.2,496.1,635.4,731.9,727.3,800.2,837.3
1960,63.3,65.8,278.5,441.8,553.5,673,694,794.2,854
1970,64,65.1,358.2,511.1,622.7,742.3,739,807.8,849.1
1980,64.4,65.4,313.5,497,619,645.2,694.9,795.3,831.4
1990,63.9,65.4,397.6,534.3,640.8,716.8,709.6,781.3,824.4
2000,64.4,65.8,351.3,485.8,597.6,674.4,711.2,815.4,827.9
2010,64.4,66.1,247.6,417.1,541.4,661,701.8,789.7,827.2
2020,64.4,65.5,207.7,364.4,566.7,665.8,706,781.2,813.9
2030,64.9,63.7,338.8,469.7,563.7,635.7,666.2,760.3,791.3
2040,64.5,63.5,238.2,402.7,583.5,727.4,738.3,793.5,808.9
2050,64.9,63.1,299.1,432.2,556,643.5,675.7,759.8,795
2060,64.9,63,357.1,523.4,662.6,740.7,767.1,813.3,826
2070,65.1,62.9,365.5,519.1,610.4,709.9,691,763.4,803.1
2080,64.2,61,596.2,617.9,662.7,738.5,735.8,795.5,817.6
2090,63.9,61.5,459.1,589.2,673.8,757,781.8,855.4,845.1
2100,64.2,153.5,399.3,501.7,628.1,662.3,678.5,773.8,800.6
2110,64.6,194.7,434.5,543.7,698.3,687.7,748.7,846.2,870.2
2120,64.6,119.3,264.8,425.1,569.3,675.8,695.7,795.8,843.8
2130,65.1,180.3,376.9,496.2,615.5,678.6,717.4,811.5,837.4
2140,64.5,216.5,420.2,542.4,623.7,697.6,735.9,825.9,852.4
2150,64.8,228.2,399.6,521.7,607.1,670.6,709.8,821.7,843.7
2160,64.8,228.9,406,550.2,661.9,680.9,722.6,835.7,869.5
2170,65.2,263.5,387.7,483.6,634.1,694.3,729.2,812.6,847.3
2180,65.5,297.5,434.6,546.9,655.5,715.3,698.7,812.7,848
2190,65.4,273.1,436.5,576.3,684.2,715,738.6,826.2,861.7
2200,64.8,271.6,395.7,537.4,620.1,664.7,682.5,783.8,817.3
2210,65,285.8,475.8,617.3,690.2,752.3,754.6,783.8,797.5
2220,64.9,429.9,553.8,621.6,675.9,741.9,757.7,816.4,843.1
2230,65.9,265.7,396.2,507.9,655,699.1,722.4,827.5,874.7
2240,66.2,280.7,395.8,532.3,625.8,698,708.8,806,850.8
2250,65.8,418.1,468.7,557.1,635.9,696.7,719.9,796.6,815.4
2260,65.9,353.8,419.5,542.5,669.3,706.4,718.8,781.8,799.8
2270,65.3,330.7,470.4,569.3,660.7,713.1,730.6,819.4,835.6
2280,64.2,279.6,359.5,458.9,587.9,651.1,690.5,780.8,816.9
2290,63.4,528,565.7,614.9,706.3,768.6,764.8,832.3,866.8
2300,63.2,331.4,475.2,584.2,680.7,747.6,769.9,850.1,867.3
2310,63,474.6,502.1,609.5,703.3,739.1,761.5,835.6,869.2
2320,63.4,355,450.9,519,646.4,671.7,697.5,768.2,778.5
2330,63.8,370.4,518.9,623.2,721.5,743.5,762.9,842.4,868.9
2340,63,420.5,562.5,645.7,764.5,809.6,813.3,837.5,868
2350,63.2,444.8,549.4,606.8,710.2,737.3,784.1,832,855.2
2360,63.9,494.6,583.2,656,702.1,764.8,777.7,854.2,881.7
2370,64.2,341.9,495.7,615.6,704.9,758.4,762.1,804.7,828.6
2380,64,403.6,527.9,670.8,749.5,845,831.6,886.3,894.1
2390,65,348.5,493.6,616.8,682.8,740.9,757.3,811.4,799.9
2400,65,369.6,487.3,615.4,741,783.3,815.9,874.1,871.4
2410,65.2,328.3,479.6,616.4,726.7,798.4,813.7,888.4,873.3
2420,65.6,401.3,466.7,583.4,644.9,741.3,748.2,840.8,840.5
2430,66.1,476.4,558.3,644.1,737.7,811.3,810.3,859,846.6
2440,68,579.1,686.5,792.7,788.8,879.9,846.8,867.1,861.9
2450,73.2,675.8,740.7,769.5,820.2,854.7,818.1,865,861.5
2460,459.8,576.5,528.2,539.1,538.9,555.9,515.6,551.2,568.6
2470,65.3,67.6,65.4,70.1,73.2,74.2,76.4,77.7,84.4
2480,57,57.6,59.4,61.4,63.7,64.8,66.1,66.6,72.1
2490,57.6,59.5,62.4,65.1,66,66.3,66.9,66.4,69.5
2500,47.8,49.7,51.2,52.6,54.1,54.1,54.6,54.1,57.6
2510,50.3,49.1,50.4,52.2,53.6,54.1,55.6,57,62
2520,49.5,49.9,51.1,52.8,54,54.1,54.5,54.9,58.3
2530,45.9,47.6,49.7,51.3,53.3,54.4,55.5,55.1,57.4
2540,49.8,48,48.7,50.2,51.6,51.7,52.4,52.5,54.2
2550,46,45.2,44.8,44.6,45.1,45.6,46.5,47.6,51.1
2560,41.8,41.6,42.4,42.4,42.3,42.2,42.3,42.4,45.5
2570,45.7,46.4,47.5,48.4,48.9,48.9,48.9,48.9,51.2
2580,49.7,49.3,50,49.8,49.4,48.8,48.9,48.4,50.1
2590,42.2,42.2,42.9,42.6,42.4,42.1,41.6,41.5,43.5
2600,42.9,43.1,43.8,43.9,44.2,43.6,43.2,43,45.2
2610,43.2,41.6,41.9,42.1,42.4,42.4,42.7,42.8,45.2
2620,44.9,43.5,44.6,44.9,45.1,45.1,45.5,45.4,47.2
