Original File,Converted File,Label Row,Data Row,Column,Conversion Factor,Conversion Addend,Units
VOLUME3/TH109/FT109.XLS,RESULTS/FT109.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME3/TH110/FT110.XLS,RESULTS/FT110.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME3/TH111/FT111.XLS,RESULTS/FT111.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME3/TH112A/FT112A.XLS,RESULTS/FT112A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME3/TH113A/FT113A.XLS,RESULTS/FT113A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME3/TH115A/FT115A.XLS,RESULTS/FT115A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME3/TH126B/FT126B.XLS,RESULTS/FT126B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME3/TH126BR/FT126BR1.XLS,RESULTS/FT126BR1.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME3/TH128B/FT128B.XLS,RESULTS/FT128B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH202/FT202.XLS,RESULTS/FT202.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH203/FT203.XLS,RESULTS/FT203.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH205/FT205.XLS,RESULTS/FT205.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH207A/FT207A.XLS,RESULTS/FT207A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH208A/FT208A.XLS,RESULTS/FT208A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH210/FT210.XLS,RESULTS/FT210.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH212/FT212.XLS,RESULTS/FT212.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH214A/FT214A.XLS,RESULTS/FT214A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH215A/FT215A.XLS,RESULTS/FT215A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH216A/FT216A.XLS,RESULTS/FT216A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH217A/FT217A.XLS,RESULTS/FT217A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH218B/FT218B.XLS,RESULTS/FT218B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH223/FT223.XLS,RESULTS/FT223.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH226/FT226.XLS,RESULTS/FT226.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH227A/FT227A.XLS,RESULTS/FT227A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH244B/FT244B.XLS,RESULTS/FT244B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH247B/FT247B.XLS,RESULTS/FT247B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH248B/FT248B.XLS,RESULTS/FT248B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH249B/FT249B.XLS,RESULTS/FT249B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME4/TH252B/FT252B.XLS,RESULTS/FT252B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME5/TH229/FT229.XLS,RESULTS/FT229.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME5/TH230/FT230.XLS,RESULTS/FT230.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME5/TH231/FT231.XLS,RESULTS/FT231.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME5/TH233/FT233.XLS,RESULTS/FT233.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME5/TH235/FT235.XLS,RESULTS/FT235.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME5/TH236/FT236.XLS,RESULTS/FT236.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME5/TH238A/FT238A.XLS,RESULTS/FT238A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME5/TH239/FT239.XLS,RESULTS/FT239.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME5/TH245B/FT245B.XLS,RESULTS/FT245B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME5/TH246B/FT246B.XLS,RESULTS/FT246B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME5/TH250B/FT250B.XLS,RESULTS/FT250B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME5/TH251B/FT251B.XLS,RESULTS/FT251B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME6/TH301A/FT301A.XLS,RESULTS/FT301A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME6/TH302A/FT302A.XLS,RESULTS/FT302A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME6/TH303A/FT303A.XLS,RESULTS/FT303A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME6/TH305A/FT305A.XLS,RESULTS/FT305A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME6/TH306A/FT306A.XLS,RESULTS/FT306A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME6/TH309A/FT309A.XLS,RESULTS/FT309A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME6/TH312A/FT312A.XLS,RESULTS/FT312A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME6/TH313A/FT313A.XLS,RESULTS/FT313A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME6/TH338B/FT338B.XLS,RESULTS/FT338B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME6/TH339B/FT339B.XLS,RESULTS/FT339B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME6/TH340B/FT340B.XLS,RESULTS/FT340B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME6/TH341B/FT341B.XLS,RESULTS/FT341B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME6/TH342B/FT342B.XLS,RESULTS/FT342B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME6/TH343B/FT343B.XLS,RESULTS/FT343B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME6/TH344B/FT344B.XLS,RESULTS/FT344B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME6/TH345B/FT345B.XLS,RESULTS/FT345B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME6/TH346B/FT346B.XLS,RESULTS/FT346B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME7/TH401A/FT401A.XLS,RESULTS/FT401A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME7/TH403A/FT403A.XLS,RESULTS/FT403A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME7/TH404A/FT404A.XLS,RESULTS/FT404A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME7/TH407B/FT407B.XLS,RESULTS/FT407B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME7/TH408B/FT408B.XLS,RESULTS/FT408B.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME8/TH314/FT314.XLS,RESULTS/FT314.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME8/TH315A/FT315A.XLS,RESULTS/FT315A.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME8/TH316/FT316.XLS,RESULTS/FT316.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME8/TH317A/FT317A.XLS,RESULTS/FT317A.csv,5,7,3,5.56E-01,-17.7777777,C
