vw/u2*,"z,total flux"
-0.09145394,596.9191271
-0.091009989,600.7702182
-0.090566038,602.6957638
-0.090122087,605.5840822
-0.089678135,607.5096277
-0.089234184,612.3234917
-0.088790233,615.21181
-0.088346282,618.1001284
-0.087902331,620.0256739
-0.08745838,621.9512195
-0.087014428,625.4172015
-0.086570477,629.6534018
-0.086126526,632.5417202
-0.085682575,634.4672657
-0.085238624,637.3555841
-0.084794673,639.762516
-0.084350721,644.0949936
-0.08390677,646.9833119
-0.083462819,648.9088575
-0.083018868,650.8344031
-0.082574917,653.7227214
-0.082130966,658.5365854
-0.081687014,661.4249037
-0.081243063,665.2759949
-0.080799112,668.1643132
-0.080355161,672.9781772
-0.07991121,676.8292683
-0.079467259,680.6803594
-0.079023307,683.5686778
-0.078579356,688.3825417
-0.078135405,691.2708601
-0.077691454,695.1219512
-0.077247503,698.9730424
-0.076803552,706.6752246
-0.0763596,710.5263158
-0.075915649,714.3774069
-0.075471698,719.8331194
-0.075027747,725.9306804
-0.074583796,727.8562259
-0.074139845,731.7073171
-0.073695893,740.3722721
-0.073251942,743.2605905
-0.072807991,747.1116816
-0.07236404,753.9886301
-0.071920089,758.6649551
-0.071476138,760.5905006
-0.071032186,764.4415918
-0.070588235,773.8286264
-0.070144284,775.9948652
-0.069700333,779.8459564
-0.069256382,789.232991
-0.068812431,792.3620026
-0.068368479,796.2130937
-0.067924528,804.3966624
-0.067480577,808.7291399
-0.067036626,812.5802311
-0.066592675,817.394095
-0.066148724,824.1335045
-0.065704772,827.9845956
-0.065260821,832.7984596
-0.06481687,837.6123235
-0.064372919,843.3889602
-0.063928968,847.2400513
-0.063485017,852.0539153
-0.063041065,855.9050064
-0.062597114,859.7560976
-0.062153163,864.5699615
-0.061709212,868.4210526
-0.061265261,873.2349166
-0.06082131,877.0860077
-0.060377358,880.9370988
-0.059933407,885.7509628
-0.059489456,891.5275995
-0.059045505,896.3414634
-0.058601554,901.1553273
-0.058157603,907.8947368
-0.057713651,913.6713736
-0.0572697,917.5224647
-0.056825749,924.2618742
-0.056381798,928.1129653
-0.055937847,931.9640565
-0.055493896,936.7779204
-0.055049945,941.5917843
-0.054605993,945.4428755
-0.054162042,949.2939666
-0.053718091,956.0333761
-0.05327414,959.8844673
-0.052830189,966.8378263
-0.052386238,973.3632863
-0.051942286,980.1026958
-0.051498335,989.7304236
-0.051054384,994.5442875
-0.050610433,1000.320924
-0.050166482,1007.060334
-0.049722531,1010.911425
-0.049278579,1015.725289
-0.048834628,1021.501926
-0.048390677,1026.315789
-0.047946726,1033.055199
-0.047502775,1039.794608
-0.047058824,1049.422336
-0.046614872,1059.050064
-0.046170921,1066.752246
-0.04572697,1075.417202
-0.045283019,1083.119384
-0.044839068,1092.747112
-0.044395117,1100.449294
-0.043951165,1105.263158
-0.043507214,1114.890886
-0.043063263,1118.741977
-0.042619312,1127.406932
-0.042175361,1134.146341
-0.04173141,1137.997433
-0.041287458,1147.62516
-0.040843507,1152.439024
-0.040399556,1158.322636
-0.039955605,1167.843389
-0.039511654,1171.69448
-0.039067703,1179.259123
-0.038623751,1185.173299
-0.0381798,1188.302311
-0.037735849,1197.689345
-0.037291898,1200.577664
-0.036847947,1203.465982
-0.036403996,1210.84724
-0.035960044,1216.944801
-0.035516093,1219.833119
-0.035072142,1223.546672
-0.034628191,1231.386393
-0.03418424,1233.311938
-0.033740289,1236.200257
-0.033296337,1241.976893
-0.032852386,1247.75353
-0.032408435,1250.641849
-0.031964484,1253.77086
-0.031520533,1262.195122
-0.031076582,1267.008986
-0.03063263,1268.934531
-0.030188679,1274.986246
-0.029744728,1283.376123
-0.029300777,1286.264442
-0.028856826,1290.390611
-0.028412875,1298.780488
-0.027968923,1299.743261
-0.027524972,1302.824134
-0.027081021,1308.408216
-0.02663707,1312.259307
-0.026193119,1315.147625
-0.025749168,1317.073171
-0.025305216,1320.924262
-0.024861265,1325.738126
-0.024417314,1329.589217
-0.023973363,1332.477535
-0.023529412,1337.826273
-0.023085461,1347.8819
-0.022641509,1350.770218
-0.022197558,1358.151476
-0.021753607,1366.174583
-0.021309656,1368.237667
-0.020865705,1375.802311
-0.020421754,1379.653402
-0.019977802,1381.578947
-0.019533851,1387.355584
-0.0190899,1391.206675
-0.018645949,1394.094994
-0.018201998,1396.020539
-0.017758047,1399.87163
-0.017314095,1404.685494
-0.016870144,1411.424904
-0.016426193,1419.127086
-0.015982242,1430.680359
-0.015538291,1438.382542
-0.01509434,1448.01027
-0.012430633,1465.34018
-0.01154273,1480.744544
-0.009322974,1486.521181
-0.006215316,1490.372272
-0.001775805,1496.148909
