Time,O2Rear,CO2Rear,CORear,THCRear,SootRear,O2Front,CO2Front,COFront,THCFront,SootFront,HFR,HFF,TambCal,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TUFloor,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C,HRRcal,HRRburner,StackMFR,Tstack,O2stack,CO2stack,Costack,THCstack,Msstack,H2ORear,H2OFront
 270.,  1.629E-01,  2.697E-02,  1.092E-04,  4.617E-05,   NaN,  1.681E-01,  2.406E-02,  8.517E-05,  5.500E-05,   NaN,   7.81,   7.97,  25.4,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 168.3, 108.6, 343.0,  28.5,  27.0, 265.3, 267.8, 274.7,   NaN, 231.0,   NaN, 290.1,   NaN,  62.5, 236.8,   NaN, 133.4,  37.1,   NaN,  75.4,  42.3,  38.3,  34.7,  39.8, -2.67,   NaN, -2.96, -1.20, -0.42,  0.64,  0.42,  0.53,  0.73,  47.3,   NaN, 2.273500,  39.6,  2.083E-01,  1.467E-03,  2.667E-06,  2.000E-06,  17.2,  3.094E-02,  2.760E-02
 300.,  1.718E-01,  2.174E-02,  1.083E-04,  4.150E-05,   NaN,  1.755E-01,  1.969E-02,  7.133E-05,  4.567E-05,   NaN,   5.94,   5.93,  25.4,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 149.5,  97.8, 280.5,  29.3,  27.0, 211.7, 225.6, 204.0,   NaN, 200.3,   NaN, 243.4,   NaN,  58.1, 203.7,   NaN, 103.9,  34.6,   NaN,  71.7,  44.4,  36.1,  33.0,  37.4, -2.30,   NaN, -2.40, -1.07, -0.38,  0.63,  0.37,  0.50,  0.69,  32.3,   NaN, 2.319167,  37.7,  2.088E-01,  1.144E-03,  2.000E-06,  2.000E-06,  12.8,  2.496E-02,  2.258E-02
 330.,  1.754E-01,  1.967E-02,  1.033E-04,  4.283E-05,   NaN,  1.800E-01,  1.727E-02,  7.583E-05,  4.550E-05,   NaN,   5.52,   5.59,  25.4,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 143.9,  92.9, 271.1,  29.8,  27.0, 207.1, 221.6, 202.6,   NaN, 193.6,   NaN, 231.2,   NaN,  56.8, 195.5,   NaN,  98.8,  33.9,   NaN,  69.3,  43.8,  35.8,  32.4,  36.8, -2.34,   NaN, -2.41, -1.04, -0.38,  0.62,  0.37,  0.47,  0.68,  30.2,   NaN, 2.330833,  36.8,  2.089E-01,  1.089E-03,  2.000E-06,  2.000E-06,  12.1,  2.260E-02,  1.983E-02
 360.,  1.770E-01,  1.878E-02,  9.750E-05,  4.250E-05,   NaN,  1.810E-01,  1.672E-02,  6.600E-05,  4.500E-05,   NaN,   5.74,   5.53,  25.3,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 150.9,  92.4, 262.8,  30.5,  27.0, 206.5, 218.6, 211.2,   NaN, 191.2,   NaN, 233.3,   NaN,  54.2, 194.5,   NaN,  95.9,  32.7,   NaN,  59.4,  40.9,  34.3,  31.7,  35.2, -2.29,   NaN, -2.54, -1.04, -0.40,  0.58,  0.38,  0.48,  0.68,  30.0,   NaN, 2.310333,  36.6,  2.089E-01,  1.095E-03,  1.333E-06,  2.000E-06,  11.8,  2.157E-02,  1.918E-02
 390.,  1.778E-01,  1.838E-02,  9.917E-05,  4.267E-05,   NaN,  1.815E-01,  1.647E-02,  7.333E-05,  4.583E-05,   NaN,   5.58,   5.53,  25.5,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 148.2,  95.0, 260.2,  31.5,  27.1, 201.2, 214.6, 209.0,   NaN, 188.9,   NaN, 231.0,   NaN,  54.0, 194.7,   NaN,  94.2,  32.9,   NaN,  61.9,  42.9,  35.2,  32.0,  35.2, -2.31,   NaN, -2.43, -1.04, -0.39,  0.61,  0.37,  0.49,  0.68,  30.1,   NaN, 2.332166,  36.6,  2.089E-01,  1.080E-03,  2.000E-06,  2.000E-06,  11.5,  2.112E-02,  1.891E-02
 420.,  1.772E-01,  1.873E-02,  1.027E-04,  4.317E-05,   NaN,  1.816E-01,  1.649E-02,  6.733E-05,  4.517E-05,   NaN,   5.55,   5.42,  25.5,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 146.9,  92.3, 261.6,  31.9,  27.2, 211.6, 214.9, 214.7,   NaN, 191.5,   NaN, 230.4,   NaN,  54.3, 199.0,   NaN,  93.1,  33.8,   NaN,  69.0,  47.2,  36.0,  32.5,  36.6, -2.35,   NaN, -2.55, -1.06, -0.41,  0.62,  0.36,  0.47,  0.68,  29.9,   NaN, 2.288500,  36.7,  2.089E-01,  1.090E-03,  2.000E-06,  2.000E-06,  11.4,  2.153E-02,  1.892E-02
 450.,  1.770E-01,  1.904E-02,  1.195E-04,  4.183E-05,   NaN,  1.808E-01,  1.708E-02,  7.850E-05,  4.350E-05,   NaN,   6.12,   6.03,  25.3,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 150.9,  93.8, 278.5,  32.5,  27.2, 219.9, 228.7, 211.9,   NaN, 198.9,   NaN, 241.5,   NaN,  56.0, 203.9,   NaN, 100.0,  33.9,   NaN,  63.0,  42.0,  35.4,  32.4,  35.8, -2.39,   NaN, -2.48, -1.09, -0.40,  0.60,  0.37,  0.49,  0.70,  32.5,   NaN, 2.324333,  36.9,  2.088E-01,  1.141E-03,  2.000E-06,  2.000E-06,  12.0,  2.190E-02,  1.960E-02
 480.,  1.734E-01,  2.103E-02,  1.205E-04,  4.167E-05,   NaN,  1.783E-01,  1.848E-02,  8.600E-05,  4.450E-05,   NaN,   6.63,   6.73,  25.4,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 155.2,  99.4, 292.8,  32.9,  27.3, 231.2, 233.3, 224.3,   NaN, 207.5,   NaN, 254.8,   NaN,  59.9, 219.4,   NaN, 110.8,  35.7,   NaN,  67.8,  43.9,  37.1,  33.1,  37.8, -2.48,   NaN, -2.59, -1.16, -0.40,  0.62,  0.40,  0.51,  0.71,  36.4,   NaN, 2.289333,  37.7,  2.087E-01,  1.239E-03,  2.000E-06,  2.000E-06,  13.2,  2.417E-02,  2.122E-02
 510.,  1.706E-01,  2.263E-02,  1.132E-04,  4.033E-05,   NaN,  1.753E-01,  2.020E-02,  8.283E-05,  4.433E-05,   NaN,   7.32,   7.23,  25.5,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 168.4, 104.5, 308.1,  34.0,  27.4, 260.8, 247.5, 249.4,   NaN, 214.9,   NaN, 271.6,   NaN,  63.4, 222.4,   NaN, 115.1,  36.7,   NaN,  74.1,  42.6,  36.9,  33.4,  36.9, -2.67,   NaN, -2.80, -1.17, -0.39,  0.63,  0.41,  0.52,  0.74,  39.4,   NaN, 2.324667,  38.6,  2.086E-01,  1.270E-03,  2.333E-06,  2.000E-06,  13.2,  2.600E-02,  2.318E-02
 540.,  1.677E-01,  2.449E-02,  1.147E-04,  4.017E-05,   NaN,  1.726E-01,  2.184E-02,  9.517E-05,  4.300E-05,   NaN,   8.35,   8.24,  25.5,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 178.5, 107.3, 331.3,  34.8,  27.5, 262.0, 259.4, 255.2,   NaN, 225.8,   NaN, 285.0,   NaN,  66.0, 233.3,   NaN, 122.9,  37.7,   NaN,  78.6,  44.3,  38.0,  34.3,  40.0, -2.65,   NaN, -2.85, -1.21, -0.40,  0.64,  0.44,  0.52,  0.76,  42.9,   NaN, 2.306667,  39.3,  2.085E-01,  1.329E-03,  2.667E-06,  2.000E-06,  14.4,  2.812E-02,  2.507E-02
 570.,  1.619E-01,  2.785E-02,  1.277E-04,  4.217E-05,   NaN,  1.677E-01,  2.489E-02,  8.517E-05,  4.350E-05,   NaN,  10.76,  10.48,  25.5,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 199.5, 121.8, 368.2,  35.5,  27.6, 305.6, 289.7, 296.2,   NaN, 244.8,   NaN, 319.9,   NaN,  68.1, 257.8,   NaN, 142.4,  40.4,   NaN,  84.1,  49.0,  41.1,  36.1,  41.4, -2.97,   NaN, -3.19, -1.35, -0.43,  0.66,  0.48,  0.57,  0.77,  54.9,   NaN, 2.306667,  41.0,  2.082E-01,  1.542E-03,  2.500E-06,  2.000E-06,  18.4,  3.198E-02,  2.854E-02
 600.,  1.529E-01,  3.344E-02,  1.413E-04,  4.317E-05,   NaN,  1.597E-01,  2.959E-02,  9.650E-05,  4.350E-05,   NaN,  14.25,  14.16,  25.6,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 238.9, 145.0, 421.6,  36.1,  27.7, 332.8, 356.4, 351.5,   NaN, 264.3,   NaN, 363.8,   NaN,  80.7, 293.0,   NaN, 173.4,  45.1,   NaN, 120.7,  66.0,  49.4,  40.7,  51.8, -3.18,   NaN, -3.45, -1.49, -0.41,  0.76,  0.53,  0.58,  0.82,  66.8,   NaN, 2.172167,  43.7,  2.077E-01,  1.881E-03,  3.500E-06,  2.000E-06,  22.5,  3.838E-02,  3.393E-02
 630.,  1.341E-01,  4.490E-02,  1.845E-04,  5.067E-05,   NaN,  1.493E-01,  3.609E-02,  1.202E-04,  4.733E-05,   NaN,  20.78,  19.99,  25.6,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 288.6, 170.8, 472.9,  37.4,  27.8, 354.2, 404.9, 409.1,   NaN, 287.3,   NaN, 418.6,   NaN,  99.1, 335.5,   NaN, 231.0,  54.3,   NaN, 141.1,  71.9,  56.9,  46.3,  60.0, -3.28,   NaN, -3.86, -1.66, -0.41,  0.79,  0.56,  0.65,  0.89,  80.6,   NaN, 2.053667,  46.4,  2.071E-01,  2.239E-03,  5.000E-06,  2.000E-06,  28.9,  5.153E-02,  4.138E-02
 660.,  1.106E-01,  5.977E-02,  2.838E-04,  5.750E-05,   NaN,  1.330E-01,  4.723E-02,  1.963E-04,  7.567E-05,   NaN,  32.46,  33.53,  25.5,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 384.4, 235.5, 595.7,  38.9,  27.9, 451.0, 492.4, 502.7,   NaN, 335.0,   NaN, 529.5,   NaN, 137.4, 417.3,   NaN, 322.7,  87.0,   NaN, 177.5,  95.6,  76.5,  58.7,  73.6, -3.86,   NaN, -4.28, -1.95, -0.38,  0.85,  0.66,  0.73,  0.98, 120.4,   NaN, 2.061167,  52.0,  2.058E-01,  3.034E-03,  1.283E-05,  2.833E-06,  45.9,  6.863E-02,  5.421E-02
 690.,  7.961E-02,  7.756E-02,  4.802E-04,  6.033E-05,   NaN,  1.020E-01,  6.545E-02,  4.978E-04,  3.765E-04,   NaN,  41.52,  46.20,  25.6,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 465.5, 314.9, 716.1,  41.1,  28.0, 523.0, 551.5, 582.0,   NaN, 376.1,   NaN, 646.0,   NaN, 198.8, 513.1,   NaN, 452.2, 143.2,   NaN, 257.5, 118.4,  97.5,  72.6,  86.9, -4.26,   NaN, -4.78, -2.25, -0.25,  0.94,  0.73,  0.77,  1.03, 157.5,   NaN, 2.057167,  60.1,  2.046E-01,  3.873E-03,  2.200E-05,  4.333E-06,  63.5,  8.919E-02,  7.537E-02
 720.,  7.170E-02,  8.026E-02,  5.517E-04,  6.617E-05,   NaN,  8.850E-02,  7.041E-02,  5.952E-04,  3.712E-04,   NaN,  42.03,  45.65,  25.6,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 493.1, 343.2, 717.8,  42.6,  28.2, 469.9, 570.3, 569.6,   NaN, 371.2,   NaN, 625.4,   NaN, 226.1, 521.0,   NaN, 441.2, 153.3,   NaN, 261.8, 125.6, 100.5,  75.3,  92.4, -4.22,   NaN, -4.72, -2.29, -0.34,  0.98,  0.76,  0.83,  1.12, 150.1,   NaN, 2.105833,  63.7,  2.049E-01,  3.755E-03,  2.167E-05,  3.500E-06,  59.6,  9.235E-02,  8.115E-02
 750.,  8.746E-02,  7.083E-02,  4.062E-04,  6.967E-05,   NaN,  9.828E-02,  6.310E-02,  3.918E-04,  2.135E-04,   NaN,  35.47,  38.29,  25.6,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 476.1, 312.2, 669.5,  44.2,  28.3, 402.6, 493.7, 503.5,   NaN, 354.1,   NaN, 578.3,   NaN, 205.7, 486.9,   NaN, 400.8, 144.7,   NaN, 237.0, 111.0,  87.2,  67.3,  84.3, -3.90,   NaN, -4.46, -2.13, -0.36,  0.93,  0.73,  0.82,  1.09, 123.8,   NaN, 2.151667,  62.5,  2.059E-01,  3.160E-03,  1.117E-05,  2.333E-06,  45.2,  8.142E-02,  7.256E-02
 780.,  1.062E-01,  6.001E-02,  2.952E-04,  5.933E-05,   NaN,  1.167E-01,  5.309E-02,  2.392E-04,  1.117E-04,   NaN,  29.48,  32.10,  25.6,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 442.3, 273.7, 613.8,  45.6,  28.5, 353.2, 449.6, 471.5,   NaN, 332.0,   NaN, 526.4,   NaN, 184.2, 454.5,   NaN, 368.0, 139.3,   NaN, 220.5, 117.5,  78.9,  61.9,  85.7, -3.64,   NaN, -4.40, -2.04, -0.36,  0.94,  0.70,  0.79,  1.07,  98.4,   NaN, 2.090000,  59.7,  2.066E-01,  2.671E-03,  7.333E-06,  2.000E-06,  36.9,  6.892E-02,  6.095E-02
 810.,  1.161E-01,  5.484E-02,  2.290E-04,  4.850E-05,   NaN,  1.246E-01,  4.956E-02,  1.845E-04,  8.133E-05,   NaN,  28.61,  30.47,  25.6,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 429.6, 260.3, 602.1,  48.4,  28.7, 365.2, 440.1, 445.1,   NaN, 323.7,   NaN, 507.0,   NaN, 179.0, 434.3,   NaN, 347.5, 135.6,   NaN, 198.2, 102.4,  75.0,  58.6,  81.1, -3.72,   NaN, -4.10, -2.00, -0.29,  0.90,  0.68,  0.77,  1.06,  97.4,   NaN, 2.144666,  58.0,  2.067E-01,  2.537E-03,  6.167E-06,  2.000E-06,  35.1,  6.294E-02,  5.685E-02
 840.,  1.088E-01,  5.926E-02,  2.457E-04,  4.967E-05,   NaN,  1.223E-01,  5.156E-02,  1.995E-04,  9.067E-05,   NaN,  31.14,  34.31,  25.6,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 434.4, 272.4, 623.7,  52.0,  28.9, 361.4, 456.3, 484.6,   NaN, 333.8,   NaN, 540.3,   NaN, 175.3, 449.0,   NaN, 364.7, 151.1,   NaN, 221.1, 105.4,  78.8,  61.8,  87.8, -3.69,   NaN, -4.51, -2.03, -0.26,  0.90,  0.65,  0.75,  1.04, 110.4,   NaN, 2.166167,  58.8,  2.063E-01,  2.757E-03,  7.000E-06,  2.000E-06,  37.7,  6.801E-02,  5.915E-02
 870.,  9.660E-02,  6.652E-02,  3.468E-04,  7.233E-05,   NaN,  1.077E-01,  6.073E-02,  2.937E-04,  1.420E-04,   NaN,  39.20,  43.40,  25.6,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 484.4, 323.6, 699.5,  56.2,  29.2, 427.2, 496.8, 528.9,   NaN, 360.2,   NaN, 609.3,   NaN, 216.8, 502.1,   NaN, 437.2, 180.5,   NaN, 254.9, 115.0,  90.6,  70.1,  92.1, -4.05,   NaN, -4.73, -2.24, -0.24,  0.94,  0.71,  0.79,  1.10, 137.5,   NaN, 2.127167,  62.4,  2.054E-01,  3.344E-03,  1.133E-05,  2.000E-06,  49.0,  7.642E-02,  6.974E-02
 900.,  8.975E-02,  7.018E-02,  3.560E-04,  5.717E-05,   NaN,  9.197E-02,  6.920E-02,  3.838E-04,  2.367E-04,   NaN,  45.75,  51.16,  25.6,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 535.1, 364.3, 766.1,  60.9,  29.5, 449.8, 502.0, 558.0,   NaN, 379.5,   NaN, 666.9,   NaN, 258.6, 552.6,   NaN, 482.6, 216.0,   NaN, 291.0, 130.8, 102.0,  77.1, 100.5, -4.20,   NaN, -4.94, -2.42, -0.05,  0.99,  0.74,  0.82,  1.13, 157.0,   NaN, 2.120333,  66.5,  2.048E-01,  3.782E-03,  1.367E-05,  2.333E-06,  56.9,  8.061E-02,  7.953E-02
 930.,  8.890E-02,  7.135E-02,  3.662E-04,  6.483E-05,   NaN,  8.351E-02,  7.421E-02,  6.408E-04,  5.798E-04,   NaN,  50.53,  55.70,  25.6,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 555.3, 396.2, 797.5,  65.8,  29.8, 448.3, 555.8, 581.7,   NaN, 390.0,   NaN, 684.5,   NaN, 296.6, 572.7,   NaN, 504.2, 236.8,   NaN, 310.4, 130.8, 110.2,  84.1,  97.9, -4.26,   NaN, -5.00, -2.46,  0.02,  0.99,  0.76,  0.82,  1.15, 161.9,   NaN, 2.127667,  69.1,  2.046E-01,  3.883E-03,  1.667E-05,  3.333E-06,  61.1,  8.196E-02,  8.554E-02
 960.,  7.581E-02,  7.854E-02,  4.307E-04,  1.203E-04,   NaN,  7.506E-02,  7.786E-02,  7.468E-04,  5.612E-04,   NaN,  56.05,  62.23,  25.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 588.9, 439.0, 825.6,  70.8,  30.1, 442.5, 582.0, 607.6,   NaN, 403.2,   NaN, 731.2,   NaN, 333.3, 615.2,   NaN, 538.7, 266.4,   NaN, 335.7, 154.9, 125.5,  91.8, 111.8, -4.34,   NaN, -5.14, -2.61, -0.09,  1.02,  0.78,  0.85,  1.18, 176.2,   NaN, 2.091167,  72.2,  2.041E-01,  4.249E-03,  2.067E-05,  3.667E-06,  68.9,  9.025E-02,  8.983E-02
 990.,  7.875E-02,  7.669E-02,  3.900E-04,  7.550E-05,   NaN,  7.907E-02,  7.619E-02,  7.023E-04,  5.465E-04,   NaN,  53.74,  59.85,  25.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 579.8, 419.5, 809.2,  76.6,  30.4, 422.6, 569.9, 599.4,   NaN, 397.9,   NaN, 713.9,   NaN, 325.2, 602.7,   NaN, 516.9, 279.8,   NaN, 318.0, 163.0, 126.9,  92.5, 119.8, -4.25,   NaN, -5.16, -2.55, -0.07,  1.03,  0.77,  0.84,  1.18, 162.3,   NaN, 2.104000,  72.7,  2.046E-01,  3.989E-03,  1.667E-05,  3.167E-06,  61.5,  8.809E-02,  8.788E-02
1020.,  8.464E-02,  7.335E-02,  3.337E-04,  6.117E-05,   NaN,  8.195E-02,  7.389E-02,  6.107E-04,  4.317E-04,   NaN,  53.19,  56.80,  25.6,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 573.9, 399.3, 786.6,  82.0,  30.7, 424.1, 579.9, 589.4,   NaN, 388.4,   NaN, 696.2,   NaN, 318.5, 594.4,   NaN, 506.5, 266.5,   NaN, 325.6, 178.8, 123.4,  90.2, 122.2, -4.32,   NaN, -5.19, -2.54, -0.19,  1.05,  0.79,  0.86,  1.19, 155.7,   NaN, 2.096500,  72.5,  2.048E-01,  3.840E-03,  1.517E-05,  3.000E-06,  58.5,  8.421E-02,  8.515E-02
1050.,  8.119E-02,  7.550E-02,  3.445E-04,  6.900E-05,   NaN,  8.226E-02,  7.410E-02,  7.032E-04,  5.773E-04,   NaN,  55.38,  58.62,  25.6,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 586.8, 412.3, 799.9,  88.3,  31.0, 429.8, 571.0, 573.9,   NaN, 392.3,   NaN, 696.7,   NaN, 320.0, 594.7,   NaN, 507.8, 271.7,   NaN, 339.1, 180.1, 124.8,  89.8, 128.2, -4.34,   NaN, -5.06, -2.56, -0.10,  1.06,  0.78,  0.83,  1.22, 156.1,   NaN, 2.078167,  72.8,  2.047E-01,  3.861E-03,  1.550E-05,  3.000E-06,  57.7,  8.668E-02,  8.549E-02
