Time,O2Rear,CO2Rear,CORear,THCRear,SootRear,O2Front,CO2Front,COFront,THCFront,SootFront,HFR,HFF,TambCal,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TUFloor,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C,HRRcal,HRRburner,StackMFR,Tstack,O2stack,CO2stack,Costack,THCstack,Msstack,H2ORear,H2OFront
 270.,  0.000E+00,  6.931E-02,  2.585E-02,  1.162E-01,   NaN,  6.930E-03,  7.309E-02,  1.878E-02,  7.931E-02,   NaN,  21.23,  50.99,  23.3, 639.2,1017.1, 150.3, 654.3, 157.8,1036.1,  10.0, 310.6, 805.0,  25.2,  10.0, 945.1, 902.8, 850.9, 989.7, 917.5, 936.7, 871.2,  55.5, 153.2, 646.3, 229.3, 301.6, 243.9,  71.0, 223.7,  93.0, 101.3, 102.1,  66.4, -5.93, -5.39, -3.96, -2.40, -0.33,  0.84,  0.86,  0.86,  1.01, 260.9, 266.3, 2.137167,  90.9,  2.014E-01,  4.984E-03,  4.950E-05,        NaN,   NaN,  1.903E-01,  1.837E-01
 300.,  0.000E+00,  6.900E-02,  2.628E-02,  9.529E-02,   NaN,  5.503E-03,  7.368E-02,  1.881E-02,  8.063E-02,   NaN,  22.67,  53.56,  23.3, 648.7,1024.3, 164.7, 661.0, 169.8,1031.3,  10.0, 331.4, 813.9,  26.0,  10.0, 959.5, 911.9, 849.3, 998.3, 911.4, 947.6, 877.9,  57.5, 168.7, 642.4, 241.2, 316.5, 251.9,  75.0, 235.0,  96.5, 115.2, 107.3,  68.5, -6.00, -5.43, -4.08, -2.41, -0.37,  0.84,  0.87,  0.86,  0.99, 261.0, 266.3, 2.119167,  92.7,  2.014E-01,  5.034E-03,  4.200E-05,        NaN,   NaN,  1.906E-01,  1.850E-01
 330.,  4.333E-06,  7.062E-02,  2.467E-02,  9.844E-02,   NaN,  6.045E-03,  7.208E-02,  2.033E-02,  7.424E-02,   NaN,  24.05,  56.28,  23.2, 656.2,1016.2, 171.7, 663.0, 183.6,1022.6,  10.0, 338.7, 826.7,  28.0,  10.0, 964.9, 912.2, 873.2,1000.6, 916.1, 946.8, 877.5,  59.9, 173.8, 646.1, 250.8, 335.9, 247.1,  76.5, 246.0, 100.6, 111.9, 110.6,  70.4, -6.03, -5.47, -4.25, -2.45, -0.35,  0.86,  0.88,  0.88,  1.03, 253.9, 266.3, 2.048833,  94.0,  2.013E-01,  5.075E-03,  4.033E-05,        NaN,   NaN,  1.906E-01,  1.848E-01
 360.,  5.667E-06,  7.250E-02,  2.307E-02,  8.298E-02,   NaN,  5.573E-03,  7.258E-02,  2.001E-02,  5.300E-02,   NaN,  25.06,  58.35,  23.2, 663.9,1023.2, 178.2, 663.8, 190.3, 995.1,  10.0, 345.6, 832.7,  30.2,  10.0, 965.8, 916.8, 894.6, 990.1, 904.8, 948.0, 874.7,  61.6, 179.5, 627.5, 261.5, 341.5, 266.2,  80.5, 255.9,  98.0, 115.7, 115.7,  71.8, -6.07, -5.49, -4.46, -2.40, -0.49,  0.87,  0.87,  0.86,  1.10, 268.3, 266.3, 2.171500,  95.3,  2.013E-01,  5.087E-03,  3.683E-05,        NaN,   NaN,  1.911E-01,  1.852E-01
 390.,  1.107E-04,  7.511E-02,  2.058E-02,  8.201E-02,   NaN,  1.022E-02,  7.467E-02,  1.699E-02,  6.248E-02,   NaN,  26.57,  61.04,  23.2, 663.7,1042.4, 167.8, 690.8, 182.5,1009.2,  10.0, 358.2, 843.3,  32.4,  10.0, 969.9, 934.7, 927.8, 974.8, 905.4, 926.8, 863.0,  64.1, 184.2, 650.1, 275.3, 348.1, 290.3,  86.5, 267.5, 122.5, 130.1, 126.5,  80.4, -6.08, -5.59, -4.24, -2.44, -0.34,  0.92,  0.92,  0.89,  1.07, 274.7, 266.3, 2.211667,  96.3,  2.013E-01,  5.105E-03,  4.033E-05,        NaN,   NaN,  1.914E-01,  1.833E-01
 420.,  3.737E-04,  7.700E-02,  1.886E-02,  7.564E-02,   NaN,  1.052E-02,  7.474E-02,  1.565E-02,  6.385E-02,   NaN,  28.20,  64.25,  23.3, 668.9,1044.9, 177.5, 718.3, 187.3,1024.9,  10.0, 369.0, 848.1,  35.0,  10.0, 981.2, 937.9, 919.3, 974.3, 918.0, 927.6, 868.4,  65.1, 189.4, 647.7, 282.5, 355.1, 297.5,  88.6, 274.6, 119.7, 135.9, 130.0,  80.2, -6.18, -5.68, -4.52, -2.48, -0.30,  0.91,  0.90,  0.91,  1.05, 267.9, 266.2, 2.140167,  97.1,  2.012E-01,  5.145E-03,  3.600E-05,        NaN,   NaN,  1.917E-01,  1.808E-01
 450.,  3.693E-04,  7.604E-02,  1.987E-02,  8.149E-02,   NaN,  8.737E-03,  7.357E-02,  1.785E-02,  6.252E-02,   NaN,  28.25,  65.94,  23.3, 676.1,1036.2, 189.8, 701.0, 197.6,1031.4,  10.0, 380.2, 855.2,  37.9,  10.0, 973.4, 927.8, 922.1, 989.3, 918.0, 955.5, 892.2,  67.4, 197.1, 657.4, 285.4, 362.7, 287.7,  88.5, 278.6, 131.9, 137.9, 129.0,  84.1, -6.13, -5.56, -4.72, -2.49, -0.46,  0.93,  0.91,  0.91,  1.08, 263.3, 266.2, 2.127667,  97.3,  2.013E-01,  5.110E-03,  3.200E-05,        NaN,   NaN,  1.918E-01,  1.828E-01
 480.,  3.362E-04,  7.711E-02,  1.916E-02,  7.241E-02,   NaN,  6.476E-03,  7.467E-02,  1.751E-02,  5.671E-02,   NaN,  29.14,  67.75,  23.3, 681.7,1039.4, 195.9, 709.7, 199.6,1029.8,  10.0, 388.7, 861.7,  40.2,  10.0, 984.6, 941.4, 936.1, 984.1, 922.1, 942.9, 882.4,  68.1, 202.9, 643.6, 281.1, 360.7, 288.7,  90.8, 280.1, 122.6, 138.5, 132.3,  83.1, -6.20, -5.63, -4.86, -2.46, -0.34,  0.91,  0.92,  0.91,  1.08, 267.2, 266.2, 2.163667,  97.7,  2.013E-01,  5.102E-03,  3.067E-05,        NaN,   NaN,  1.925E-01,  1.844E-01
 510.,  4.038E-04,  7.766E-02,  1.857E-02,  7.749E-02,   NaN,  6.782E-03,  7.455E-02,  1.823E-02,  5.884E-02,   NaN,  30.37,  70.07,  23.4, 687.4,1034.8, 203.9, 712.8, 208.2,1032.1,  10.0, 392.9, 868.0,  42.7,  10.0, 979.0, 932.3, 936.8, 986.6, 910.7, 962.1, 904.4,  68.7, 207.7, 650.0, 287.7, 374.3, 298.5,  92.4, 288.9, 123.6, 145.6, 137.0,  84.7, -6.30, -5.73, -5.08, -2.54, -0.48,  0.91,  0.93,  0.92,  1.07, 269.1, 266.1, 2.133500,  98.5,  2.012E-01,  5.176E-03,  3.067E-05,        NaN,   NaN,  1.925E-01,  1.856E-01
 540.,  3.968E-04,  7.749E-02,  1.863E-02,  6.904E-02,   NaN,  8.203E-03,  7.441E-02,  1.747E-02,  6.214E-02,   NaN,  31.02,  71.26,  23.3, 694.2,1051.0, 208.5, 716.8, 205.0,1041.5,  10.0, 400.6, 875.1,  46.7,  10.0, 985.5, 938.1, 937.3, 994.8, 927.2, 951.8, 887.7,  70.1, 215.3, 660.8, 296.7, 382.4, 300.4,  94.0, 291.7, 120.7, 152.0, 141.3,  87.4, -6.30, -5.75, -5.15, -2.52, -0.37,  0.92,  0.94,  0.93,  1.13, 268.0, 266.2, 2.135167,  99.1,  2.012E-01,  5.166E-03,  2.783E-05,        NaN,   NaN,  1.922E-01,  1.838E-01
 570.,  4.967E-04,  7.792E-02,  1.837E-02,  6.437E-02,   NaN,  6.556E-03,  7.361E-02,  1.829E-02,  7.166E-02,   NaN,  32.30,  73.33,  23.3, 698.2,1043.9, 218.4, 716.9, 213.1,1033.1,  10.0, 402.6, 878.4,  49.9,  10.0, 983.2, 936.0, 945.1,1012.8, 930.1, 964.8, 910.0,  71.7, 219.0, 649.3, 293.1, 377.6, 308.5,  97.9, 299.9, 121.7, 147.7, 140.7,  87.4, -6.29, -5.68, -5.36, -2.53, -0.58,  0.92,  0.95,  0.91,  1.13, 269.2, 266.1, 2.151833,  99.6,  2.012E-01,  5.164E-03,  2.633E-05,        NaN,   NaN,  1.926E-01,  1.838E-01
 600.,  5.610E-04,  7.827E-02,  1.813E-02,  6.346E-02,   NaN,  5.624E-03,  7.328E-02,  1.935E-02,  7.438E-02,   NaN,  32.60,  74.15,  23.3, 708.4,1032.5, 218.8, 719.2, 223.2,1031.2,  10.0, 405.6, 883.1,  52.1,  10.0, 982.1, 949.1, 955.5,1014.1, 936.5, 967.0, 911.8,  72.8, 224.1, 647.1, 299.6, 390.3, 306.4,  99.0, 310.6, 121.9, 146.0, 139.3,  86.3, -6.32, -5.80, -5.52, -2.53, -0.50,  0.93,  0.95,  0.94,  1.13, 259.1, 266.1, 2.062166, 100.3,  2.012E-01,  5.191E-03,  2.517E-05,        NaN,   NaN,  1.928E-01,  1.853E-01
 630.,  7.848E-04,  7.964E-02,  1.662E-02,  7.450E-02,   NaN,  3.658E-03,  7.221E-02,  2.106E-02,  5.243E-02,   NaN,  33.35,  75.00,  23.4, 723.9,1018.0, 218.5, 718.3, 238.4,1010.8,  10.0, 414.5, 885.4,  55.1,  10.0, 984.6, 950.2, 941.5,1037.3, 962.6, 957.5, 907.4,  73.7, 228.0, 684.1, 315.3, 410.8, 283.4,  96.3, 312.3, 115.0, 137.7, 133.7,  84.3, -6.24, -5.69, -5.38, -2.60, -0.29,  0.91,  0.95,  0.93,  1.19, 256.2, 266.2, 2.051333, 100.6,  2.012E-01,  5.178E-03,  2.433E-05,        NaN,   NaN,  1.925E-01,  1.866E-01
 660.,  9.322E-04,  7.871E-02,  1.774E-02,  5.952E-02,   NaN,  9.384E-03,  7.303E-02,  1.834E-02,  7.073E-02,   NaN,  34.08,  76.32,  23.3, 723.0,1061.9, 220.6, 726.3, 219.7,1045.4,  10.0, 418.4, 892.7,  58.8,  10.0, 990.7, 941.0, 955.9, 998.5, 923.7, 973.2, 914.4,  75.9, 224.0, 684.6, 315.5, 399.7, 314.9, 103.0, 318.2, 134.1, 153.4, 149.6,  95.6, -6.29, -5.69, -5.36, -2.57, -0.47,  0.94,  0.95,  0.94,  1.12, 262.4, 266.1, 2.122500, 100.9,  2.013E-01,  5.137E-03,  2.067E-05,        NaN,   NaN,  1.929E-01,  1.827E-01
 690.,  1.026E-03,  8.047E-02,  1.573E-02,  6.279E-02,   NaN,  6.501E-03,  7.276E-02,  1.910E-02,  6.663E-02,   NaN,  35.19,  77.00,  23.3, 722.5,1041.4, 219.6, 734.3, 218.8,1029.4,  10.0, 422.3, 889.8,  61.6,  10.0, 990.6, 952.1, 954.8,1009.8, 942.8, 951.6, 898.1,  77.1, 222.5, 641.6, 313.3, 398.8, 316.0, 102.8, 318.3, 131.2, 152.3, 147.1,  92.1, -6.40, -5.93, -5.53, -2.51, -0.26,  0.95,  0.98,  0.94,  1.21, 263.7, 266.1, 2.075500, 102.3,  2.011E-01,  5.229E-03,  2.117E-05,        NaN,   NaN,  1.924E-01,  1.837E-01
 720.,  1.285E-03,  8.031E-02,  1.586E-02,  6.520E-02,   NaN,  5.242E-03,  7.237E-02,  2.026E-02,  6.499E-02,   NaN,  35.77,  78.33,  23.3, 735.7,1037.4, 224.4, 733.9, 232.8,1016.3,  10.0, 423.6, 894.2,  64.6,  10.0, 989.4, 954.7, 952.5,1031.3, 953.7, 967.2, 914.0,  78.0, 226.5, 653.5, 312.7, 399.5, 311.2, 104.6, 319.7, 127.3, 154.2, 145.6,  88.8, -6.37, -5.85, -5.64, -2.52, -0.49,  0.96,  0.97,  0.93,  1.20, 269.5, 266.1, 2.129167, 102.6,  2.011E-01,  5.223E-03,  2.050E-05,        NaN,   NaN,  1.923E-01,  1.853E-01
 750.,  1.216E-03,  8.005E-02,  1.632E-02,  6.849E-02,   NaN,  4.867E-03,  7.290E-02,  1.989E-02,  6.679E-02,   NaN,  36.31,  78.88,  23.3, 736.3,1043.1, 232.3, 737.2, 235.0,1024.7,  10.0, 386.3, 899.1,  66.6,  10.0, 999.3, 959.8, 954.2,1033.2, 963.6, 971.1, 928.0,  79.2, 234.3, 641.3, 303.4, 398.4, 317.8, 108.0, 323.0, 135.0, 156.3, 153.1,  91.3, -6.38, -5.77, -5.51, -2.52, -0.50,  0.98,  0.98,  0.95,  1.25, 269.7, 266.1, 2.140500, 103.2,  2.012E-01,  5.224E-03,  2.050E-05,        NaN,   NaN,  1.927E-01,  1.856E-01
 780.,  1.162E-03,  7.956E-02,  1.662E-02,  6.270E-02,   NaN,  5.165E-03,  7.268E-02,  1.990E-02,  6.212E-02,   NaN,  37.50,  79.87,  23.4, 738.0,1042.1, 230.2, 742.8, 241.2,1027.3,  10.0, 379.2, 898.6,  69.2,  10.0, 988.5, 958.6, 954.6,1031.7, 962.5, 957.2, 908.4,  79.6, 235.4, 648.5, 310.8, 412.9, 320.4, 105.4, 328.8, 125.7, 147.7, 152.4,  91.9, -6.35, -5.82, -5.57, -2.54, -0.37,  0.94,  0.96,  0.96,  1.22, 252.9, 266.1, 2.004000, 103.3,  2.012E-01,  5.247E-03,  2.100E-05,        NaN,   NaN,  1.924E-01,  1.852E-01
 810.,  1.209E-03,  7.889E-02,  1.715E-02,  6.569E-02,   NaN,  5.633E-03,  7.248E-02,  2.004E-02,  7.284E-02,   NaN,  38.37,  81.72,  23.3, 745.5,1052.4, 240.2, 746.5, 248.5,1013.2,  10.0, 389.2, 900.2,  72.6,  10.0, 988.7, 959.7, 957.8,1032.5, 953.9, 986.8, 938.6,  80.6, 240.0, 671.5, 305.8, 408.5, 309.8, 104.8, 324.6, 139.4, 159.6, 153.3,  93.4, -6.41, -5.85, -5.67, -2.61, -0.20,  0.94,  0.97,  0.95,  1.20, 260.7, 266.1, 2.072667, 102.9,  2.012E-01,  5.211E-03,  2.017E-05,        NaN,   NaN,  1.921E-01,  1.850E-01
 840.,  1.297E-03,  7.943E-02,  1.679E-02,  6.334E-02,   NaN,  5.622E-03,  7.110E-02,  2.127E-02,  6.601E-02,   NaN,  38.51,  81.47,  23.3, 747.6,1050.9, 239.4, 749.9, 241.7,1021.4,  10.0, 392.6, 895.2,  74.4,  10.0, 996.6, 954.7, 959.5,1023.0, 960.0, 955.7, 903.7,  81.3, 245.4, 654.9, 308.8, 407.7, 332.1, 110.7, 329.0, 129.9, 153.2, 157.3,  92.8, -6.37, -5.85, -5.64, -2.59, -0.41,  0.97,  0.97,  0.91,  1.24, 270.6, 266.1, 2.124667, 104.4,  2.011E-01,  5.280E-03,  1.800E-05,        NaN,   NaN,  1.924E-01,  1.847E-01
 870.,  1.525E-03,  8.024E-02,  1.590E-02,  5.798E-02,   NaN,  4.806E-03,  7.088E-02,  2.158E-02,  5.406E-02,   NaN,  38.78,  82.11,  23.3, 749.9,1047.3, 239.7, 751.6, 249.7,1001.1,  10.0, 388.0, 887.5,  78.4,  10.0, 991.7, 966.4, 957.9,1039.7, 963.5, 967.1, 925.7,  81.7, 243.4, 681.8, 312.9, 415.9, 311.7, 108.0, 330.1, 127.8, 147.6, 151.5,  91.7, -6.41, -5.88, -5.83, -2.64, -0.32,  0.95,  0.95,  0.96,  1.21, 255.7, 266.0, 2.034667, 104.7,  2.012E-01,  5.216E-03,  1.833E-05,        NaN,   NaN,  1.923E-01,  1.849E-01
 900.,  1.619E-03,  7.994E-02,  1.628E-02,  6.335E-02,   0.0,  6.291E-03,  7.269E-02,  2.017E-02,  4.743E-02,   0.0,  39.48,  83.22,  23.2, 752.3,1069.3, 241.3, 754.9, 236.2,1015.9,  10.0, 391.4, 861.7,  79.9,  10.0, 998.4, 956.7, 971.6,1015.7, 939.3, 962.9, 919.6,  82.1, 251.8, 664.3, 310.4, 409.6, 324.4, 108.6, 336.2, 142.6, 162.6, 165.5, 101.2, -6.39, -5.82, -5.68, -2.57, -0.40,  0.95,  0.96,  0.96,  1.19, 266.2, 266.0, 2.137167, 104.1,  2.013E-01,  5.166E-03,  1.683E-05,        NaN,   NaN,  1.924E-01,  1.857E-01
 930.,  1.617E-03,  8.060E-02,  1.589E-02,  7.115E-02,   0.0,  8.376E-03,  7.377E-02,  1.829E-02,  5.391E-02,   0.0,  40.24,  84.05,  23.2, 750.9,1079.7, 236.1, 762.3, 219.5,1043.1,  10.0, 395.5, 821.0,  81.7,  10.0,1005.3, 955.4, 967.3,1003.1, 943.7, 948.7, 898.2,  83.4, 251.9, 669.3, 322.6, 416.6, 365.1, 117.4, 341.6, 143.2, 164.0, 171.6, 100.4, -6.39, -5.84, -5.52, -2.59, -0.45,  0.99,  1.00,  0.94,  1.24, 277.5, 266.0, 2.206000, 104.7,  2.012E-01,  5.198E-03,  1.750E-05,        NaN,   NaN,  1.930E-01,  1.841E-01
 960.,  1.706E-03,  7.951E-02,  1.656E-02,  6.401E-02,   0.0,  7.111E-03,  7.307E-02,  1.874E-02,  5.098E-02,   0.0,  41.06,  85.36,  23.3, 753.4,1081.1, 240.2, 767.8, 234.7,1030.5,  10.0, 401.2, 774.2,  86.0,  10.0,1004.6, 962.4, 972.1,1021.9, 963.6, 974.6, 930.4,  84.3, 250.8, 663.5, 318.3, 414.2, 346.5, 113.4, 340.4, 143.0, 171.6, 165.7,  99.1, -6.45, -5.86, -5.78, -2.58, -0.43,  0.96,  0.98,  0.96,  1.19, 264.5, 266.1, 2.087667, 105.4,  2.011E-01,  5.242E-03,  1.783E-05,        NaN,   NaN,  1.921E-01,  1.836E-01
 990.,  1.716E-03,  7.962E-02,  1.654E-02,  6.885E-02,   0.0,  6.349E-03,  7.271E-02,  1.973E-02,  5.003E-02,   0.0,  41.58,  85.80,  23.3, 757.8,1085.8, 248.2, 769.9, 236.5,1023.6,  10.0, 406.8, 734.0,  87.3,  10.0,1006.1, 955.8, 970.5,1033.7, 963.4, 982.7, 933.2,  84.9, 258.1, 685.5, 317.9, 416.9, 341.6, 113.4, 345.6, 152.3, 172.5, 171.3, 101.1, -6.42, -5.81, -5.67, -2.59, -0.44,  0.97,  0.99,  0.97,  1.25, 267.6, 266.1, 2.109667, 105.6,  2.011E-01,  5.252E-03,  1.667E-05,        NaN,   NaN,  1.923E-01,  1.849E-01
1020.,  1.824E-03,  7.926E-02,  1.687E-02,  6.041E-02,   0.0,  5.075E-03,  7.285E-02,  2.038E-02,  4.597E-02,   0.0,  42.45,  86.94,  23.2, 757.1,1080.5, 250.5, 771.2, 231.8,1033.5,  10.0, 412.0, 704.9,  90.5,  10.0,1001.1, 955.2, 965.8,1028.5, 959.3, 981.3, 939.5,  85.9, 263.0, 681.3, 325.5, 428.8, 343.9, 116.0, 343.7, 148.9, 172.5, 177.1, 103.9, -6.39, -5.78, -5.57, -2.61, -0.36,  0.95,  0.98,  0.98,  1.12, 262.2, 266.0, 2.076500, 105.5,  2.011E-01,  5.234E-03,  1.783E-05,        NaN,   NaN,  1.923E-01,  1.865E-01
1050.,  1.879E-03,  7.945E-02,  1.673E-02,  6.010E-02,   NaN,  7.290E-03,  7.364E-02,  1.867E-02,  5.678E-02,   NaN,  42.60,  86.82,  23.2, 757.2,1083.5, 249.1, 775.5, 225.3,1047.1,  10.0, 407.4, 679.8,  89.6,  10.0,1006.9, 960.6, 978.7,1004.0, 943.6, 968.7, 918.2,  87.7, 267.4, 677.3, 331.4, 429.7, 343.1, 116.1, 350.0, 169.9, 176.3, 182.3, 111.7, -6.42, -5.87, -5.52, -2.59, -0.44,  0.98,  0.99,  1.00,  1.18, 265.5, 266.0, 2.101833, 105.9,  2.011E-01,  5.225E-03,  1.667E-05,        NaN,   NaN,  1.924E-01,  1.846E-01
