Time,O2Rear,CO2Rear,CORear,THCRear,SootRear,O2Front,CO2Front,COFront,THCFront,SootFront,HFR,HFF,TambCal,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TUFloor,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C,HRRcal,HRRburner,StackMFR,Tstack,O2stack,CO2stack,Costack,THCstack,Msstack,H2ORear,H2OFront
 270.,  4.010E-04,  7.407E-02,  2.160E-02,  6.159E-02,   NaN, -1.010E-04,  7.240E-02,  2.231E-02,  7.753E-02,   NaN,  31.13,  48.00,  21.7, 672.6, 986.2, 140.8, 624.1, 158.3, 992.4,  10.0, 289.4, 782.9,  23.2,  10.0, 941.6, 941.6, 883.2, 995.7, 937.3, 932.6, 875.6,  47.3, 131.8, 513.9, 211.6, 275.6, 179.2,  56.3, 197.1,  75.0,  80.2,  74.2,  47.4, -5.86, -5.39, -5.15, -2.23,  0.13,  0.83,  0.81,  0.84,  1.07, 248.3, 268.4, 2.159000,  84.3,  2.019E-01,  4.823E-03,  5.283E-05,        NaN,   NaN,  1.913E-01,  1.894E-01
 300.,  1.585E-04,  7.514E-02,  2.060E-02,  5.074E-02,   NaN, -2.312E-03,  6.921E-02,  2.559E-02,  9.769E-02,   NaN,  33.78,  50.41,  21.7, 684.3, 978.4, 147.6, 633.8, 170.3, 993.5,  10.0, 302.3, 791.6,  24.2,  10.0, 930.5, 958.8, 874.3, 990.0, 946.9, 943.9, 884.5,  48.2, 139.7, 501.5, 223.8, 283.8, 191.5,  60.0, 209.1,  72.7,  80.3,  71.8,  48.3, -5.88, -5.56, -5.36, -2.24,  0.06,  0.84,  0.85,  0.87,  1.08, 259.0, 268.1, 2.195500,  87.2,  2.017E-01,  4.963E-03,  4.950E-05,        NaN,   NaN,  1.915E-01,  1.896E-01
 330.,  1.067E-03,  7.691E-02,  1.891E-02,  3.679E-02,   NaN, -2.209E-03,  6.966E-02,  2.527E-02,  9.739E-02,   NaN,  36.39,  53.47,  21.6, 700.1, 979.0, 155.1, 639.5, 177.2, 980.2,  10.0, 317.0, 807.8,  25.5,  10.0, 940.7, 971.2, 884.3,1007.9, 963.8, 934.3, 881.9,  49.5, 144.6, 528.4, 231.5, 302.1, 190.4,  61.6, 210.4,  75.0,  83.6,  76.5,  50.0, -6.00, -5.65, -5.57, -2.31,  0.23,  0.83,  0.87,  0.87,  1.11, 251.0, 268.4, 2.150333,  88.0,  2.017E-01,  4.919E-03,  4.817E-05,        NaN,   NaN,  1.917E-01,  1.899E-01
 360.,  3.251E-03,  7.932E-02,  1.591E-02,  4.143E-02,   NaN, -2.521E-03,  6.941E-02,  2.533E-02,  9.718E-02,   NaN,  38.77,  56.26,  21.8, 733.4, 960.5, 164.4, 657.3, 184.3, 952.8,  10.0, 328.1, 810.0,  27.3,  10.0, 933.6, 975.1, 895.1, 982.1, 966.6, 934.6, 881.2,  50.7, 154.0, 532.4, 237.4, 305.1, 188.9,  62.8, 221.1,  78.0,  85.6,  76.2,  50.8, -5.93, -5.63, -5.66, -2.33,  0.22,  0.84,  0.88,  0.87,  1.14, 247.4, 268.4, 2.136167,  88.3,  2.018E-01,  4.889E-03,  5.000E-05,        NaN,   NaN,  1.905E-01,  1.895E-01
 390.,  1.986E-03,  7.884E-02,  1.689E-02,  5.546E-02,   NaN, -1.329E-03,  7.105E-02,  2.297E-02,  7.753E-02,   NaN,  39.53,  59.19,  21.7, 728.3, 973.8, 171.6, 661.2, 190.0, 988.8,  10.0, 341.7, 822.6,  29.6,  10.0, 941.7, 966.8, 927.5,1013.3, 971.1, 928.8, 875.1,  53.0, 161.3, 528.4, 248.5, 320.3, 214.2,  67.4, 237.0,  82.7,  92.9,  84.0,  54.3, -6.01, -5.82, -5.76, -2.33,  0.18,  0.86,  0.85,  0.86,  1.12, 253.6, 268.2, 2.176333,  89.2,  2.017E-01,  4.920E-03,  3.950E-05,        NaN,   NaN,  1.915E-01,  1.880E-01
 420.,  2.188E-04,  7.577E-02,  2.022E-02,  6.284E-02,   NaN, -2.780E-04,  7.343E-02,  2.089E-02,  6.472E-02,   NaN,  39.99,  61.06,  21.8, 702.1,1012.1, 173.7, 662.8, 194.3,1034.2,  10.0, 349.1, 838.5,  32.2,  10.0, 967.7, 948.7, 941.6,1004.6, 929.7, 930.7, 878.0,  54.5, 164.2, 550.5, 264.5, 329.9, 230.7,  70.4, 245.6,  85.0,  96.8,  92.6,  54.8, -6.17, -5.89, -5.77, -2.38, -0.10,  0.85,  0.87,  0.90,  1.19, 254.6, 268.1, 2.149833,  90.7,  2.016E-01,  4.960E-03,  2.850E-05,        NaN,   NaN,  1.920E-01,  1.887E-01
 450.,  0.000E+00,  7.415E-02,  2.180E-02,  5.403E-02,   NaN,  2.398E-03,  7.110E-02,  2.278E-02,  7.339E-02,   NaN,  39.98,  63.17,  21.9, 691.9,1027.2, 178.1, 675.3, 198.1,1053.6,  10.0, 362.3, 846.4,  35.3,  10.0, 974.8, 965.2, 949.2, 996.7, 916.7, 935.2, 880.3,  55.8, 165.6, 564.0, 260.8, 322.3, 238.3,  71.6, 248.9,  88.4, 101.9, 101.2,  57.0, -6.15, -5.66, -5.86, -2.40, -0.20,  0.85,  0.87,  0.92,  1.18, 252.5, 268.1, 2.139333,  91.7,  2.017E-01,  4.950E-03,  2.483E-05,        NaN,   NaN,  1.919E-01,  1.877E-01
 480.,  2.712E-04,  7.650E-02,  1.919E-02,  5.980E-02,   NaN, -1.863E-03,  7.227E-02,  2.243E-02,  6.923E-02,   NaN,  41.40,  64.94,  21.8, 711.8,1008.4, 181.5, 674.7, 208.0,1017.6,  10.0, 369.3, 849.4,  37.6,  10.0, 969.3, 976.2, 960.8,1020.1, 957.1, 940.9, 892.3,  57.4, 174.8, 560.9, 273.4, 343.2, 232.0,  73.1, 254.7,  88.1,  99.8,  92.2,  58.1, -6.16, -5.73, -6.02, -2.41,  0.11,  0.87,  0.90,  0.91,  1.18, 258.8, 268.1, 2.159000,  93.5,  2.015E-01,  5.016E-03,  2.917E-05,        NaN,   NaN,  1.914E-01,  1.894E-01
 510.,  7.450E-05,  7.572E-02,  2.027E-02,  5.791E-02,   NaN,  1.746E-03,  7.347E-02,  2.034E-02,  6.156E-02,   NaN,  42.45,  67.23,  21.7, 701.5,1043.0, 188.8, 688.6, 202.9,1060.5,  10.0, 374.0, 862.8,  41.2,  10.0, 994.6, 957.2, 951.3,1009.4, 934.9, 944.4, 889.7,  58.3, 174.6, 534.5, 277.2, 339.9, 236.6,  74.8, 257.0,  95.9, 107.9, 106.1,  60.3, -6.21, -5.64, -5.85, -2.38, -0.15,  0.86,  0.89,  0.94,  1.21, 254.8, 268.0, 2.168000,  93.0,  2.017E-01,  4.958E-03,  2.400E-05,        NaN,   NaN,  1.920E-01,  1.876E-01
 540.,  0.000E+00,  7.648E-02,  1.934E-02,  6.048E-02,   NaN,  1.126E-03,  7.202E-02,  2.163E-02,  7.088E-02,   NaN,  43.02,  68.79,  21.6, 708.9,1035.5, 197.8, 689.2, 213.6,1058.6,  10.0, 375.0, 864.5,  44.2,  10.0, 989.0, 961.0, 968.4,1010.6, 938.1, 950.5, 895.2,  60.3, 183.4, 547.5, 283.6, 346.8, 241.1,  75.8, 266.8, 104.2, 111.2, 104.2,  61.5, -6.21, -5.70, -6.03, -2.38, -0.20,  0.89,  0.90,  0.93,  1.22, 256.7, 267.7, 2.165500,  93.4,  2.016E-01,  5.000E-03,  2.417E-05,        NaN,   NaN,  1.916E-01,  1.873E-01
 570.,  3.600E-05,  7.645E-02,  1.944E-02,  5.427E-02,   NaN,  1.468E-03,  7.364E-02,  1.978E-02,  5.746E-02,   NaN,  44.22,  70.04,  21.7, 712.1,1036.6, 197.9, 696.4, 216.7,1059.4,  10.0, 381.2, 868.1,  47.6,  10.0, 985.3, 961.7, 970.5,1021.1, 948.6, 937.4, 884.4,  61.3, 181.5, 551.5, 285.1, 347.9, 253.5,  79.8, 277.9, 101.7, 112.6, 109.6,  63.6, -6.21, -5.72, -6.09, -2.43, -0.13,  0.94,  0.92,  0.93,  1.24, 257.6, 268.3, 2.153500,  94.5,  2.015E-01,  5.059E-03,  2.250E-05,        NaN,   NaN,  1.918E-01,  1.869E-01
 600.,  2.137E-04,  7.770E-02,  1.824E-02,  5.779E-02,   NaN,  3.157E-03,  7.354E-02,  1.940E-02,  5.925E-02,   NaN,  45.16,  70.96,  21.8, 710.3,1052.5, 198.8, 707.7, 206.1,1080.9,  10.0, 380.7, 872.1,  51.0,  10.0, 988.5, 963.6, 966.1,1010.4, 940.7, 927.4, 882.1,  61.9, 180.5, 538.2, 279.8, 336.3, 261.3,  81.7, 271.7, 105.4, 117.9, 117.1,  65.6, -6.26, -5.78, -6.06, -2.40, -0.20,  0.93,  0.93,  0.94,  1.25, 251.6, 268.7, 2.112833,  95.3,  2.016E-01,  5.080E-03,  2.050E-05,        NaN,   NaN,  1.919E-01,  1.859E-01
 630.,  1.100E-04,  7.791E-02,  1.825E-02,  5.113E-02,   NaN,  3.310E-03,  7.372E-02,  1.939E-02,  5.627E-02,   NaN,  46.96,  72.75,  21.7, 710.6,1063.7, 202.0, 709.8, 212.4,1079.7,  10.0, 381.4, 878.6,  54.4,  10.0, 999.7, 967.1, 972.2,1001.3, 938.1, 934.4, 888.9,  62.7, 189.4, 542.5, 283.1, 348.9, 266.3,  83.7, 279.5, 102.4, 121.2, 117.3,  66.5, -6.27, -5.84, -6.20, -2.40, -0.24,  0.91,  0.92,  0.93,  1.24, 255.2, 268.6, 2.129000,  95.8,  2.015E-01,  5.073E-03,  2.083E-05,        NaN,   NaN,  1.923E-01,  1.862E-01
 660.,  1.785E-04,  8.000E-02,  1.649E-02,  4.882E-02,   NaN,  3.028E-03,  7.479E-02,  1.876E-02,  5.343E-02,   NaN,  48.64,  74.66,  21.7, 710.7,1068.5, 200.9, 717.8, 206.8,1095.0,  10.0, 394.2, 882.8,  57.9,  10.0, 997.6, 949.4, 963.1,1006.8, 941.9, 929.2, 885.2,  63.6, 196.5, 546.3, 292.5, 362.6, 283.1,  86.7, 291.8, 104.3, 119.9, 115.8,  66.6, -6.29, -6.74, -6.16, -2.41, -0.33,  0.92,  0.92,  0.93,  1.26, 254.9, 268.7, 2.105500,  96.3,  2.015E-01,  5.053E-03,  2.117E-05,        NaN,   NaN,  1.930E-01,  1.871E-01
 690.,  3.782E-04,  7.963E-02,  1.661E-02,  4.919E-02,   NaN, -1.006E-03,  7.340E-02,  2.166E-02,  6.603E-02,   NaN,  49.49,  75.22,  21.6, 729.3,1051.1, 205.2, 713.8, 227.3,1053.3,  10.0, 397.2, 884.8,  61.3,  10.0, 988.0, 978.8, 981.2,1027.2, 952.6, 959.8, 913.0,  65.4, 201.0, 533.7, 298.4, 367.8, 267.5,  86.6, 293.2, 103.4, 117.0, 109.1,  64.9, -6.30, -5.89, -6.31, -2.40, -0.23,  0.90,  0.93,  0.94,  1.25, 255.8, 268.4, 2.132333,  96.6,  2.015E-01,  5.098E-03,  2.183E-05,        NaN,   NaN,  1.925E-01,  1.901E-01
 720.,  3.403E-04,  7.900E-02,  1.722E-02,  3.812E-02,   NaN, -2.783E-03,  7.175E-02,  2.378E-02,  7.879E-02,   NaN,  51.09,  75.94,  21.5, 737.7,1040.4, 210.9, 716.4, 235.9,1038.8,  10.0, 398.0, 884.2,  65.1,  10.0, 980.5, 977.9, 986.0,1033.1, 956.1, 933.3, 889.9,  67.0, 206.0, 544.8, 301.9, 371.3, 274.4,  87.7, 297.0, 104.2, 119.5, 110.7,  66.0, -6.26, -5.84, -6.26, -2.41, -0.24,  0.91,  0.93,  0.95,  1.26, 246.5, 268.4, 2.073667,  96.7,  2.016E-01,  5.063E-03,  2.183E-05,        NaN,   NaN,  1.924E-01,  1.910E-01
 750.,  1.828E-03,  8.114E-02,  1.454E-02,  5.273E-02,   NaN, -5.718E-04,  7.198E-02,  2.153E-02,  6.513E-02,   NaN,  52.71,  77.21,  21.6, 759.6,1039.6, 215.0, 725.3, 230.1,1023.0,  10.0, 407.0, 886.9,  67.2,  10.0, 980.0, 977.9, 974.8,1043.8, 981.0, 934.7, 899.5,  68.0, 210.9, 532.0, 296.6, 365.4, 281.7,  89.9, 300.1, 106.8, 118.8, 113.1,  67.6, -6.28, -5.96, -6.30, -2.38, -0.24,  0.93,  0.92,  0.93,  1.24, 257.4, 268.5, 2.135500,  97.6,  2.015E-01,  5.108E-03,  2.433E-05,        NaN,   NaN,  1.914E-01,  1.870E-01
 780.,  6.198E-04,  8.058E-02,  1.622E-02,  4.688E-02,   NaN,  6.407E-04,  7.302E-02,  2.149E-02,  6.693E-02,   NaN,  54.46,  77.59,  21.6, 734.4,1054.6, 216.7, 728.9, 226.1,1076.1,  10.0, 404.8, 887.2,  70.6,  10.0, 990.8, 957.0, 972.9,1019.7, 955.8, 941.0, 890.7,  69.1, 212.6, 534.4, 300.3, 364.9, 288.3,  91.4, 307.0, 114.9, 127.5, 119.6,  70.8, -6.30, -6.96, -6.29, -2.40, -0.38,  0.95,  0.92,  0.94,  1.25, 257.2, 268.4, 2.097000,  98.5,  2.013E-01,  5.109E-03,  2.050E-05,        NaN,   NaN,  1.936E-01,  1.890E-01
 810.,  5.582E-04,  8.050E-02,  1.624E-02,  4.687E-02,   NaN, -2.888E-04,  7.411E-02,  2.065E-02,        NaN,   NaN,  54.81,  78.88,  21.7, 738.8,1052.0, 219.4, 730.6, 239.3,1073.3,  10.0, 414.3, 891.5,  73.4,  10.0, 993.6, 971.4, 985.4,1026.2, 961.2, 958.7, 912.9,  70.2, 206.5, 552.4, 297.9, 364.9, 271.8,  90.6, 304.7, 115.4, 124.6, 119.3,  68.8, -6.30, -5.82, -6.32, -2.44, -0.34,  0.95,  0.92,  0.97,  1.28, 251.0, 268.5, 2.084167,  98.5,  2.015E-01,  5.088E-03,  2.050E-05,        NaN,   NaN,  1.935E-01,  1.895E-01
 840.,  7.508E-04,  7.986E-02,  1.690E-02,  4.586E-02,   NaN,  2.668E-04,  7.450E-02,  2.055E-02,        NaN,   NaN,  55.69,  79.38,  21.9, 738.9,1063.3, 219.7, 733.0, 233.4,1068.6,  10.0, 407.1, 894.7,  75.6,  10.0, 998.4, 978.4, 985.9,1031.4, 953.9, 951.3, 905.0,  70.4, 219.0, 533.8, 303.1, 369.5, 281.6,  92.4, 306.5, 108.5, 124.0, 121.4,  68.6, -6.37, -5.92, -6.40, -2.43, -0.34,  0.92,  0.95,  0.97,  1.30, 253.9, 268.1, 2.110333,  98.9,  2.015E-01,  5.087E-03,  2.067E-05,        NaN,   NaN,  1.935E-01,  1.901E-01
 870.,  1.170E-03,  8.081E-02,  1.579E-02,  3.931E-02,   NaN, -3.354E-03,  7.159E-02,  2.374E-02,        NaN,   NaN,  56.31,  80.25,  22.0, 751.3,1028.4, 225.3, 735.1, 248.0,1029.2,  10.0, 407.3, 892.7,  78.5,  10.0, 969.6, 987.2, 991.5,1043.5, 992.7, 956.8, 911.8,  70.9, 224.8, 580.3, 309.8, 392.2, 259.4,  92.6, 310.2, 108.9, 124.5, 115.4,  70.5, -6.23, -5.91, -6.37, -2.52, -0.04,  0.94,  0.95,  0.97,  1.30, 257.0, 268.4, 2.125667,  99.3,  2.014E-01,  5.123E-03,  2.367E-05,        NaN,   NaN,  1.932E-01,  1.907E-01
 900.,  1.346E-03,  8.208E-02,  1.453E-02,  4.744E-02,   NaN, -2.230E-03,  7.211E-02,  2.343E-02,        NaN,   NaN,  57.85,  81.13,  22.0, 758.3,1046.1, 226.2, 736.7, 242.9,1058.1,  10.0, 411.4, 895.1,  79.7,  10.0, 989.0, 979.2, 985.4,1046.9, 977.9, 946.1, 906.0,  71.9, 219.2, 530.1, 309.7, 376.5, 280.6,  97.5, 310.5, 115.3, 131.3, 122.1,  72.6, -6.32, -5.86, -6.40, -2.44, -0.42,  0.99,  0.95,  0.94,  1.30, 250.4, 268.1, 2.093667,  99.4,  2.015E-01,  5.087E-03,  2.283E-05,        NaN,   NaN,  1.932E-01,  1.911E-01
 930.,  7.035E-04,  8.087E-02,  1.636E-02,  4.188E-02,   NaN, -9.295E-04,  7.323E-02,  2.177E-02,        NaN,   NaN,  58.78,  81.94,  21.9, 749.6,1060.9, 231.7, 740.9, 237.2,1079.5,  10.0, 421.9, 896.3,  81.8,  10.0, 995.1, 979.3, 984.9,1036.7, 966.3, 942.6, 900.5,  72.9, 222.6, 546.0, 310.2, 375.7, 287.6,  97.7, 318.4, 116.5, 135.7, 130.0,  73.5, -6.33, -5.94, -6.46, -2.47, -0.42,  0.95,  0.96,  0.99,  1.32, 254.4, 268.3, 2.089500,  99.7,  2.014E-01,  5.141E-03,  2.133E-05,        NaN,   NaN,  1.945E-01,  1.900E-01
 960.,  5.830E-04,  8.220E-02,  1.551E-02,  4.948E-02,   NaN,  6.417E-04,  7.426E-02,  2.010E-02,        NaN,   NaN,  59.16,  83.00,  21.8, 745.7,1073.9, 229.5, 744.9, 233.1,1087.6,  10.0, 420.2, 900.8,  84.4,  10.0,1005.8, 973.8, 982.2,1024.6, 960.4, 953.6, 912.7,  74.9, 235.0, 551.7, 313.3, 381.4, 298.8, 100.2, 333.2, 117.4, 135.0, 131.6,  76.6, -6.34, -5.95, -6.40, -2.45, -0.56,  0.95,  0.94,  0.96,  1.31, 254.4, 268.6, 2.113667, 100.3,  2.015E-01,  5.174E-03,  2.083E-05,        NaN,   NaN,  1.954E-01,  1.887E-01
 990.,  3.767E-04,  8.145E-02,  1.612E-02,  4.436E-02,   NaN,  2.332E-03,  7.374E-02,  2.035E-02,        NaN,   NaN,  60.29,  83.01,  21.8, 746.0,1080.5, 230.4, 748.6, 236.1,1088.9,  10.0, 419.1, 901.7,  88.0,  10.0,1011.7, 971.0, 982.9,1021.8, 956.5, 958.0, 914.1,  74.8, 233.3, 543.9, 315.3, 384.4, 302.8, 103.2, 326.3, 114.0, 132.8, 129.9,  73.6, -6.39, -5.92, -6.45, -2.45, -0.49,  0.95,  0.95,  0.95,  1.33, 262.0, 268.3, 2.152500, 100.9,  2.014E-01,  5.197E-03,  2.100E-05,        NaN,   NaN,  1.951E-01,  1.882E-01
1020.,  9.578E-04,  8.281E-02,  1.500E-02,  4.037E-02,   0.0,  1.335E-03,  7.406E-02,  1.985E-02,        NaN,   NaN,  60.98,  83.79,  21.8, 750.7,1077.9, 228.6, 752.7, 241.7,1099.2,  10.0, 421.8, 902.3,  91.1,  10.0,1008.3, 976.4, 982.9,1031.3, 983.0, 944.7, 901.6,  75.9, 232.0, 545.3, 321.1, 391.2, 294.6,  99.7, 319.8, 119.9, 139.0, 129.3,  79.1, -6.32, -5.95, -6.38, -2.45, -0.44,  0.94,  0.96,  0.98,  1.29, 246.5, 268.6, 2.036500, 100.9,  2.014E-01,  5.149E-03,  2.033E-05,        NaN,   NaN,  1.956E-01,  1.878E-01
1050.,  1.864E-03,  8.328E-02,  1.455E-02,  4.462E-02,   0.0,  3.369E-03,  7.410E-02,  1.947E-02,        NaN,   NaN,  61.93,  84.58,  21.9, 753.0,1089.5, 228.0, 756.1, 231.5,1114.4,  10.0, 427.6, 904.8,  90.0,  10.0,1021.1, 969.3, 973.4,1023.7, 965.6, 939.2, 896.8,  77.7, 242.5, 562.9, 331.9, 400.4, 307.8, 102.3, 340.0, 122.2, 142.1, 136.2,  80.6, -6.38, -5.92, -6.34, -2.46, -0.37,  0.93,  0.96,  0.96,  1.31, 253.3, 268.3, 2.095500, 101.0,  2.014E-01,  5.119E-03,  2.050E-05,        NaN,   NaN,  1.957E-01,  1.871E-01
