Time,HRR-scale,HRR-O2,V015C,T010,T015,T020,T025,T030,T035,T040,T045,T050,T055,T060,T065,T075,T095,T105,T115
450.,668.5,0.0,1.48,69.0,74.1,91.3,80.3,123.6,155.7,195.6,108.4,77.8,66.4,55.0,227.3,422.5,276.1,248.5,219.3
460.,273.1,0.0,1.36,63.4,64.3,72.4,60.7,101.4,120.9,153.2,84.7,55.1,55.0,46.2,114.5,413.7,263.9,239.4,212.7
470.,8.7,0.0,1.27,45.1,47.7,52.0,42.9,70.4,77.2,96.1,59.8,26.9,23.7,27.8,25.9,285.7,209.8,195.0,179.0
480.,0.0,0.0,1.25,35.4,37.9,39.4,32.7,49.0,51.6,61.1,44.7,20.4,16.7,23.2,19.9,187.4,159.0,153.1,144.0
490.,0.0,0.0,1.34,29.6,31.5,32.3,27.4,36.5,37.6,41.9,35.9,18.7,16.1,20.3,20.6,105.5,113.3,115.9,113.0
500.,0.0,0.0,3.42,25.6,27.4,27.0,24.6,28.9,29.2,31.1,29.5,18.3,17.6,22.7,19.0,58.4,69.2,73.0,75.8
510.,0.0,0.0,4.39,23.2,24.3,24.1,22.4,24.6,24.7,25.3,24.8,18.0,18.0,22.2,18.0,36.6,42.7,45.1,48.3
520.,0.0,0.0,4.33,21.9,22.5,22.3,21.4,22.5,22.5,22.8,22.7,18.0,17.9,21.8,18.0,28.8,32.7,34.2,35.8
530.,0.0,0.0,4.75,21.0,21.4,21.4,20.9,21.2,21.4,21.7,21.2,18.0,17.5,21.0,17.8,25.9,28.2,29.3,29.8
540.,0.0,0.0,3.24,20.5,21.0,20.9,20.3,20.9,21.0,21.0,20.9,17.9,17.0,20.8,17.8,24.5,26.5,27.1,27.3
550.,0.0,0.0,1.66,20.3,20.4,20.5,20.0,20.7,20.7,21.0,20.5,18.0,17.4,21.9,18.1,24.3,26.4,26.8,26.3
560.,0.0,0.0,1.93,20.1,20.1,20.4,20.2,20.9,21.0,21.0,20.8,18.5,18.3,23.8,21.5,28.6,28.3,28.5,27.7
570.,0.0,0.0,4.05,20.7,20.8,20.9,20.7,20.9,21.0,21.3,21.0,18.3,18.0,21.5,19.4,29.3,30.2,30.0,29.0
580.,0.0,0.0,4.82,21.0,21.1,21.4,21.0,21.9,21.8,22.0,21.3,19.0,18.0,21.2,19.0,28.0,30.0,29.2,28.6
590.,0.0,0.0,4.46,21.8,21.8,22.0,21.0,22.0,22.0,22.0,22.0,19.0,18.0,20.8,19.0,27.9,29.7,29.1,28.1
600.,0.0,0.0,4.46,21.8,22.0,22.0,21.0,22.0,22.0,22.0,22.0,19.0,18.0,20.7,19.0,27.0,28.7,28.0,27.0
610.,0.0,0.0,4.22,21.7,21.6,21.9,21.0,22.0,22.0,22.0,22.0,19.0,18.0,20.0,19.0,27.0,28.0,27.5,26.9
620.,0.0,0.0,4.39,21.7,21.7,22.0,21.0,22.0,22.0,22.0,22.0,19.0,18.0,20.0,19.0,26.8,28.0,27.1,26.3
630.,0.0,0.0,4.73,22.0,22.0,22.0,21.2,22.0,22.0,22.0,22.0,19.0,18.0,20.6,19.0,27.0,28.0,27.2,26.0
640.,0.0,0.0,4.33,22.0,22.0,22.0,21.1,22.1,22.0,22.0,22.0,19.0,18.0,20.0,19.0,27.0,28.0,27.0,26.0
650.,0.0,0.0,4.77,22.0,22.0,22.0,21.1,22.2,22.0,22.0,22.0,19.0,18.0,20.0,19.0,26.7,28.0,27.0,26.0
660.,0.0,0.0,4.26,22.0,21.9,22.0,21.0,22.0,22.0,22.0,22.0,19.0,18.0,20.0,19.0,27.0,27.5,26.9,26.0
