Time,HRR-scale,HRR-O2,V015C,T010,T015,T020,T025,T030,T035,T040,T045,T050,T055,T060,T065,T075,T095,T105,T115
450.,547.1,515.3,1.44,22.9,23.0,24.0,22.0,25.0,25.3,27.1,30.0,24.7,24.5,30.4,34.0,210.2,141.2,130.4,117.5
460.,531.1,601.4,1.14,22.9,23.1,23.5,21.8,24.6,25.0,27.0,29.0,21.0,17.6,29.3,34.8,192.8,136.9,126.9,116.3
470.,521.7,568.6,1.30,22.9,23.0,23.5,21.9,24.4,25.0,27.0,29.0,20.3,17.9,29.3,31.8,187.7,133.3,125.1,116.4
480.,643.6,505.2,1.26,22.9,23.0,23.4,21.8,24.3,25.0,26.4,28.3,20.0,17.8,27.9,29.9,176.6,131.6,123.7,113.9
490.,640.2,468.5,1.23,23.0,23.0,23.3,21.5,24.0,24.6,26.0,27.4,19.6,18.0,26.3,29.7,159.1,129.3,120.9,111.3
500.,716.3,430.5,1.24,23.0,23.0,23.2,21.8,24.0,24.0,25.9,26.2,19.5,22.7,27.3,31.7,155.3,124.6,116.2,108.1
510.,475.2,333.3,1.25,22.8,22.9,23.0,21.1,23.6,23.7,24.7,25.0,18.7,18.1,23.0,23.7,152.6,120.7,113.7,105.7
520.,246.5,257.1,1.32,22.3,22.2,22.8,21.0,23.0,23.0,23.6,23.3,17.5,16.3,17.6,18.7,98.6,105.5,100.1,94.2
530.,230.8,219.3,1.12,22.4,22.0,22.0,21.0,23.0,22.2,23.0,22.3,17.0,15.7,16.8,17.1,53.0,81.6,80.6,77.3
540.,105.8,107.7,1.28,22.4,22.0,22.1,21.0,22.9,22.0,22.9,22.0,17.0,15.4,16.9,17.2,31.2,63.3,63.3,62.6
550.,113.2,72.5,1.22,22.4,22.0,22.1,20.9,22.9,22.0,22.9,22.0,17.2,15.7,15.8,16.6,25.5,50.1,51.4,51.3
560.,119.4,42.8,1.15,22.4,22.0,22.1,21.0,23.0,22.0,23.0,22.0,17.0,15.9,15.3,16.0,23.5,39.7,41.4,41.9
570.,104.3,27.9,1.27,22.6,22.0,22.1,20.9,22.9,22.0,23.0,21.4,17.0,15.7,15.1,16.0,22.2,33.7,35.8,35.7
580.,71.8,20.2,1.38,22.8,22.0,22.5,21.0,23.0,22.0,23.0,21.0,17.1,16.0,15.1,17.0,22.1,30.1,31.8,32.1
590.,2.7,18.5,1.20,22.7,22.0,22.7,21.0,23.0,22.0,23.0,21.2,17.0,15.8,15.6,17.0,22.1,27.2,28.1,28.5
600.,72.2,9.0,1.19,23.0,22.1,22.9,21.0,23.0,22.0,23.0,21.1,17.1,15.9,15.5,16.9,21.7,25.3,25.9,26.1
610.,10.2,6.2,1.34,23.0,22.7,23.0,21.0,23.0,22.0,23.0,21.0,17.4,15.9,15.1,16.6,21.4,24.6,24.7,24.9
620.,33.0,6.0,1.28,23.0,22.7,23.0,21.0,23.0,22.4,23.0,21.1,17.3,16.1,15.2,16.7,21.4,23.8,23.9,24.0
630.,48.4,5.2,1.05,23.0,22.7,23.0,21.0,23.0,22.7,23.0,21.0,17.0,16.1,15.0,16.8,21.7,23.2,23.2,23.2
640.,12.8,3.6,1.20,23.0,23.0,23.0,21.2,23.2,23.0,23.0,21.1,17.6,15.9,15.0,16.1,21.1,23.0,23.0,23.0
650.,74.6,2.9,1.23,23.1,23.0,23.0,21.1,23.3,22.9,23.0,21.2,17.7,16.4,15.0,16.0,20.9,23.0,23.2,22.9
660.,38.9,4.2,1.24,23.2,23.0,23.0,21.1,23.6,23.0,23.0,21.7,17.6,16.0,15.0,16.5,20.9,23.1,23.6,23.5
670.,57.0,6.6,1.29,23.6,23.0,23.2,21.3,23.9,23.0,23.0,21.9,17.5,16.0,15.0,16.4,21.0,23.0,23.3,23.3
680.,21.9,3.6,1.18,23.6,23.0,23.4,21.9,24.0,23.0,23.4,21.9,17.5,15.7,15.0,16.4,20.4,23.0,22.9,22.9
690.,25.7,1.2,1.27,23.9,23.1,23.4,22.0,24.0,23.0,23.6,21.9,18.0,16.2,15.3,16.9,20.9,22.7,22.8,22.1
700.,68.3,0.8,1.30,24.0,23.0,23.5,21.9,24.0,23.0,24.0,22.0,18.0,17.3,16.4,17.9,24.6,27.5,26.2,24.6
710.,0.1,8.0,1.20,24.0,23.1,23.8,22.0,24.0,23.0,24.0,22.0,18.0,18.0,17.0,18.0,28.1,33.8,31.7,30.0
720.,84.6,18.6,1.39,23.8,23.7,23.8,22.0,24.1,23.0,24.0,22.0,18.0,18.0,17.8,18.0,23.7,34.8,33.5,32.5
730.,13.6,18.2,1.28,24.0,23.6,23.9,22.0,24.1,23.5,24.0,22.0,18.0,18.0,18.0,18.0,20.3,32.1,31.7,31.1
740.,50.7,9.4,1.09,24.0,23.9,24.0,22.0,24.1,23.2,24.0,22.0,18.0,18.0,18.0,18.0,20.0,30.2,29.8,29.3
750.,91.9,4.5,1.07,24.0,24.0,24.0,22.0,24.7,23.9,24.0,22.3,18.4,18.0,18.0,18.0,23.1,30.6,29.8,28.7
760.,62.9,7.3,1.31,24.0,24.0,24.1,22.0,24.9,23.8,24.0,22.5,18.9,18.1,18.2,18.0,30.4,35.0,33.3,31.3
770.,90.6,17.1,1.07,24.1,24.0,24.0,22.0,25.0,24.0,24.0,22.7,19.0,18.3,18.5,18.1,34.2,37.7,36.3,34.2
780.,2.5,22.5,1.07,24.4,24.0,24.1,22.1,24.8,23.9,24.0,22.9,19.0,18.5,18.4,18.3,32.1,36.5,35.7,35.0
