Time,HRR-scale,HRR-O2,V015C,T010,T015,T020,T025,T030,T035,T040,T045,T050,T055,T060,T065,T075,T095,T105,T115
160.,0.0,11.2,1.01,14.0,13.6,13.0,12.0,13.0,12.0,12.2,12.0,13.6,13.7,13.0,13.0,13.4,13.5,13.0,12.5
170.,0.0,11.3,1.29,14.0,13.7,13.0,12.0,13.0,12.0,12.1,12.1,13.2,13.4,13.0,13.0,13.2,13.1,13.0,12.3
180.,0.0,12.9,1.37,14.0,13.3,13.0,12.0,12.9,12.0,12.2,12.0,13.0,13.1,13.0,13.0,13.1,13.0,13.0,12.6
190.,0.0,11.0,1.52,14.0,13.1,13.0,12.0,13.0,12.0,12.0,12.0,13.2,13.1,12.6,13.0,13.0,13.0,13.0,12.0
200.,0.0,9.8,1.40,14.0,13.0,13.0,12.0,13.0,12.0,12.1,12.0,13.0,13.0,12.6,13.0,13.0,13.0,13.0,12.0
210.,0.0,9.6,1.40,14.0,13.0,13.0,12.0,12.8,12.0,12.0,12.0,13.0,13.0,12.1,13.0,13.0,13.0,13.0,12.1
220.,0.0,9.3,1.49,14.0,13.3,13.0,12.0,13.0,12.1,12.0,12.0,13.0,13.0,12.1,13.0,13.0,13.0,13.0,12.0
230.,0.0,8.8,1.50,13.6,13.0,13.0,12.0,13.0,12.0,12.1,12.0,13.0,13.0,12.5,12.9,13.0,13.0,13.0,12.0
240.,0.0,8.0,1.43,13.9,13.0,13.0,12.0,12.9,12.0,12.0,12.0,13.0,13.0,12.1,13.0,13.0,13.0,13.0,12.0
250.,0.0,7.4,1.43,13.9,13.0,13.0,12.0,13.0,12.0,12.0,12.0,13.0,13.1,12.0,13.0,13.0,13.0,13.0,12.0
260.,0.0,6.4,1.42,14.0,13.2,13.0,12.0,13.0,12.1,12.3,12.0,13.1,13.0,12.6,13.0,13.0,13.0,13.0,12.0
270.,0.0,5.9,1.33,14.0,14.0,13.1,12.0,13.0,12.9,13.0,12.4,13.8,13.6,13.0,13.0,13.6,13.0,13.0,12.5
280.,0.0,4.4,1.46,14.0,14.0,13.6,13.0,13.3,13.0,13.0,13.0,14.0,14.0,13.0,13.7,14.0,14.0,13.1,13.0
290.,0.0,3.6,1.53,14.5,14.0,14.0,13.0,14.0,13.1,13.4,13.0,14.4,14.5,13.0,14.0,14.0,14.0,13.7,13.0
300.,72.1,2.6,1.41,14.8,14.0,14.0,13.0,14.0,13.2,13.9,13.2,15.0,15.0,13.7,14.0,14.1,14.0,14.0,13.0
310.,198.9,1.8,1.48,15.1,15.0,14.1,13.1,14.1,14.0,14.0,13.8,15.2,15.5,17.2,25.7,22.8,16.8,15.3,14.2
320.,326.0,6.9,1.34,15.4,15.2,15.1,13.7,15.1,15.0,15.6,16.4,19.0,23.9,82.2,118.0,77.0,46.5,40.9,30.9
330.,527.2,79.8,1.39,16.1,16.4,16.2,16.1,19.5,28.7,42.7,42.6,82.0,148.3,219.7,285.3,198.5,117.3,89.6,63.4
340.,618.3,240.8,1.65,22.2,24.2,29.7,36.7,45.4,66.5,90.9,84.6,167.9,251.9,288.2,413.9,313.4,172.8,130.9,94.3
350.,643.5,380.8,1.69,24.6,28.4,32.1,34.8,51.0,71.1,97.9,94.2,183.3,277.4,322.7,483.0,417.2,229.9,177.0,127.6
360.,781.7,637.9,1.46,22.2,25.5,27.4,27.9,46.3,71.6,98.0,93.3,189.7,289.2,329.8,503.5,456.5,263.3,210.5,152.7
370.,801.3,954.2,1.62,20.9,23.9,25.9,30.2,51.5,88.0,114.5,109.4,219.9,321.9,345.8,542.0,498.2,298.9,249.1,188.0
380.,900.5,1049.8,1.64,20.9,25.2,33.0,43.2,66.3,100.2,131.3,128.9,247.7,350.8,365.6,566.1,535.7,325.1,276.0,215.0
390.,1133.1,1034.4,1.70,23.4,33.5,48.7,55.4,82.4,116.6,151.8,157.1,281.6,378.1,390.9,607.0,555.0,354.6,303.6,244.3
400.,1219.6,1133.3,1.70,25.8,39.5,57.3,62.1,92.2,130.0,165.4,181.4,299.8,391.4,387.8,606.4,544.6,373.9,323.6,270.1
410.,1171.8,1085.0,1.52,29.5,40.8,54.7,56.2,81.1,107.7,133.7,161.6,241.0,329.7,401.5,525.3,490.4,366.7,323.9,279.3
420.,1070.9,1469.7,1.50,25.0,32.4,39.6,36.3,50.6,61.1,71.9,100.9,116.5,157.9,274.3,388.5,384.6,290.7,262.9,236.5
430.,1149.0,1736.1,1.34,22.6,27.1,30.5,26.7,34.8,39.3,44.6,68.9,68.1,88.5,231.1,388.6,382.8,274.4,247.7,219.5
440.,1250.7,1534.8,1.42,21.2,23.9,25.8,22.9,27.7,30.1,33.3,51.9,49.1,62.3,208.7,367.4,383.4,282.9,252.7,224.1
450.,1040.0,1710.8,1.47,21.0,23.0,23.8,21.2,25.0,26.7,29.3,43.9,43.1,54.7,223.0,369.5,377.3,287.3,259.8,229.2
460.,1169.2,1640.9,1.35,20.6,22.1,22.8,20.6,24.2,25.4,27.8,39.3,40.6,52.8,236.2,406.1,397.5,301.6,272.8,238.3
470.,942.4,1448.7,1.48,20.1,21.7,22.1,20.1,23.1,24.4,26.5,35.8,38.3,69.8,255.7,374.3,369.5,287.7,262.5,237.6
480.,849.5,1458.8,1.47,20.1,21.0,21.9,20.0,22.6,23.7,25.4,33.0,36.0,56.1,261.7,319.1,314.7,243.8,222.6,207.3
490.,697.8,1326.2,1.34,20.0,21.0,21.2,19.6,22.0,23.0,25.0,30.7,33.8,45.8,222.3,277.8,284.6,213.8,193.4,179.8
500.,927.0,1442.8,1.44,20.1,21.0,21.0,19.9,22.0,23.0,25.0,30.0,33.7,42.3,154.9,270.7,288.7,209.0,189.5,174.6
510.,837.1,1379.9,1.45,20.0,21.0,21.0,19.7,22.0,23.0,24.7,29.7,32.8,39.1,120.0,272.8,290.1,213.3,194.4,179.6
520.,738.5,1418.9,1.62,20.0,21.0,21.0,19.4,22.0,22.9,24.0,29.0,32.1,37.2,106.3,243.5,265.8,196.4,183.1,170.7
530.,324.5,1198.0,1.47,20.0,20.4,20.6,19.1,21.4,21.8,23.0,26.5,28.7,32.0,84.2,182.0,234.3,173.3,166.7,157.2
540.,0.0,692.2,1.43,19.3,20.0,20.0,18.5,20.4,20.2,21.1,22.9,23.7,25.0,56.3,86.2,131.6,132.3,125.3,117.7
550.,0.0,263.0,1.43,19.2,19.7,19.8,18.0,20.0,20.0,20.3,21.5,22.3,22.7,43.1,44.0,70.9,83.3,81.8,80.5
560.,0.0,87.1,1.35,19.1,19.6,19.3,18.2,20.0,19.8,20.0,20.8,22.0,22.0,37.5,27.5,42.4,53.5,54.7,56.2
570.,0.0,73.7,4.03,19.0,19.5,19.7,18.6,20.0,20.0,20.0,20.1,21.3,21.9,34.0,21.2,28.9,35.6,37.4,39.1
580.,0.0,65.4,4.74,19.8,20.0,20.0,19.0,20.2,20.0,20.0,20.0,21.1,21.7,31.2,18.5,24.0,24.9,26.2,27.5
590.,0.0,42.5,4.67,19.2,19.9,20.0,19.0,20.0,19.7,20.0,19.9,21.0,21.7,29.9,21.8,24.0,24.0,25.0,25.2
600.,0.0,31.7,5.04,19.0,19.0,19.1,18.6,19.4,19.0,19.4,19.1,20.8,21.0,28.9,22.0,23.1,23.9,24.0,23.8
