Time,HRR-scale,HRR-O2,V015C,T010,T015,T020,T025,T030,T035,T040,T045,T050,T055,T060,T065,T075,T095,T105,T115
410.,0.0,1325.1,2.26,21.8,22.7,23.3,19.8,24.3,25.6,27.8,32.4,38.8,58.6,144.5,220.4,334.1,255.2,236.5,217.5
420.,0.0,1105.2,2.13,21.0,21.7,22.1,19.3,22.6,23.1,24.7,27.4,31.2,45.3,108.5,139.4,265.5,189.8,177.5,172.3
430.,0.0,828.4,2.50,21.0,21.1,21.2,19.0,22.0,22.0,23.2,25.5,28.9,39.2,88.6,117.2,215.7,148.6,136.7,133.8
440.,0.0,624.5,2.17,20.8,21.0,21.0,19.0,22.0,22.0,23.0,24.9,28.1,36.8,76.7,88.7,197.0,139.7,125.0,116.8
450.,0.0,616.7,2.33,20.9,21.0,21.0,19.0,21.5,22.0,22.8,24.6,27.4,35.0,68.1,64.5,184.5,131.2,118.1,107.4
460.,0.0,565.2,2.22,21.0,21.0,21.0,19.0,21.9,22.0,23.0,24.8,27.7,33.9,64.3,60.6,167.2,125.4,112.0,101.4
470.,0.0,560.5,2.11,21.0,21.0,21.0,19.0,21.9,22.0,23.0,24.6,27.4,33.4,60.8,57.0,168.3,123.3,111.4,98.8
480.,0.0,545.4,2.26,21.0,21.0,21.0,19.0,22.0,22.0,22.9,24.0,27.0,32.8,58.5,58.4,164.1,124.7,112.1,97.0
490.,0.0,581.6,2.20,21.0,21.0,21.0,19.1,22.0,22.0,23.0,24.6,27.3,33.5,58.8,74.4,161.0,129.2,115.5,97.9
500.,0.0,595.5,2.04,21.0,21.0,21.3,19.7,22.0,22.0,23.0,24.7,27.1,32.8,57.4,71.7,169.6,139.1,123.2,101.4
510.,0.0,667.0,2.19,21.0,21.0,21.3,19.8,22.0,22.0,23.0,24.2,26.7,32.1,54.5,59.8,168.0,131.8,119.4,100.8
520.,0.0,566.6,2.35,21.0,21.0,21.0,19.5,22.0,21.7,22.3,23.4,25.2,29.5,49.5,49.6,144.4,114.3,106.3,94.3
530.,0.0,431.0,2.32,21.0,21.0,21.0,19.3,21.8,21.0,22.0,22.2,24.0,27.3,45.2,41.2,105.2,89.8,86.4,81.3
540.,0.0,277.0,2.24,21.0,21.0,21.0,19.3,21.7,21.0,22.0,22.0,24.0,26.5,42.4,32.7,87.1,77.1,73.8,70.6
550.,0.0,222.1,2.05,21.0,21.0,21.0,19.3,21.6,21.0,22.0,22.0,23.8,25.9,41.4,31.7,67.0,66.0,65.7,63.4
560.,0.0,189.5,1.96,21.0,21.0,21.0,19.5,21.6,21.0,21.9,22.0,23.4,25.2,39.6,31.2,58.3,62.6,62.6,60.1
570.,0.0,174.8,2.06,21.0,21.0,21.0,19.7,21.7,21.0,21.9,22.0,23.2,25.1,38.1,27.8,51.8,59.1,60.0,57.0
580.,0.0,161.9,2.16,21.0,21.0,21.0,19.8,21.4,21.0,21.4,21.8,23.0,24.6,36.7,25.9,44.3,50.2,54.2,52.9
590.,0.0,124.1,2.23,21.0,21.0,21.0,19.7,21.2,21.0,21.0,21.5,23.0,24.0,35.2,24.8,37.8,44.4,49.5,49.1
600.,0.0,93.3,2.35,21.0,21.0,21.0,20.0,21.4,21.0,21.1,21.6,23.0,24.0,34.3,24.2,34.6,40.1,44.7,44.9
610.,0.0,66.6,1.90,21.0,21.0,21.0,19.9,21.8,21.0,21.5,21.8,23.0,24.0,33.5,23.6,33.2,36.6,41.1,40.7
620.,0.0,60.6,2.11,21.0,21.0,21.0,20.0,21.9,21.0,21.4,21.9,23.0,24.0,32.6,22.5,30.2,34.2,38.2,38.5
630.,0.0,54.9,2.02,21.0,21.0,21.3,20.0,22.0,21.0,21.8,22.0,23.0,24.0,32.0,22.1,28.6,31.6,35.6,35.5
640.,0.0,45.8,2.18,21.3,21.0,21.6,20.0,22.0,21.0,22.0,22.0,23.0,24.0,31.4,22.0,26.6,30.4,33.8,33.7
650.,0.0,44.3,2.00,21.2,21.0,21.6,20.0,22.0,21.0,22.0,22.0,23.0,23.9,31.0,22.0,26.3,28.4,32.1,32.3
660.,0.0,41.3,1.83,21.0,21.0,21.3,20.0,22.0,21.0,22.0,21.9,23.0,24.0,31.0,22.0,25.2,26.4,30.2,30.8
670.,0.0,35.7,2.07,21.0,21.0,21.3,20.0,22.0,21.0,21.7,21.8,22.9,23.2,30.8,21.1,24.0,25.1,28.2,29.5
680.,0.0,28.7,2.18,21.3,21.0,21.3,20.0,22.0,21.0,21.8,21.9,23.0,23.7,30.7,21.8,26.3,28.3,28.7,29.0
690.,0.0,25.4,2.32,21.3,21.0,21.0,20.0,22.0,21.0,21.7,22.0,23.0,24.0,31.3,23.4,39.7,37.8,34.3,31.7
700.,0.0,36.4,2.08,21.4,21.1,21.7,20.0,22.0,21.0,22.0,22.0,23.0,24.0,32.0,24.1,49.8,42.4,37.2,33.5
710.,0.0,37.2,2.13,22.0,21.0,21.8,20.0,22.0,21.0,22.0,22.0,23.0,24.0,32.0,24.8,48.8,42.9,37.2,34.0
720.,0.0,34.7,2.00,22.0,21.3,22.0,20.1,22.0,21.2,22.0,22.0,23.0,24.0,32.0,25.0,46.1,42.1,37.0,34.0
730.,0.0,28.5,2.12,22.0,21.5,21.6,20.0,22.0,21.0,22.0,22.0,23.0,24.0,31.9,25.0,45.8,40.8,36.8,33.4
740.,0.0,25.0,2.27,21.9,21.3,21.9,20.0,22.0,21.0,22.0,22.0,23.0,24.0,31.9,25.0,42.0,40.0,36.0,33.0
750.,0.0,25.2,2.09,22.0,21.2,21.6,20.1,22.0,21.0,22.0,22.0,23.0,24.0,31.1,25.0,39.1,39.2,36.0,33.0
760.,0.0,28.8,2.27,22.0,21.6,21.9,20.0,22.0,21.0,22.0,22.0,23.0,24.0,31.1,25.0,40.0,38.7,36.2,33.3
770.,0.0,30.5,2.33,22.0,22.0,22.0,20.0,22.0,21.1,22.0,22.0,23.0,24.0,31.0,25.0,39.6,39.5,36.8,34.1
780.,0.0,35.1,2.17,22.0,22.0,22.0,20.1,22.0,21.6,22.0,22.0,23.0,24.0,31.0,25.0,38.0,40.1,37.7,34.8
