Time,HRR-scale,HRR-O2,V015C,T010,T015,T020,T025,T030,T035,T040,T045,T050,T055,T060,T065,T075,T095,T105,T115
250.,0.0,22.7,1.52,13.1,12.5,12.7,11.6,12.2,11.2,11.4,11.3,12.8,12.4,10.9,12.2,14.0,12.3,11.6,11.1
260.,0.0,7.9,1.77,13.2,12.9,12.8,11.4,12.5,12.0,12.2,12.1,13.7,13.9,12.5,20.5,50.7,30.1,25.7,18.7
270.,0.0,25.7,1.69,13.5,13.4,13.6,12.3,13.5,13.0,13.4,14.1,16.2,17.8,32.0,87.9,108.5,62.7,58.8,46.5
280.,0.0,145.3,1.65,14.4,14.0,14.4,13.4,14.8,14.6,15.5,17.5,20.6,24.0,74.8,155.2,153.8,95.5,89.1,75.1
290.,0.0,273.2,1.37,15.2,15.0,15.5,14.0,16.3,16.5,17.9,21.3,25.6,32.0,112.0,213.8,205.0,137.6,125.8,103.0
300.,0.0,453.1,1.49,16.0,16.0,16.5,15.1,17.3,18.1,19.8,24.5,30.1,44.3,150.8,277.2,259.3,176.5,158.6,127.8
310.,0.0,525.1,1.61,16.8,17.0,17.9,16.0,18.7,19.8,22.0,28.4,42.7,114.0,209.9,327.8,311.5,214.0,193.3,150.5
320.,0.0,659.5,1.62,17.3,18.0,19.0,17.0,20.2,21.8,24.6,41.9,102.7,221.8,302.2,413.1,380.8,253.7,228.2,177.9
330.,0.0,789.8,1.58,18.0,19.0,20.0,17.6,21.1,24.0,42.7,78.5,152.8,268.9,335.5,457.7,410.0,283.5,255.6,203.5
340.,0.0,1049.7,1.45,18.6,19.3,20.5,19.4,27.8,43.9,76.2,111.5,205.6,319.0,354.3,474.7,416.8,298.5,272.9,223.2
350.,0.0,1412.3,1.53,19.2,21.1,24.3,29.7,44.7,72.1,102.7,133.1,239.5,348.0,360.6,477.9,418.9,310.3,280.3,238.0
360.,0.0,1411.1,1.69,19.1,22.5,27.4,33.0,48.6,79.1,107.8,137.4,245.6,351.0,386.9,487.5,445.5,314.8,282.3,243.7
370.,0.0,1520.6,1.74,22.6,30.5,39.0,48.3,62.4,98.3,124.7,158.0,263.8,353.2,383.5,492.4,434.6,323.6,292.5,253.1
380.,0.0,1599.5,1.51,23.4,32.8,42.7,46.9,61.6,86.9,106.4,123.3,157.5,62.5,165.2,255.9,393.1,315.6,288.1,252.1
390.,0.0,1358.1,1.65,21.5,27.8,34.7,33.7,45.1,58.9,69.0,80.1,48.8,18.7,41.8,42.3,403.9,297.0,272.2,240.5
400.,0.0,1394.7,1.35,20.9,25.0,29.0,27.0,34.6,42.2,48.3,57.6,27.5,17.4,41.1,40.8,394.5,279.9,257.5,228.3
410.,0.0,1036.5,1.43,20.4,23.3,26.2,23.4,29.9,34.7,39.1,47.0,24.3,17.0,43.9,43.1,380.1,269.4,248.3,222.9
420.,0.0,1250.5,1.49,20.4,22.6,24.4,22.0,27.2,30.2,33.6,41.2,23.0,17.2,45.6,43.2,391.5,272.9,250.6,226.0
430.,0.0,1312.4,1.65,20.6,22.1,23.8,21.1,25.6,27.8,30.6,37.4,21.7,17.0,41.5,38.4,403.4,274.0,252.3,227.5
440.,0.0,1258.8,1.52,20.5,22.0,23.2,20.8,25.0,27.0,29.5,36.4,22.1,16.8,40.1,34.8,384.5,268.9,246.9,223.9
450.,0.0,1257.1,1.34,20.8,21.9,23.2,20.5,24.6,26.2,28.8,36.0,22.2,17.1,41.8,38.6,391.3,269.8,246.9,223.9
460.,0.0,1213.6,1.42,21.0,22.0,23.0,20.5,24.3,26.0,28.1,35.0,22.2,16.9,41.8,39.8,402.3,272.4,250.7,225.2
470.,0.0,1357.0,1.45,21.0,21.9,22.9,20.8,24.1,25.8,28.3,34.1,22.5,17.6,42.3,41.1,381.4,271.2,248.3,225.6
480.,0.0,1455.4,1.54,21.3,22.0,22.9,20.9,24.9,26.3,28.8,34.2,22.6,18.1,47.4,45.4,371.9,282.2,256.5,231.9
490.,0.0,1331.9,1.54,21.6,22.0,23.4,21.0,25.0,27.0,29.6,33.8,22.8,23.8,43.9,44.2,376.4,284.2,258.3,234.7
500.,0.0,1460.6,1.45,21.6,22.1,23.4,21.1,25.0,26.7,29.2,32.1,22.9,17.9,43.1,41.9,410.8,281.9,257.1,232.2
510.,0.0,1346.5,1.50,21.6,22.6,23.7,21.0,25.0,26.2,29.0,31.3,22.3,17.4,40.3,38.7,415.0,281.8,257.4,233.3
520.,0.0,1389.9,1.45,22.0,22.9,24.0,21.5,25.5,27.0,29.6,31.8,23.0,18.1,44.9,45.2,399.4,278.9,254.8,232.0
530.,0.0,1424.4,1.41,22.1,22.9,24.1,21.6,25.2,27.0,29.8,33.2,22.9,17.6,43.0,42.5,376.2,270.6,247.7,227.9
540.,0.0,1423.2,1.48,22.2,22.9,24.1,21.6,25.5,27.0,29.5,34.6,22.6,18.6,43.9,39.6,391.9,271.9,248.3,224.7
550.,0.0,1494.9,1.34,22.5,23.0,24.5,21.9,25.8,27.0,30.0,36.2,22.7,18.4,44.9,42.5,391.2,279.9,255.1,231.2
560.,0.0,1639.0,1.50,22.8,23.5,25.1,22.1,25.9,27.2,30.0,36.9,23.0,18.9,46.0,43.4,390.7,280.7,256.0,233.7
570.,0.0,1494.4,1.45,23.1,23.8,25.0,22.3,26.0,27.7,30.2,38.2,23.8,18.9,46.0,45.1,387.2,283.8,258.1,235.3
580.,0.0,1568.1,1.53,23.3,24.0,25.1,22.5,26.1,27.8,30.6,37.6,22.9,19.8,46.1,44.4,415.4,287.1,259.6,237.5
590.,0.0,1551.2,1.41,23.3,24.0,25.2,22.6,26.4,28.0,30.8,36.3,23.0,24.0,44.6,41.7,415.0,286.6,261.7,240.2
600.,0.0,1582.9,1.44,23.5,24.2,25.3,22.8,26.5,28.2,31.1,36.2,23.7,23.5,42.6,45.1,408.5,290.8,264.6,240.7
610.,0.0,1674.5,1.42,23.9,24.4,25.2,23.0,27.2,28.8,31.9,33.8,23.7,19.3,46.4,48.7,412.7,296.6,270.8,244.7
620.,0.0,1886.4,1.44,24.2,25.2,26.3,23.9,27.9,30.0,33.3,35.1,26.0,30.7,47.3,53.5,442.4,311.1,280.1,252.5
630.,0.0,2071.3,1.39,24.7,25.9,27.3,24.8,29.3,31.7,35.1,35.5,32.2,31.9,49.0,56.9,494.1,362.8,322.3,289.3
640.,0.0,2200.8,1.46,24.5,25.2,26.8,23.4,27.8,30.2,32.8,30.8,25.6,19.8,47.0,48.5,438.1,338.5,308.3,281.3
650.,0.0,1916.3,1.33,24.0,24.1,25.4,22.4,26.8,28.0,30.8,31.1,22.7,17.9,41.6,44.3,375.6,295.8,274.2,254.4
660.,0.0,1428.5,1.43,23.1,23.5,24.7,22.0,25.7,26.4,28.6,31.1,21.2,16.4,39.5,35.9,347.1,266.7,249.1,233.7
670.,0.0,1268.6,1.37,22.5,23.1,23.6,21.3,24.8,25.1,26.8,29.5,20.1,15.7,31.2,26.2,310.5,239.8,225.4,210.1
680.,0.0,1035.4,1.45,22.0,22.4,23.0,20.9,23.4,23.5,25.1,26.7,18.2,14.7,24.6,20.2,249.5,202.9,193.4,183.2
690.,0.0,750.8,1.44,21.8,21.8,22.1,20.2,22.9,22.4,23.5,24.4,17.4,14.3,18.7,18.7,175.9,166.3,157.9,151.3
700.,0.0,564.8,1.75,21.3,21.6,21.6,20.0,22.1,22.0,23.0,23.4,16.7,13.8,18.7,18.6,112.3,136.4,130.3,124.2
710.,0.0,379.2,1.59,21.0,21.0,21.6,19.9,22.1,21.4,22.0,22.6,16.4,14.5,16.9,18.1,74.6,113.5,109.7,104.3
720.,0.0,272.6,1.58,21.1,21.0,21.5,19.8,22.0,21.1,22.1,21.9,16.4,14.7,17.1,19.7,63.9,100.1,97.3,90.4
730.,0.0,226.2,1.61,21.0,21.0,21.8,20.0,22.2,21.1,22.0,20.9,16.3,13.7,15.7,17.1,44.7,82.4,84.1,81.6
740.,0.0,174.6,1.48,21.1,21.0,21.6,20.0,22.1,21.0,21.9,19.5,16.2,14.1,15.1,17.3,32.9,62.3,67.0,66.0
750.,0.0,81.0,1.42,21.2,21.2,21.5,20.0,22.0,21.0,21.8,19.1,16.0,14.0,15.0,17.6,27.7,48.4,51.5,52.1
760.,0.0,25.7,1.41,21.7,21.0,21.5,19.9,21.9,21.0,22.0,19.1,16.1,14.4,15.0,17.8,25.9,39.9,41.8,41.7
770.,0.0,12.5,1.63,21.3,21.1,21.7,19.8,21.7,21.0,21.8,19.1,16.5,15.6,16.9,16.9,24.1,35.2,36.2,35.6
780.,0.0,7.8,1.34,21.4,21.2,21.6,19.9,22.0,21.0,22.0,19.6,16.4,16.2,18.4,17.6,24.8,33.8,34.4,33.6
