Time,HRR-scale,HRR-O2,V015C,T010,T015,T020,T025,T030,T035,T040,T045,T050,T055,T060,T065,T075,T095,T105,T115
540.,303.0,393.7,1.07,21.0,21.0,21.9,19.7,22.4,23.0,24.6,29.1,41.0,123.4,201.7,145.8,136.5,98.3,90.7,82.2
550.,266.4,403.3,1.17,21.2,21.2,22.0,19.8,22.9,23.0,25.0,29.3,36.6,129.9,196.9,139.7,133.1,99.3,91.4,82.9
560.,232.1,416.6,1.16,21.0,21.6,22.0,19.9,22.9,23.0,24.9,29.2,43.6,117.2,200.3,149.1,131.5,97.5,88.9,81.4
570.,291.7,383.3,1.04,21.2,21.5,22.1,20.0,22.9,23.1,25.0,29.5,47.3,135.0,204.7,164.8,137.4,99.7,88.6,81.4
580.,347.5,426.9,1.08,21.3,21.9,22.0,19.9,22.9,23.7,25.0,30.3,43.2,153.2,205.0,182.9,141.0,102.9,92.2,83.4
590.,205.3,385.5,0.88,21.1,21.8,22.0,20.0,22.9,23.0,25.0,29.9,46.3,150.8,212.7,162.9,130.0,99.5,91.1,82.6
600.,333.8,395.9,1.19,21.3,21.9,22.0,20.0,23.0,23.0,25.0,29.7,51.6,149.9,205.1,175.0,132.9,97.1,88.8,80.9
610.,267.6,443.3,0.98,21.5,21.9,22.0,20.0,23.0,23.3,25.0,29.6,40.9,103.8,186.5,157.8,129.5,96.3,88.5,83.1
620.,190.8,426.0,1.12,21.9,21.9,22.1,20.0,23.0,23.0,25.0,29.2,36.4,118.2,193.8,136.3,118.3,92.9,83.0,79.0
630.,147.3,322.0,1.09,21.9,22.0,22.1,20.0,23.0,23.4,25.0,29.0,39.3,132.4,213.7,120.2,110.6,88.3,79.2,74.8
640.,255.9,289.3,1.09,21.9,22.0,22.2,20.1,23.0,23.9,25.0,29.5,54.3,155.9,216.1,143.0,113.2,85.1,79.3,73.4
650.,229.2,287.9,0.97,22.0,22.0,22.2,20.0,23.0,23.1,24.8,28.3,42.7,109.9,184.0,138.1,111.5,83.0,78.9,74.9
660.,317.8,328.6,0.76,22.0,22.0,22.4,20.1,23.1,23.5,25.0,28.9,53.1,133.2,187.4,153.0,123.2,82.4,77.8,73.6
670.,930.5,381.3,0.84,22.6,23.0,23.5,21.0,24.4,36.9,59.0,76.7,192.3,293.0,266.8,312.3,224.2,121.2,107.4,94.8
680.,487.2,706.2,0.68,23.4,24.0,24.8,22.0,33.4,77.4,120.5,153.2,327.7,413.4,334.9,491.0,385.3,246.3,206.1,166.2
690.,308.4,1129.0,1.12,23.3,24.0,24.7,21.3,33.8,64.0,91.4,142.2,268.5,363.0,322.5,440.9,413.9,286.6,255.9,220.5
700.,308.4,1190.7,1.07,23.1,23.3,23.9,21.0,28.7,44.0,58.1,105.5,180.3,263.2,263.1,322.5,321.1,244.3,226.2,204.2
710.,396.5,1209.0,0.99,22.9,22.9,23.1,20.7,25.7,32.8,40.2,75.4,105.0,149.6,190.2,225.2,234.5,189.8,184.9,174.6
720.,29.5,841.3,1.11,22.3,22.1,22.7,20.2,24.0,27.3,31.5,55.5,62.9,87.1,135.5,151.3,173.8,141.7,142.8,138.5
730.,51.5,506.4,1.22,22.0,22.0,22.2,20.0,23.2,24.7,27.2,44.0,43.3,57.0,101.3,105.9,133.4,108.2,109.1,105.8
740.,90.2,290.2,1.08,22.0,22.0,22.0,20.0,23.0,23.4,25.0,35.9,32.8,40.3,78.9,72.2,108.6,88.3,88.1,85.9
750.,144.9,195.1,0.99,22.0,21.9,22.0,20.0,22.9,22.8,24.0,30.7,27.3,31.6,67.0,59.2,93.5,73.8,73.2,71.5
760.,103.5,190.8,1.09,22.0,22.0,22.2,20.0,22.9,22.3,23.2,28.0,25.0,27.3,58.1,53.8,86.3,65.5,64.3,62.5
770.,166.4,147.8,0.91,22.0,22.0,22.0,20.0,22.9,22.0,23.0,26.2,24.0,25.2,50.6,41.0,78.1,59.5,57.6,56.5
