Time (s),Line 2,Line 6,Line 10
2880,731.4692467,896.2467425,1121.451868
2940,743.1516162,906.0190804,1125.890234
3000,753.7801083,932.7187737,1127.5388
3060,763.6551858,959.8716739,1117.720158
3120,773.0773819,982.2587295,1102.398282
3180,782.3472295,1003.90662,1088.642564
3240,791.7652619,1025.677638,1079.48989
3300,801.6319925,1046.565899,1073.185476
3360,812.1210849,1066.036988,1067.695584
3420,822.9778034,1084.107725,1060.986479
3480,833.8570675,1104.857882,1051.027681
3540,844.4137966,1131.003792,1037.220155
3600,854.3040904,1134.06543,1022.63485
3660,863.2739807,1133.643311,1010.922623
3720,871.2211668,1164.145444,1005.545165
3780,878.0579428,1181.294841,1004.473649
3840,883.904254,1181.593589,999.4704151
3900,890.119423,1197.268603,985.1832986
3960,898.5206484,1201.483696,966.5410385
4020,910.50667,1189.532602,949.3951957
4080,923.1199873,1172.696591,934.5569434
4140,930.913285,1159.027447,921.4265688
4200,934.5422359,1145.889917,909.404291
4260,943.6547993,1130.152535,897.9087498
4320,961.0675709,1111.314957,886.5267095
4380,985.4667527,1090.285135,874.9349223
4440,1015.478766,1067.984346,862.8109925
4500,1049.374977,1045.164157,849.8325242
4560,1084.950996,1021.969844,835.6873079
4620,1114.856976,998.4113462,820.3587848
4680,1125.936002,974.4986032,804.1647868
4740,1110.696972,950.247213,787.4411168
4800,1080.740065,925.7780645,770.5235776
4860,1050.382048,901.3051393,753.7479721
4920,1022.650106,877.0456261,737.4499881
4980,993.8774022,853.2167138,721.856357
5040,961.6397385,830.0355912,706.8823045
5100,928.0062489,807.7194472,692.3877441
5160,895.9936645,786.4853319,678.2325892
5220,868.1489991,766.4894085,664.2767532
5280,844.3739249,747.7317344,650.3812659
5340,823.6448447,730.1877007,636.4922112
5400,804.9371843,713.8326982,622.6991148
5460,787.2374251,698.642118,609.1053053
5520,769.9715775,684.591351,595.8141111
5580,753.1423145,671.6557882,582.9288608
5640,736.7914273,659.8108204,570.552883
5700,720.9607072,649.0318386,558.7893798
5760,705.6919453,639.2802068,547.7007123
5820,691.0269328,630.3383856,537.2500181
5880,677.005407,621.8654199,527.3856565
5940,663.6255986,613.5179067,518.0559866
6000,650.8471864,604.9524428,509.2093677
6060,638.6283871,595.8256253,500.7941592
6120,626.9274178,585.794051,492.7587201
6180,615.7024952,574.5143169,485.0514097
6240,604.9118362,561.6430199,477.6251886
6300,594.5136577,546.8367569,470.4778021
6360,584.4863745,530.6168388,463.6322297
6420,575.1061497,518.6656665,457.1117343
6480,566.8760888,516.8239148,450.9395785
6540,560.3050057,515.9545437,445.139025
6600,555.6505354,501.2232526,439.6970518
6660,549.9667546,482.1822115,432.9813617
6720,538.0977704,476.3277531,421.1267606
6780,516.7399733,471.3621294,403.6214077
6840,499.8670098,452.8949911,393.637182
6900,498.0459085,444.1802182,394.2670273
6960,489.7046163,443.4937667,391.7416671
7020,467.6447223,438.3870774,379.7339156
7080,455.043715,429.7639337,366.2551762
7140,453.7082288,419.8140648,357.4671994
7200,451.7245499,410.1901371,352.0906611
7260,443.0385302,401.091095,347.802285
7320,430.7635133,392.4723194,342.7188193
7380,418.2827286,384.2891912,336.6202865
7440,406.7356369,376.4970914,329.6796403
7500,396.5590554,369.0514008,322.0698342
7560,387.7178067,361.9075004,313.9638219
7620,379.9926282,355.0207711,305.534557
7680,373.1638387,348.3465937,296.954993
7740,367.0117565,341.8403492,288.3980835
7800,361.3167003,335.4574186,280.0367821
7860,355.8589887,329.1531827,272.0440425
7920,350.4189401,322.8830223,264.5928181
7980,344.7768731,316.6023186,257.8560627
8040,338.7131063,310.2664523,252.0067297
8100,332.0079582,303.8308043,247.2177728
8160,324.4417474,297.2507556,243.6621457
8220,315.7947924,290.4816871,241.5128017
8280,305.8474118,283.4789797,240.9426946
8340,294.3799241,276.1980144,242.124778
8400,281.1726479,268.5941719,245.2320054
