Direction,z
6.10250298,707.5862069
6.126340882,705.5172414
6.150178784,703.4482759
6.174016687,701.3793103
6.197854589,698.2758621
6.221692491,696.2068966
6.245530393,694.137931
6.269368296,691.0344828
6.293206198,688.9655172
6.3170441,686.8965517
6.340882002,684.8275862
6.364719905,682.7586207
6.388557807,680.6896552
6.412395709,678.6206897
6.436233611,676.5517241
6.460071514,674.4827586
6.483909416,672.4137931
6.507747318,670.3448276
6.531585221,667.2413793
6.555423123,665.1724138
6.579261025,663.1034483
6.603098927,661.0344828
6.62693683,658.9655172
6.650774732,656.8965517
6.674612634,653.7931034
6.698450536,651.7241379
6.722288439,649.6551724
6.746126341,647.5862069
6.769964243,645.5172414
6.793802145,643.4482759
6.817640048,641.3793103
6.84147795,639.3103448
6.865315852,637.2413793
6.889153754,635.1724138
6.912991657,632.0689655
6.936829559,630
6.960667461,627.9310345
6.984505364,625.862069
7.008343266,623.7931034
7.032181168,620.6896552
7.05601907,618.6206897
7.079856973,616.5517241
7.103694875,614.4827586
7.127532777,612.4137931
7.151370679,610.3448276
7.175208582,607.2413793
7.199046484,604.137931
7.222884386,602.0689655
7.246722288,600
7.270560191,597.9310345
7.294398093,595.862069
7.318235995,593.7931034
7.342073897,590.6896552
7.3659118,587.5862069
7.389749702,585.5172414
7.413587604,583.4482759
7.437425507,581.3793103
7.461263409,579.3103448
7.485101311,576.2068966
7.508939213,573.1034483
7.532777116,571.0344828
7.556615018,568.9655172
7.58045292,566.8965517
7.604290822,563.7931034
7.628128725,560.6896552
7.651966627,558.6206897
7.675804529,556.5517241
7.699642431,554.4827586
7.723480334,551.3793103
7.747318236,548.2758621
7.771156138,546.2068966
7.794994041,544.137931
7.818831943,542.0689655
7.842669845,538.9655172
7.866507747,535.862069
7.89034565,533.7931034
7.914183552,531.7241379
7.938021454,529.6551724
7.961859356,527.5862069
7.985697259,524.4827586
8.009535161,521.3793103
8.033373063,519.3103448
8.057210965,517.2413793
8.081048868,515.1724138
8.10488677,513.1034483
8.128724672,510
8.152562574,506.8965517
8.176400477,504.8275862
8.200238379,502.7586207
8.224076281,500.6896552
8.247914184,498.6206897
8.271752086,496.5517241
8.295589988,494.4827586
8.31942789,492.4137931
8.343265793,490.3448276
8.367103695,487.2413793
8.390941597,485.1724138
8.414779499,483.1034483
8.438617402,481.0344828
8.462455304,477.9310345
8.486293206,475.862069
8.510131108,473.7931034
8.533969011,471.7241379
8.557806913,469.6551724
8.581644815,467.5862069
8.605482718,465.5172414
8.62932062,463.4482759
8.653158522,461.3793103
8.676996424,459.3103448
8.700834327,456.2068966
8.724672229,454.137931
8.748510131,452.0689655
8.772348033,450
8.796185936,447.9310345
8.820023838,445.862069
8.84386174,442.7586207
8.867699642,440.6896552
8.891537545,438.6206897
8.915375447,436.5517241
8.939213349,434.4827586
8.963051251,432.4137931
8.986889154,430.3448276
9.010727056,428.2758621
9.034564958,426.2068966
9.058402861,423.1034483
9.082240763,421.0344828
9.106078665,417.9310345
9.129916567,415.862069
9.15375447,413.7931034
9.177592372,411.7241379
9.201430274,409.6551724
9.225268176,407.5862069
9.249106079,404.4827586
9.272943981,402.4137931
9.296781883,399.3103448
9.320619785,397.2413793
9.344457688,395.1724138
9.36829559,393.1034483
9.392133492,391.0344828
9.415971395,388.9655172
9.439809297,386.8965517
9.463647199,383.7931034
9.487485101,381.7241379
9.511323004,379.6551724
9.535160906,376.5517241
9.558998808,374.4827586
9.58283671,372.4137931
9.606674613,370.3448276
9.630512515,368.2758621
9.654350417,366.2068966
9.678188319,364.137931
9.702026222,361.0344828
9.725864124,358.9655172
9.749702026,356.8965517
9.773539928,354.8275862
9.797377831,352.7586207
9.821215733,350.6896552
9.845053635,348.6206897
9.868891538,346.5517241
9.89272944,344.4827586
9.916567342,342.4137931
9.940405244,340.3448276
9.964243147,338.2758621
9.988081049,336.2068966
10.01191895,334.137931
10.03575685,333.1034483
10.05959476,331.0344828
10.08343266,328.9655172
10.10727056,326.8965517
10.13110846,324.8275862
10.15494636,322.7586207
10.17878427,320.6896552
10.20262217,318.6206897
10.22646007,316.5517241
10.25029797,315.5172414
10.27413588,313.4482759
10.29797378,311.3793103
10.32181168,310.3448276
10.34564958,308.2758621
10.36948749,306.2068966
10.39332539,305.1724138
10.41716329,303.1034483
10.44100119,301.0344828
10.46483909,298.9655172
10.488677,297.9310345
10.5125149,295.862069
10.5363528,293.7931034
10.5601907,292.7586207
10.58402861,290.6896552
10.60786651,288.6206897
10.63170441,286.5517241
10.65554231,285.5172414
10.67938021,283.4482759
10.70321812,282.4137931
10.72705602,280.3448276
10.75089392,278.2758621
10.77473182,277.2413793
10.79856973,275.1724138
10.82240763,274.137931
10.84624553,272.0689655
10.87008343,271.0344828
10.89392133,268.9655172
10.91775924,267.9310345
10.94159714,265.862069
10.96543504,263.7931034
10.98927294,262.7586207
11.01311085,261.7241379
11.03694875,259.6551724
11.06078665,257.5862069
11.08462455,256.5517241
11.10846246,255.5172414
11.13230036,253.4482759
11.15613826,251.3793103
11.17997616,250.3448276
11.20381406,249.3103448
11.22765197,247.2413793
11.25148987,245.1724138
11.27532777,244.137931
11.29916567,243.1034483
11.32300358,241.0344828
11.34684148,240
11.37067938,238.9655172
11.39451728,236.8965517
11.41835518,236.8965517
11.44219309,234.8275862
11.46603099,232.7586207
11.48986889,232.7586207
11.51370679,230.6896552
11.5375447,229.6551724
11.5613826,228.6206897
11.5852205,226.5517241
11.6090584,226.5517241
11.63289631,224.4827586
11.65673421,222.4137931
11.68057211,222.4137931
11.70441001,220.3448276
11.72824791,219.3103448
11.75208582,218.2758621
11.77592372,216.2068966
11.79976162,215.1724138
11.82359952,214.137931
11.84743743,212.0689655
11.87127533,212.0689655
11.89511323,210
11.91895113,208.9655172
11.94278903,207.9310345
11.96662694,205.862069
11.99046484,205.862069
12.01430274,203.7931034
12.03814064,202.7586207
12.06197855,201.7241379
12.08581645,200.6896552
12.10965435,199.6551724
12.13349225,197.5862069
12.15733015,197.5862069
12.18116806,195.5172414
12.20500596,195.5172414
12.22884386,193.4482759
12.25268176,193.4482759
12.27651967,191.3793103
12.30035757,191.3793103
12.32419547,189.3103448
12.34803337,189.3103448
12.37187128,187.2413793
12.39570918,186.2068966
12.41954708,185.1724138
12.44338498,184.137931
12.46722288,183.1034483
12.49106079,181.0344828
12.51489869,181.0344828
12.53873659,178.9655172
12.56257449,178.9655172
12.5864124,176.8965517
12.6102503,176.8965517
12.6340882,174.8275862
12.6579261,174.8275862
12.681764,172.7586207
12.70560191,172.7586207
12.72943981,170.6896552
12.75327771,169.6551724
12.77711561,168.6206897
12.80095352,167.5862069
12.82479142,166.5517241
12.84862932,165.5172414
12.87246722,164.4827586
12.89630513,164.4827586
12.92014303,162.4137931
12.94398093,162.4137931
12.96781883,160.3448276
12.99165673,160.3448276
13.01549464,158.2758621
13.03933254,158.2758621
13.06317044,156.2068966
13.08700834,156.2068966
13.11084625,154.137931
13.13468415,154.137931
13.15852205,152.0689655
13.18235995,152.0689655
13.20619785,150
13.23003576,150
13.25387366,147.9310345
13.27771156,147.9310345
13.30154946,146.8965517
13.32538737,145.862069
13.34922527,145.862069
13.37306317,143.7931034
13.39690107,143.7931034
13.42073897,141.7241379
13.44457688,141.7241379
13.46841478,139.6551724
13.49225268,139.6551724
13.51609058,137.5862069
13.53992849,137.5862069
13.56376639,135.5172414
13.58760429,135.5172414
13.61144219,133.4482759
13.6352801,133.4482759
13.659118,131.3793103
13.6829559,131.3793103
13.7067938,129.3103448
13.7306317,129.3103448
13.75446961,128.2758621
13.77830751,127.2413793
13.80214541,126.2068966
13.82598331,125.1724138
13.84982122,124.137931
13.87365912,123.1034483
13.89749702,122.0689655
13.92133492,121.0344828
13.94517282,120
13.96901073,118.9655172
13.99284863,117.9310345
14.01668653,116.8965517
14.04052443,115.862069
14.06436234,114.8275862
14.08820024,113.7931034
14.11203814,112.7586207
14.13587604,112.7586207
14.15971395,110.6896552
14.18355185,110.6896552
14.20738975,108.6206897
14.23122765,108.6206897
14.25506555,106.5517241
14.27890346,106.5517241
14.30274136,104.4827586
14.32657926,104.4827586
14.35041716,102.4137931
14.37425507,102.4137931
14.39809297,100.3448276
14.42193087,100.3448276
14.44576877,98.27586207
14.46960667,98.27586207
14.49344458,96.20689655
14.51728248,96.20689655
14.54112038,94.13793103
14.56495828,94.13793103
14.58879619,92.06896552
14.61263409,91.03448276
14.63647199,90
14.66030989,87.93103448
14.68414779,86.89655172
14.7079857,85.86206897
14.7318236,83.79310345
14.7556615,82.75862069
14.7794994,81.72413793
14.80333731,79.65517241
14.82717521,79.65517241
14.85101311,77.5862069
14.87485101,76.55172414
14.89868892,75.51724138
14.92252682,73.44827586
14.94636472,72.4137931
14.97020262,71.37931034
14.99404052,69.31034483
15.01787843,68.27586207
15.04171633,67.24137931
15.06555423,65.17241379
15.08939213,65.17241379
15.11323004,63.10344828
15.13706794,61.03448276
15.16090584,61.03448276
15.18474374,58.96551724
15.20858164,57.93103448
15.23241955,56.89655172
15.25625745,54.82758621
15.28009535,53.79310345
15.30393325,52.75862069
15.32777116,50.68965517
15.35160906,50.68965517
15.37544696,48.62068966
15.39928486,47.5862069
15.42312277,46.55172414
15.44696067,44.48275862
15.47079857,44.48275862
15.49463647,42.4137931
15.51847437,41.37931034
15.54231228,41.37931034
15.68533969,31.03448276
15.8045292,24.82758621
15.92371871,18.62068966
